"PointID","x","y","Density","Momentum_x","Momentum_y","Energy","Pressure","Temperature","Mach","Pressure_Coefficient"
0, 3.210599337274920e-01, -5.989480831492062e-02, 7.898423352493399e-01, 9.741717738000232e-01, 9.249548341865893e-03, 2.399052340355645e+00, 7.192954542943906e-01, 9.106823250583563e-01, 1.092363643502809e+00, -6.265726466643070e-01
1, 3.270556930692717e-01, -7.428064125662712e-02, 8.120491943259458e-01, 9.776077471097039e-01, 1.316369607986398e-02, 2.458177520393471e+00, 7.478443377579809e-01, 9.209347696954996e-01, 1.060335275081511e+00, -5.628474603616500e-01
2, 3.261100053790000e-01, -5.985254444802346e-02, 8.011762263511076e-01, 9.758895533486130e-01, 1.215699103533499e-02, 2.429194446565960e+00, 7.339003255673706e-01, 9.160285857580428e-01, 1.075691605687696e+00, -5.939724875728336e-01
3, 3.161589861857755e-01, -5.993582416753958e-02, 7.902091550380803e-01, 9.736117051516906e-01, 7.124284711253134e-03, 2.399803653261508e+00, 7.199924496506326e-01, 9.111416199878574e-01, 1.090933795528150e+00, -6.250168534584096e-01
4, 3.237177415287160e-01, -7.678260536451074e-02, 8.020189933052885e-01, 9.768348839756809e-01, 1.120940846075635e-02, 2.431717450223718e+00, 7.347045758432186e-01, 9.160687988389737e-01, 1.075565927361162e+00, -5.921772860642445e-01
5, 3.205566609156414e-01, -8.041535421233660e-02, 8.008854721334345e-01, 9.773172861142155e-01, 9.579665005031704e-03, 2.428923581656488e+00, 7.330232532258149e-01, 9.152660133453973e-01, 1.078073426239536e+00, -5.959302383352350e-01
6, 3.266938310934195e-01, -8.902035414017592e-02, 8.199160984252012e-01, 9.797463366728290e-01, 1.505275798502071e-02, 2.479487717192591e+00, 7.575932041256455e-01, 9.239886929659532e-01, 1.050746955271663e+00, -5.410865979338273e-01
7, 3.296002012865188e-01, -8.031495697389202e-02, 8.314693661212595e-01, 9.793003041720300e-01, 1.567105137769611e-02, 2.509597110258452e+00, 7.730968091736622e-01, 9.297959018984657e-01, 1.032446135729761e+00, -5.064803366659328e-01
8, 3.326113098333697e-01, -7.761045971269465e-02, 8.597817205039555e-01, 9.793518498415106e-01, 1.901261519576811e-02, 2.584047954950671e+00, 8.104249682763126e-01, 9.425938571958559e-01, 9.917587565050369e-01, -4.231585529546595e-01
9, 3.311285290977360e-01, -5.978034676973761e-02, 8.329534558281303e-01, 9.767416186239221e-01, 1.461054534340122e-02, 2.512624809221724e+00, 7.759284401506689e-01, 9.315387729308756e-01, 1.026935235817380e+00, -5.001597318065429e-01
10, 3.113999962810000e-01, -5.997565198183213e-02, 7.948286565312507e-01, 9.747775183114890e-01, 3.886952485358509e-03, 2.412236666451122e+00, 7.257975200955775e-01, 9.131496633036166e-01, 1.084677023960872e+00, -6.120591069295147e-01
11, 3.149513698088713e-01, -8.228793473790033e-02, 8.043923359154965e-01, 9.780184520002024e-01, 5.485993228314457e-03, 2.438302759038758e+00, 7.374893526488798e-01, 9.168279205563626e-01, 1.073193475295780e+00, -5.859612664087506e-01
12, 3.180444960963790e-01, -8.982746322826687e-02, 8.078245435525301e-01, 9.791996830214540e-01, 7.937260756003055e-03, 2.447674642522841e+00, 7.416680531172319e-01, 9.181053720596740e-01, 1.069198166658241e+00, -5.766338100061789e-01
13, 3.239798181792989e-01, -9.421757368129655e-02, 8.139488394367629e-01, 9.802351034116629e-01, 1.288329067745887e-02, 2.464043670273806e+00, 7.494780965479960e-01, 9.207926349113302e-01, 1.060780953540409e+00, -5.592006773482233e-01
14, 3.211707316360694e-01, -9.906214370917991e-02, 8.130966996359997e-01, 9.805643278476850e-01, 1.102039890698393e-02, 2.461922979579682e+00, 7.482345088919602e-01, 9.202281957692406e-01, 1.062550383280680e+00, -5.619765426518748e-01
15, 3.276299982197031e-01, -1.009550605320178e-01, 8.356289817900941e-01, 9.821168312985945e-01, 1.834709556052711e-02, 2.521467008498053e+00, 7.776493641140254e-01, 9.306155974247516e-01, 1.029855390828133e+00, -4.963183836740506e-01
16, 3.303326286887180e-01, -9.247623083017353e-02, 8.478222646179047e-01, 9.815014261045012e-01, 1.905326301802066e-02, 2.553281065329617e+00, 7.939751370572019e-01, 9.364877170512024e-01, 1.011236813108111e+00, -4.598769262116030e-01
17, 3.334447969363094e-01, -8.813299817955252e-02, 8.750632472545784e-01, 9.805845019116585e-01, 2.114841798093759e-02, 2.624766875237489e+00, 8.300384779465336e-01, 9.485468399577913e-01, 9.726423008552025e-01, -3.793783974407733e-01
18, 3.357144415398250e-01, -7.329345946963060e-02, 8.831778165657692e-01, 9.786435405233553e-01, 2.013300864000045e-02, 2.645585518895877e+00, 8.412567202453788e-01, 9.525337983653164e-01, 9.597631005525065e-01, -3.543376780237082e-01
