"pos.x","pos.y","pos.z","volume","rho","vel.x","vel.y","vel.z","p","a","mu","k","mu_t","k_t","S","massf[0]-air","u","T","M_local","vel.vector:0","vel.vector:1","vel.vector:2","Points:0","Points:1","Points:2"
1.091513514518738,0.7350016832351685,0,0.005607089027762413,1.27482795715332,676.7020263671875,9.240525245666504,0,100432.15625,331.5866088867188,1.718725434329826e-05,0.02414618991315365,0,0,0,1,196403.234375,273.6343078613281,2.043784856796265,676.7020263671875,9.240525245666504,0,1.139851808547974,0.7233669757843018,0
0.9907799363136292,0.866005003452301,0,0.005606209859251976,1.494045257568359,647.4756469726562,53.91045761108398,0,125331.1796875,342.4321594238281,1.807446096790954e-05,0.0255966242402792,0,0,0,1,209421.09375,291.7711486816406,1.898677706718445,647.4756469726562,53.91045761108398,0,1.040170311927795,0.8605006337165833,0
0.8744347095489502,0.9833621382713318,0,0.005608554929494858,1.470582842826843,646.4317626953125,43.04483032226562,0,121931.34375,340.5346374511719,1.791909562598448e-05,0.02534144930541515,0,0,0,1,207098.875,288.5357360839844,1.903434157371521,646.4317626953125,43.04483032226562,0,0.924149215221405,0.9841177463531494,0
0.7442930936813354,1.085202693939209,0,0.005607455037534237,1.323383569717407,659.9469604492188,6.774587631225586,0,104774.1640625,332.8013916015625,1.728636561892927e-05,0.02430639043450356,0,0,0,1,197794.203125,275.5722351074219,1.983730792999268,659.9469604492188,6.774587631225586,0,0.793519139289856,1.092178344726562,0
0.6024086475372314,1.169925451278687,0,0.00560705317184329,1.290749192237854,662.5921630859375,-0.3984473943710327,0,101104.4609375,331.1519165039062,1.715145117486827e-05,0.02408607304096222,0,0,0,1,195824.34375,272.8277587890625,2.000874280929565,662.5921630859375,-0.3984473943710327,0,0.6503594517707825,1.182993769645691,0
0.4510312974452972,1.236209869384766,0,0.00560864619910717,1.292965650558472,662.3703002929688,0.0412253811955452,0,101348.2109375,331.2672729492188,1.716088263492566e-05,0.02410143800079823,0,0,0,1,195960.734375,273.0177917480469,1.999504089355469,662.3703002929688,0.0412253811955452,0,0.4969803988933563,1.255221247673035,0
0.2925356328487396,1.282981753349304,0,0.005606035701930523,1.292739272117615,662.3961791992188,-0.004914338700473309,0,101323.4140625,331.2557678222656,1.715994039841462e-05,0.02409990318119526,0,0,0,1,195947.109375,272.9988098144531,1.999651789665222,662.3961791992188,-0.004914338700473309,0,0.3357341289520264,1.307576656341553,0
0.129425510764122,1.309521198272705,0,0.00560558820143342,1.292755246162415,662.3936157226562,0.0003169543342664838,0,101325.1484375,331.2565612792969,1.716000588203315e-05,0.02410000935196877,0,0,0,1,195948.046875,273.0001220703125,1.999639272689819,662.3936157226562,0.0003169543342664838,0,0.1691972613334656,1.339319944381714,0
-4.358589649200439e-07,1.323977708816528,0,0.005702372640371323,1.292753577232361,662.3938598632812,-7.30358951841481e-05,0,101324.96875,331.2564697265625,1.715999860607553e-05,0.02409999817609787,0,0,0,1,195947.9375,272.9999694824219,1.999640583992004,662.3938598632812,-7.30358951841481e-05,0,0,1.350000023841858,0
-0.1294260621070862,1.309534072875977,0,0.005607510451227427,1.292753934860229,662.3938598632812,-4.568742497212952e-06,0,101325,331.2565002441406,1.716000042506494e-05,0.02410000003874302,0,0,0,1,195947.96875,273,1.999640345573425,662.3938598632812,-4.568742497212952e-06,0,-0.1691998690366745,1.339354872703552,0
-0.2925336360931396,1.282986640930176,0,0.005607510451227427,1.292753934860229,662.3938598632812,3.809932195508736e-06,0,101325,331.2565002441406,1.716000042506494e-05,0.02410000003874302,0,0,0,1,195947.96875,273,1.999640345573425,662.3938598632812,3.809932195508736e-06,0,-0.3357313573360443,1.307587265968323,0
-0.4510277807712555,1.236205697059631,0,0.005607510451227427,1.292753934860229,662.3938598632812,-6.362495810208202e-07,0,101325,331.2565002441406,1.716000042506494e-05,0.02410000003874302,0,0,0,1,195947.96875,273,1.999640345573425,662.3938598632812,-6.362495810208202e-07,0,-0.496968150138855,1.255198240280151,0
-0.6024089455604553,1.169929027557373,0,0.005607510451227427,1.292753934860229,662.3938598632812,5.090914712013728e-08,0,101325,331.2565002441406,1.716000042506494e-05,0.02410000003874302,0,0,0,1,195947.96875,273,1.999640345573425,662.3938598632812,5.090914712013728e-08,0,-0.6503674387931824,1.183014035224915,0
-0.744289755821228,1.085201978683472,0,0.005607510451227427,1.292753934860229,662.3938598632812,-1.838912244700452e-09,0,101325,331.2565002441406,1.716000042506494e-05,0.02410000003874302,0,0,0,1,195947.96875,273,1.999640345573425,662.3938598632812,-1.838912244700452e-09,0,-0.7935100793838501,1.092172980308533,0
-0.8744326829910278,0.9833605885505676,0,0.005607510451227427,1.292753934860229,662.3938598632812,4.250300632280268e-12,0,101325,331.2565002441406,1.716000042506494e-05,0.02410000003874302,0,0,0,1,195947.96875,273,1.999640345573425,662.3938598632812,4.250300632280268e-12,0,-0.924138605594635,0.9841076731681824,0
-0.9907853007316589,0.8660110235214233,0,0.005607510451227427,1.292753934860229,662.3938598632812,1.447529596187991e-12,0,101325,331.2565002441406,1.716000042506494e-05,0.02410000003874302,0,0,0,1,195947.96875,273,1.999640345573425,662.3938598632812,1.447529596187991e-12,0,-1.040192842483521,0.8605223894119263,0
-1.091512680053711,0.7350039482116699,0,0.005607510451227427,1.292753934860229,662.3938598632812,-5.110512300886619e-14,0,101325,331.2565002441406,1.716000042506494e-05,0.02410000003874302,0,0,0,1,195947.96875,273,1.999640345573425,662.3938598632812,-5.110512300886619e-14,0,-1.139842748641968,0.7233662009239197,0
-1.175026178359985,0.592405378818512,0,0.005607510451227427,1.292753934860229,662.3938598632812,9.204996384267264e-14,0,101325,331.2565002441406,1.716000042506494e-05,0.02410000003874302,0,0,0,1,195947.96875,273,1.999640345573425,662.3938598632812,9.204996384267264e-14,0,-1.221516489982605,0.574802041053772,0
-1.24000883102417,0.4404642581939697,0,0.005607510451227427,1.292753934860229,662.3938598632812,7.104028736798496e-14,0,101325,331.2565002441406,1.716000042506494e-05,0.02410000003874302,0,0,0,1,195947.96875,273,1.999640345573425,662.3938598632812,7.104028736798496e-14,0,-1.283926248550415,0.4171729385852814,0
-1.285435795783997,0.2815767824649811,0,0.005607510451227427,1.292753934860229,662.3938598632812,6.165361054804794e-14,0,101325,331.2565002441406,1.716000042506494e-05,0.02410000003874302,0,0,0,1,195947.96875,273,1.999640345573425,662.3938598632812,6.165361054804794e-14,0,-1.326087832450867,0.2529647648334503,0
-1.310590624809265,0.1182486340403557,0,0.005607510451227427,1.292753934860229,662.3938598632812,4.542747471594777e-14,0,101325,331.2565002441406,1.716000042506494e-05,0.02410000003874302,0,0,0,1,195947.96875,273,1.999640345573425,662.3938598632812,4.542747471594777e-14,0,-1.347336053848267,0.08476720005273819,0
-1.31507670879364,-0.04694435000419617,0,0.005607510451227427,1.292753934860229,662.3938598632812,-3.885218833937429e-14,0,101325,331.2565002441406,1.716000042506494e-05,0.02410000003874302,0,0,0,1,195947.96875,273,1.999640345573425,662.3938598632812,-3.885218833937429e-14,0,-1.347336053848267,-0.08476720005273819,0
-1.298823237419128,-0.2113970071077347,0,0.005607510451227427,1.292753934860229,662.3938598632812,-9.015582876602257e-14,0,101325,331.2565002441406,1.716000042506494e-05,0.02410000003874302,0,0,0,1,195947.96875,273,1.999640345573425,662.3938598632812,-9.015582876602257e-14,0,-1.326087832450867,-0.2529647648334503,0
-1.262086510658264,-0.3725157976150513,0,0.005607510451227427,1.292753934860229,662.3938598632812,-3.171131773512838e-14,0,101325,331.2565002441406,1.716000042506494e-05,0.02410000003874302,0,0,0,1,195947.96875,273,1.999640345573425,662.3938598632812,-3.171131773512838e-14,0,-1.283926248550415,-0.4171729385852814,0
-1.205446004867554,-0.5277597904205322,0,0.005607510451227427,1.292753934860229,662.3938598632812,-5.286854057296418e-14,0,101325,331.2565002441406,1.716000042506494e-05,0.02410000003874302,0,0,0,1,195947.96875,273,1.999640345573425,662.3938598632812,-5.286854057296418e-14,0,-1.221516489982605,-0.574802041053772,0
-1.129794836044312,-0.6746807098388672,0,0.005607510451227427,1.292753934860229,662.3938598632812,-5.955185753163048e-14,0,101325,331.2565002441406,1.716000042506494e-05,0.02410000003874302,0,0,0,1,195947.96875,273,1.999640345573425,662.3938598632812,-5.955185753163048e-14,0,-1.139842748641968,-0.7233662009239197,0
-1.036326169967651,-0.8109614849090576,0,0.005607510451227427,1.292753934860229,662.3938598632812,-4.359240832890743e-14,0,101325,331.2565002441406,1.716000042506494e-05,0.02410000003874302,0,0,0,1,195947.96875,273,1.999640345573425,662.3938598632812,-4.359240832890743e-14,0,-1.040192842483521,-0.8605223894119263,0
-0.9265140295028687,-0.9344528913497925,0,0.005607510451227427,1.292753934860229,662.3938598632812,7.852904524568993e-13,0,101325,331.2565002441406,1.716000042506494e-05,0.02410000003874302,0,0,0,1,195947.96875,273,1.999640345573425,662.3938598632812,7.852904524568993e-13,0,-0.924138605594635,-0.9841076731681824,0
-0.8020902276039124,-1.04320752620697,0,0.005607510451227427,1.292753934860229,662.3938598632812,2.553296810092753e-11,0,101325,331.2565002441406,1.716000042506494e-05,0.02410000003874302,0,0,0,1,195947.96875,273,1.999640345573425,662.3938598632812,2.553296810092753e-11,0,-0.7935100793838501,-1.092172980308533,0
-0.6650169491767883,-1.135510087013245,0,0.005607510451227427,1.292753934860229,662.3938598632812,5.161571170475554e-10,0,101325,331.2565002441406,1.716000042506494e-05,0.02410000003874302,0,0,0,1,195947.96875,273,1.999640345573425,662.3938598632812,5.161571170475554e-10,0,-0.6503674387931824,-1.183014035224915,0
-0.5174559354782104,-1.209904909133911,0,0.005607510451227427,1.292753934860229,662.3938598632812,6.682074893404888e-09,0,101325,331.2565002441406,1.716000042506494e-05,0.02410000003874302,0,0,0,1,195947.96875,273,1.999640345573425,662.3938598632812,6.682074893404888e-09,0,-0.496968150138855,-1.255198240280151,0
-0.3617343306541443,-1.2652188539505,0,0.005607510451227427,1.292753934860229,662.3938598632812,3.464031195221651e-08,0,101325,331.2565002441406,1.716000042506494e-05,0.02410000003874302,0,0,0,1,195947.96875,273,1.999640345573425,662.3938598632812,3.464031195221651e-08,0,-0.3357313573360443,-1.307587265968323,0
-0.2003079652786255,-1.30057954788208,0,0.005607510451227427,1.292753934860229,662.3938598632812,-1.880392483144533e-05,0,101325.0078125,331.2565002441406,1.716000042506494e-05,0.02410000003874302,0,0,0,1,195947.96875,273,1.999640226364136,662.3938598632812,-1.880392483144533e-05,0,-0.1691998690366745,-1.339354872703552,0
2.129236236214638e-07,0.0498003363609314,0,3.129457036266103e-05,1.188319206237793,585.8464965820312,98.49918365478516,0,108291.125,356.2660217285156,1.920784961839672e-05,0.02746780402958393,0,0,0,1,226757.53125,315.9247131347656,1.672700524330139,585.8464965820312,98.49918365478516,0,0,0.04500000178813934,0
0.007695678155869246,0.04870858043432236,0,3.01530963042751e-05,0.8931191563606262,645.975341796875,14.52760791778564,0,73390.640625,338.094482421875,1.771966526575852e-05,0.02501694858074188,0,0,0,1,204228.25,284.5363159179688,1.915949821472168,645.975341796875,14.52760791778564,0,0.005642550997436047,0.04469366744160652,0
0.01373548619449139,0.04735659807920456,0,3.023383578693029e-05,0.6799217462539673,682.1423950195312,-61.80163955688477,0,50878.7421875,322.6234436035156,1.645534939598292e-05,0.02295836061239243,0,0,0,1,185961.21875,259.086181640625,2.127658367156982,682.1423950195312,-61.80163955688477,0,0.01119090802967548,0.04361946880817413,0
0.01955536194145679,0.04524543136358261,0,3.034239853150211e-05,0.5115970373153687,704.1239624023438,-140.6821594238281,0,34945.1015625,308.2995300292969,1.528868779132608e-05,0.0210803858935833,0,0,0,1,169797.703125,236.5667419433594,2.333426475524902,704.1239624023438,-140.6821594238281,0,0.01655451767146587,0.04183774814009666,0
0.02506726793944836,0.04242486134171486,0,3.039691182493698e-05,0.3762840628623962,712.4918212890625,-222.4376983642578,0,23499.87109375,294.77197265625,1.419234195054742e-05,0.01933753304183483,0,0,0,1,155221.1875,216.2583465576172,2.536622762680054,712.4918212890625,-222.4376983642578,0,0.02165718749165535,0.03940700739622116,0
0.03018985129892826,0.03894711285829544,0,3.03603464999469e-05,0.2698171436786652,706.1635131835938,-304.8397827148438,0,15388.73828125,281.665283203125,1.313702705374453e-05,0.01768167316913605,0,0,0,1,141723.125,197.4524841308594,2.735293388366699,706.1635131835938,-304.8397827148438,0,0.02643005549907684,0.0363793633878231,0
0.03484541922807693,0.03486631438136101,0,3.024520628969185e-05,0.1881229132413864,690.046142578125,-386.0326843261719,0,9798.060546875,269.0635070800781,1.213094401464332e-05,0.01612504199147224,0,0,0,1,129328.75,180.1843109130859,2.943451166152954,690.046142578125,-386.0326843261719,0,0.03080474585294724,0.03280049562454224,0
0.03895758837461472,0.03023970127105713,0,3.011274930031504e-05,0.1273279190063477,668.7177124023438,-502.7176818847656,0,6052.2392578125,256.8109741210938,1.116329531214433e-05,0.01465030945837498,0,0,0,1,117833.78125,164.1692047119141,3.276750326156616,668.7177124023438,-502.7176818847656,0,0.03470784798264503,0.02871276997029781,0
0.04245051369071007,0.02513044141232967,0,3.006193219334818e-05,0.2296055108308792,358.3999328613281,-245.5189819335938,0,25633.666015625,358.5667724609375,1.94390922843013e-05,0.02812845073640347,0,0,0,1,240515.390625,335.092529296875,1.576580047607422,358.3999328613281,-245.5189819335938,0,0.03805748000741005,0.02416091598570347,0
0.04525589570403099,0.01961343549191952,0,3.015870788658503e-05,0.2849613726139069,21.63442420959473,8.655113220214844,0,37957.61328125,431.96533203125,2.540138666518033e-05,0.03791544958949089,0,0,0,1,333279.25,464.3336791992188,0.08298231661319733,21.63442420959473,8.655113220214844,0,0.04076729342341423,0.01920179277658463,0
0.04732989892363548,0.01378054823726416,0,3.034286419278942e-05,0.2806006968021393,-36.64351272583008,-9.536296844482422,0,37799.30859375,434.2547912597656,2.55881532211788e-05,0.03823451325297356,0,0,0,1,336757.625,469.1798400878906,0.1032396331429482,-36.64351272583008,-9.536296844482422,0,0.04279650002717972,0.01392704527825117,0
0.04865343868732452,0.007731850259006023,0,3.050778468605131e-05,0.2780424952507019,-13.45855903625488,-49.1904296875,0,37126.76953125,432.3636474609375,2.543409937061369e-05,0.03797055408358574,0,0,0,1,333818.6875,465.0852355957031,0.1194618418812752,-13.45855903625488,-49.1904296875,0,0.04414448887109756,0.008438196033239365,0
0.04921956732869148,0.001565603190101683,0,3.058296351809986e-05,0.2737463414669037,-37.51339340209961,-79.98458099365234,0,36234.04296875,430.4664306640625,2.527945252950303e-05,0.0377059206366539,0,0,0,1,330899.875,461.0186462402344,0.2129902243614197,-37.51339340209961,-79.98458099365234,0,0.04481643065810204,0.002826116513460875,0
0.04902719333767891,-0.004623258952051401,0,3.0539737053914e-05,0.2680134177207947,-22.77014541625977,-120.660285949707,0,35155.203125,428.5228576660156,2.512100763851777e-05,0.03743484616279602,0,0,0,1,327914.125,456.8588256835938,0.2878313660621643,-22.77014541625977,-120.660285949707,0,0.04481643065810204,-0.002826116513460875,0
0.04807935655117035,-0.0107412850484252,0,3.039469811483286e-05,0.2696965634822845,22.42058563232422,-110.2933807373047,0,35561.46875,429.6255187988281,2.521090391383041e-05,0.03758862614631653,0,0,0,1,329606.28125,459.2163696289062,0.268429309129715,22.42058563232422,-110.2933807373047,0,0.04414448887109756,-0.008438196033239365,0
0.04638316482305527,-0.01669430173933506,0,3.020815711352043e-05,0.2891223132610321,119.756477355957,-32.49384307861328,0,38870.01171875,433.5894470214844,2.553390550019685e-05,0.03814173117280006,0,0,0,1,335738.125,467.7593994140625,0.3259996175765991,119.756477355957,-32.49384307861328,0,0.04279650002717972,-0.01392704527825117,0
0.04395143315196037,-0.02238555625081062,0,3.007632221851964e-05,0.1921714842319489,372.9400329589844,307.9381408691406,0,22429.779296875,365.3259887695312,1.997308208956383e-05,0.0289667472243309,0,0,0,1,248102.5625,345.6631774902344,1.595939636230469,372.9400329589844,307.9381408691406,0,0.04076729342341423,-0.01920179277658463,0
0.04080890119075775,-0.02771721035242081,0,3.008381099789403e-05,0.1161023303866386,634.33740234375,493.7745971679688,0,6150.2802734375,271.2578125,1.230553971254267e-05,0.01639384403824806,0,0,0,1,131453.15625,183.1441040039062,2.980001926422119,634.33740234375,493.7745971679688,0,0.03805748000741005,-0.02416091598570347,0
0.03700471296906471,-0.03260032087564468,0,3.020645453943871e-05,0.1780323535203934,659.0599975585938,380.5548095703125,0,10113.5869140625,281.5992431640625,1.313123539148364e-05,0.01767141930758953,0,0,0,1,141624.5625,197.3151550292969,2.707801580429077,659.0599975585938,380.5548095703125,0,0.03470784798264503,-0.02871276997029781,0
0.03261207789182663,-0.0369635596871376,0,3.033527536899783e-05,0.2578874826431274,676.2976684570312,299.3910522460938,0,15508.6015625,289.7763366699219,1.378868455503834e-05,0.01870010420680046,0,0,0,1,149964.734375,208.9349060058594,2.555510520935059,676.2976684570312,299.3910522460938,0,0.03080474585294724,-0.03280049562454224,0
0.02771126478910446,-0.04074791073799133,0,3.039714101760183e-05,0.3590305149555206,685.576904296875,224.2528686523438,0,22934.064453125,298.5518798828125,1.449764113203855e-05,0.01981931924819946,0,0,0,1,159190.03125,221.7878570556641,2.419299125671387,685.576904296875,224.2528686523438,0,0.02643005549907684,-0.0363793633878231,0
0.02238252758979797,-0.04390081018209457,0,3.036645830434281e-05,0.4857168197631836,682.6478881835938,149.6549987792969,0,33096.0390625,308.2909851074219,1.528766733827069e-05,0.02107749320566654,0,0,0,1,169749.515625,236.4996032714844,2.270173788070679,682.6478881835938,149.6549987792969,0,0.02165718749165535,-0.03940700739622116,0
0.0167068038135767,-0.04637325555086136,0,3.026751255674753e-05,0.6398105025291443,670.2396240234375,79.29845428466797,0,46637.828125,318.7950439453125,1.614277061889879e-05,0.02245155349373817,0,0,0,1,181520.5,252.8992614746094,2.119895458221436,670.2396240234375,79.29845428466797,0,0.01655451767146587,-0.04183774814009666,0
0.01076803728938103,-0.04811850935220718,0,3.017209201061632e-05,0.8172841668128967,654.7426147460938,12.99975776672363,0,63865.7578125,329.9790649414062,1.70558450918179e-05,0.02393207885324955,0,0,0,1,194500.6875,270.9836120605469,1.987332344055176,654.7426147460938,12.99975776672363,0,0.01119090802967548,-0.04361946880817413,0
0.004656135104596615,-0.04909256473183632,0,3.019064024556428e-05,1.010457396507263,631.7327270507812,-49.43131256103516,0,84232.3515625,340.9255676269531,1.795120442693587e-05,0.0253951121121645,0,0,0,1,207613.09375,289.2521667480469,1.861224412918091,631.7327270507812,-49.43131256103516,0,0.005642550997436047,-0.04469366744160652,0
4.25905454903841e-07,-0.04822313785552979,0,2.820636655087583e-05,1.156751394271851,612.2926025390625,-87.56544494628906,0,100262.8828125,347.8729248046875,1.852005152613856e-05,0.02632986009120941,0,0,0,1,216137.765625,301.1289672851562,1.779334783554077,612.2926025390625,-87.56544494628906,0,1.447310307722397e-17,-0.04500000178813934,0
-0.004655298311263323,-0.04907270520925522,0,3.028886567335576e-05,1.38899290561676,571.4711303710938,-123.6555786132812,0,128245.359375,359.2052612304688,1.944866198755335e-05,0.02786553651094437,0,0,0,1,230448.046875,321.0664367675781,1.629562735557556,571.4711303710938,-123.6555786132812,0,-0.005639995448291302,-0.04464516043663025,0
-0.01076903101056814,-0.04810228943824768,0,3.028886567335576e-05,1.631687760353088,520.3379516601562,-163.3313903808594,0,160646.40625,370.7047119140625,2.039124410657678e-05,0.0294351689517498,0,0,0,1,245462.703125,341.9852905273438,1.47392213344574,520.3379516601562,-163.3313903808594,0,-0.01119104493409395,-0.04358624294400215,0
-0.01671293005347252,-0.04637327045202255,0,3.028886567335576e-05,1.918650150299072,459.9415588378906,-197.9776916503906,0,201203.53125,382.6916809082031,2.137358751497231e-05,0.03108037449419498,0,0,0,1,261581.84375,364.4429016113281,1.310884714126587,459.9415588378906,-197.9776916503906,0,-0.0165656041353941,-0.04183994233608246,0
-0.02239325456321239,-0.04391291737556458,0,3.028886567335576e-05,2.223810195922852,396.1128234863281,-221.6495361328125,0,247354.03125,394.2153625488281,2.231738471891731e-05,0.03266989812254906,0,0,0,1,277563,386.708251953125,1.15352463722229,396.1128234863281,-221.6495361328125,0,-0.02167891524732113,-0.0394337996840477,0
-0.02772042527794838,-0.04076003283262253,0,3.028886567335576e-05,2.546196460723877,331.8726806640625,-234.3860931396484,0,298478.03125,404.8024597167969,2.318371116416529e-05,0.03413575887680054,0,0,0,1,292654.65625,407.734375,1.0055011510849,331.8726806640625,-234.3860931396484,0,-0.02645033597946167,-0.0364057645201683,0
-0.03261042758822441,-0.03696433827280998,0,3.028886567335576e-05,2.879802465438843,267.9149780273438,-233.5095825195312,0,353955.3125,414.5892944335938,2.398369360889774e-05,0.03549483045935631,0,0,0,1,306966.28125,427.6737060546875,0.8587680459022522,267.9149780273438,-233.5095825195312,0,-0.03080461919307709,-0.03280358761548996,0
-0.03698614612221718,-0.03258569166064262,0,3.028886567335576e-05,3.190131664276123,208.6680603027344,-219.9887390136719,0,407940.09375,422.9822082519531,2.466899240971543e-05,0.03666279464960098,0,0,0,1,319506.78125,445.1454772949219,0.7181196212768555,208.6680603027344,-219.9887390136719,0,-0.03467309474945068,-0.02868407964706421,0
-0.04077856615185738,-0.02769315056502819,0,3.028886567335576e-05,3.455169439315796,156.8919219970703,-196.1872406005859,0,455986.3125,429.7455749511719,2.522065915400162e-05,0.03760543093085289,0,0,0,1,329800.375,459.48681640625,0.5856695175170898,156.8919219970703,-196.1872406005859,0,-0.03799475729465485,-0.02411220595240593,0
-0.04392788931727409,-0.02236387133598328,0,3.028886567335576e-05,3.683964967727661,113.9956359863281,-161.6617584228516,0,498951.4375,435.395263671875,2.568107993283775e-05,0.03839366137981415,0,0,0,1,338523.625,471.6402587890625,0.4555027782917023,113.9956359863281,-161.6617584228516,0,-0.04071721807122231,-0.0191600676625967,0
-0.04638444259762764,-0.01668190211057663,0,3.028886567335576e-05,3.86983060836792,80.27429962158203,-120.1573486328125,0,534310.6875,439.6228637695312,2.602535278128926e-05,0.03898390755057335,0,0,0,1,345125.65625,480.8384094238281,0.3297407031059265,80.27429962158203,-120.1573486328125,0,-0.04279754310846329,-0.01390576455742121,0
