"Time_Iter","Outer_Iter","Inner_Iter",    "rms[Rho]"    ,    "rms[RhoU]"   ,    "rms[RhoV]"   ,    "rms[RhoW]"   ,    "rms[RhoE]"   ,       "CD"       ,       "CL"       ,       "CSF"      ,       "CMx"      ,       "CMy"      ,       "CMz"      ,       "CFx"      ,       "CFy"      ,       "CFz"      ,      "CEff"      
          0,           0,           0,      -4.012984476,      -4.044187501,      -4.467264151,      -3.949996859,      -3.405818475,      0.1020299721,      0.2380968092,    -0.04663063812,      0.1634590504,     -0.1285592485,     -0.0702008882,     0.08917448584,    -0.04663063812,      0.2432038585,       2.333596729
          0,           0,           1,       -4.38824287,      -4.328135769,       -4.71691825,      -4.241877974,      -3.777397693,      0.1105009276,       0.265915312,     -0.0489366602,      0.1790077641,     -0.1333668934,    -0.07385350869,     0.09614836457,     -0.0489366602,      0.2714348912,       2.406453212
          0,           0,           2,      -4.277802065,      -4.212542692,      -4.628921036,      -4.183536808,      -3.673594863,     0.08227518867,      0.2255556571,    -0.03132343552,      0.1502128491,     -0.1042966419,    -0.05145509626,     0.07011733704,    -0.03132343552,      0.2296260442,       2.741478455
          0,           0,           3,      -4.267251509,      -4.156955934,      -4.463576822,      -4.207392532,      -3.670034217,     0.05848436884,      0.1909308577,     -0.0160110731,      0.1272577211,    -0.08264825857,    -0.03269818743,     0.04820876891,     -0.0160110731,      0.1937806193,       3.264647656
          0,           0,           4,      -4.255772378,      -4.100961696,      -4.315269213,      -4.157454704,      -3.653896291,     0.04548820227,      0.1793609799,   -0.007001381544,      0.1197572849,    -0.07447917375,    -0.02159492743,     0.03584875215,   -0.007001381544,      0.1815334807,       3.943021947
          0,           0,           5,      -4.204053844,      -4.020214475,      -4.183734057,      -4.069406519,      -3.590814055,     0.03939036946,      0.1835973205,   -0.002200501579,      0.1219256944,    -0.07400748923,    -0.01513655068,     0.02953347072,   -0.002200501579,      0.1854382685,       4.660969751
          0,           0,           6,      -4.129008717,      -3.921704696,      -4.058947032,       -3.96750899,      -3.509166811,     0.03681581557,      0.1943868774,   0.0003937200156,      0.1282836694,    -0.07655493021,    -0.01104172172,     0.02638662291,   0.0003937200156,      0.1960750074,       5.279982919
          0,           0,           7,      -4.070251917,      -3.852138981,      -3.970112804,      -3.870386917,      -3.452151648,     0.03564742923,      0.2064715027,    0.002047754072,      0.1362204248,    -0.08029512561,   -0.007952346107,     0.02457480475,    0.002047754072,      0.2080800317,       5.792044676
          0,           0,           8,      -4.032971219,      -3.818074769,      -3.907836766,      -3.786325348,      -3.420617203,     0.03453025993,      0.2176836279,    0.003533326925,      0.1443782129,    -0.08453223121,   -0.005035593429,     0.02286070614,    0.003533326925,      0.2192165341,       6.304141017
          0,           0,           9,      -4.006632455,      -3.803204623,      -3.851217801,      -3.709304492,      -3.398507704,     0.03287592687,      0.2274161748,    0.005163532946,      0.1517887415,    -0.08872505193,   -0.002013845354,     0.02068919207,    0.005163532946,       0.228846893,       6.917407246
          0,           0,          10,      -3.976815411,      -3.792071069,      -3.798211557,      -3.641895108,      -3.370983017,     0.03077093725,       0.235718805,    0.006871586563,      0.1578997295,    -0.09244250078,   0.0009487168761,     0.01814399535,    0.006871586563,      0.2370253173,        7.66043631
          0,           0,          11,       -3.93974318,      -3.776719256,      -3.753604928,      -3.588812947,      -3.336995338,     0.02861295421,      0.2428886311,    0.008428271221,      0.1626972153,    -0.09553755592,    0.003563508411,     0.01560635177,    0.008428271221,      0.2440697238,        8.48876454
          0,           0,          12,      -3.909039389,      -3.759423368,      -3.720168164,      -3.548257246,      -3.311038668,     0.02673614451,      0.2492933497,    0.009662358078,      0.1665640314,    -0.09813191141,    0.005680084793,     0.01339032336,    0.009662358078,      0.2503651231,       9.324207145
          0,           0,          13,      -3.889973949,      -3.743036444,       -3.69959046,       -3.51542164,      -3.296990665,     0.02526180022,      0.2552462463,     0.01054463092,      0.1699786857,     -0.1004380169,    0.007332578702,     0.01160030554,     0.01054463092,      0.2562308289,       10.10404025
          0,           0,          14,      -3.874752549,       -3.72439678,      -3.690731459,      -3.487396431,      -3.284307442,     0.02414073737,      0.2609552775,     0.01115353142,      0.1733077795,      -0.102623882,    0.008655945537,     0.01017608338,     0.01115353142,      0.2618718759,       10.80974759
          0,           0,          15,      -3.859512591,      -3.702325029,       -3.68939891,      -3.463673721,      -3.267870625,     0.02324856902,      0.2665140045,     0.01160519124,      0.1767247417,     -0.1047633936,    0.009795272685,     0.00898845287,     0.01160519124,      0.2673750517,       11.46367349
          0,           0,          16,         -3.847604,      -3.681510667,      -3.691513257,      -3.444733205,      -3.252947907,     0.02245891119,       0.271905862,     0.01199927454,      0.1802074543,     -0.1068347701,     0.01085594132,    0.007912094478,     0.01199927454,      0.2727170681,       12.10681407
          0,           0,          17,       -3.83978845,      -3.666534477,      -3.695296234,      -3.431241849,      -3.242935648,     0.02168137371,      0.2770315353,     0.01239421402,      0.1835935367,     -0.1087488783,     0.01189236332,    0.006862048523,     0.01239421402,      0.2777939269,       12.77739774
