"PointID","x","y","Density","Momentum_x","Momentum_y","Energy","Pressure","Temperature","Mach","Pressure_Coefficient"
0, 9.997500181200000e-01, -3.632896519016437e-05, 7.470579386567227e-01, 1.436493592362287e+00, 2.206848423391915e-01, 3.112002609091916e+00, 6.793253204728752e-01, 9.093341832286305e-01, 1.724205656365408e+00, -2.036029711283333e-01
1, 9.990000128750000e-01, -1.452537504052920e-04, 7.256085470249782e-01, 1.401009628968020e+00, 2.045253017611823e-01, 3.025009101094621e+00, 6.574581700900181e-01, 9.060783156229634e-01, 1.732490781854162e+00, -2.174868761333220e-01
2, 9.977599978450000e-01, -3.251111630156300e-04, 7.280227646234959e-01, 1.402902797602697e+00, 2.028725129361708e-01, 3.033361601648847e+00, 6.613581881299576e-01, 9.084306429236255e-01, 1.726500968778982e+00, -2.150106742032016e-01
3, 9.960200190539999e-01, -5.769983605901485e-04, 7.294636199709890e-01, 1.405962958926241e+00, 2.032726271487539e-01, 3.039521170332071e+00, 6.625110732878745e-01, 9.082167433027336e-01, 1.727045288460984e+00, -2.142786836267464e-01
4, 9.937800168990000e-01, -9.004365425509819e-04, 7.296084031454066e-01, 1.405854429668709e+00, 2.026629010619519e-01, 3.039859356266172e+00, 6.629076425415124e-01, 9.085800542916702e-01, 1.726120903609922e+00, -2.140268936244367e-01
5, 9.910500049590000e-01, -1.293363843462116e-03, 7.303008505673034e-01, 1.406886790122811e+00, 2.021006605971385e-01, 3.042518498568364e+00, 6.637627699937141e-01, 9.088894932521275e-01, 1.725333849896649e+00, -2.134839555595467e-01
6, 9.878399968150000e-01, -1.753609743384430e-03, 7.311356687856341e-01, 1.408096421099137e+00, 2.014363890272790e-01, 3.045706470359081e+00, 6.648115330938552e-01, 9.092861441133918e-01, 1.724325173705066e+00, -2.128180742261238e-01
7, 9.841300249100000e-01, -2.283176811071472e-03, 7.320477283514147e-01, 1.409373892590282e+00, 2.006672434751043e-01, 3.049162184871659e+00, 6.659845514147961e-01, 9.097556424559992e-01, 1.723131617747137e+00, -2.120733006890185e-01
8, 9.799500107769999e-01, -2.876826092032643e-03, 7.330941229133585e-01, 1.410863744451445e+00, 1.998055599944151e-01, 3.053142425701349e+00, 6.673147945765321e-01, 9.102716468720066e-01, 1.721820300294317e+00, -2.112287018561702e-01
9, 9.752799868580000e-01, -3.536324145770189e-03, 7.342511092522879e-01, 1.412494718960549e+00, 1.988531232773966e-01, 3.057535050851132e+00, 6.687938441392617e-01, 9.108516632958397e-01, 1.720346851063866e+00, -2.102896227687228e-01
10, 9.701499938960000e-01, -4.256268552403566e-03, 7.355257569307737e-01, 1.414295068025837e+00, 1.978099650007306e-01, 3.062377687705610e+00, 6.704200331767362e-01, 9.114841008074103e-01, 1.718740948073381e+00, -2.092571217925486e-01
11, 9.645400047300000e-01, -5.038225493362627e-03, 7.369078370378475e-01, 1.416235218592582e+00, 1.966816035695111e-01, 3.067623128635477e+00, 6.721885905111441e-01, 9.121745715354912e-01, 1.716988488455934e+00, -2.081342282468927e-01
12, 9.584699869160000e-01, -5.878077433056352e-03, 7.383990260165690e-01, 1.418328315075158e+00, 1.954689302229957e-01, 3.073284153755195e+00, 6.740953473380336e-01, 9.129147298237462e-01, 1.715110916094002e+00, -2.069235889917248e-01
13, 9.519400000570000e-01, -6.774428848839826e-03, 7.399836705647518e-01, 1.420544481023714e+00, 1.941766585645349e-01, 3.079296546146653e+00, 6.761249536067444e-01, 9.137025322338926e-01, 1.713113527710268e+00, -2.056349500909560e-01
14, 9.449599981310000e-01, -7.724467125531491e-03, 7.416580940488364e-01, 1.422883465673084e+00, 1.928065587394110e-01, 3.085649255455465e+00, 6.782698889454092e-01, 9.145317692720371e-01, 1.711012305158213e+00, -2.042730863838673e-01
15, 9.375399947170000e-01, -8.725349486403867e-03, 7.434164346530941e-01, 1.425333789388374e+00, 1.913603088993996e-01, 3.092318224918444e+00, 6.805244227212711e-01, 9.154013699452707e-01, 1.708810114986759e+00, -2.028416363674470e-01
16, 9.296900033950000e-01, -9.774221272349531e-03, 7.452593564922604e-01, 1.427897795806516e+00, 1.898425937558607e-01, 3.099307405910296e+00, 6.828880007906812e-01, 9.163091947008292e-01, 1.706512567960763e+00, -2.013409518789326e-01
