"Time_Iter","Outer_Iter","Inner_Iter",    "rms[Rho]"    ,    "rms[RhoU]"   ,    "rms[RhoV]"   ,    "rms[RhoE]"   
          0,           0,           0,       -4.66512347,       -14.5045727,      -14.61311732,       0.817722152
          0,           0,           1,      -4.816859113,      -1.192310759,      -2.446048832,      0.9226954491
          0,           0,           2,      -4.832281739,      -1.221153106,      -2.461986661,      0.8555143396
          0,           0,           3,      -4.850508953,      -1.247878703,      -2.460049893,      0.7969639108
          0,           0,           4,       -4.87150418,      -1.272795765,       -2.44714528,      0.7436379317
          0,           0,           5,      -4.894992625,      -1.296183082,      -2.429022254,      0.6935377863
          0,           0,           6,      -4.920501576,      -1.318291052,      -2.409702119,      0.6456479006
          0,           0,           7,      -4.947302375,      -1.339333646,       -2.39159341,      0.5997774388
          0,           0,           8,      -4.974358182,      -1.359494525,      -2.375940747,      0.5564400715
          0,           0,           9,      -5.000450318,      -1.378931514,      -2.363239013,      0.5166470817
          0,           0,          10,       -5.02426363,       -1.39777503,      -2.353535369,      0.4817195913
          0,           0,          11,      -5.044566112,      -1.416134661,      -2.346614833,       0.452946428
          0,           0,          12,      -5.060430152,      -1.434101961,      -2.342109567,      0.4312002842
          0,           0,          13,      -5.071298216,      -1.451749282,      -2.339568211,      0.4167278158
          0,           0,          14,      -5.077116835,      -1.469133359,      -2.338479631,      0.4090259194
          0,           0,          15,      -5.078278079,      -1.486296659,      -2.338324491,      0.4070618022
          0,           0,          16,       -5.07543932,      -1.503270807,      -2.338585423,      0.4095854103
          0,           0,          17,      -5.069399173,      -1.520077335,      -2.338782256,      0.4153300454
          0,           0,          18,      -5.060964325,        -1.5367282,      -2.338510799,      0.4231617584
          0,           0,          19,      -5.050820207,      -1.553227048,      -2.337497953,      0.4321529606
          0,           0,          20,      -5.039473236,      -1.569569129,      -2.335628524,      0.4416698289
          0,           0,          21,      -5.027103099,      -1.585742607,      -2.332961252,      0.4515595545
          0,           0,          22,      -5.013680694,      -1.601731552,      -2.329699008,      0.4619494182
          0,           0,          23,      -4.999334052,      -1.617522549,      -2.326122159,      0.4728123006
          0,           0,          24,      -4.984337438,      -1.633109676,      -2.322541504,      0.4839475939
          0,           0,          25,      -4.968996476,      -1.648491261,      -2.319224603,      0.4951265735
          0,           0,          26,      -4.953521439,      -1.663670508,      -2.316334443,      0.5062759872
          0,           0,          27,      -4.938132285,      -1.678648556,       -2.31394568,      0.5173259541
          0,           0,          28,      -4.922957798,      -1.693427117,      -2.312061056,      0.5283082906
          0,           0,          29,      -4.907958246,      -1.708002945,      -2.310535008,      0.5394566585
          0,           0,          30,      -4.892981243,      -1.722368157,      -2.309130367,       0.551148658
          0,           0,          31,      -4.877853873,      -1.736508699,      -2.307542068,      0.5637721186
          0,           0,          32,      -4.862473564,      -1.750407994,      -2.305448912,      0.5775455081
          0,           0,          33,      -4.846881763,      -1.764043155,      -2.302581729,      0.5924110766
          0,           0,          34,      -4.831292057,      -1.777390382,      -2.298773465,      0.6079959417
          0,           0,          35,      -4.816024141,      -1.790426724,      -2.293896101,      0.6237394981
          0,           0,          36,       -4.80140955,      -1.803133346,      -2.287876324,      0.6390646055
          0,           0,          37,      -4.787687168,      -1.815490066,      -2.280731122,      0.6535466131
          0,           0,          38,      -4.774955779,      -1.827480285,      -2.272534769,      0.6669720219
          0,           0,          39,      -4.763180325,      -1.839091257,      -2.263431361,      0.6793156765
          0,           0,          40,      -4.752213244,      -1.850316544,      -2.253619147,      0.6907025593
          0,           0,          41,      -4.741836743,      -1.861155453,      -2.243321544,      0.7013517921
          0,           0,          42,       -4.73182974,      -1.871611628,      -2.232769354,      0.7114977818
          0,           0,          43,      -4.722001664,      -1.881686163,      -2.222209966,      0.7213467283
          0,           0,          44,      -4.712241327,      -1.891387419,      -2.211895902,      0.7310189374
          0,           0,          45,      -4.702524841,      -1.900725071,      -2.202086924,      0.7405491493
          0,           0,          46,      -4.692909844,      -1.909713775,       -2.19301339,      0.7498851917
          0,           0,          47,      -4.683512719,      -1.918378766,      -2.184874829,      0.7589205713
          0,           0,          48,      -4.674484211,      -1.926754389,      -2.177843549,      0.7675200795
          0,           0,          49,      -4.665982607,      -1.934880158,      -2.172042168,      0.7755431844
          0,           0,          50,      -4.658132717,      -1.942800798,      -2.167561602,      0.7828917173
          0,           0,          51,      -4.651029328,      -1.950561969,      -2.164460457,      0.7895043263
          0,           0,          52,      -4.644733841,      -1.958208036,      -2.162770604,      0.7953587606
          0,           0,          53,      -4.639270229,      -1.965771021,      -2.162481989,      0.8004699518
          0,           0,          54,      -4.634631679,      -1.973269378,      -2.163533354,      0.8048863601
          0,           0,          55,      -4.630787613,      -1.980707597,      -2.165807438,       0.808675902
          0,           0,          56,      -4.627679727,      -1.988072495,      -2.169125591,       0.811930931
          0,           0,          57,      -4.625229929,      -1.995340799,      -2.173235242,      0.8147556886
          0,           0,          58,      -4.623342497,       -2.00246342,      -2.177798555,      0.8172621552
          0,           0,          59,      -4.621900196,      -2.009379569,      -2.182400436,      0.8195735764
          0,           0,          60,      -4.620763825,      -2.016015494,       -2.18655648,       0.821822122
          0,           0,          61,      -4.619767333,      -2.022286605,      -2.189730913,      0.8241541028
          0,           0,          62,      -4.618722617,      -2.028101052,      -2.191378474,      0.8267232849
          0,           0,          63,      -4.617425141,      -2.033361064,      -2.190989773,      0.8296830132
          0,           0,          64,      -4.615673791,      -2.037973006,      -2.188147197,      0.8331647423
          0,           0,          65,      -4.613282224,      -2.041853737,      -2.182589844,      0.8372704194
          0,           0,          66,      -4.610101276,      -2.044935755,      -2.174256778,      0.8420534272
          0,           0,          67,      -4.606042851,      -2.047173883,      -2.163303672,      0.8475012253
          0,           0,          68,      -4.601090297,      -2.048551721,      -2.150069992,      0.8535345085
          0,           0,          69,        -4.5953055,      -2.049083006,      -2.135038525,      0.8600085614
          0,           0,          70,      -4.588819965,      -2.048811503,      -2.118769196,      0.8667294544
          0,           0,          71,      -4.581824364,      -2.047807531,      -2.101839615,      0.8734671823
          0,           0,          72,       -4.57454714,        -2.0461645,      -2.084796585,      0.8799764384
          0,           0,          73,      -4.567233913,      -2.043995045,      -2.068126378,      0.8860151083
          0,           0,          74,      -4.560128326,      -2.041423854,       -2.05224077,      0.8913592268
          0,           0,          75,      -4.553457109,      -2.038581538,      -2.037476066,      0.8958124927
          0,           0,          76,      -4.547420038,      -2.035602094,      -2.024098637,      0.8992137763
          0,           0,          77,      -4.542184483,      -2.032620953,      -2.012311575,      0.9014404197
          0,           0,          78,      -4.537884042,      -2.029771386,      -2.002268687,       0.902408412
          0,           0,          79,      -4.534618784,      -2.027183276,      -1.994083847,      0.9020729908
          0,           0,          80,      -4.532457622,      -2.024979152,      -1.987836561,      0.9004269529
          0,           0,          81,      -4.531440986,       -2.02327467,      -1.983584939,       0.897500457
          0,           0,          82,       -4.53158487,      -2.022178965,      -1.981369209,      0.8933590007
          0,           0,          83,      -4.532884255,       -2.02179108,      -1.981214681,      0.8881027327
          0,           0,          84,      -4.535316697,      -2.022201067,      -1.983134521,      0.8818627128
          0,           0,          85,      -4.538845939,      -2.023488651,      -1.987130153,      0.8747983958
          0,           0,          86,      -4.543424535,      -2.025724974,      -1.993192256,      0.8670934311
          0,           0,          87,      -4.548995164,      -2.028971759,      -2.001300939,      0.8589511598
          0,           0,          88,      -4.555491934,      -2.033280153,      -2.011419221,      0.8505864658
          0,           0,          89,      -4.562843604,      -2.038690384,      -2.023490109,      0.8422139759
          0,           0,          90,       -4.57097127,      -2.045231148,      -2.037426557,      0.8340406588
          0,           0,          91,      -4.579790696,       -2.05291767,      -2.053103711,      0.8262506313
          0,           0,          92,      -4.589211294,      -2.061751103,       -2.07034771,      0.8189944528
          0,           0,          93,      -4.599136328,      -2.071715374,      -2.088921193,      0.8123786073
          0,           0,          94,      -4.609461376,      -2.082776706,      -2.108507697,      0.8064604883
          0,           0,          95,        -4.6200729,      -2.094876814,      -2.128695909,      0.8012478562
          0,           0,          96,      -4.630849745,      -2.107928795,      -2.148975196,      0.7966992194
          0,           0,          97,       -4.64166498,      -2.121814693,      -2.168733394,      0.7927309028
          0,           0,          98,      -4.652384436,      -2.136382776,      -2.187282708,      0.7892307214
          0,           0,          99,      -4.662871752,      -2.151442609,      -2.203911727,      0.7860666122
          0,           0,         100,      -4.672992303,      -2.166758734,       -2.21796366,      0.7830983048
          0,           0,         101,      -4.682620657,      -2.182058729,      -2.228929799,      0.7801859176
          0,           0,         102,      -4.691647527,      -2.197031107,      -2.236536961,       0.777196323
          0,           0,         103,      -4.699988451,      -2.211335148,      -2.240798006,      0.7740085321
          0,           0,         104,      -4.707591284,      -2.224620239,      -2.242005026,      0.7705159954
          0,           0,         105,        -4.7144402,      -2.236546657,      -2.240669004,      0.7666294162
          0,           0,         106,      -4.720558575,      -2.246815694,      -2.237427927,      0.7622760564
          0,           0,         107,      -4.726004447,      -2.255194093,      -2.232954358,      0.7574011988
          0,           0,         108,      -4.730868123,      -2.261542915,      -2.227880701,      0.7519662399
          0,           0,         109,      -4.735264538,      -2.265833358,      -2.222756212,      0.7459477492
          0,           0,         110,       -4.73932283,      -2.268145686,       -2.21802903,      0.7393378444
          0,           0,         111,      -4.743178153,      -2.268659087,      -2.214042948,      0.7321423414
          0,           0,         112,      -4.746961898,       -2.26762542,      -2.211049461,      0.7243804601
          0,           0,         113,      -4.750795206,      -2.265341812,      -2.209220857,      0.7160830464
          0,           0,         114,      -4.754783052,      -2.262122337,      -2.208665403,      0.7072919639
          0,           0,         115,      -4.759010075,      -2.258274469,      -2.209440154,      0.6980595483
          0,           0,         116,      -4.763537323,      -2.254080901,      -2.211561036,       0.688448757
          0,           0,         117,      -4.768401923,      -2.249790249,      -2.215011073,      0.6785312703
          0,           0,         118,      -4.773616661,      -2.245611481,      -2.219746309,      0.6683875883
          0,           0,         119,      -4.779169231,      -2.241714413,      -2.225698012,      0.6581082775
          0,           0,         120,      -4.785025818,      -2.238231838,      -2.232776175,      0.6477903282
          0,           0,         121,      -4.791131934,      -2.235261867,      -2.240868669,      0.6375376941
          0,           0,         122,       -4.79741481,      -2.232874556,      -2.249842235,      0.6274600649
          0,           0,         123,      -4.803786353,      -2.231114049,       -2.25954099,      0.6176713617
          0,           0,         124,      -4.810148179,      -2.230003822,      -2.269785901,      0.6082852634
          0,           0,         125,      -4.816394549,      -2.229548429,      -2.280372426,      0.5994132651
          0,           0,         126,      -4.822418482,      -2.229738022,      -2.291075455,      0.5911593215
          0,           0,         127,      -4.828115714,        -2.2305492,      -2.301649772,      0.5836171763
          0,           0,         128,      -4.833390845,        -2.2319483,      -2.311837552,      0.5768640236
          0,           0,         129,      -4.838161484,      -2.233892181,      -2.321376693,      0.5709571466
          0,           0,         130,      -4.842362103,      -2.236327801,      -2.330013542,      0.5659315286
          0,           0,         131,      -4.845947674,      -2.239196194,      -2.337517439,      0.5617980077
          0,           0,         132,       -4.84889496,      -2.242432371,      -2.343698083,      0.5585434015
          0,           0,         133,      -4.851203039,      -2.245964226,      -2.348422115,      0.5561311676
          0,           0,         134,      -4.852891544,      -2.249717821,      -2.351620596,      0.5545064464
          0,           0,         135,      -4.853997992,      -2.253617157,      -2.353296346,      0.5536003159
          0,           0,         136,      -4.854575611,      -2.257585886,      -2.353521644,      0.5533329796
