"PointID","x","y","z","Density","Momentum_x","Momentum_y","Momentum_z","Energy","Nu_Tilde","Pressure","Temperature","Mach","Pressure_Coefficient","Laminar_Viscosity","Skin_Friction_Coefficient_x","Skin_Friction_Coefficient_y","Skin_Friction_Coefficient_z","Heat_Flux","Y_Plus","Eddy_Viscosity"
808, 9.907935830333642e-01, 0.000000000000000e+00, 1.139542116415407e-03, 7.914884484635107e-01, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 1.867350607542248e+05, 0.000000000000000e+00, 7.469402430168990e+04, 3.287544370989910e+02, 0.000000000000000e+00, -4.159915974008422e-01, 1.978917198118674e-05, 3.073072006911741e-06, 2.671985175327227e-07, -3.710869582545556e-07, -7.555531658885709e-01, 2.918006380872816e+01, 0.000000000000000e+00
809, 1.406800894204284e+00, 1.472745205140279e+00, -8.591122667224207e-04, 9.224062904666328e-01, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 2.176284862851905e+05, 0.000000000000000e+00, 8.705139451407618e+04, 3.287636715863053e+02, 0.000000000000000e+00, -1.494613062678367e-01, 1.978958965036426e-05, -7.302658342118452e-07, 5.157009827247937e-06, -2.697428129063050e-07, -5.210079410508676e+00, 4.403799071747947e+01, 0.000000000000000e+00
810, 1.671165813231084e+00, 0.000000000000000e+00, 8.233644268853197e-01, 1.132379513289619e+00, 3.655460944038425e+02, 5.420435550108770e+00, -1.716615756899480e+01, 2.840685044413414e+05, 4.820954781812797e-05, 8.996960796286823e+04, 2.767796588868204e+02, 9.690812515331525e-01, -8.651973644133856e-02, 1.733908537793549e-05, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 4.378615323203701e-06
811, 1.333764034987837e+00, 0.000000000000000e+00, -9.001662484612893e-02, 8.858309927234227e-01, 2.281443624537108e+02, -3.183203514327543e+00, 9.068356627070111e+00, 2.174091581480623e+05, 5.319315818962739e-05, 7.519116524904981e+04, 2.956965718395670e+02, 7.477766324151670e-01, -4.052689987284191e-01, 1.825482081401899e-05, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 2.160408888697321e-06
812, 8.127145285672552e-02, 1.287717796070293e-01, 1.401751457248844e-02, 1.541334897404470e+00, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 3.636575333672646e+05, 0.000000000000000e+00, 1.454630133469058e+05, 3.287652552077749e+02, 0.000000000000000e+00, 1.110391357000222e+00, 1.978966127582900e-05, 1.341429613540605e-06, -2.717423158706037e-07, 1.341342131617784e-06, -1.222733873442884e+01, 1.748390988904090e+03, 0.000000000000000e+00
813, 9.894736438846223e-01, 0.000000000000000e+00, -3.645975974295368e-01, 1.066507188203753e+00, 4.230147082563792e+02, 8.323529646192543e-01, 1.369424790831675e+01, 2.756225975857941e+05, 4.366042331332219e-05, 7.665720381374910e+04, 2.503914712813501e+02, 1.251011676122050e+00, -3.736487042202997e-01, 1.601070658559597e-05, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 2.994554527959674e-06
814, -5.530797613374716e-03, 0.000000000000000e+00, 1.620296321522119e-02, 1.464592203049468e+00, 1.688754708978452e+02, -9.250393041989822e+00, 1.323186921054357e+02, 3.500493326568250e+05, 7.395035620891808e-05, 1.337227268890140e+05, 3.180671750904364e+02, 4.100959041540420e-01, 8.571706543890540e-01, 1.930181659671498e-05, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 3.579442448850640e-05
815, 7.692394924085136e+00, 0.000000000000000e+00, -1.704646637626249e+01, 1.137660005812737e+00, 3.253374998220650e+02, 1.841754838698505e-01, 1.740932890086525e+01, 2.817449024381373e+05, 4.726929904052658e-05, 9.403727027653805e+04, 2.879505208112997e+02, 8.418502295089678e-01, 1.213753942115373e-03, 1.788335000961175e-05, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 3.797029627066664e-06
816, 1.016034190786741e+00, 0.000000000000000e+00, 1.146294825998382e-01, 8.263075924393204e-01, 1.883814661844672e+02, -5.182764911661017e+00, 9.640354136880363e+00, 2.011126344554456e+05, 3.432286443979545e-05, 7.182662291995950e+04, 3.028126749913220e+02, 6.546246602671080e-01, -4.778372257127423e-01, 1.859194830536292e-05, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 2.785256429938560e-07
817, -1.324764974385240e+01, 4.843160534076434e+01, 8.648051445487968e+01, 1.136213278400641e+00, 3.241218233606816e+02, 3.691086209292436e-03, 1.732734113700525e+01, 2.813216680917608e+05, 4.724543959142199e-05, 9.398369946596050e+04, 2.881529174508734e+02, 8.394749817999746e-01, 5.831038947701632e-05, 1.789311702376408e-05, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 3.765807003461185e-06
818, 1.039675381792307e+00, 0.000000000000000e+00, 4.770378132118367e-01, 1.080732463870001e+00, 4.438734080650555e+02, -8.985617694383751e-01, 1.580519794964997e+01, 2.810615001686524e+05, 4.379711127564045e-05, 7.591709785431412e+04, 2.447100160842752e+02, 1.310515752697255e+00, -3.896117006707706e-01, 1.571636692795718e-05, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 3.356450324894079e-06
819, 8.622114613631757e-01, 1.484990047667613e+00, -1.281617308086509e-07, 5.679033261985958e-01, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 1.339866738435561e+05, 0.000000000000000e+00, 5.359466953742244e+04, 3.287589088708532e+02, 0.000000000000000e+00, -8.710736311495765e-01, 1.978937423692265e-05, 9.169121408637014e-06, 5.659026783702816e-06, 1.901570716314366e-06, -9.473643341177616e+01, 3.321392917124422e+02, 0.000000000000000e+00
820, 1.412950687727893e+00, 1.474942467241023e+00, -1.742563618751948e-04, 7.751440435622788e-01, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 1.828833224168936e+05, 0.000000000000000e+00, 7.315332896675743e+04, 3.287623115885145e+02, 0.000000000000000e+00, -4.492221285825667e-01, 1.978952813901615e-05, 6.723983695459064e-06, 5.964371358488496e-06, 6.248754667374030e-07, -2.094808746517465e+01, 5.382347218201841e+01, 0.000000000000000e+00
821, 4.700367025339489e+00, 0.000000000000000e+00, 1.285831005722957e+01, 1.136765778143081e+00, 3.249810890568432e+02, 1.682767477602080e-02, 1.778516879723801e+01, 2.815170652514169e+05, 4.727807502655042e-05, 9.396991376671288e+04, 2.879706208804361e+02, 8.416151629471114e-01, -2.390268571044683e-04, 1.788432012218143e-05, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 3.787825810826626e-06
822, 1.414595723028963e+00, 1.475786872113454e+00, -2.987771540993908e-09, 9.418004400258726e-01, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 2.221953403615617e+05, 0.000000000000000e+00, 8.887813614462466e+04, 3.287504793678411e+02, 0.000000000000000e+00, -1.100611774178612e-01, 1.978899297407891e-05, 2.294209378665492e-06, 1.038066514597906e-05, -2.402544623580411e-05, -4.654020511383921e+01, 1.472046287362130e+01, 0.000000000000000e+00
823, -7.582291055703932e+01, 4.381292692833311e+01, -4.828367911242635e+01, 1.136194369780272e+00, 3.241234924817770e+02, 1.644764130640573e-03, 1.732605316195108e+01, 2.813168825863125e+05, 4.724473344497110e-05, 9.398129403531599e+04, 2.881503377656014e+02, 8.394968431075560e-01, 6.428790159301087e-06, 1.789299255716029e-05, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 3.765429307098164e-06
824, 1.400251117560209e+00, 1.444966874024893e+00, -7.038652047119414e-04, 1.013490489598810e+00, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 2.391192685034993e+05, 0.000000000000000e+00, 9.564770740139970e+04, 3.287647393069784e+02, 0.000000000000000e+00, 3.594851290487123e-02, 1.978963794221988e-05, 5.129639722525236e-07, 7.443199067094124e-07, 3.761485506128860e-08, -3.350138101933144e+00, 8.907641837449864e+01, 0.000000000000000e+00
825, 4.006870143562935e-01, 0.000000000000000e+00, 1.008528237848708e+00, 1.055574235750536e+00, 3.173178843727681e+02, -1.015986412544007e+01, 2.947261631482332e+01, 2.628074534891148e+05, 4.356479995651104e-05, 8.586095429207354e+04, 2.833591720573504e+02, 8.951052896154292e-01, -1.751373500776088e-01, 1.766089434758583e-05, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 2.161599314991006e-06
826, 9.559516388452209e-01, 0.000000000000000e+00, -5.293475601679063e-01, 1.152428205098572e+00, 4.385606362634084e+02, 8.150489116277940e+00, 3.252832268945244e+00, 2.957521689929611e+05, 4.455328697269928e-05, 8.490834176015625e+04, 2.566651036441993e+02, 1.185142138494365e+00, -1.956838005848834e-01, 1.633219675265774e-05, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 4.101208538224486e-06
827, 1.046580998806862e+00, 1.273179647856230e+00, 2.859799080924535e-02, 8.502399288691141e-01, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 2.006028041703524e+05, 0.000000000000000e+00, 8.024112166814094e+04, 3.287651991533021e+02, 0.000000000000000e+00, -2.963488699747920e-01, 1.978965874054952e-05, 8.358898618944819e-07, 1.102388297561004e-07, -3.335034471784974e-08, -5.091722535687013e+00, 1.799716530328329e+03, 0.000000000000000e+00
828, 1.126829407489424e+00, 0.000000000000000e+00, 2.710709714128257e-01, 1.029676464329289e+00, 3.948022168892003e+02, 4.988815953051873e+00, 3.233858712190715e+01, 2.647125274185286e+05, 3.965118246292399e-05, 7.540175367270203e+04, 2.551003215042063e+02, 1.201602842080714e+00, -4.007269163192501e-01, 1.625235159046094e-05, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 1.731733934749938e-06
829, 9.868434700747173e-01, 0.000000000000000e+00, -4.557661494629883e-03, 7.850461691340738e-01, 1.557471657157303e+01, -5.622764785799362e-02, 6.350354436150450e+00, 1.852720569853461e+05, 2.782195842310304e-05, 7.403675010072986e+04, 3.285356431255721e+02, 5.896342291835382e-02, -4.301680347111448e-01, 1.977927437487774e-05, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 8.186431631193786e-08
830, 1.409925292453200e+00, 1.470538057085073e+00, 3.955726833355662e-04, 8.167637911152819e-01, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 1.927028949016424e+05, 0.000000000000000e+00, 7.708115796065693e+04, 3.287623675175367e+02, 0.000000000000000e+00, -3.645046371364207e-01, 1.978953066863273e-05, 4.766991633721365e-06, 8.010549968225901e-06, -3.115149775887031e-07, -1.423251422371431e+01, 7.313931153282485e+01, 0.000000000000000e+00
831, 1.381130397073917e+00, 1.476017976116160e+00, -4.150254617286693e-03, 8.513237682931861e-01, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 2.008572657140743e+05, 0.000000000000000e+00, 8.034290628562970e+04, 3.287631434066957e+02, 0.000000000000000e+00, -2.941535255555606e-01, 1.978956576134066e-05, 1.605562860882592e-06, -2.922214950617141e-07, 1.853556647922856e-07, -1.523783615654471e+00, 1.276599769676682e+02, 0.000000000000000e+00
832, 9.391230075887620e-01, 2.611124460623768e-01, -1.613025829195858e-02, 8.132397209880404e-01, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 1.918730238926292e+05, 0.000000000000000e+00, 7.674920955705168e+04, 3.287650735896535e+02, 0.000000000000000e+00, -3.716642757272725e-01, 1.978965306144902e-05, 4.232248107706831e-07, -2.680067857704282e-08, 4.631584799543779e-08, -1.419051101787628e+00, 8.573336549064130e+02, 0.000000000000000e+00
833, 1.327467155191525e+00, 1.472186378685837e+00, 1.030037479621831e-02, 8.712080422786734e-01, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 2.055494045259209e+05, 0.000000000000000e+00, 8.221976181036835e+04, 3.287643240095028e+02, 0.000000000000000e+00, -2.536725137524364e-01, 1.978961915877183e-05, 1.491963615363703e-06, -3.987199356777714e-07, -1.709294101765807e-07, -7.513386886004334e+00, 4.661256905223352e+02, 0.000000000000000e+00
834, 8.862937901281214e-01, 0.000000000000000e+00, 5.955441369084724e-02, 7.708450734981154e-01, 6.209644408641975e+01, -3.047212075256530e+00, 8.392720875881943e-01, 1.825870663462934e+05, 2.389555766139908e-05, 7.203178237824203e+04, 3.255272919861815e+02, 2.230072234794895e-01, -4.734122380976651e-01, 1.964285052184355e-05, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 4.233982734140237e-08
835, 3.137658160161655e+01, 9.010841727744067e+01, 2.993297951677597e+01, 1.136194069014016e+00, 3.241249724016094e+02, -5.378596592806367e-04, 1.732946596231561e+01, 2.813174600738857e+05, 4.724487600656166e-05, 9.398133043067552e+04, 2.881505256326047e+02, 8.395010850119599e-01, 7.213784507020845e-06, 1.789300162152748e-05, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 3.765463266607753e-06
836, 1.285497929228679e+00, 1.469616859781977e+00, 1.446789865235188e-02, 7.738181129845544e-01, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 1.825716744812097e+05, 0.000000000000000e+00, 7.302866979248385e+04, 3.287644454736390e+02, 0.000000000000000e+00, -4.519108435308519e-01, 1.978962465246233e-05, 7.342773084128934e-07, 2.723636492487197e-07, -6.206539018731740e-08, -2.544543795903831e+00, 4.445889784141824e+02, 0.000000000000000e+00
837, 9.754285659967081e-01, 0.000000000000000e+00, 2.533325420728261e-02, 7.993327526577571e-01, 3.693241726072183e+01, -1.358022875644362e-01, -2.609385538178840e+00, 1.888367424867212e+05, 2.907846554499423e-05, 7.519170322261790e+04, 3.276971461512657e+02, 1.276377501328323e-01, -4.052573954302043e-01, 1.974131271342593e-05, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 1.055157363748676e-07
838, 2.442520824498061e+01, 0.000000000000000e+00, 3.067404725622728e+01, 1.136461270399677e+00, 3.243929873095410e+02, 5.051581694696070e-03, 1.736372174885820e+01, 2.813990372901154e+05, 4.728600749060648e-05, 9.398752419499867e+04, 2.881017624048026e+02, 8.400715512842747e-01, 1.408041665936406e-04, 1.789064875643738e-05, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 3.782655009322998e-06
839, 1.888963463168994e+01, 8.158896079113205e+01, 5.464817636943046e+01, 1.136217456352925e+00, 3.241311207446103e+02, -1.648225355693972e-03, 1.732257088849656e+01, 2.813239651295002e+05, 4.724636396938553e-05, 9.398365467027511e+04, 2.881517205495910e+02, 8.394969914651506e-01, 5.734421246174728e-05, 1.789305927483344e-05, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 3.766172608549066e-06
840, 8.556748137362291e-01, 1.450574887926456e+00, -1.497317883125399e-02, 9.358199233238635e-01, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 2.207938640745089e+05, 0.000000000000000e+00, 8.831754562980353e+04, 3.287646010341551e+02, 0.000000000000000e+00, -1.221522898919307e-01, 1.978963168829348e-05, 3.707994558654962e-06, 1.525783288696923e-06, -6.837197932082475e-07, -2.922143484724007e+01, 7.580302739366487e+02, 0.000000000000000e+00
841, 9.994838292305266e-01, 1.439706181037654e-01, -5.069935346729803e-03, 8.109711760268229e-01, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 1.913378300541604e+05, 0.000000000000000e+00, 7.653513202166413e+04, 3.287651405532739e+02, 0.000000000000000e+00, -3.762816131422095e-01, 1.978965609013727e-05, 7.854452821994490e-07, -1.660721640467528e-07, 1.029526555253651e-07, -4.104736196548486e+00, 8.611514095124080e+02, 0.000000000000000e+00
842, 8.547485649119794e+01, 4.650424365070209e+01, 2.305220662507720e+01, 1.136201705007756e+00, 3.241348962026062e+02, -1.878117986360209e-02, 1.733424121168681e+01, 2.813191714663922e+05, 4.725311635704431e-05, 9.398097802219572e+04, 2.881475085876488e+02, 8.395261287187892e-01, -3.871478195002338e-07, 1.789285605222926e-05, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 3.768134158230268e-06
843, 9.943349386510890e-01, -3.670120763081860e-11, -7.012060540915140e-04, 7.854166304925296e-01, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 1.853085230363608e+05, 0.000000000000000e+00, 7.412340921454431e+04, 3.287650466746715e+02, 0.000000000000000e+00, -4.282989251484043e-01, 1.978965184411496e-05, 7.292597814344418e-06, 4.192806389924405e-07, 8.881209724343851e-07, -6.402310581597412e+00, 3.888322052829196e+01, 0.000000000000000e+00
844, 1.000000000037150e+00, -1.050054858049080e-11, -3.020066969417170e-10, 7.862868670356702e-01, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 1.855074698793845e+05, 0.000000000000000e+00, 7.420298795175378e+04, 3.287537511131954e+02, 0.000000000000000e+00, -4.265825288899855e-01, 1.978914095431207e-05, 1.456218691863594e-06, 1.159312564944413e-06, 1.196407410909309e-06, -3.220906150043021e+00, 3.744913605446941e+01, 0.000000000000000e+00
845, 9.943349385204490e-01, -1.070167614366160e-19, 7.012049986446170e-04, 7.863235112492573e-01, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 1.855114912416302e+05, 0.000000000000000e+00, 7.420459649665206e+04, 3.287455568153651e+02, 0.000000000000000e+00, -4.265478349435657e-01, 1.978877032686312e-05, 2.786993270729813e-06, 1.986955594732271e-07, -3.380638370237134e-07, -8.898133191369721e-01, 2.731671789693606e+01, 0.000000000000000e+00
846, 5.108694975334487e-01, 0.000000000000000e+00, 4.546209819920962e-02, 5.083929206237660e-01, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 1.199484630583218e+05, 0.000000000000000e+00, 4.797938522332871e+04, 3.287649644746094e+02, 0.000000000000000e+00, -9.921870506965490e-01, 1.978964812629924e-05, 1.268985768870386e-06, 3.497382300686776e-08, -4.539062307082241e-08, -1.348570722373652e+01, 1.450035033827206e+03, 0.000000000000000e+00
847, 2.469874499023207e-01, 0.000000000000000e+00, 4.609540311543639e-02, 6.868890612397527e-01, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 1.620620480966286e+05, 0.000000000000000e+00, 6.482481923865143e+04, 3.287646084085717e+02, 0.000000000000000e+00, -6.288558276936582e-01, 1.978963202183020e-05, 1.785826129728076e-06, 9.101932187089983e-09, 6.861686555820301e-08, -1.764492900787637e+01, 1.271777913927139e+03, 0.000000000000000e+00
848, 1.082723159735870e-01, 0.000000000000000e+00, 3.697641823563026e-02, 7.524080824804663e-01, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 1.775201348456894e+05, 0.000000000000000e+00, 7.100805393827576e+04, 3.287641875984089e+02, 0.000000000000000e+00, -4.954925540917474e-01, 1.978961298904550e-05, 4.123954457349503e-06, 5.393464701768383e-08, 4.168667856819530e-07, -4.683212484835772e+01, 1.051513741548268e+03, 0.000000000000000e+00
849, 4.111791690642578e-02, 0.000000000000000e+00, 2.809249511756057e-02, 1.085726784113803e+00, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 2.561625391657394e+05, 0.000000000000000e+00, 1.024650156662957e+05, 3.287648695170703e+02, 0.000000000000000e+00, 1.829878202459200e-01, 1.978964383147669e-05, 4.111421826446687e-06, -1.774676228791078e-08, 8.801060525641331e-07, -4.444101778917862e+01, 6.808177993860722e+02, 0.000000000000000e+00
850, 2.156202745712929e-02, 0.000000000000000e+00, 2.321249366935415e-02, 1.099725747814470e+00, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 2.594646574928387e+05, 0.000000000000000e+00, 1.037858629971355e+05, 3.287639221436962e+02, 0.000000000000000e+00, 2.114765534942038e-01, 1.978960098281211e-05, 7.998923236640096e-06, 7.104487004540674e-07, 3.107743941693794e-06, -6.752586720770448e+01, 8.198259908067995e+02, 0.000000000000000e+00
851, 2.144679785929707e-03, 0.000000000000000e+00, 8.056147331839465e-03, 1.691107307782241e+00, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 3.989941096204540e+05, 0.000000000000000e+00, 1.595976438481816e+05, 3.287650589107436e+02, 0.000000000000000e+00, 1.415254537257326e+00, 1.978965239753861e-05, 4.893580433354592e-06, 1.688328625988061e-06, 8.404666075006798e-06, -4.204156218622261e+01, 4.975813133253784e+02, 0.000000000000000e+00
852, -3.210502843098480e-18, 0.000000000000000e+00, 0.000000000000000e+00, 1.447139094369313e+00, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 3.414331664797093e+05, 0.000000000000000e+00, 1.365732665918837e+05, 3.287651434639693e+02, 0.000000000000000e+00, 9.186526011005397e-01, 1.978965622178470e-05, 7.677693462778920e-07, 1.364165235950212e-06, 3.941679659225001e-06, -2.247180339627189e+01, 2.571408277358298e+02, 0.000000000000000e+00
853, 1.287892625444950e+00, 1.134298098622186e+00, -3.808274482537156e-03, 1.218537662577092e+00, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 2.874976617601555e+05, 0.000000000000000e+00, 1.149990647040622e+05, 3.287650907290079e+02, 0.000000000000000e+00, 4.533288136526510e-01, 1.978965383664252e-05, 3.486009848455847e-07, -1.801114682410947e-07, 4.936060923772027e-08, -9.752147514051183e-01, 4.748245833097701e+02, 0.000000000000000e+00
854, 2.226380054447492e-03, 0.000000000000000e+00, -8.208527652963312e-03, 1.688703804052195e+00, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 3.984270177249433e+05, 0.000000000000000e+00, 1.593708070899773e+05, 3.287650445565768e+02, 0.000000000000000e+00, 1.410362002181923e+00, 1.978965174831594e-05, 1.140496420072162e-06, -2.629651163147410e-07, -2.754561331263679e-06, -7.918203644832786e+00, 3.100763882046881e+02, 0.000000000000000e+00
855, 8.775659682421959e-03, 0.000000000000000e+00, -1.598442033835128e-02, 1.225800613360080e+00, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 2.892108664583442e+05, 0.000000000000000e+00, 1.156843465833376e+05, 3.287646458147754e+02, 0.000000000000000e+00, 4.681093353698355e-01, 1.978963371367140e-05, 5.023212481148418e-06, 5.683949604747296e-08, -4.353304451713002e-06, -3.303906989502206e+01, 4.800392494342457e+02, 0.000000000000000e+00
856, 3.995870570813166e-02, 0.000000000000000e+00, -2.788522783986705e-02, 1.148439303043219e+00, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 2.709585766913361e+05, 0.000000000000000e+00, 1.083834306765344e+05, 3.287647087637445e+02, 0.000000000000000e+00, 3.106393228401967e-01, 1.978963656078340e-05, 3.515288874558491e-06, 1.640037116192883e-07, -7.380339338391902e-07, -2.915475563766913e+01, 5.209175771459494e+02, 0.000000000000000e+00
857, 1.029554820317445e-01, 0.000000000000000e+00, -3.642597293113303e-02, 1.110931225074198e+00, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 2.621090282097703e+05, 0.000000000000000e+00, 1.048436112839081e+05, 3.287646717720744e+02, 0.000000000000000e+00, 2.342906275223793e-01, 1.978963488769126e-05, 2.561846961590638e-06, 1.173663987386263e-07, -2.641038762135137e-07, -1.985900959045435e+01, 9.364121001728311e+02, 0.000000000000000e+00
858, 2.304414358084509e-01, 0.000000000000000e+00, -4.540067452039395e-02, 1.006726901315829e+00, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 2.375236970573304e+05, 0.000000000000000e+00, 9.500947882293214e+04, 3.287650230970846e+02, 0.000000000000000e+00, 2.218286164536146e-02, 1.978965077772744e-05, 2.013066319892020e-06, -7.494578607341560e-09, -9.041780977625096e-08, -2.056521365397890e+01, 1.688126667335272e+03, 0.000000000000000e+00
859, 4.902611056495237e-01, 0.000000000000000e+00, -4.634702045072416e-02, 8.016300906425126e-01, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 1.891339344576775e+05, 0.000000000000000e+00, 7.565357378307097e+04, 3.287651559947388e+02, 0.000000000000000e+00, -3.952955271016233e-01, 1.978965678853709e-05, 1.175599552291691e-06, 5.362002878803474e-08, 3.528877673590672e-08, -1.165878403246577e+01, 1.884896895450800e+03, 0.000000000000000e+00
860, 3.623334474524020e+01, 0.000000000000000e+00, -3.344342448760074e+00, 1.134494345893057e+00, 3.223388325079904e+02, -3.985272337271650e-02, 1.691924882210927e+01, 2.807887875496330e+05, 4.741838531611994e-05, 9.394811003652688e+04, 2.884802311064041e+02, 8.356046755552187e-01, -7.093012321843476e-04, 1.790890515621041e-05, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 3.787138178216614e-06
861, 5.398769268385649e+01, 0.000000000000000e+00, 5.047505600122537e+01, 1.136196843774759e+00, 3.241715871569786e+02, -2.360157392849581e-03, 1.735445219547671e+01, 2.813216680154244e+05, 4.725927481139673e-05, 9.397758681655685e+04, 2.881383438835107e+02, 8.396406256803398e-01, -7.353046315957968e-05, 1.789241386024126e-05, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 3.770194234070498e-06
862, 9.831304477610945e-01, 2.588607275048253e-02, 2.988248332962436e-03, 7.999448715463353e-01, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 1.887365367545315e+05, 0.000000000000000e+00, 7.549461470181261e+04, 3.287655170603445e+02, 0.000000000000000e+00, -3.987240405699307e-01, 1.978967311911736e-05, 7.054759949334613e-07, -2.479693559014303e-07, -9.592755109680158e-08, -8.139798592440477e-01, 1.558236002096936e+02, 0.000000000000000e+00
863, 1.381492599479872e+00, 1.474469936047344e+00, -4.051648342618794e-03, 8.548046934443957e-01, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 2.016786378011059e+05, 0.000000000000000e+00, 8.067145512044233e+04, 3.287633051561678e+02, 0.000000000000000e+00, -2.870672106609684e-01, 1.978957307710590e-05, 1.544826702868704e-06, -2.968796383219212e-07, 2.004823380077914e-07, -1.472380726569796e+00, 1.179619970365668e+02, 0.000000000000000e+00
864, 1.394723242597739e+00, 1.416746640509134e+00, -4.067575988205898e-04, 6.899128963209527e-01, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 1.627755568553132e+05, 0.000000000000000e+00, 6.511022274212525e+04, 3.287647626485563e+02, 0.000000000000000e+00, -6.227000941060208e-01, 1.978963899793342e-05, -1.180965092988789e-07, -2.477289928779701e-06, 7.152879493192137e-08, -6.247609862628304e+00, 1.735688538585767e+02, 0.000000000000000e+00
