"PointID","x","y","z","Density","Momentum_x","Momentum_y","Momentum_z","Energy","Nu_Tilde","Pressure","Temperature","Mach","Pressure_Coefficient","Laminar_Viscosity","Skin_Friction_Coefficient_x","Skin_Friction_Coefficient_y","Skin_Friction_Coefficient_z","Heat_Flux","Y_Plus","Eddy_Viscosity"
1663, -1.090253377243982e+00, 0.000000000000000e+00, -3.022920258048629e+00, 1.146801747931231e+00, 3.224298017675585e+02, 2.641882440368268e-01, 1.544942144903417e+01, 2.835529479233389e+05, 4.775491671102626e-05, 9.524894814956670e+04, 2.893358096741053e+02, 8.254580643975502e-01, 2.734786263249366e-02, 1.795013375116930e-05, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 4.026111192314998e-06
1664, -3.634459976957885e+00, 0.000000000000000e+00, 8.426571201907194e+00, 1.136415173949298e+00, 3.243405706350797e+02, -1.050381065242576e-01, 1.891409536546416e+01, 2.813913741447253e+05, 4.729264823100053e-05, 9.397978964692316e+04, 2.880897388667406e+02, 8.402117202938387e-01, -2.601865370834573e-05, 1.789006858160261e-05, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 3.784428768835515e-06
1665, 8.968861722961152e-01, 2.949105722879434e-01, 2.146204035827839e-02, 7.190957170576502e-01, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 1.696610192608258e+05, 0.000000000000000e+00, 6.786440770433030e+04, 3.287650980516465e+02, 0.000000000000000e+00, -5.632963773609428e-01, 1.978965416783712e-05, 3.909178741671807e-07, -4.344598832521070e-08, -3.915781458502064e-08, -1.294010119552331e+00, 1.024734364732210e+03, 0.000000000000000e+00
1666, 9.707142594477602e-01, 0.000000000000000e+00, 1.214563978942351e-02, 7.887669039743996e-01, 9.275230679385025e+00, -1.920945547381681e+00, -3.499112374778768e+00, 1.861174766902931e+05, 2.590796449130314e-05, 7.442113672031622e+04, 3.286835468672961e+02, 3.522381047762797e-02, -4.218773809664431e-01, 1.978596547230093e-05, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 6.271137150217960e-08
1667, 1.357831922810839e+00, 1.439564044882336e+00, 5.756281475607680e-03, 7.715323357172819e-01, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 1.820322722657627e+05, 0.000000000000000e+00, 7.281290890630506e+04, 3.287642563714194e+02, 0.000000000000000e+00, -4.565644883452402e-01, 1.978961609957458e-05, -2.860429436974892e-07, -3.895499514339316e-07, 2.115363952933377e-08, -2.632071541516653e-01, 1.048145938421330e+02, 0.000000000000000e+00
1668, 1.000028553011987e+00, 0.000000000000000e+00, -5.540259727183638e-03, 7.918736715869217e-01, 5.545815519121757e+01, 5.296354369001666e-01, 6.338154557023721e+00, 1.873955519519644e+05, 3.299831076978625e-05, 7.417121148728233e+04, 3.262945457621272e+02, 1.946673999825730e-01, -4.272679004683383e-01, 1.967770371234291e-05, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 1.698478258343391e-07
1669, 1.093201076950550e+00, 0.000000000000000e+00, -3.114692173129271e+00, 1.127606701183764e+00, 3.279926453421481e+02, -2.563773068507175e-01, 1.237678836714250e+01, 2.796926579649445e+05, 4.684500640141412e-05, 9.276890678622405e+04, 2.865993070036748e+02, 8.576876538634939e-01, -2.614298009803005e-02, 1.781806006281116e-05, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 3.584350088974486e-06
1670, 2.832500607119272e+00, 0.000000000000000e+00, -1.385056321475957e+01, 1.135625521108228e+00, 3.238368229318799e+02, 4.772350619371332e-02, 1.719336618375794e+01, 2.811653202918889e+05, 4.724830786395114e-05, 9.394489905838657e+04, 2.881830314593227e+02, 8.391107475614848e-01, -7.785573055923729e-04, 1.789456994756823e-05, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 3.758443210169994e-06
1671, 1.368021900135553e+00, 1.407313854031950e+00, 3.383690884324061e-03, 7.981766360884968e-01, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 1.883188530606212e+05, 0.000000000000000e+00, 7.532754122424845e+04, 3.287646587451247e+02, 0.000000000000000e+00, -4.023275696259061e-01, 1.978963429849677e-05, 5.308799887217142e-07, 3.258013868614403e-07, -5.435085974970655e-08, -7.213768232250862e-01, 2.365517688391215e+02, 0.000000000000000e+00
1672, 5.221032465564195e-02, 7.922849078826144e-02, 1.367768217901468e-02, 1.172039427628656e+00, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 2.765268635520255e+05, 0.000000000000000e+00, 1.106107454208102e+05, 3.287648985373310e+02, 0.000000000000000e+00, 3.586792242944410e-01, 1.978964514403046e-05, 1.117805116693529e-06, -1.291202626117959e-07, 1.107907557303818e-06, -1.285382491007845e+01, 8.265882725716964e+02, 0.000000000000000e+00
1673, 8.424274633339383e-01, 1.154581379300349e+00, -3.080787484547444e-02, 7.611907151695415e-01, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 1.795927555489416e+05, 0.000000000000000e+00, 7.183710221957663e+04, 3.287650693926860e+02, 0.000000000000000e+00, -4.776112026406955e-01, 1.978965287162495e-05, 5.958943121359675e-07, 5.656142050352011e-08, -1.112483018793212e-08, -2.151272804054847e+00, 7.610972324630565e+02, 0.000000000000000e+00
1674, -4.110199689730770e+01, 5.033376655523068e-15, -9.116263366503479e+01, 1.136211123047037e+00, 3.241301521260727e+02, 8.045852302761583e-04, 1.732396414558526e+01, 2.813216093759173e+05, 4.724527577486104e-05, 9.398271102457466e+04, 2.881504335116781e+02, 8.395012364190745e-01, 3.699116331421423e-05, 1.789299717679890e-05, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 3.765800812173887e-06
1675, -2.089065129169711e+00, 0.000000000000000e+00, 6.620473552709996e-01, 1.165836983933495e+00, 3.348685094067193e+02, 2.323450009227137e+00, 2.271493831030115e+01, 2.888686174146134e+05, 4.836356138783566e-05, 9.622085379935325e+04, 2.875158049544591e+02, 8.469622105008173e-01, 4.831043730163925e-02, 1.786236085350861e-05, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 4.554627600806190e-06
1676, 2.082895109367655e-02, 0.000000000000000e+00, 1.394959491020700e-01, 1.378150243698866e+00, 3.586371713223886e+02, 5.893538247491724e+00, 2.367592318359773e+02, 3.443032688686967e+05, 5.177932056904950e-05, 1.109157703208537e+05, 2.803671189430075e+02, 9.290446617910076e-01, 3.652581625324435e-01, 1.751499705616893e-05, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 1.134074965855445e-05
1677, 1.023167124021223e+00, 5.339407884455099e-01, -1.519115196169962e-02, 7.037488217153769e-01, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 1.660401862559768e+05, 0.000000000000000e+00, 6.641607450239072e+04, 3.287652203080948e+02, 0.000000000000000e+00, -5.945347932484611e-01, 1.978965969735655e-05, 1.076747807112423e-07, 4.326598266231845e-09, 1.131057655858535e-08, -3.166676873803908e-01, 5.659805388536309e+02, 0.000000000000000e+00
1678, 1.399586368469977e+00, 1.477095673428409e+00, -1.570180902894934e-03, 9.524648901750010e-01, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 2.247207594591828e+05, 0.000000000000000e+00, 8.988830378367309e+04, 3.287642264449786e+02, 0.000000000000000e+00, -8.827334794433375e-02, 1.978961474603398e-05, 4.636412769709957e-06, -1.783798185469035e-06, -4.535224364727400e-07, -7.790618458517862e+00, 1.087274855380958e+02, 0.000000000000000e+00
1679, 1.236517368694101e+00, 1.105598556373931e+00, -9.072603038417797e-03, 1.084958283732749e+00, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 2.559814388592374e+05, 0.000000000000000e+00, 1.023925755436950e+05, 3.287651481613565e+02, 0.000000000000000e+00, 1.814253933998628e-01, 1.978965643424216e-05, 2.105144390819508e-07, -2.841652995313360e-08, 2.512864524086397e-08, -5.903834084122489e-01, 7.398928857302996e+02, 0.000000000000000e+00
1680, 1.084684737162831e+00, 0.000000000000000e+00, 4.803725068996130e-01, 1.099564949747404e+00, 4.521496153096152e+02, -1.318227299952485e+00, 3.253772545087396e+01, 2.861268808229832e+05, 4.493097326078734e-05, 7.707238446241614e+04, 2.441789675340711e+02, 1.316078376435038e+00, -3.646938685829325e-01, 1.568869686925311e-05, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 3.964622610545222e-06
1681, 1.411414521889587e+00, 1.475807591145597e+00, -3.944827552820217e-04, 8.118351158534781e-01, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 1.915370258668642e+05, 0.000000000000000e+00, 7.661481034674565e+04, 3.287571776475371e+02, 0.000000000000000e+00, -3.745630689199379e-01, 1.978929593482490e-05, 1.314316573639309e-06, 9.482331016048158e-06, -1.669537754296264e-07, -1.020063942326255e+01, 2.368819696705575e+01, 0.000000000000000e+00
