"Time_Iter","Outer_Iter","Inner_Iter",    "rms[Rho]"    ,    "rms[RhoU]"   ,    "rms[RhoV]"   ,    "rms[RhoE]"   ,       "CD"       ,       "CL"       ,       "CSF"      ,       "CMx"      ,       "CMy"      ,       "CMz"      ,       "CFx"      ,       "CFy"      ,       "CFz"      ,      "CEff"      
          0,           0,           0,      -3.381032528,      -3.225854131,      -3.236576391,      -2.675596482,       0.150638071,   -0.003603016401,                 0,                 0,                 0,   0.0005848056763,       0.150638071,   -0.003603016401,                 0,    -0.02391836524
          0,           0,           1,      -3.366794224,      -3.135219677,      -3.256065041,      -2.643439967,      0.1104145688,   -0.009061778833,                 0,                 0,                 0,   0.0007618095686,      0.1104145688,   -0.009061778833,                 0,     -0.0820704997
          0,           0,           2,      -3.223988676,      -3.090155141,      -3.161709669,      -2.532359132,      0.1138739944,   -0.007131204957,                 0,                 0,                 0,     0.00236586274,      0.1138739944,   -0.007131204957,                 0,    -0.06262364813
          0,           0,           3,      -3.173967858,      -3.032968414,      -3.169593147,      -2.485025195,      0.1103743043,   -0.008012940413,                 0,                 0,                 0,    0.002184696193,      0.1103743043,   -0.008012940413,                 0,     -0.0725978792
          0,           0,           4,      -3.145281192,      -2.997402256,      -3.142774135,      -2.451052205,      0.1011356629,   -0.004751223048,                 0,                 0,                 0,    0.001878641532,      0.1011356629,   -0.004751223048,                 0,    -0.04697871068
          0,           0,           5,      -3.136108145,      -3.007939189,      -3.142891185,      -2.447679184,     0.09850316298,    -0.00128412968,                 0,                 0,                 0,    0.001121052458,     0.09850316298,    -0.00128412968,                 0,    -0.01303643093
          0,           0,           6,       -3.13042323,      -3.010191319,      -3.148102902,      -2.448206673,     0.09884540652,  -2.318931987e-05,                 0,                 0,                 0,   0.0005581379428,     0.09884540652,  -2.318931987e-05,                 0,  -0.0002346018969
          0,           0,           7,      -3.131261794,      -3.019451844,      -3.151841842,      -2.451649071,     0.09906629482,   0.0004984639831,                 0,                 0,                 0,   0.0005706936366,     0.09906629482,   0.0004984639831,                 0,    0.005031620331
          0,           0,           8,      -3.137944204,      -3.037261948,       -3.15914393,      -2.458451951,     0.09877041359,   0.0001500777365,                 0,                 0,                 0,   0.0009452951481,     0.09877041359,   0.0001500777365,                 0,    0.001519460444
          0,           0,           9,      -3.146237479,      -3.057720843,      -3.169093534,      -2.466302938,     0.09831378255,  -0.0006603473591,                 0,                 0,                 0,    0.001439239755,     0.09831378255,  -0.0006603473591,                 0,   -0.006716732303
