"Time_Iter","Outer_Iter","Inner_Iter",    "rms[Rho]"    ,    "rms[RhoU]"   ,    "rms[RhoV]"   ,    "rms[RhoW]"   ,    "rms[RhoE]"   ,     "rms[nu]"    
          0,           0,         176,      -1.581322801,      0.6219151868,      0.6391400445,      0.5936854406,       3.823489809,      -5.930533963
          0,           0,         177,      -1.579155737,      0.5931773804,      0.6457800157,      0.6022225191,       3.823979912,       -5.92418263
          0,           0,         178,      -1.576398614,      0.5660656301,      0.6515628201,      0.6098530305,       3.825261844,      -5.917877732
          0,           0,         179,      -1.573381017,       0.539357367,      0.6563748028,      0.6175401261,        3.82700537,      -5.911771305
          0,           0,         180,      -1.570176014,      0.5152186126,      0.6601805102,      0.6247630719,       3.829154979,      -5.906113665
          0,           0,         181,      -1.566963104,      0.4964909145,       0.663161825,      0.6307362897,       3.831557492,      -5.901077902
          0,           0,         182,      -1.564119401,      0.4830673989,      0.6652073407,      0.6357313033,       3.833702264,       -5.89694355
          0,           0,         183,       -1.56200744,      0.4759171891,      0.6664129323,      0.6399222695,       3.835108584,      -5.893714253
          0,           0,         184,      -1.560833008,      0.4754079972,      0.6683733104,      0.6438681039,       3.835524111,      -5.891255682
          0,           0,         185,      -1.560461434,      0.4828923231,       0.669375713,      0.6468361611,       3.835377795,      -5.889466547
          0,           0,         186,      -1.560805402,      0.4961885492,      0.6708235774,      0.6493036377,       3.834824635,      -5.888268917
          0,           0,         187,      -1.561585327,      0.5129189084,      0.6716927565,      0.6508994028,       3.834149161,      -5.887673236
          0,           0,         188,      -1.562583728,      0.5315653965,      0.6718043303,      0.6517515782,        3.83379115,      -5.887895242
          0,           0,         189,        -1.5638074,      0.5504666203,      0.6708304222,      0.6518531975,       3.833643311,      -5.889129269
          0,           0,         190,      -1.565518227,      0.5694400733,      0.6685905396,      0.6512544322,       3.833116876,      -5.891507093
          0,           0,         191,      -1.567800518,      0.5889008386,      0.6659309843,      0.6497158257,        3.83183624,      -5.895106885
          0,           0,         192,      -1.570719165,      0.6082123302,      0.6622291941,       0.646889411,       3.829633379,       -5.89998189
          0,           0,         193,      -1.574385796,      0.6264265041,      0.6579186626,      0.6428908326,        3.82648336,      -5.906012196
