# t = 6.25914e-06
# 1:pos.x 2:pos.y 3:pos.z 4:n.x 5:n.y 6:n.z 7:area 8:cellWidthNormalToSurface 9:outsign 10:p 11:rho 12:T 13:velx 14:vely 15:velz 16:mu 17:a 18:Re 19:y+ 20:tau_wall_x 21:tau_wall_y 22:tau_wall_z 23:q_total 24:q_cond 25:q_diff
7.7513262571861277e-03 0.0000000000000000e+00 0.0000000000000000e+00 0.0000000000000000e+00 -1.0000000000000000e+00 0.0000000000000000e+00 6.8190445207264635e-04 3.3310007176136607e-04 1 3.3012343949047481e+03 3.8183337581212853e-02 3.0000000000000000e+02 0.0000000000000000e+00 0.0000000000000000e+00 0.0000000000000000e+00 1.8503076010484825e-05 4.4824782695337694e+02 3.0812211715433205e+02 2.4448764290601837e+01 1.9031741018053506e+02 -3.3330027366294438e+01 0.0000000000000000e+00 -2.0709588621823910e+04 -2.0709588621823910e+04 4.5085237079145810e-15
8.4045413895068276e-03 0.0000000000000000e+00 0.0000000000000000e+00 0.0000000000000000e+00 -1.0000000000000000e+00 0.0000000000000000e+00 6.2452581256875264e-04 3.0478677909617162e-04 1 3.2735227322960764e+03 3.7862813909838068e-02 3.0000000000000000e+02 0.0000000000000000e+00 0.0000000000000000e+00 0.0000000000000000e+00 1.8503076010484828e-05 4.6172319103952600e+02 2.8796968211142638e+02 2.3725799313936356e+01 2.1635364430689864e+02 -3.5033179399829862e+01 0.0000000000000000e+00 -2.5842846726295345e+04 -2.5842846726295345e+04 7.2807984117495191e-17
9.0591936209549924e-03 0.0000000000000000e+00 0.0000000000000000e+00 0.0000000000000000e+00 -1.0000000000000000e+00 0.0000000000000000e+00 6.8477865032757698e-04 3.1735836640128020e-04 1 3.2884188360067287e+03 3.8035107933402854e-02 3.0000000000000000e+02 0.0000000000000000e+00 0.0000000000000000e+00 0.0000000000000000e+00 1.8503076010484825e-05 4.7428836644656940e+02 3.0940914396900962e+02 2.5945561062220751e+01 2.3872411598524531e+02 -3.0400170453809565e+01 0.0000000000000000e+00 -3.4573596378384711e+04 -3.4573596378384711e+04 -7.9324651329246764e-16
9.8193996400094252e-03 0.0000000000000000e+00 0.0000000000000000e+00 0.0000000000000000e+00 -1.0000000000000000e+00 0.0000000000000000e+00 8.3563338778128854e-04 3.4101621861593040e-04 1 3.3920780853439060e+03 3.9234070393313482e-02 3.0000000000000000e+02 0.0000000000000000e+00 0.0000000000000000e+00 0.0000000000000000e+00 1.8503076010484825e-05 4.9857436479726408e+02 3.6051589143115348e+02 3.2262303347351072e+01 3.1179530513225768e+02 -1.9590853512336619e+01 0.0000000000000000e+00 -6.0763541220620355e+04 -6.0763541220620355e+04 -6.0377166120990491e-16
1.0690768832209648e-02 0.0000000000000000e+00 0.0000000000000000e+00 0.0000000000000000e+00 -1.0000000000000000e+00 0.0000000000000000e+00 9.0710499661915932e-04 2.8820757708649319e-04 1 3.7551732999621449e+03 4.3433768292768807e-02 3.0000000000000000e+02 0.0000000000000000e+00 0.0000000000000000e+00 0.0000000000000000e+00 1.8503076010484828e-05 5.9433439721203422e+02 4.0208681992620683e+02 3.8638823444465139e+01 5.6666871630903802e+02 6.4473423280949689e+00 0.0000000000000000e+00 -2.4531153090695324e+05 -2.4531153090695324e+05 2.6742849331535900e-16
7.0225608740019461e-03 0.0000000000000000e+00 0.0000000000000000e+00 0.0000000000000000e+00 -1.0000000000000000e+00 0.0000000000000000e+00 7.7562631429571854e-04 3.3179940802100758e-04 1 3.4451739864629312e+03 3.9848197860219668e-02 3.0000000000000000e+02 0.0000000000000000e+00 0.0000000000000000e+00 0.0000000000000000e+00 1.8503076010484825e-05 4.5027317264950727e+02 3.2174842635714612e+02 2.9435105410844439e+01 2.6920697035454117e+02 -2.6108317044059902e+01 0.0000000000000000e+00 -2.9556787157218507e+04 -2.9556787157218507e+04 -4.8839411707603310e-15
1.1545279753875792e-02 0.0000000000000000e+00 0.0000000000000000e+00 0.0000000000000000e+00 -1.0000000000000000e+00 0.0000000000000000e+00 8.0191684671312644e-04 3.1913250634709432e-04 1 3.3534426560969714e+03 3.8787198265782127e-02 3.0000000000000000e+02 0.0000000000000000e+00 0.0000000000000000e+00 0.0000000000000000e+00 1.8503076010484828e-05 5.5104252871457527e+02 3.6863845619218910e+02 2.7461137902490790e+01 2.6059677779971406e+02 -2.0848221996471253e+01 0.0000000000000000e+00 -7.4003354682775214e+04 -7.4003354682775214e+04 -2.1881424665902466e-15
6.2639839309440847e-03 0.0000000000000000e+00 0.0000000000000000e+00 0.0000000000000000e+00 -1.0000000000000000e+00 0.0000000000000000e+00 7.4152757182000244e-04 3.0836753122942052e-04 1 3.5524175469843663e+03 4.1088617831949469e-02 3.0000000000000000e+02 0.0000000000000000e+00 0.0000000000000000e+00 0.0000000000000000e+00 1.8503076010484828e-05 4.4117068628216271e+02 3.0210150668388246e+02 3.1428771125183040e+01 3.4539178490247946e+02 -2.3837234213317537e+01 0.0000000000000000e+00 -3.3803939668009007e+04 -3.3803939668009007e+04 5.3149342919614693e-15
5.5810441143813744e-03 0.0000000000000000e+00 0.0000000000000000e+00 0.0000000000000000e+00 -1.0000000000000000e+00 0.0000000000000000e+00 6.2435206130541984e-04 2.8241829943869486e-04 1 3.5054506308054297e+03 4.0545380545200974e-02 3.0000000000000000e+02 0.0000000000000000e+00 0.0000000000000000e+00 0.0000000000000000e+00 1.8503076010484828e-05 4.2129309144377373e+02 2.6072016305057809e+02 2.7695982595261206e+01 3.2309808453788287e+02 -3.3485782297927585e+01 0.0000000000000000e+00 -2.2371180742434310e+04 -2.2371180742434310e+04 -7.3259456158803820e-15
4.9915687331464325e-03 0.0000000000000000e+00 0.0000000000000000e+00 0.0000000000000000e+00 -1.0000000000000000e+00 0.0000000000000000e+00 5.5459870116446319e-04 2.5411870682302601e-04 1 3.4907933307761587e+03 4.0375848616201748e-02 3.0000000000000000e+02 0.0000000000000000e+00 0.0000000000000000e+00 0.0000000000000000e+00 1.8503076010484828e-05 4.1000742788436293e+02 2.2735582823603571e+02 2.5235800300947854e+01 3.3154834426456995e+02 -4.4286439575767695e+01 0.0000000000000000e+00 -1.4647355306482781e+04 -1.4647355306482781e+04 -8.7550338525096053e-16
