#  1: step
#  2: pseudo-time
#  3: dt
#  4: CFL
#  5: eta
#  6: nRestarts
#  7: nIters
#  8: nFnCalls
#  9: wall-clock, s
#  10: global-residual-abs
# 11: global-residual-rel
# 12: x-mom-abs
# 13: x-mom-rel
# 14: y-mom-abs
# 15: y-mom-rel
# 16: energy-abs
# 17: energy-rel
# 18: nuhat-abs
# 19: nuhat-rel
# 20: N2-abs
# 21: N2-rel
# 22: O2-abs
# 23: O2-rel
# 24: N-abs
# 25: N-rel
# 26: O-abs
# 27: O-rel
# 28: NO-abs
# 29: NO-rel
# 30: mass-balance
# 31: linear-solve-residual
# 32: omega
# 33: PC
       1  2.3121708377061568e-07  2.3121708377061568e-07 1.0000000000000000e+00 1.0000000000000000e-02   0  26    29 161.21300000 1.2792804498886528e+12  1.0000000000000000e+00  1.2792147343127666e+08  1.0000000000000000e+00  3.6939150096436635e+07  1.0000000000000000e+00 1.4780191340833575e+11  1.0000000000000000e+00  1.3440243188376996e+02  1.0000000000000000e+00  4.6887884904063903e+04  1.0000000000000000e+00  1.4243646913490078e+04  1.0000000000000000e+00  0.0000000000000000e+00                  -nan  0.0000000000000000e+00                  -nan  0.0000000000000000e+00                  -nan  3.6158344310962143e+00 9.2531795392915422e-03 2.9904275458321966e-01 1 
       2  4.6246482509569747e-07  2.3124774132508179e-07 1.0000000000000000e+00 1.0000000000000000e-02   2  12   122 537.14800000 1.2873108837003369e+12  1.0062773051932303e+00  1.5397129567064968e+08  1.2036391665967463e+00  7.6946892156762004e+07  2.0830715367266870e+00 1.8294528790345169e+11  1.2377734745424067e+00  1.7156630487659007e+02  1.2765119088392618e+00  5.8508164889504369e+04  1.2478311830276929e+00  1.7773666778689065e+04  1.2478311830276925e+00  3.5689854028759312e-154                   inf  1.4568833718882545e-76                   inf  0.0000000000000000e+00                  -nan  3.6158412825878052e+00 9.8811801268057463e-03 3.7399170724747227e-01 0 
       3  6.9262625500110792e-07  2.3016142990541039e-07 1.0000000000000000e+00 1.0000000000000000e-02   1   8   171 738.14300000 1.0712565652242854e+12  8.3738992909453625e-01  1.1147624334033851e+08  8.7144277149236382e-01  6.0582525560932815e+07  1.6400627898251767e+00 1.3488146750971420e+11  9.1258268854121027e-01  1.2672224176340627e+02  9.4285676224217840e-01  4.3849829811109710e+04  9.3520596846775494e-01  1.3320743606243226e+04  9.3520596846775417e-01  6.8840060795604570e-124                   inf  9.2442282038595494e-61                   inf  0.0000000000000000e+00                  -nan  3.6158835857257809e+00 9.9151765215502660e-03 3.2758766037064635e-01 0 
       4  9.2155477014613916e-07  2.2892851514503122e-07 1.0000000000000000e+00 1.0000000000000000e-02   1   2   214 916.18600000 1.0015717853381241e+12  7.8291807353524390e-01  1.0370985807487470e+08  8.1073064039237175e-01  4.8479822493363626e+07  1.3124238745828716e+00 1.2187775684769339e+11  8.2460202332414267e-01  1.1417226094462087e+02  8.4948061835187649e-01  3.8811520342147982e+04  8.2775156997504229e-01  1.1790201094811560e+04  8.2775156997504107e-01  4.9996246095595032e-111                   inf  5.1173693993608714e-54                   inf  0.0000000000000000e+00                  -nan  3.6159249302590850e+00 9.1249574121091918e-03 4.0449799665242203e-01 0 
       5  1.1498651373754400e-06  2.2831036722930076e-07 1.0000000000000000e+00 1.0000000000000000e-02   0  37   252 1071.32900000 9.4348480592570740e+11  7.3751209596599965e-01  8.6553354928983256e+07  6.7661318000282711e-01  3.3188218557302088e+07  8.9845647424637465e-01 9.8721950224352829e+10  6.6793418263545357e-01  9.5805779299319781e+01  7.1282772161572028e-01  3.2385384942808578e+04  6.9069835436321092e-01  9.8380634832782252e+03  6.9069835436321092e-01  5.0631932209432879e-107                   inf  6.7351697490108620e-52                   inf  0.0000000000000000e+00                  -nan  3.6159805299505785e+00 9.3044236809013067e-03 6.8468980108737043e-01 0 
       6  1.3775393827707992e-06  2.2767424539535929e-07 1.0000000000000000e+00 1.0000000000000000e-02   1   1   294 1243.45100000 9.1482825296117017e+11  7.1511157154070149e-01  8.5542112495489672e+07  6.6870799875085485e-01  2.4406478917944584e+07  6.6072118211238906e-01 9.9419507772370773e+10  6.7265372605632112e-01  9.2146694861455998e+01  6.8560288359323474e-01  3.0761465312128876e+04  6.5606425572552740e-01  9.3447476111160649e+03  6.5606425572552673e-01  2.9391871311322429e-102                   inf  2.3579636270881581e-49                   inf  0.0000000000000000e+00                  -nan  3.6160791654976143e+00 9.7540374244801161e-03 9.9738346952620560e-01 0 
       7  1.6051449330799294e-06  2.2760555030913020e-07 1.0000000000000000e+00 1.0000000000000000e-02   1  13   348 1460.99300000 9.3243846189150317e+11  7.2887728564339560e-01  1.0064659947495364e+08  7.8678424173267569e-01  2.7596717574836142e+07  7.4708588321035252e-01 1.1616369049668286e+11  7.8594172306656651e-01  1.1560190345878053e+02  8.6011764696900750e-01  3.6856888526319912e+04  7.8606421683835481e-01  1.1196421155974616e+04  7.8606421683835404e-01  1.1357239576963857e-83                   inf  1.0792723261471871e-39                   inf  0.0000000000000000e+00                  -nan  3.6162390591297786e+00 9.8941380741228956e-03 1.0000000000000000e+00 0 
       8  1.8330239669105142e-06  2.2787903383058482e-07 1.0000000000000000e+00 1.0000000000000000e-02   1  12   401 1674.32700000 9.3987588833238806e+11  7.3469104324559464e-01  9.9388582499838546e+07  7.7694995088712093e-01  3.4078865965753071e+07  9.2256767892016323e-01 1.1968751165440552e+11  8.0978323551023368e-01  1.1838368457833531e+02  8.8081504864965887e-01  3.6162607625008939e+04  7.7125696113186426e-01  1.0985511833933608e+04  7.7125696113186371e-01  1.5062616831578880e-82                   inf  1.2185444067365416e-41                   inf  0.0000000000000000e+00                  -nan  3.6164137815408828e+00 9.8759628326802341e-03 9.1329721761667226e-01 0 
       9  2.0611419562236355e-06  2.2811798931312136e-07 1.0000000000000000e+00 1.0000000000000000e-02   1  15   457 1899.35200000 9.3644237129712378e+11  7.3200709928665808e-01  9.2884327280512810e+07  7.2610426372561376e-01  3.0760607969482549e+07  8.3273729604433688e-01 1.1223937530213850e+11  7.5939054315252463e-01  1.1231041238541115e+02  8.3562782913434341e-01  3.3672269746935388e+04  7.1814435255143949e-01  1.0228994590659615e+04  7.1814435255143760e-01  7.1917215354893071e-83                   inf  1.4533346331853771e-41                   inf  0.0000000000000000e+00                  -nan  3.6165935879703359e+00 9.1336812107702756e-03 1.0000000000000000e+00 0 
      10  2.2894873489132507e-06  2.2834539268961504e-07 1.0000000000000000e+00 1.0000000000000000e-02   1  15   513 2124.04400000 9.3354627678619128e+11  7.2974325283204799e-01  8.5407612730232298e+07  6.6765657429763647e-01  3.0319888429026183e+07  8.2080633555104499e-01 1.0046097339811530e+11  6.7970008697092743e-01  1.3284320147520543e+02  9.8839879318617585e-01  3.1616766185705739e+04  6.7430566020190486e-01  9.6045717356837577e+03  6.7430566020190530e-01  2.9694441611184914e-83                   inf  1.6923210053078400e-41                   inf  0.0000000000000000e+00                  -nan  3.6168111471274527e+00 9.9739973115806364e-03 9.3615582967855693e-01 0 
