"PointID","x","y","Density","Momentum_x","Momentum_y","Energy","Pressure","Temperature","Mach","Pressure_Coefficient"
0, 3.260000050100000e-02, 2.948109446637338e-02, 8.714228666589888e-01, 9.053239379627466e-01, 3.661681688490528e-01, 2.613791826382774e+00, 8.266354968799405e-01, 9.486043211710041e-01, 9.724521099871273e-01, -3.869743373215614e-01
1, 2.723000012300000e-02, 2.718419978786347e-02, 8.940164152249276e-01, 8.880909787449265e-01, 4.023890297946526e-01, 2.673065194317950e+00, 8.565627526163017e-01, 9.581062920425205e-01, 9.416460559017483e-01, -3.201724271957553e-01
2, 2.232000045500000e-02, 2.482329437156798e-02, 9.199927296597055e-01, 8.633708169706346e-01, 4.414623979326420e-01, 2.740427281429186e+00, 8.917566414430785e-01, 9.693083572224847e-01, 9.048017136089188e-01, -2.416146396359855e-01
3, 3.844000026600000e-02, 3.171811260404538e-02, 8.532412628094267e-01, 9.189283402380548e-01, 3.337516887287169e-01, 2.566206910858725e+00, 8.024383994296892e-01, 9.404589702888240e-01, 9.985783487476103e-01, -4.409857155587296e-01
4, 3.256241483031695e-02, 2.957378162407323e-02, 8.720570908915349e-01, 9.057464423326609e-01, 3.663148827417874e-01, 2.615609616267121e+00, 8.273216632950777e-01, 9.487012627226933e-01, 9.721396827120036e-01, -3.854427158592016e-01
5, 4.473999887700000e-02, 3.389028465845557e-02, 8.363384104010988e-01, 9.283894985757559e-01, 3.041500382626238e-01, 2.521534480598139e+00, 7.803774001349700e-01, 9.330880782585479e-01, 1.022023987935273e+00, -4.902290175558706e-01
6, 2.718861963756945e-02, 2.727526222186302e-02, 8.947652458339491e-01, 8.885452639729661e-01, 4.025060305541947e-01, 2.675193697606804e+00, 8.573906776293667e-01, 9.582297497823040e-01, 9.412432521882168e-01, -3.183243802915923e-01
7, 1.789999939500000e-02, 2.241364555514381e-02, 9.527027563764613e-01, 8.310400783779828e-01, 4.843476087646463e-01, 2.825396853776037e+00, 9.359281251310676e-01, 9.823925866351066e-01, 8.609116392744525e-01, -1.430175778324384e-01
8, 2.227433188906854e-02, 2.491229246404047e-02, 9.208611895317453e-01, 8.638134777822294e-01, 4.415760489551557e-01, 2.742872851532929e+00, 8.927398024614237e-01, 9.694618609297441e-01, 9.042924425472531e-01, -2.394200837914650e-01
9, 1.394999958600000e-02, 1.994492353858276e-02, 9.842062976122138e-01, 7.838569193513331e-01, 5.273040627158229e-01, 2.905045261796700e+00, 9.806575003948046e-01, 9.963942547146680e-01, 8.127065955592485e-01, -4.317522233302547e-02
10, 3.840578909031066e-02, 3.181209339235242e-02, 8.537863037438699e-01, 9.193190088778798e-01, 3.338692018941259e-01, 2.567775078207655e+00, 8.030220879972892e-01, 9.405422463162286e-01, 9.983124426085285e-01, -4.396828392917652e-01
