#  1: step
#  2: pseudo-time
#  3: dt
#  4: CFL
#  5: eta
#  6: nRestarts
#  7: nIters
#  8: nFnCalls
#  9: wall-clock, s
#  10: global-residual-abs
# 11: global-residual-rel
# 12: x-mom-abs
# 13: x-mom-rel
# 14: y-mom-abs
# 15: y-mom-rel
# 16: energy-abs
# 17: energy-rel
# 18: nuhat-abs
# 19: nuhat-rel
# 20: N2-abs
# 21: N2-rel
# 22: O2-abs
# 23: O2-rel
# 24: N-abs
# 25: N-rel
# 26: O-abs
# 27: O-rel
# 28: NO-abs
# 29: NO-rel
# 30: mass-balance
# 31: linear-solve-residual
# 32: omega
# 33: PC
       1  5.7132315627228066e-08  5.7132315627228066e-08 1.0000000000000000e+00 1.0000000000000000e-02   4  40   203 971.01300000 2.5202499354358027e+12  1.0000000000000000e+00  3.7172102072680140e+08  1.0000000000000000e+00  1.0734460811659397e+08  1.0000000000000000e+00 4.2949180897035852e+11  1.0000000000000000e+00  7.1581635776422218e+02  1.0000000000000000e+00  1.3624967391731113e+05  1.0000000000000000e+00  4.1390057396001939e+04  1.0000000000000000e+00  0.0000000000000000e+00                  -nan  0.0000000000000000e+00                  -nan  0.0000000000000000e+00                  -nan  3.6158344310962085e+00 1.0003097228597309e-01 1.6552678360783321e-01 1 
       2  1.1426463125416040e-07  5.7132315626932332e-08 1.0000000000000000e+00 1.0000000000000000e-02   4  31   395 1875.20300000 2.5512402809901797e+12  1.0122965365929146e+00  3.7294976715961570e+08  1.0033055607950603e+00  1.1421317507955323e+08  1.0639861385072911e+00 4.3145256129467896e+11  1.0045652845604227e+00  6.9922972879882798e+02  9.7682837394607636e-01  1.3674787784639368e+05  1.0036565513498763e+00  4.1541402266244739e+04  1.0036565513498761e+00  3.3957505506382590e-143                   inf  6.8047265846303549e-71                   inf  0.0000000000000000e+00                  -nan  3.6158394193523002e+00 9.9948526800361787e-03 8.0939849937329778e-02 0 
       3  1.7139696247109977e-07  5.7132331216939367e-08 1.0000000000000000e+00 1.0000000000000000e-02   3  20   536 2513.31800000 2.5365325814316812e+12  1.0064607266791032e+00  3.7289229480324996e+08  1.0031509492633977e+00  1.0841915416919655e+08  1.0100102471046839e+00 4.2993483430055231e+11  1.0010315105455814e+00  6.7511059374895649e+02  9.4313378903158085e-01  1.3626775353247646e+05  1.0001326947408058e+00  4.1395549638940065e+04  1.0001326947408065e+00  1.8146368027028167e-122                   inf  4.2321609764546839e-60                   inf  0.0000000000000000e+00                  -nan  3.6158372865373507e+00 9.5787427565693084e-03 8.8625173052119352e-02 0 
       4  2.2852931638575204e-07  5.7132353914652257e-08 1.0000000000000000e+00 1.0000000000000000e-02   2  36   653 3042.65400000 2.5002870240127124e+12  9.9207899536375210e-01  3.6690490961399078e+08  9.8704374828360797e-01  9.9469164363938972e+07  9.2663400713987454e-01 4.2212839813393604e+11  9.8285552673501475e-01  6.3295893558140403e+02  8.8424765474539491e-01  1.3397764799399831e+05  9.8332454047052109e-01  4.0699859168972114e+04  9.8332454047052142e-01  1.8736127575244887e-103                   inf  3.5454117520120400e-50                   inf  0.0000000000000000e+00                  -nan  3.6158395578198088e+00 9.8787089077182703e-03 4.6020876563269746e-02 0 
       5  2.8566171982518084e-07  5.7132403439428806e-08 1.0000000000000000e+00 1.0000000000000000e-02   3   1   775 3594.64400000 2.4764639797308853e+12  9.8262634388388703e-01  3.6309397120463192e+08  9.7679160165518331e-01  1.0000362265572953e+08  9.3161290921206852e-01 4.1854379312006372e+11  9.7450937218909717e-01  6.0769168695601547e+02  8.4894914787093878e-01  1.3271110799304754e+05  9.7402881179435985e-01  4.0315108425528138e+04  9.7402881179436018e-01  3.0983355080009592e-99                   inf  5.8099832852257511e-48                   inf  0.0000000000000000e+00                  -nan  3.6158415154670496e+00 9.8919406169435727e-03 9.3180218925882324e-02 0 
       6  3.4279415389516093e-07  5.7132434069980080e-08 1.0000000000000000e+00 1.0000000000000000e-02   3   4   900 4159.05500000 2.4301839710998018e+12  9.6426308237542846e-01  3.5545011430065155e+08  9.5622817780297598e-01  1.0098716884092580e+08  9.4077542051517904e-01 4.0803103875586426e+11  9.5003217810848783e-01  5.5396594526896843e+02  7.7389394536780820e-01  1.2955053688481278e+05  9.5083190410742557e-01  3.9354987084956156e+04  9.5083190410742557e-01  8.8923662859078384e-91                   inf  1.5932659715571877e-43                   inf  0.0000000000000000e+00                  -nan  3.6158455608769815e+00 9.7641873572439451e-03 9.8207333796608773e-02 0 
       7  3.9992665501604053e-07  5.7132501120879605e-08 1.0000000000000000e+00 1.0000000000000000e-02   2  24  1005 4632.29300000 2.4030638277780864e+12  9.5350218801316922e-01  3.4378803178861099e+08  9.2485496546960166e-01  1.1187168726549374e+08  1.0421733259669885e+00 3.9360723841511188e+11  9.1644876617955895e-01  5.1332324232391466e+02  7.1711583111515687e-01  1.2533458648287499e+05  9.1988907480937954e-01  3.8074261604315368e+04  9.1988907480938020e-01  3.0145443028510779e-86                   inf  3.2456641354169123e-41                   inf  0.0000000000000000e+00                  -nan  3.6158488839585883e+00 9.9693562501899542e-03 6.5207932014499703e-02 0 
       8  4.5705921573311877e-07  5.7132560717078246e-08 1.0000000000000000e+00 1.0000000000000000e-02   2  40  1126 5179.39200000 2.3740075985372842e+12  9.4197308177959327e-01  3.3877572298523080e+08  9.1137090477919480e-01  1.0923421266104273e+08  1.0176031621671797e+00 3.8788286853188300e+11  9.0312052623721362e-01  4.8370867532160963e+02  6.7574409284585690e-01  1.2359127932795146e+05  9.0709412928913169e-01  3.7544678074853553e+04  9.0709412928913147e-01  6.5795401507258675e-86                   inf  5.6966666955414988e-40                   inf  0.0000000000000000e+00                  -nan  3.6158522544787686e+00 9.1304551191499460e-03 4.3067210860938995e-02 0 
       9  5.1419182216354498e-07  5.7132606430426237e-08 1.0000000000000000e+00 1.0000000000000000e-02   2  38  1245 5716.45300000 2.3812061681529536e+12  9.4482937373478970e-01  4.1072989714403248e+08  1.1049412711203677e+00  1.1117207163780476e+08  1.0356558525701964e+00 4.4662649251772046e+11  1.0398952510606425e+00  4.9777527725758409e+02  6.9539522512775942e-01  1.4190491027268660e+05  1.0415064212102818e+00  4.3108010552198131e+04  1.0415064212102818e+00  1.4896702969520785e-81                   inf  5.5537071245068040e-40                   inf  0.0000000000000000e+00                  -nan  3.6158548446167789e+00 9.7734757668698786e-03 7.7743855834703418e-02 0 
      10  5.7132445731404321e-07  5.7132635150498252e-08 1.0000000000000000e+00 1.0000000000000000e-02   3   1  1367 6298.83600000 2.3469340010523394e+12  9.3123065615573819e-01  3.9024743637712556e+08  1.0498395695086080e+00  1.1054426188199440e+08  1.0298073077124197e+00 4.2693546306398541e+11  9.9404797518140897e-01  4.7138646868260184e+02  6.5852989187747590e-01  1.3581096332651481e+05  9.9678009804953693e-01  4.1256785469462768e+04  9.9678009804953682e-01  1.7545133200982952e-78                   inf  5.3379219824255543e-40                   inf  0.0000000000000000e+00                  -nan  3.6158582384028382e+00 8.9552440652143645e-03 1.6508768902242327e-01 0 
