"Time_Iter","Outer_Iter","Inner_Iter",    "rms[Rho]"    ,    "rms[RhoU]"   ,    "rms[RhoV]"   ,    "rms[RhoW]"   ,    "rms[RhoE]"   ,       "CD"       ,       "CL"       ,       "CSF"      ,       "CMx"      ,       "CMy"      ,       "CMz"      ,       "CFx"      ,       "CFy"      ,       "CFz"      ,      "CEff"      
          0,           0,           0,      -4.444330396,      -4.481537134,      -4.839634163,      -4.387261745,      -3.837164395,      0.1127242368,      0.2450107113,    -0.05198136334,      0.1683519922,     -0.1273515726,    -0.07717297879,     0.09948442672,    -0.05198136334,      0.2506787806,       2.173540652
          0,           0,           1,      -4.733369342,      -4.651476129,      -5.106005366,       -4.65443919,      -4.117607125,     0.09087814008,      0.2208029753,    -0.03575325223,      0.1481744178,     -0.1038810027,    -0.05845185974,     0.07896172839,    -0.03575325223,      0.2253393789,       2.429659928
          0,           0,           2,      -4.638939804,      -4.526135067,      -4.804215344,      -4.586834658,      -4.024719617,     0.05659402836,      0.1854624126,    -0.01358761676,      0.1221170715,    -0.08031395944,    -0.03160889419,     0.04661303856,    -0.01358761676,      0.1882190617,       3.277066821
          0,           0,           3,      -4.587857277,      -4.459714798,      -4.604407821,      -4.499776319,      -3.974446641,     0.04221277082,      0.1823206077,   -0.003490034702,      0.1204162458,    -0.07579943769,    -0.01870723958,     0.03242000094,   -0.003490034702,      0.1843140406,        4.31908648
          0,           0,           4,      -4.539112706,      -4.433458864,      -4.489102608,        -4.4147684,       -3.93155314,     0.03842141738,      0.1940171887,  -0.0001934809367,      0.1289128004,    -0.07899122507,    -0.01340922549,     0.02800967002,  -0.0001934809367,      0.1957915555,       5.049714507
          0,           0,           5,      -4.486800282,      -4.414883452,      -4.446302156,      -4.371167268,      -3.886106782,     0.03639655555,      0.2058350102,    0.001543146341,      0.1369711976,    -0.08260341896,   -0.009779451705,     0.02535683999,    0.001543146341,      0.2074844364,       5.655343125
          0,           0,           6,      -4.430980869,      -4.380181714,      -4.429268293,      -4.349213622,       -3.83176931,     0.03344138373,      0.2141480048,    0.003501082887,      0.1425352286,     -0.0851329053,   -0.005952327031,     0.02196212002,    0.003501082887,      0.2156278261,       6.403682531
          0,           0,           7,      -4.392730676,      -4.364450684,      -4.408030434,      -4.328082736,      -3.795501042,     0.03007757777,       0.220864986,     0.00554235073,       0.147154209,    -0.08730716371,   -0.002159263182,     0.01824454643,     0.00554235073,      0.2221556645,        7.34317729
          0,           0,           8,      -4.372660734,      -4.376848616,      -4.386989041,      -4.312576377,      -3.783050424,     0.02719611756,      0.2280093761,    0.007227511818,      0.1520888399,    -0.08978453524,    0.001110726196,     0.01498581504,    0.007227511818,      0.2291360508,       8.383894341
          0,           0,           9,      -4.354209664,      -4.386662119,      -4.365308828,      -4.303756083,      -3.773358417,     0.02502752566,      0.2360322675,    0.008446190414,      0.1574225698,     -0.0925981576,    0.003757885049,     0.01239203967,    0.008446190414,      0.2370317399,       9.430907023
