"Time_Iter","Outer_Iter","Inner_Iter",    "rms[Rho]"    ,    "rms[RhoU]"   ,    "rms[RhoV]"   ,    "rms[RhoE]"   
          0,           0,           0,      -3.644525599,      -3.724472546,      -3.564208317,      -3.048148455
          0,           0,           1,      -3.804988874,       -3.72623177,      -3.693707228,      -3.182372829
          0,           0,           2,      -3.741098907,      -3.756714698,      -3.681485219,      -3.149738002
          0,           0,           3,      -3.695516446,      -3.709218898,      -3.659351503,      -3.099052245
          0,           0,           4,      -3.663367336,      -3.705128326,      -3.650182178,      -3.075327311
          0,           0,           5,      -3.632645736,      -3.681738688,      -3.621105661,      -3.042132871
          0,           0,           6,      -3.628667432,      -3.698642428,      -3.627086217,      -3.045240877
          0,           0,           7,      -3.632503573,      -3.715351835,      -3.667844931,      -3.056396627
          0,           0,           8,      -3.648829559,      -3.714904872,      -3.688441408,      -3.068292242
          0,           0,           9,      -3.670624076,      -3.726690952,      -3.691640121,      -3.087686085
          0,           0,          10,      -3.680586098,      -3.749568545,      -3.713163553,      -3.103817889
          0,           0,          11,      -3.679903086,      -3.761648657,      -3.746877531,      -3.107886961
          0,           0,          12,      -3.682758133,      -3.768266496,      -3.768404218,      -3.108230276
          0,           0,          13,      -3.695301795,       -3.78043829,      -3.778655524,      -3.115417556
          0,           0,          14,       -3.71544467,      -3.798465405,      -3.793831089,      -3.132448573
          0,           0,          15,       -3.74085213,      -3.820542354,      -3.820984559,      -3.158374382
          0,           0,          16,      -3.770919925,       -3.84514357,      -3.858497622,      -3.191224618
          0,           0,          17,      -3.803550005,      -3.868530421,      -3.901208547,      -3.227058634
          0,           0,          18,      -3.834438145,      -3.887768221,      -3.943660381,      -3.260524106
          0,           0,          19,      -3.860099674,      -3.903728608,      -3.983064877,      -3.288036998
          0,           0,          20,      -3.880633046,      -3.919177942,      -4.018742826,      -3.309931426
          0,           0,          21,      -3.898972398,      -3.936141014,      -4.050264262,      -3.329100997
          0,           0,          22,      -3.918609479,      -3.955357376,      -4.077896584,      -3.348758889
          0,           0,          23,      -3.941848301,      -3.976692872,      -4.103379308,      -3.371050338
          0,           0,          24,      -3.968864476,      -3.999654648,      -4.129427571,      -3.396348669
          0,           0,          25,      -3.998233303,      -4.023738235,      -4.158324672,      -3.423910292
          0,           0,          26,      -4.028209989,      -4.048258132,      -4.190978823,       -3.45300414
          0,           0,          27,      -4.058282276,      -4.072200646,      -4.226406561,       -3.48377258
          0,           0,          28,      -4.088125668,      -4.094486024,      -4.262005555,      -3.515634181
          0,           0,          29,      -4.117006444,      -4.114620934,      -4.294923411,      -3.547091355
          0,           0,          30,       -4.14435945,      -4.133012224,      -4.324383789,      -3.576765662
          0,           0,          31,      -4.170396861,      -4.150881025,      -4.352291227,      -3.604232868
