"Time_Iter","Outer_Iter","Inner_Iter",    "rms[Rho]"    ,    "rms[RhoU]"   ,    "rms[RhoV]"   ,    "rms[RhoE]"   ,       "CD"       ,       "CL"       ,       "CSF"      ,       "CMx"      ,       "CMy"      ,       "CMz"      ,       "CFx"      ,       "CFy"      ,       "CFz"      ,      "CEff"      
          0,           0,           0,       -3.61294638,      -3.698069433,      -3.529949704,      -3.016569236,      0.1913762504,      0.1419232857,                 0,                 0,                 0,     0.03596928932,      0.1882346679,      0.1460643627,                 0,      0.7415929897
          0,           0,           1,      -3.750836949,      -3.725766002,      -3.647733931,      -3.140272769,      0.1192295064,      0.1037742004,                 0,                 0,                 0,     0.01862670445,      0.1169373107,      0.1063504829,                 0,      0.8703734802
          0,           0,           2,      -3.789022568,      -3.812183859,      -3.748219933,      -3.203718815,     0.07286318576,     0.06694440515,                 0,                 0,                 0,   0.0008609564838,     0.07138546179,     0.06851797622,                 0,      0.9187685723
          0,           0,           3,      -3.757342869,      -3.772831082,      -3.737604515,      -3.161313149,     0.05942373335,     0.06559783318,                 0,                 0,                 0,   -0.002379321327,     0.05797858292,     0.06687854459,                 0,       1.103899561
          0,           0,           4,      -3.739214553,      -3.772046239,      -3.730488694,       -3.14878454,     0.05488082541,     0.06425795473,                 0,                 0,                 0,   -0.004648477427,     0.05346598536,     0.06543988198,                 0,       1.170863489
          0,           0,           5,      -3.723222218,      -3.781005412,      -3.725446103,      -3.137307278,     0.04921217909,      0.0679509011,                 0,                 0,                 0,   -0.003983033165,     0.04771812683,     0.06900828866,                 0,       1.380774076
          0,           0,           6,      -3.708244262,      -3.770388514,      -3.721738226,      -3.122860914,     0.04342396364,     0.08084898199,                 0,                 0,                 0,  -0.0001079748868,     0.04164991867,      0.0817770309,                 0,       1.861851734
          0,           0,           7,      -3.711866864,      -3.780512356,      -3.744287778,      -3.127523793,     0.03921316199,       0.098363124,                 0,                 0,                 0,    0.004443126755,     0.03705805007,     0.09919514687,                 0,       2.508421128
          0,           0,           8,       -3.71832744,      -3.791953675,      -3.762111884,      -3.134960262,     0.03598212215,      0.1156257814,                 0,                 0,                 0,    0.008124773059,     0.03345119625,      0.1163832115,                 0,        3.21342307
          0,           0,           9,      -3.732173315,      -3.808149199,      -3.774806107,      -3.151152585,     0.03290903579,      0.1312241616,                 0,                 0,                 0,     0.01094213896,     0.03003856434,      0.1319108407,                 0,       3.987481203
          0,           0,          10,      -3.750802124,      -3.833813328,      -3.795734174,      -3.172138415,     0.02991638554,      0.1460430319,                 0,                 0,                 0,     0.01349512252,      0.0267233543,      0.1466609002,                 0,       4.881707108
          0,           0,          11,      -3.764673637,      -3.856016926,      -3.817764328,      -3.186302371,     0.02729236468,      0.1611176595,                 0,                 0,                 0,     0.01614769059,     0.02377110662,      0.1616746977,                 0,       5.903396843
          0,           0,          12,      -3.769809173,      -3.859518699,      -3.829279406,      -3.189384301,     0.02519112413,      0.1767686716,                 0,                 0,                 0,     0.01885149258,     0.02132894108,      0.1772761469,                 0,       7.017101367
          0,           0,          13,      -3.771724068,      -3.849512212,      -3.833845838,      -3.188121311,     0.02348483234,      0.1929066516,                 0,                 0,                 0,     0.02144382384,     0.01927100715,       0.193373064,                 0,        8.21409533
          0,           0,          14,      -3.777403454,       -3.83841264,      -3.840433791,      -3.190611379,     0.02192940806,      0.2091804437,                 0,                 0,                 0,     0.02387354377,     0.01736094213,       0.209609052,                 0,       9.538809399
          0,           0,          15,      -3.789199053,      -3.831296171,      -3.855302178,      -3.200076168,     0.02037763613,      0.2249913548,                 0,                 0,                 0,     0.02619949808,     0.01546462627,      0.2253823487,                 0,       11.04109197
          0,           0,          16,      -3.806113465,      -3.829732665,      -3.881076914,      -3.216254088,     0.01884616835,      0.2395676125,                 0,                 0,                 0,     0.02848699708,     0.01361554355,      0.2399217288,                 0,       12.71174108
          0,           0,          17,      -3.826409742,      -3.835806903,      -3.916860719,       -3.23771402,     0.01744082443,      0.2521119294,                 0,                 0,                 0,     0.03071044046,     0.01193688123,      0.2524324031,                 0,       14.45527591
          0,           0,          18,      -3.848354702,      -3.850872121,      -3.958740302,      -3.262553187,     0.01628652137,      0.2624262669,                 0,                 0,                 0,     0.03286538933,     0.01055784678,      0.2627191052,                 0,       16.11309505
          0,           0,          19,      -3.870414962,      -3.874321547,      -4.001148292,      -3.288646131,     0.01546394332,      0.2709129125,                 0,                 0,                 0,     0.03497219735,     0.00955032928,      0.2711857868,                 0,       17.51900579
          0,           0,          20,      -3.891574609,      -3.903756495,      -4.038671085,      -3.313984325,     0.01498482906,      0.2781163899,                 0,                 0,                 0,     0.03696041657,    0.008914186007,       0.278377098,                 0,       18.55986403
          0,           0,          21,      -3.913690633,      -3.936038794,      -4.068646033,      -3.339167154,     0.01485075702,      0.2848287403,                 0,                 0,                 0,     0.03875457185,    0.008633716721,      0.2850849263,                 0,       19.17940882
          0,           0,          22,      -3.936741802,      -3.967454074,      -4.092283849,      -3.363630547,     0.01506130067,      0.2917949568,                 0,                 0,                 0,     0.04024048731,    0.008692243057,      0.2920540781,                 0,        19.3738219
          0,           0,          23,      -3.958091844,      -3.995324994,      -4.113529895,      -3.384823121,     0.01556743087,      0.2990355763,                 0,                 0,                 0,     0.04115774761,    0.009040299523,      0.2993040156,                 0,       19.20905118
          0,           0,          24,      -3.977421073,      -4.017774776,      -4.135924344,      -3.403311546,     0.01628929662,      0.3059537619,                 0,                 0,                 0,     0.04124600625,    0.009611074063,      0.3062363023,                 0,       18.78250296
          0,           0,          25,      -3.997435006,      -4.034969916,      -4.161625112,      -3.422780154,     0.01712379732,      0.3115800091,                 0,                 0,                 0,     0.04031999804,     0.01032264024,      0.3118794152,                 0,       18.19573097
          0,           0,          26,      -4.022810569,      -4.051837262,      -4.190487643,      -3.448403142,     0.01797716917,      0.3150345965,                 0,                 0,                 0,     0.03837615849,     0.01110044758,      0.3153517967,                 0,        17.5241493
          0,           0,          27,      -4.049549443,      -4.069645447,      -4.222500495,      -3.476646616,     0.01880434198,      0.3161242431,                 0,                 0,                 0,     0.03569169222,     0.01190365304,      0.3164592287,                 0,       16.81123665
          0,           0,          28,      -4.080386391,      -4.086436179,      -4.256912739,      -3.509033767,     0.01961422522,      0.3154380934,                 0,                 0,                 0,     0.03276618038,     0.01272831183,      0.3157909097,                 0,       16.08210825
          0,           0,          29,      -4.121244113,      -4.104756502,      -4.292281556,      -3.549986547,     0.02040460433,      0.3136816807,                 0,                 0,                 0,     0.03002105259,     0.01355681879,       0.314052157,                 0,       15.37308323
          0,           0,          30,       -4.16379355,      -4.125890331,      -4.326634277,      -3.592337961,     0.02113642122,      0.3112940665,                 0,                 0,                 0,     0.02767757362,     0.01434054705,      0.3116810756,                 0,       14.72785119
          0,           0,          31,      -4.204155285,      -4.149272355,      -4.359554655,      -3.632362351,     0.02175031405,       0.308472669,                 0,                 0,                 0,     0.02579666486,     0.01501584225,      0.3088737414,                 0,       14.18244667
          0,           0,          32,      -4.242487978,      -4.174708707,      -4.392193098,      -3.669996064,     0.02220918171,      0.3054541363,                 0,                 0,                 0,     0.02440338708,     0.01554044966,      0.3058659372,                 0,       13.75350701
          0,           0,          33,      -4.277549968,      -4.202344707,      -4.425732296,      -3.704454671,     0.02250504487,      0.3025246922,                 0,                 0,                 0,     0.02350598911,      0.0159001479,      0.3029436445,                 0,       13.44252784
          0,           0,          34,      -4.308912881,       -4.23232989,        -4.4609535,       -3.73597197,     0.02264637978,      0.2999437372,                 0,                 0,                 0,     0.02307607581,     0.01609775241,      0.3003663868,                 0,       13.24466604
          0,           0,          35,       -4.33785511,      -4.264297382,      -4.497968298,       -3.76600252,     0.02265152911,      0.2979139214,                 0,                 0,                 0,     0.02305427077,     0.01614718071,      0.2983371665,                 0,       13.15204461
