"Density_0","Density_1","Density_2","Density_3","Density_4","Momentum:0","Momentum:1","Momentum:2","Energy","Energy_ve","MassFrac_0","MassFrac_1","MassFrac_2","MassFrac_3","MassFrac_4","Pressure","Temperature_tr","Temperature_ve","Mach","Pressure_Coefficient","Laminar_Viscosity","Skin_Friction_Coefficient:0","Skin_Friction_Coefficient:1","Skin_Friction_Coefficient:2","Thermal_Conductivity_tr","Thermal_Conductivity_ve","Heat_Flux","Y_Plus","Points:0","Points:1","Points:2"
1.147677656263e-03,1.084914674720e-05,1.561047611176e-05,1.508918856530e-08,3.473608521745e-04,9.244609832764e+00,8.365313419745e-08,0.000000000000e+00,3.455438671875e+04,4.552040100098e+01,7.543001770973e-01,7.130497600883e-03,1.025983598083e-02,9.917223906086e-06,2.282995879650e-01,4.760066833496e+02,9.010128784180e+02,9.010002441406e+02,8.979936599731e+00,2.383323050026e-07,3.909081351594e-05,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,6.130447983742e-02,2.939678728580e-03,0.000000000000e+00,0.000000000000e+00,-5.999999865890e-02,0.000000000000e+00,0.000000000000e+00
1.147677539848e-03,1.084894211090e-05,1.561054341437e-05,1.512297131967e-08,3.473609976936e-04,9.244609832764e+00,5.518879575561e-08,0.000000000000e+00,3.455438671875e+04,4.552038955688e+01,7.543001174927e-01,7.130363490433e-03,1.025987975299e-02,9.939428309735e-06,2.282997071743e-01,4.760048828125e+02,9.010094604492e+02,9.010001831055e+02,8.979953765869e+00,1.741967992075e-07,3.909071165253e-05,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,6.130431964993e-02,2.939669881016e-03,0.000000000000e+00,0.000000000000e+00,-5.989104509354e-02,5.077295936644e-03,0.000000000000e+00
1.147677423432e-03,1.084878658730e-05,1.561059252708e-05,1.514869474306e-08,3.473611141089e-04,9.244609832764e+00,2.294696521687e-08,0.000000000000e+00,3.455439062500e+04,4.552038192749e+01,7.543000578880e-01,7.130261510611e-03,1.025991328061e-02,9.956334906747e-06,2.282997816801e-01,4.760035095215e+02,9.010067749023e+02,9.010001220703e+02,8.979967117310e+00,1.254690573660e-07,3.909063161700e-05,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,6.130420044065e-02,2.939663128927e-03,0.000000000000e+00,0.000000000000e+00,-5.955864861608e-02,1.014483999461e-02,0.000000000000e+00
1.147678121924e-03,1.085009625967e-05,1.561016870255e-05,1.493332391078e-08,3.473600954749e-04,9.244609832764e+00,3.292152257472e-07,0.000000000000e+00,3.455438281250e+04,4.552045440674e+01,7.543003559113e-01,7.131120655686e-03,1.025963295251e-02,9.814782060857e-06,2.282990813255e-01,4.760150451660e+02,9.010289916992e+02,9.010005493164e+02,8.979857444763e+00,5.356193923944e-07,3.909129372914e-05,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,6.130520999432e-02,2.939720172435e-03,0.000000000000e+00,0.000000000000e+00,-5.829484760761e-02,0.000000000000e+00,0.000000000000e+00
1.147678005509e-03,1.084985888156e-05,1.561024510011e-05,1.497214796586e-08,3.473602992017e-04,9.244609832764e+00,2.062105863843e-07,0.000000000000e+00,3.455438671875e+04,4.552043914795e+01,7.543002963066e-01,7.130965124816e-03,1.025968324393e-02,9.840299753705e-06,2.282992005348e-01,4.760129699707e+02,9.010249633789e+02,9.010004882812e+02,8.979877471924e+00,4.614875876996e-07,3.909117367584e-05,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,6.130502745509e-02,2.939709927887e-03,0.000000000000e+00,0.000000000000e+00,-5.794373154640e-02,7.656210102141e-03,0.000000000000e+00
1.147682312876e-03,1.085594158212e-05,1.560838427395e-05,1.401590310479e-08,3.473559918348e-04,9.244621276855e+00,1.159996918432e-05,0.000000000000e+00,3.455441015625e+04,4.552083587646e+01,7.543014883995e-01,7.134946994483e-03,1.025843806565e-02,9.211797078024e-06,2.282958924770e-01,4.760667724609e+02,9.011276245117e+02,9.010024414062e+02,8.979373931885e+00,2.378048520768e-06,3.909422594006e-05,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,6.130969151855e-02,2.939974423498e-03,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,9.124956279993e-02,0.000000000000e+00
1.147679635324e-03,1.085113126464e-05,1.560986311233e-05,1.477050570742e-08,3.473596007098e-04,9.244617462158e+00,6.086726898502e-06,0.000000000000e+00,3.455441015625e+04,4.552054977417e+01,7.543005347252e-01,7.131794001907e-03,1.025942061096e-02,9.707762728794e-06,2.282985150814e-01,4.760245971680e+02,9.010466308594e+02,9.010009155273e+02,8.979771614075e+00,8.762289098740e-07,3.909181759809e-05,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,6.130601465702e-02,2.939765574411e-03,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,1.000000014901e-01,0.000000000000e+00
1.147678820416e-03,1.085023723135e-05,1.561014141771e-05,1.491402201736e-08,3.473602118902e-04,9.244615554810e+00,4.039843133796e-06,0.000000000000e+00,3.455440625000e+04,4.552048873901e+01,7.543003559113e-01,7.131209131330e-03,1.025960780680e-02,9.802090971789e-06,2.282989919186e-01,4.760166320801e+02,9.010314941406e+02,9.010006103516e+02,8.979845046997e+00,5.919361569795e-07,3.909136648872e-05,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,6.130532547832e-02,2.939726691693e-03,0.000000000000e+00,0.000000000000e+00,-4.190427716821e-03,9.713054448366e-02,0.000000000000e+00
1.147681730799e-03,1.085482381313e-05,1.560872078699e-05,1.418827189070e-08,3.473568358459e-04,9.244620323181e+00,1.016603255266e-05,0.000000000000e+00,3.455440625000e+04,4.552077102661e+01,7.543013095856e-01,7.134214509279e-03,1.025866251439e-02,9.325087376055e-06,2.282965034246e-01,4.760570068359e+02,9.011088867188e+02,9.010020751953e+02,8.979466438293e+00,2.029785719060e-06,3.909366932930e-05,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,6.130883842707e-02,2.939925994724e-03,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,9.308172017336e-02,0.000000000000e+00
1.147680799477e-03,1.085331314243e-05,1.560918281029e-05,1.442415076269e-08,3.473579708952e-04,9.244619369507e+00,8.280080692202e-06,0.000000000000e+00,3.455440625000e+04,4.552067947388e+01,7.543010115623e-01,7.133224513382e-03,1.025896985084e-02,9.480119842920e-06,2.282973229885e-01,4.760437622070e+02,9.010834350586e+02,9.010015869141e+02,8.979590415955e+00,1.557689984111e-06,3.909291262971e-05,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,6.130768358707e-02,2.939860569313e-03,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,9.584299474955e-02,0.000000000000e+00
