"PointID","x","y","Density","Momentum_x","Momentum_y","Energy","Pressure","Temperature","Mach","Pressure_Coefficient"
0, 3.534216127791170e-01, 8.016165326971053e-02, 6.433588338115577e-01, 9.153438362083824e-01, -1.648767738647390e-02, 2.000403751935543e+00, 5.396144660735885e-01, 8.387457165648305e-01, 1.313173952957561e+00, -1.027646281085740e+00
1, 3.338727574193080e-01, 8.342770452388074e-02, 6.505877394337181e-01, 9.197853680026851e-01, -8.576758240046682e-03, 2.020467897116261e+00, 5.480904393140450e-01, 8.424543010772256e-01, 1.301854079827077e+00, -1.008726697959721e+00
2, 3.363265112278113e-01, 8.101832172300839e-02, 6.487056554313736e-01, 9.186459835156401e-01, -9.955208726228524e-03, 2.015243699918468e+00, 5.458840712685051e-01, 8.414973211625626e-01, 1.304774947216604e+00, -1.013651626632801e+00
3, 3.511725687229044e-01, 8.254422897591776e-02, 6.450641658035583e-01, 9.164174023950306e-01, -1.524107071782737e-02, 2.005147598563133e+00, 5.416033544926930e-01, 8.396115971161043e-01, 1.310530799929235e+00, -1.023206798007382e+00
4, 3.706497253159304e-01, 7.919681594659898e-02, 6.391555173264458e-01, 9.126280746151345e-01, -2.297038057006764e-02, 1.988721721924088e+00, 5.347015662723111e-01, 8.365750615889853e-01, 1.319800618049110e+00, -1.038612575285020e+00
5, 3.555998593812509e-01, 7.802079022829714e-02, 6.418412410457274e-01, 9.144035924279909e-01, -1.762373144697448e-02, 1.996189815896239e+00, 5.378368548047440e-01, 8.379593276500388e-01, 1.315574554897152e+00, -1.031614163382268e+00
6, 3.313360761216168e-01, 8.610953618113504e-02, 6.525776773801977e-01, 9.209359752869301e-01, -7.158036248138902e-03, 2.025971827408203e+00, 5.504428770181531e-01, 8.434902021594285e-01, 1.298692414102081e+00, -1.003475720941623e+00
7, 3.167074740173736e-01, 8.419529358697596e-02, 6.567348492733369e-01, 9.233283414643941e-01, -2.145447156298157e-03, 2.037469516035091e+00, 5.553579633995516e-01, 8.456349834549567e-01, 1.292146596092592e+00, -9.925045459831440e-01
8, 3.193643959439964e-01, 8.176244452364975e-02, 6.547464529899514e-01, 9.221778888488257e-01, -3.596920122993672e-03, 2.031963928213389e+00, 5.530132601464360e-01, 8.446220023354956e-01, 1.295238189667681e+00, -9.977382586017054e-01
9, 3.386877640564073e-01, 7.885162827983283e-02, 6.470011476613334e-01, 9.176255281998121e-01, -1.122300780974166e-02, 2.010518768497386e+00, 5.438795098513816e-01, 8.406159893491723e-01, 1.307465007718082e+00, -1.018126094081738e+00
10, 3.488650903265902e-01, 8.519838497328319e-02, 6.468903907115020e-01, 9.175141505141167e-01, -1.395268327117559e-02, 2.010208275170339e+00, 5.437526865639037e-01, 8.405638642519346e-01, 1.307624068509865e+00, -1.018409181777001e+00
11, 3.686069326191638e-01, 8.154937948775576e-02, 6.406276473524936e-01, 9.135862605568267e-01, -2.192315203355989e-02, 1.992824855704127e+00, 5.364104795720485e-01, 8.373202152433777e-01, 1.317525664228547e+00, -1.034798036669535e+00
12, 3.879884837335988e-01, 7.812938632257005e-02, 6.359996590740368e-01, 9.104776332160571e-01, -2.896837087422408e-02, 1.979935738763923e+00, 5.310280276078935e-01, 8.349501765158598e-01, 1.324761833049746e+00, -1.046812438375238e+00
13, 3.726435948212214e-01, 7.708464699685807e-02, 6.378665868504857e-01, 9.118056966436816e-01, -2.391908257863167e-02, 1.985137212709947e+00, 5.331972800317540e-01, 8.359072116701644e-01, 1.321839644389485e+00, -1.041970357071978e+00
14, 3.576984852585511e-01, 7.609519205064048e-02, 6.404498998126206e-01, 9.135201943587993e-01, -1.869688261913736e-02, 1.992319112211884e+00, 5.362144433789763e-01, 8.372465098922792e-01, 1.317750657992595e+00, -1.035235617457642e+00
15, 2.996993641796039e-01, 8.484143256432186e-02, 6.628963409953049e-01, 9.267003183006329e-01, 4.224498249925381e-03, 2.054468680439211e+00, 5.626847216507599e-01, 8.488276173102988e-01, 1.282402731625181e+00, -9.761501748866968e-01
16, 3.287299543088895e-01, 8.909743602871412e-02, 6.547971872358107e-01, 9.222604219766188e-01, -5.593893763890597e-03, 2.032129801849191e+00, 5.530476350240721e-01, 8.446090572849457e-01, 1.295277644558102e+00, -9.976615289641250e-01
17, 3.139433257122908e-01, 8.690106848932837e-02, 6.588368457793513e-01, 9.244972754097122e-01, -6.445651699742303e-04, 2.043272993854711e+00, 5.578532690583450e-01, 8.467244548207522e-01, 1.288821559662487e+00, -9.869346672804801e-01
18, 3.025576439716510e-01, 8.238862599345297e-02, 6.608279793597875e-01, 9.255561530021378e-01, 2.686966635794118e-03, 2.048754654091597e+00, 5.602327510945107e-01, 8.477739572063312e-01, 1.285618538300796e+00, -9.816233234497531e-01
19, 3.219072840740725e-01, 7.957291393160107e-02, 6.529248718297499e-01, 9.211286401096578e-01, -4.942113931116786e-03, 2.026924004038208e+00, 5.508614765832129e-01, 8.436827885564914e-01, 1.298104667586446e+00, -1.002541346912471e+00
20, 3.409501554726942e-01, 7.690124999802844e-02, 6.454196955119247e-01, 9.166576813083535e-01, -1.242510560098673e-02, 2.006127974486736e+00, 5.420266338678058e-01, 8.398049170747556e-01, 1.309940702790271e+00, -1.022261977973648e+00
21, 3.465158262813192e-01, 8.815789032675690e-02, 6.489554889804090e-01, 9.187947773459832e-01, -1.252647359027697e-02, 2.015949562916029e+00, 5.461645192614012e-01, 8.416055161494893e-01, 1.304444667480819e+00, -1.013025626648658e+00
22, 3.665303930241781e-01, 8.417226914588399e-02, 6.422283565228091e-01, 9.145820811850929e-01, -2.083664317129971e-02, 1.997269358592815e+00, 5.382856328051169e-01, 8.381530141701234e-01, 1.314983244028680e+00, -1.030612426774293e+00
23, 3.861532161728906e-01, 8.044890566431979e-02, 6.372246596440078e-01, 9.112885800123186e-01, -2.813861743706512e-02, 1.983352551020279e+00, 5.324475834477410e-01, 8.355727848718200e-01, 1.322860751054931e+00, -1.043643786947007e+00
24, 4.054155966864476e-01, 7.696517222158192e-02, 6.335053011145053e-01, 9.087976366307462e-01, -3.424354645519395e-02, 1.973021406688746e+00, 5.280944841147053e-01, 8.336070482530232e-01, 1.328863316658022e+00, -1.053360526529676e+00
25, 3.897968446958359e-01, 7.604861009563973e-02, 6.349356498391222e-01, 9.097903336084042e-01, -2.972031736411724e-02, 1.976975974769948e+00, 5.297870115021631e-01, 8.343948109330432e-01, 1.326457670241497e+00, -1.049582563611243e+00
26, 3.745772344969735e-01, 7.518639020802481e-02, 6.366983416688812e-01, 9.110416947751442e-01, -2.481438114730772e-02, 1.981881901010239e+00, 5.318402783789874e-01, 8.353096648327289e-01, 1.323664129449875e+00, -1.044999378618332e+00
27, 3.597115779039284e-01, 7.436141149092095e-02, 6.392080939748309e-01, 9.127386966754127e-01, -1.967920274097344e-02, 1.988868408930304e+00, 5.347624306885683e-01, 8.366014694263632e-01, 1.319719968493938e+00, -1.038476717213017e+00
28, 2.828823328588237e-01, 8.536061873441586e-02, 6.688170526958933e-01, 9.298176490883597e-01, 1.096350889697072e-02, 2.070784995280220e+00, 5.697437192598520e-01, 8.518678119275030e-01, 1.273123436727051e+00, -9.603934837949732e-01
29, 2.967097854222363e-01, 8.756724389992920e-02, 6.651218678686834e-01, 9.278986571868010e-01, 5.849354576832198e-03, 2.060606339983585e+00, 5.653335526767016e-01, 8.499698776831027e-01, 1.278916419517897e+00, -9.702376056323626e-01
30, 3.260726233987764e-01, 9.242942911302451e-02, 6.570799159316315e-01, 9.235110764961466e-01, -4.046802966906109e-03, 2.038421130211946e+00, 5.557686486678474e-01, 8.458159124828200e-01, 1.291594365695277e+00, -9.915878377949837e-01
31, 3.110823033527589e-01, 8.991318896611122e-02, 6.611704250781174e-01, 9.258297041030205e-01, 1.009224279119911e-03, 2.049732495367955e+00, 5.606068513320522e-01, 8.479006774475984e-01, 1.285231735199482e+00, -9.807882782766693e-01
32, 2.859397578391006e-01, 8.289153053489742e-02, 6.665956478520335e-01, 9.286332251923690e-01, 9.246613131341279e-03, 2.064656862710754e+00, 5.671016296870941e-01, 8.507430726775097e-01, 1.276556507687584e+00, -9.662910051627365e-01
33, 3.052805562637109e-01, 8.017941249045576e-02, 6.589335173246833e-01, 9.245038297093420e-01, 1.263291032687043e-03, 2.043521331346696e+00, 5.579866319737615e-01, 8.468026247006328e-01, 1.288583023711322e+00, -9.866369822014253e-01
34, 3.243322202879745e-01, 7.760044009013614e-02, 6.512257305592667e-01, 9.201328303775074e-01, -6.217985712699920e-03, 2.022217639001276e+00, 5.488595262343956e-01, 8.428099512638116e-01, 1.300768603670202e+00, -1.007009986083939e+00
35, 3.431099488198306e-01, 7.514378475796885e-02, 6.439839827687723e-01, 9.157826500700840e-01, -1.353540433424614e-02, 2.002144604030799e+00, 5.403417133280947e-01, 8.390607962094436e-01, 1.312212118320803e+00, -1.026022961321217e+00
36, 3.441465933762974e-01, 9.146096968212661e-02, 6.511109299376577e-01, 9.200279739024196e-01, -1.110825975741297e-02, 2.021902858225695e+00, 5.487210096439613e-01, 8.427458124478115e-01, 1.300964302900848e+00, -1.007319174901872e+00
37, 3.644399440150169e-01, 8.709935347715254e-02, 6.440670895060657e-01, 9.157626701923344e-01, -1.962776644444003e-02, 2.002391633554513e+00, 5.404227646380061e-01, 8.390783715597948e-01, 1.312158438859930e+00, -1.025842043218737e+00
38, 3.843090513834272e-01, 8.303711904681235e-02, 6.385660440121811e-01, 9.121382992846836e-01, -2.728122647962629e-02, 1.987079834784204e+00, 5.340161419846318e-01, 8.362739406394826e-01, 1.320719936667165e+00, -1.040142540212876e+00
39, 4.037888614721263e-01, 7.924879500154502e-02, 6.345293738982609e-01, 9.094884147948306e-01, -3.359772729457120e-02, 1.975881240319109e+00, 5.292777475035768e-01, 8.341264711701751e-01, 1.327277098576441e+00, -1.050719313608088e+00
40, 4.229087129942414e-01, 7.571017067187932e-02, 6.311370228314128e-01, 9.071103954571629e-01, -3.877426483849175e-02, 1.966423990891381e+00, 5.253417858053676e-01, 8.323735841839455e-01, 1.332630401051526e+00, -1.059504942398733e+00
41, 4.070375559017810e-01, 7.491831672525454e-02, 6.326128094646163e-01, 9.082132725802857e-01, -3.483373172405103e-02, 1.970537097503855e+00, 5.270551770415136e-01, 8.331402228284998e-01, 1.330288973858816e+00, -1.055680408389479e+00
42, 3.915644917552582e-01, 7.418009901715786e-02, 6.339743332327354e-01, 9.091543369769191e-01, -3.043439836804786e-02, 1.974296703109177e+00, 5.286709328818486e-01, 8.338995842088306e-01, 1.327969937708333e+00, -1.052073810531588e+00
43, 3.764425380642464e-01, 7.347858758865226e-02, 6.356702847547183e-01, 9.103785440805289e-01, -2.563043707328150e-02, 1.979021948902381e+00, 5.306414093001877e-01, 8.347746025361918e-01, 1.325297931400158e+00, -1.047675425669224e+00
44, 3.616356059275045e-01, 7.279863628733078e-02, 6.380818200080443e-01, 9.120208084578713e-01, -2.059467384058469e-02, 1.985736030233415e+00, 5.334482103820374e-01, 8.360185068042094e-01, 1.321499830200588e+00, -1.041410244682952e+00
45, 2.662564103315898e-01, 8.574878515913305e-02, 6.745582864450630e-01, 9.326996564644476e-01, 1.874309117419855e-02, 2.086589296226837e+00, 5.766061396912341e-01, 8.547906849235538e-01, 1.264200913586249e+00, -9.450755810463526e-01
46, 2.796698105728283e-01, 8.810238791851818e-02, 6.712758953161818e-01, 9.311122382054936e-01, 1.283039624199409e-02, 2.077564651656102e+00, 5.726716950342122e-01, 8.531092789567168e-01, 1.269333843231135e+00, -9.538578235843478e-01
47, 2.935961565587276e-01, 9.059923095019201e-02, 6.676055543370724e-01, 9.292538486483727e-01, 7.647411123196166e-03, 2.067466162546812e+00, 5.682794508201326e-01, 8.512203757568049e-01, 1.275099601825809e+00, -9.636619401336326e-01
48, 3.233880434533117e-01, 9.614857529537724e-02, 6.596869371711594e-01, 9.250530840196777e-01, -2.286071979082616e-03, 2.045655130718151e+00, 5.588273458645719e-01, 8.471099158957293e-01, 1.287645150426547e+00, -9.847603886951520e-01
49, 3.081390841450450e-01, 9.326942388886114e-02, 6.635829268902316e-01, 9.271009704566441e-01, 2.660584871544972e-03, 2.056370938664009e+00, 5.634931004417205e-01, 8.491675683737603e-01, 1.281365134917144e+00, -9.743457579425883e-01
50, 2.695107660711674e-01, 8.326721430526125e-02, 6.720621305832064e-01, 9.314191910774027e-01, 1.671677258279007e-02, 2.079711938043048e+00, 5.736285454725720e-01, 8.535349923299281e-01, 1.268034325794190e+00, -9.517219967130089e-01
51, 2.888407232397300e-01, 8.066595001023905e-02, 6.645833723200349e-01, 9.275451748868648e-01, 7.668804934510509e-03, 2.059101938232916e+00, 5.647119793404751e-01, 8.497233046458679e-01, 1.279669031379202e+00, -9.716250461150110e-01
52, 3.078666015078289e-01, 7.818768139764995e-02, 6.571790406315228e-01, 9.235194292956621e-01, -7.260651248964575e-05, 2.038672527494120e+00, 5.559086510875999e-01, 8.459013704292730e-01, 1.291333601543373e+00, -9.912753323937503e-01
53, 3.266376258598591e-01, 7.582170038062597e-02, 6.496621797184898e-01, 9.192157176890897e-01, -7.407259912611416e-03, 2.017887988507753e+00, 5.470161786876010e-01, 8.420009595211977e-01, 1.303237733328541e+00, -1.011124601143748e+00
54, 3.451655365154287e-01, 7.355844208737099e-02, 6.426671062839358e-01, 9.149712916392250e-01, -1.457358014366246e-02, 1.998488554818433e+00, 5.387986539975104e-01, 8.383790748416875e-01, 1.314293154231699e+00, -1.029467290184129e+00
55, 3.417854193376995e-01, 9.515094198289117e-02, 6.535798604551492e-01, 9.215362564170134e-01, -9.512362520859050e-03, 2.028763632408214e+00, 5.516077393647206e-01, 8.439790953481712e-01, 1.297200293626550e+00, -1.000875581775177e+00
56, 3.623610189279274e-01, 9.036899960160732e-02, 6.460242769782066e-01, 9.169307126075190e-01, -1.841703496159398e-02, 2.007810364812515e+00, 5.427311084267932e-01, 8.401094630149667e-01, 1.309011043555909e+00, -1.020689490118765e+00
57, 3.824790385717941e-01, 8.592794382218398e-02, 6.401245012190309e-01, 9.131600625589078e-01, -2.632289661352921e-02, 1.991425927015872e+00, 5.358229089768394e-01, 8.370604592644665e-01, 1.318318632449268e+00, -1.036109578176698e+00
58, 4.021782089422120e-01, 8.179911080499430e-02, 6.356422595971351e-01, 9.102067298806271e-01, -3.294306751701385e-02, 1.978977100857031e+00, 5.305756154132474e-01, 8.347078996124676e-01, 1.325501615112218e+00, -1.047822287024001e+00
59, 4.214912504067188e-01, 7.795522954274647e-02, 6.320155218076936e-01, 9.077052249803549e-01, -3.823605763196013e-02, 1.968876668528741e+00, 5.263574710168620e-01, 8.328236457094790e-01, 1.331255817458697e+00, -1.057237787908790e+00
