"Time_Iter","Outer_Iter","Inner_Iter",    "rms[Rho]"    ,    "rms[RhoU]"   ,    "rms[RhoV]"   ,    "rms[RhoE]"   
          0,           0,         172,      -5.783414679,      -5.751875027,      -6.175228322,      -5.245732071
          0,           0,         173,      -5.826031136,      -5.766443245,      -6.191161328,      -5.288056688
          0,           0,         174,      -5.867532963,      -5.780027055,      -6.208292002,      -5.329079465
          0,           0,         175,      -5.906521658,      -5.792584124,      -6.226472724,      -5.367431529
          0,           0,         176,      -5.941102564,      -5.804144551,      -6.245591953,      -5.401276656
          0,           0,         177,      -5.969432422,      -5.814818502,      -6.265392927,      -5.428867472
          0,           0,         178,      -5.989718456,      -5.824680393,      -6.285364222,      -5.448461541
          0,           0,         179,      -6.000865893,      -5.833779383,      -6.304964045,      -5.459024391
          0,           0,         180,      -6.002886118,      -5.842152014,      -6.323640611,      -5.460601508
          0,           0,         181,      -5.996901848,      -5.849814461,      -6.340869397,      -5.454326779
          0,           0,         182,      -5.984959302,      -5.856797094,      -6.356185725,      -5.442261711
          0,           0,         183,      -5.969059615,       -5.86313264,      -6.369311287,      -5.426372894
          0,           0,         184,      -5.952112521,      -5.868876754,      -6.380032039,      -5.409570354
          0,           0,         185,      -5.934983208,      -5.874021815,      -6.388329642,      -5.392529299
          0,           0,         186,      -5.917932151,      -5.878586302,      -6.394559253,      -5.375563444
          0,           0,         187,      -5.901581068,       -5.88268882,       -6.39938725,      -5.359397033
          0,           0,         188,      -5.886426752,      -5.886479756,      -6.403248692,      -5.344507456
          0,           0,         189,      -5.872797007,      -5.890104743,      -6.406452237,      -5.331212139
          0,           0,         190,      -5.860882523,      -5.893670949,        -6.4092722,      -5.319682065
          0,           0,         191,       -5.85066871,      -5.897249083,      -6.411898433,      -5.309873262
          0,           0,         192,      -5.842179636,      -5.900933148,      -6.414716349,      -5.301807123
          0,           0,         193,      -5.834843601,      -5.904781369,      -6.418122467,      -5.294814699
          0,           0,         194,      -5.828492617,      -5.908837697,      -6.422290812,        -5.2887613
          0,           0,         195,      -5.823014567,      -5.913040956,      -6.427150109,      -5.283612216
          0,           0,         196,      -5.818405134,      -5.917362505,      -6.432619564,      -5.279332356
          0,           0,         197,       -5.81454745,      -5.921808608,      -6.438499451,      -5.275749134
          0,           0,         198,       -5.81133806,      -5.926326001,      -6.444578112,      -5.272743151
          0,           0,         199,      -5.808741808,      -5.930881023,      -6.450558377,      -5.270302638
          0,           0,         200,       -5.80703613,      -5.935493125,      -6.456142844,      -5.268757329
          0,           0,         201,      -5.805475626,      -5.940122958,      -6.461312574,      -5.267251407
          0,           0,         202,      -5.804013219,      -5.944719427,       -6.46595862,      -5.265796715
          0,           0,         203,       -5.80248006,      -5.949219551,      -6.470007201,      -5.264219833
          0,           0,         204,      -5.801043652,      -5.953591975,      -6.473934144,      -5.262747854
          0,           0,         205,        -5.7990986,      -5.957840937,      -6.477096551,      -5.260707943
          0,           0,         206,      -5.796009642,      -5.961911034,       -6.47950548,      -5.257472467
          0,           0,         207,      -5.791804719,      -5.965807273,      -6.480841737,      -5.253156039
          0,           0,         208,      -5.786618578,      -5.969473276,      -6.481254451,      -5.247900784
          0,           0,         209,      -5.780654863,      -5.972815112,      -6.480738759,      -5.241901051
          0,           0,         210,      -5.774180727,      -5.975853033,      -6.479254475,       -5.23541485
          0,           0,         211,      -5.768118784,      -5.978602749,       -6.47658341,      -5.229443306
          0,           0,         212,      -5.761927312,      -5.981321816,      -6.472688486,      -5.223296323
          0,           0,         213,      -5.754645626,      -5.983987166,      -6.467843267,      -5.215906898
          0,           0,         214,      -5.746754239,      -5.986351821,      -6.463064988,      -5.207891455
          0,           0,         215,      -5.738792609,      -5.988229946,      -6.457971652,       -5.19982536
          0,           0,         216,      -5.730603306,      -5.989533293,      -6.452441978,      -5.191476313
          0,           0,         217,      -5.722671525,      -5.990510516,      -6.446783455,      -5.183471875
