"Time_Iter","Outer_Iter","Inner_Iter",    "rms[Rho]"    ,    "rms[RhoU]"   ,    "rms[RhoV]"   ,    "rms[RhoE]"   ,       "CD"       ,       "CL"       ,       "CSF"      ,       "CMx"      ,       "CMy"      ,       "CMz"      ,       "CFx"      ,       "CFy"      ,       "CFz"      ,      "CEff"      
          0,           0,           0,      -3.682379492,      -3.770393673,      -3.597116101,      -3.086002348,      0.2005458764,      0.1391726799,                 0,                 0,                 0,     0.03342666247,      0.1974621159,      0.1435144459,                 0,      0.6939692926
          0,           0,           1,       -3.85497952,      -3.849785501,      -3.750826761,      -3.243299049,      0.1172609582,      0.1110477826,                 0,                 0,                 0,      0.0195952559,      0.1148105587,      0.1135793906,                 0,      0.9470141154
          0,           0,           2,      -3.910999487,      -3.931763187,      -3.866340918,      -3.323163926,     0.07021344637,     0.04161253254,                 0,                 0,                 0,   -0.002248829336,     0.06928896486,     0.04313432814,                 0,      0.5926575989
          0,           0,           3,      -3.874595547,      -3.892122828,      -3.860488356,      -3.277536301,     0.05866079442,     0.02770952339,                 0,                 0,                 0,   -0.008072716632,     0.05804235467,     0.02898260776,                 0,      0.4723687032
          0,           0,           4,      -3.858315591,      -3.893520984,      -3.856587817,      -3.267023863,     0.05444889777,     0.03418713012,                 0,                 0,                 0,    -0.01087469291,     0.05369015209,     0.03536679096,                 0,      0.6278755223
          0,           0,           5,      -3.842096862,      -3.917549522,      -3.864600101,      -3.257402752,     0.04846610061,     0.03963921461,                 0,                 0,                 0,    -0.01160860058,     0.04758984208,     0.04068706396,                 0,       0.817875053
          0,           0,           6,      -3.819679587,      -3.908056014,      -3.850215527,      -3.234627689,     0.04231562753,      0.0409332462,                 0,                 0,                 0,     -0.0115106443,     0.04141260349,     0.04184661575,                 0,      0.9673316596
          0,           0,           7,      -3.817032203,      -3.917038359,      -3.863196283,      -3.231986869,     0.03746220737,     0.04452998152,                 0,                 0,                 0,    -0.01035185552,     0.03648187595,     0.04533661834,                 0,       1.188664114
          0,           0,           8,       -3.82548291,      -3.925425348,      -3.883659667,      -3.240377749,     0.03363364921,     0.05396712116,                 0,                 0,                 0,   -0.007527844546,     0.03244835877,     0.05468799264,                 0,       1.604557413
          0,           0,           9,      -3.836796138,      -3.944873945,      -3.902269301,      -3.253440237,     0.03066541254,     0.06806377405,                 0,                 0,                 0,   -0.003545372031,      0.0291733116,     0.06871653916,                 0,       2.219561662
          0,           0,          10,      -3.849072571,      -3.973076215,      -3.922084034,      -3.267781715,     0.02855760782,     0.08438387172,                 0,                 0,                 0,    0.000773915638,     0.02670998742,     0.08498677157,                 0,       2.954864856
          0,           0,          11,      -3.857009468,      -3.993170542,      -3.939327562,      -3.277006585,     0.02705793738,      0.1012441727,                 0,                 0,                 0,     0.00477298522,     0.02484286834,      0.1018103451,                 0,       3.741755007
          0,           0,          12,      -3.861452658,      -4.002484915,      -3.953204884,      -3.283094226,     0.02580422901,      0.1181402048,                 0,                 0,                 0,    0.008163271105,     0.02322087331,       0.118675007,                 0,        4.57832725
          0,           0,          13,      -3.865745142,      -4.002294233,      -3.968414773,      -3.288175571,     0.02457226737,      0.1351808202,                 0,                 0,                 0,     0.01101483902,     0.02161746578,       0.135684692,                 0,       5.501357209
          0,           0,          14,      -3.871963972,      -3.995439528,      -3.983561905,      -3.292290188,     0.02328573679,      0.1524444156,                 0,                 0,                 0,     0.01358267281,     0.01995463801,      0.1529161136,                 0,       6.546686368
          0,           0,          15,      -3.881152021,      -3.987778153,      -3.994659289,      -3.297424468,     0.02194114256,      0.1697861072,                 0,                 0,                 0,       0.016146121,     0.01823205675,      0.1702243462,                 0,       7.738252772
          0,           0,          16,      -3.893746278,      -3.984961959,      -4.004083626,      -3.306710058,     0.02057715859,       0.187032541,                 0,                 0,                 0,     0.01892920475,      0.0164921684,      0.1874369206,                 0,       9.089327867
          0,           0,          17,      -3.909759303,      -3.990096219,      -4.018605491,      -3.321789513,     0.01926051615,      0.2040633749,                 0,                 0,                 0,     0.02204593852,     0.01480431361,      0.2044349792,                 0,       10.59490687
          0,           0,          18,      -3.928527634,      -4.003688757,      -4.042181666,      -3.342122475,     0.01805909336,      0.2207556575,                 0,                 0,                 0,     0.02548911399,      0.0132390365,      0.2210970807,                 0,         12.224072
          0,           0,          19,      -3.948422688,      -4.024368247,      -4.073645939,      -3.365491591,     0.01702312855,      0.2368510668,                 0,                 0,                 0,     0.02912772461,     0.01185219872,      0.2371660602,                 0,       13.91348635
          0,           0,          20,      -3.967508277,      -4.049463984,      -4.108923396,      -3.388975102,     0.01618317829,      0.2520917755,                 0,                 0,                 0,     0.03278846518,     0.01067997403,      0.2523848186,                 0,       15.57739592
          0,           0,          21,      -3.984822412,      -4.075461416,      -4.144076834,      -3.410251933,     0.01555676524,      0.2663399759,                 0,                 0,                 0,      0.0362752629,      0.0097428872,      0.2666159632,                 0,        17.1205242
          0,           0,          22,      -4.000624382,      -4.099543397,      -4.176408274,      -3.428371941,     0.01516381451,      0.2796389647,                 0,                 0,                 0,     0.03943384055,    0.009059914071,       0.279903215,                 0,       18.44120188
          0,           0,          23,      -4.016246322,      -4.120487437,      -4.203456517,      -3.444439506,     0.01501584226,      0.2921049562,                 0,                 0,                 0,     0.04212960377,     0.00864003286,       0.292363012,                 0,       19.45311832
          0,           0,          24,      -4.031191502,      -4.136550812,       -4.22347335,      -3.458495174,     0.01510152075,      0.3036971555,                 0,                 0,                 0,     0.04418786558,    0.008472808466,      0.3039543218,                 0,       20.11036905
          0,           0,          25,      -4.047177115,      -4.148302519,      -4.237917373,      -3.472745849,     0.01536075036,      0.3138552418,                 0,                 0,                 0,      0.0453397001,    0.008510378899,      0.3141156458,                 0,       20.43228582
          0,           0,          26,      -4.066625696,      -4.157868174,      -4.251863404,      -3.490622217,     0.01573220353,      0.3217813278,                 0,                 0,                 0,     0.04538299978,    0.008708837014,      0.3220479488,                 0,       20.45367182
          0,           0,          27,       -4.08814108,      -4.167558159,      -4.269008995,      -3.511649013,       0.016212604,      0.3272525187,                 0,                 0,                 0,     0.04435784633,    0.009069769768,      0.3275283175,                 0,       20.18506828
          0,           0,          28,      -4.109955994,      -4.178796262,      -4.290041617,      -3.534315546,     0.01684657635,      0.3307204673,                 0,                 0,                 0,     0.04256137369,    0.009627938351,      0.3310092709,                 0,        19.6313162
