"PointID","x","y","Density","Momentum_x","Momentum_y","Energy","Pressure","Temperature","Mach","Pressure_Coefficient"
0, 1.508605955283559e+01, 5.157094632002615e-01, 9.952284301193367e-01, 9.245142786430282e-01, 1.825425882320804e-02, 2.929320223694627e+00, 9.998962077705539e-01, 1.004690157063396e+00, 7.834213388644720e-01, -2.316790835850898e-04
1, 1.558697033244548e+01, 4.338088112626545e-01, 9.944153248448732e-01, 9.214189572905160e-01, 1.826943189506702e-02, 2.926304597949718e+00, 9.996985129950039e-01, 1.005312858740341e+00, 7.811960672342821e-01, -6.729620647234463e-04
2, 1.596618422482902e+01, 5.396217796625926e-01, 9.951098188747836e-01, 9.254082777824447e-01, 1.821322612026804e-02, 2.929232670512362e+00, 9.995086146010799e-01, 1.004420412343303e+00, 7.843766955048669e-01, -1.096842408303862e-03
3, 1.442115421761503e+01, 6.349011038892143e-01, 9.975679452815862e-01, 9.353569123070800e-01, 1.839779623287679e-02, 2.938519491025733e+00, 9.999348300932352e-01, 1.002372655239018e+00, 7.916628129161678e-01, -1.454685418856037e-04
4, 1.528203384679798e+01, 6.310887211500782e-01, 9.968900004505709e-01, 9.328478882168726e-01, 1.843578940273639e-02, 2.936020512953041e+00, 9.997560248026156e-01, 1.002874965493434e+00, 7.898797412474918e-01, -5.445874941615939e-04
5, 1.619419189786696e+01, 6.722588941801997e-01, 9.971357089308893e-01, 9.346512178735171e-01, 1.832566771747263e-02, 2.937159522470856e+00, 9.995799993037549e-01, 1.002451311642912e+00, 7.913764228496671e-01, -9.375015541186355e-04
6, 1.416399159210832e+01, 5.246018031336189e-01, 9.958939086119393e-01, 9.274560659195835e-01, 1.817695914981086e-02, 2.931897059060668e+00, 9.999482162666373e-01, 1.004071023649847e+00, 7.856288577572484e-01, -1.155886905416872e-04
7, 1.497539258271657e+01, 3.572202837347408e-01, 9.947351180677265e-01, 9.220405543834517e-01, 1.828003229578273e-02, 2.927334192428129e+00, 9.999347993684258e-01, 1.005227201901547e+00, 7.815050213818857e-01, -1.455371240496091e-04
8, 1.434094024643536e+01, 4.283336374727156e-01, 9.945769828577662e-01, 9.213008220477332e-01, 1.809341456080319e-02, 2.926711567582121e+00, 9.999341288830775e-01, 1.005386356328012e+00, 7.809375007385465e-01, -1.470337431305064e-04
9, 1.532383334979143e+01, 2.645155337990150e-01, 9.958148674799662e-01, 9.275075211655898e-01, 1.835908686890438e-02, 2.931698018537237e+00, 9.998343773176555e-01, 1.004036402717968e+00, 7.857513734902297e-01, -3.696934873762192e-04
10, 1.678002129912018e+01, 5.760564084817545e-01, 9.955773171145930e-01, 9.273979555430601e-01, 1.821384400036683e-02, 2.931032572171886e+00, 9.995688514717948e-01, 1.004009266069631e+00, 7.858542464217614e-01, -9.623851076010040e-04
