"PointID","x","y","Density","Momentum_x","Momentum_y","Energy","Pressure","Temperature","Mach","Pressure_Coefficient"
0, 1.992541269097621e+01, 1.185505447417993e+00, 9.950965157235149e-01, 1.756796102547302e+00, -2.079882887568596e-04, 4.050302148214798e+00, 9.998126699962580e-01, 1.004739393815799e+00, 1.488556843529694e+00, -1.189396849155860e-04
1, 1.988498919413189e+01, 1.828004504432706e+00, 9.983880380633821e-01, 1.769408462994369e+00, -3.006976347777513e-06, 4.067136806823102e+00, 9.996824831663341e-01, 1.001296535068131e+00, 1.496867491697536e+00, -2.015979896291279e-04
2, 1.996370295649884e+01, 5.769123911198307e-01, 9.902160131158213e-01, 1.737561586081338e+00, -3.610614368052980e-04, 4.025097527118889e+00, 1.000248751792691e+00, 1.010131868747811e+00, 1.475561164871622e+00, 1.579376461531667e-04
3, 1.856225142154121e+01, 1.098376415736591e+00, 9.951209280432378e-01, 1.755900459229924e+00, -5.055512463874900e-04, 4.049928153942044e+00, 1.000310556747995e+00, 1.005215073423249e+00, 1.487409450737852e+00, 1.971788876160599e-04
4, 1.984229087829600e+01, 2.506659984589000e+00, 9.986462816258880e-01, 1.770104783918492e+00, 2.900562450633528e-05, 4.068309665048140e+00, 9.998202134164131e-01, 1.001175523117769e+00, 1.497159798737162e+00, -1.141502118011814e-04
5, 1.835579614932358e+01, 2.126626208347853e+00, 9.990190970472648e-01, 1.770700081129491e+00, 1.539099765428504e-05, 4.069795268369189e+00, 1.000226647431463e+00, 1.001208736036946e+00, 1.497079570716271e+00, 1.439031310877253e-04
6, 1.750389871108458e+01, 1.509785658672290e+00, 9.985396143252876e-01, 1.768581979774030e+00, 2.562123625121208e-06, 4.067199930025322e+00, 1.000388609160895e+00, 1.001851699030345e+00, 1.495526659671331e+00, 2.467359751712196e-04
7, 2.000000000000000e+01, 0.000000000000000e+00, 9.876078961355168e-01, 1.726426040405069e+00, -1.548470265364905e-04, 4.011213722696246e+00, 1.000896370638047e+00, 1.013455212898285e+00, 1.467564264125728e+00, 5.691242146329706e-04
8, 1.833738235513189e+01, 4.068221254869038e-01, 9.878236102558144e-01, 1.729320265663148e+00, -6.118228455638676e-04, 4.013348014360568e+00, 9.998568251831871e-01, 1.012181542132058e+00, 1.470628003370787e+00, -9.090464559550403e-05
9, 1.699385282473541e+01, 8.288771007009945e-01, 9.931295126285511e-01, 1.748839991726634e+00, -4.552377321994719e-04, 4.040037324861720e+00, 1.000094954752546e+00, 1.007013629174667e+00, 1.483072939416388e+00, 6.028873177506567e-05
