"Density_0","Density_1","Density_2","Density_3","Density_4","Momentum:0","Momentum:1","Momentum:2","Energy","Energy_ve","MassFrac_0","MassFrac_1","MassFrac_2","MassFrac_3","MassFrac_4","Pressure","Temperature_tr","Temperature_ve","Mach","Pressure_Coefficient","Laminar_Viscosity","Skin_Friction_Coefficient:0","Skin_Friction_Coefficient:1","Skin_Friction_Coefficient:2","Thermal_Conductivity_tr","Thermal_Conductivity_ve","Heat_Flux","Y_Plus","Points:0","Points:1","Points:2"
1.147677423432e-03,1.084874838853e-05,1.561060526001e-05,1.515497594085e-08,3.473611432128e-04,9.244609832764e+00,7.137099089505e-08,0.000000000000e+00,3.455439062500e+04,4.552037811279e+01,7.543000578880e-01,7.130236830562e-03,1.025992166251e-02,9.960463103198e-06,2.282998114824e-01,4.760032043457e+02,9.010061645508e+02,9.010001220703e+02,8.979969978333e+00,1.135762772719e-07,3.909061342711e-05,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,6.130417063832e-02,2.939661499113e-03,0.000000000000e+00,0.000000000000e+00,-5.899550020695e-02,1.519192568958e-02,0.000000000000e+00
1.147677539848e-03,1.084896939574e-05,1.561053431942e-05,1.511843983337e-08,3.473609685898e-04,9.244609832764e+00,1.121323549569e-07,0.000000000000e+00,3.455438671875e+04,4.552039337158e+01,7.543001174927e-01,7.130381651223e-03,1.025987416506e-02,9.936450624082e-06,2.282996922731e-01,4.760051269531e+02,9.010098876953e+02,9.010001831055e+02,8.979951858521e+00,1.828116609204e-07,3.909072620445e-05,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,6.130434200168e-02,2.939671045169e-03,0.000000000000e+00,0.000000000000e+00,-5.955864861608e-02,1.014483999461e-02,0.000000000000e+00
1.147677423432e-03,1.084875293600e-05,1.561060344102e-05,1.515428493803e-08,3.473611432128e-04,9.244609832764e+00,-3.880614052321e-09,0.000000000000e+00,3.455439062500e+04,4.552037811279e+01,7.543000578880e-01,7.130239624530e-03,1.025992073119e-02,9.960009265342e-06,2.282997965813e-01,4.760032348633e+02,9.010062255859e+02,9.010001220703e+02,8.979969978333e+00,1.148516730609e-07,3.909061706509e-05,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,6.130417436361e-02,2.939661499113e-03,0.000000000000e+00,0.000000000000e+00,-5.989104509354e-02,5.077295936644e-03,0.000000000000e+00
1.147677656263e-03,1.084905397875e-05,1.561050703458e-05,1.510448122133e-08,3.473609103821e-04,9.244609832764e+00,7.183876959971e-08,0.000000000000e+00,3.455438671875e+04,4.552039718628e+01,7.543001174927e-01,7.130437064916e-03,1.025985553861e-02,9.927276551025e-06,2.282996326685e-01,4.760058898926e+02,9.010113525391e+02,9.010002441406e+02,8.979944229126e+00,2.092261439657e-07,3.909076622222e-05,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,6.130440533161e-02,2.939674770460e-03,0.000000000000e+00,0.000000000000e+00,-5.999999865890e-02,0.000000000000e+00,0.000000000000e+00
1.147678005509e-03,1.084989708033e-05,1.561023236718e-05,1.496582413552e-08,3.473602700979e-04,9.244609832764e+00,2.604934650208e-07,0.000000000000e+00,3.455438671875e+04,4.552044296265e+01,7.543002963066e-01,7.130989804864e-03,1.025967486203e-02,9.836143362918e-06,2.282991856337e-01,4.760133056641e+02,9.010256347656e+02,9.010004882812e+02,8.979874610901e+00,4.733149978620e-07,3.909119186574e-05,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,6.130505725741e-02,2.939711557701e-03,0.000000000000e+00,0.000000000000e+00,-5.841646715999e-02,0.000000000000e+00,0.000000000000e+00
1.147678238340e-03,1.085045278160e-05,1.561005410622e-05,1.487495815411e-08,3.473598335404e-04,9.244609832764e+00,3.508602048896e-07,0.000000000000e+00,3.455438281250e+04,4.552047348022e+01,7.543004155159e-01,7.131354883313e-03,1.025955658406e-02,9.776422302821e-06,2.282988876104e-01,4.760181884766e+02,9.010350341797e+02,9.010006713867e+02,8.979827880859e+00,6.471555025200e-07,3.909147199010e-05,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,6.130548566580e-02,2.939735772088e-03,0.000000000000e+00,0.000000000000e+00,-5.730168148875e-02,0.000000000000e+00,0.000000000000e+00
1.147677772678e-03,1.084917221306e-05,1.561046883580e-05,1.508520952598e-08,3.473608521745e-04,9.244610786438e+00,8.722872166800e-07,0.000000000000e+00,3.455439062500e+04,4.552040481567e+01,7.543001770973e-01,7.130514364690e-03,1.025983132422e-02,9.914609108819e-06,2.282995730639e-01,4.760069580078e+02,9.010133666992e+02,9.010002441406e+02,8.979934692383e+00,2.478464011801e-07,3.909082806786e-05,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,6.130449846387e-02,2.939679892734e-03,0.000000000000e+00,0.000000000000e+00,-4.047266766429e-02,6.194934248924e-02,0.000000000000e+00
1.147677772678e-03,1.084926043404e-05,1.561044155096e-05,1.507065228168e-08,3.473607939668e-04,9.244610786438e+00,1.004323053166e-06,0.000000000000e+00,3.455439062500e+04,4.552041244507e+01,7.543001770973e-01,7.130572106689e-03,1.025981176645e-02,9.905040315061e-06,2.282995283604e-01,4.760077514648e+02,9.010148315430e+02,9.010003051758e+02,8.979927062988e+00,2.759235258054e-07,3.909087172360e-05,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,6.130456924438e-02,2.939683850855e-03,0.000000000000e+00,0.000000000000e+00,-3.427821770310e-02,6.999596208334e-02,0.000000000000e+00
1.147677772678e-03,1.084918221750e-05,1.561046701681e-05,1.508360547575e-08,3.473608521745e-04,9.244610786438e+00,8.881162329999e-07,0.000000000000e+00,3.455439062500e+04,4.552040481567e+01,7.543001770973e-01,7.130520418286e-03,1.025982853025e-02,9.913555004459e-06,2.282995730639e-01,4.760070495605e+02,9.010135498047e+02,9.010002441406e+02,8.979933738708e+00,2.509856926736e-07,3.909083170583e-05,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,6.130450591445e-02,2.939680358395e-03,0.000000000000e+00,0.000000000000e+00,-3.745947778225e-02,6.603732705116e-02,0.000000000000e+00
1.147677539848e-03,1.084900213755e-05,1.561052340548e-05,1.511308944657e-08,3.473609394860e-04,9.244609832764e+00,1.683766015503e-07,0.000000000000e+00,3.455438671875e+04,4.552039337158e+01,7.543001174927e-01,7.130402605981e-03,1.025986671448e-02,9.932933608070e-06,2.282996624708e-01,4.760054321289e+02,9.010104370117e+02,9.010001831055e+02,8.979948997498e+00,1.930329887045e-07,3.909074075636e-05,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,6.130436807871e-02,2.939672442153e-03,0.000000000000e+00,0.000000000000e+00,-5.819588899612e-02,2.020695805550e-02,0.000000000000e+00
