"Density_0","Density_1","Density_2","Density_3","Density_4","Momentum:0","Momentum:1","Momentum:2","Energy","Energy_ve","MassFrac_0","MassFrac_1","MassFrac_2","MassFrac_3","MassFrac_4","Pressure","Temperature_tr","Temperature_ve","Mach","Pressure_Coefficient","Laminar_Viscosity","Skin_Friction_Coefficient:0","Skin_Friction_Coefficient:1","Skin_Friction_Coefficient:2","Thermal_Conductivity_tr","Thermal_Conductivity_ve","Heat_Flux","Y_Plus","Points:0","Points:1","Points:2"
1.147678587586e-03,1.084990617528e-05,1.561024328112e-05,1.496666790501e-08,3.473604156170e-04,9.244614601135e+00,3.256974650867e-06,0.000000000000e+00,3.455440234375e+04,4.552046585083e+01,7.543002963066e-01,7.130993064493e-03,1.025967672467e-02,9.836693607213e-06,2.282991856337e-01,4.760136413574e+02,9.010258789062e+02,9.010004882812e+02,8.979872703552e+00,4.861446427640e-07,3.909119914169e-05,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,6.130506843328e-02,2.939712256193e-03,0.000000000000e+00,0.000000000000e+00,-8.305368945003e-03,9.415387362242e-02,0.000000000000e+00
1.147678587586e-03,1.084983068722e-05,1.561026692798e-05,1.497871160439e-08,3.473604738247e-04,9.244614601135e+00,3.114900891887e-06,0.000000000000e+00,3.455440234375e+04,4.552046203613e+01,7.543002963066e-01,7.130943238735e-03,1.025969255716e-02,9.844608939602e-06,2.282992154360e-01,4.760130004883e+02,9.010245971680e+02,9.010004882812e+02,8.979879379272e+00,4.627526095646e-07,3.909116276191e-05,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,6.130501255393e-02,2.939708763734e-03,0.000000000000e+00,0.000000000000e+00,-4.190427716821e-03,9.713054448366e-02,0.000000000000e+00
1.147677656263e-03,1.084909581550e-05,1.561049248266e-05,1.509754454787e-08,3.473608812783e-04,9.244609832764e+00,5.819537562957e-08,0.000000000000e+00,3.455438671875e+04,4.552039718628e+01,7.543001770973e-01,7.130464538932e-03,1.025984715670e-02,9.922717254085e-06,2.282996177673e-01,4.760062561035e+02,9.010120239258e+02,9.010002441406e+02,8.979941368103e+00,2.224950179652e-07,3.909078805009e-05,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,6.130443885922e-02,2.939676633105e-03,0.000000000000e+00,0.000000000000e+00,-5.999999865890e-02,0.000000000000e+00,0.000000000000e+00
1.147678820416e-03,1.085035091819e-05,1.561009958095e-05,1.489432843726e-08,3.473600954749e-04,9.244614601135e+00,3.827890395769e-06,0.000000000000e+00,3.455440234375e+04,4.552048873901e+01,7.543004155159e-01,7.131284568459e-03,1.025958266109e-02,9.789148862183e-06,2.282989323139e-01,4.760175476074e+02,9.010333862305e+02,9.010006103516e+02,8.979836463928e+00,6.253297328840e-07,3.909142469638e-05,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,6.130541115999e-02,2.939731581137e-03,0.000000000000e+00,0.000000000000e+00,-1.233739033341e-02,9.106584638357e-02,0.000000000000e+00
1.147678354755e-03,1.084973882826e-05,1.561029239383e-05,1.499340562816e-08,3.473605029285e-04,9.244612693787e+00,2.463555347276e-06,0.000000000000e+00,3.455439843750e+04,4.552044677734e+01,7.543002963066e-01,7.130884099752e-03,1.025971118361e-02,9.854268682830e-06,2.282992750406e-01,4.760120849609e+02,9.010230102539e+02,9.010004272461e+02,8.979887008667e+00,4.303239222736e-07,3.909111546818e-05,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,6.130493804812e-02,2.939704805613e-03,0.000000000000e+00,0.000000000000e+00,-1.627833396196e-02,8.786243200302e-02,0.000000000000e+00
1.147677539848e-03,1.084880750568e-05,1.561058707011e-05,1.514522907087e-08,3.473611141089e-04,9.244609832764e+00,1.760861749744e-07,0.000000000000e+00,3.455439062500e+04,4.552038192749e+01,7.543001174927e-01,7.130275480449e-03,1.025990862399e-02,9.954057532013e-06,2.282997667789e-01,4.760037231445e+02,9.010071411133e+02,9.010001220703e+02,8.979965209961e+00,1.321553213529e-07,3.909064253094e-05,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,6.130421534181e-02,2.939664060250e-03,0.000000000000e+00,0.000000000000e+00,-5.587431415915e-02,3.009165637195e-02,0.000000000000e+00
1.147677539848e-03,1.084882660507e-05,1.561057979416e-05,1.514211689368e-08,3.473610850051e-04,9.244609832764e+00,1.577825372578e-07,0.000000000000e+00,3.455439062500e+04,4.552038192749e+01,7.543001174927e-01,7.130287587643e-03,1.025990489870e-02,9.952012078429e-06,2.282997667789e-01,4.760038757324e+02,9.010074462891e+02,9.010001220703e+02,8.979963302612e+00,1.380001464213e-07,3.909065344487e-05,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,6.130423024297e-02,2.939664758742e-03,0.000000000000e+00,0.000000000000e+00,-5.715603008866e-02,2.517771720886e-02,0.000000000000e+00
1.147677772678e-03,1.084930954676e-05,1.561042336107e-05,1.506247038208e-08,3.473607357591e-04,9.244609832764e+00,4.698205202658e-07,0.000000000000e+00,3.455438671875e+04,4.552041244507e+01,7.543001770973e-01,7.130604237318e-03,1.025980152190e-02,9.899664291879e-06,2.282994985580e-01,4.760081481934e+02,9.010156860352e+02,9.010003051758e+02,8.979923248291e+00,2.896949808928e-07,3.909089718945e-05,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,6.130460277200e-02,2.939685946330e-03,0.000000000000e+00,0.000000000000e+00,-5.435146391392e-02,3.493629023433e-02,0.000000000000e+00
1.147677656263e-03,1.084899668058e-05,1.561052522447e-05,1.511395630871e-08,3.473609685898e-04,9.244610786438e+00,4.737859740089e-07,0.000000000000e+00,3.455439062500e+04,4.552039337158e+01,7.543001174927e-01,7.130399346352e-03,1.025986857712e-02,9.933503861248e-06,2.282996773720e-01,4.760054016113e+02,9.010103759766e+02,9.010001831055e+02,8.979948997498e+00,1.920015080259e-07,3.909073711839e-05,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,6.130436435342e-02,2.939672209322e-03,0.000000000000e+00,0.000000000000e+00,-4.594434052706e-02,5.339539796114e-02,0.000000000000e+00
1.147677539848e-03,1.084893028747e-05,1.561054705235e-05,1.512495018119e-08,3.473610267974e-04,9.244609832764e+00,3.919067239622e-07,0.000000000000e+00,3.455439062500e+04,4.552038955688e+01,7.543001174927e-01,7.130355574191e-03,1.025988254696e-02,9.940728887159e-06,2.282997071743e-01,4.760047912598e+02,9.010092163086e+02,9.010001831055e+02,8.979954719543e+00,1.709972394792e-07,3.909070437658e-05,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,6.130431219935e-02,2.939669415355e-03,0.000000000000e+00,0.000000000000e+00,-4.837860912085e-02,4.893845319748e-02,0.000000000000e+00
