"Time_Iter","Outer_Iter","Inner_Iter",    "rms[Rho]"    ,    "rms[RhoU]"   ,    "rms[RhoV]"   ,    "rms[RhoE]"   
          0,           0,           0,      -3.626820369,      -3.706767316,      -3.546503087,      -3.030443225
          0,           0,           1,      -3.850447725,      -3.773941318,      -3.724488771,      -3.223657885
          0,           0,           2,      -3.715147361,       -3.69395887,      -3.622544483,      -3.120437427
          0,           0,           3,      -3.648358049,       -3.67702628,       -3.59225989,      -3.053969549
          0,           0,           4,      -3.562788926,      -3.553147856,      -3.549036114,      -2.968683853
          0,           0,           5,      -3.548332053,      -3.570726065,      -3.531618457,      -2.964486103
          0,           0,           6,      -3.556535534,      -3.618496137,      -3.578865011,      -2.980926386
          0,           0,           7,      -3.569419317,      -3.577477219,      -3.612691307,      -2.989724132
          0,           0,           8,      -3.591498316,      -3.583914033,      -3.618918234,      -3.008454574
          0,           0,           9,      -3.602244347,      -3.643226684,      -3.640222883,      -3.022280457
          0,           0,          10,      -3.608987426,      -3.683296058,      -3.670186939,      -3.032387563
          0,           0,          11,      -3.622369684,      -3.687299834,      -3.686475166,      -3.045145199
          0,           0,          12,      -3.645462341,      -3.681450856,      -3.700374874,      -3.064223461
          0,           0,          13,      -3.680997336,      -3.695320249,       -3.73071247,      -3.097247466
          0,           0,          14,      -3.719081855,      -3.733312242,      -3.783582361,      -3.138315215
          0,           0,          15,      -3.749818018,      -3.777259738,      -3.846175724,      -3.175734948
          0,           0,          16,      -3.774290512,      -3.809136092,      -3.896311977,      -3.204357132
          0,           0,          17,      -3.799222244,      -3.828831207,      -3.922701159,      -3.228046168
          0,           0,          18,       -3.82884965,      -3.848002801,      -3.933999555,      -3.253445963
          0,           0,          19,      -3.862448581,      -3.876497668,      -3.946144518,      -3.283628587
          0,           0,          20,      -3.897155169,      -3.917988629,      -3.969583294,      -3.318029016
          0,           0,          21,      -3.929961659,      -3.970929187,      -4.007177794,       -3.35394309
          0,           0,          22,      -3.959916735,      -4.030377747,      -4.056824046,      -3.389218392
          0,           0,          23,      -3.988341172,      -4.089344467,      -4.113649825,      -3.423454053
          0,           0,          24,       -4.01673602,      -4.140719502,      -4.171513306,      -3.456764872
          0,           0,          25,      -4.047105943,      -4.180583444,      -4.223933785,      -3.490419658
          0,           0,          26,      -4.079761577,      -4.210532557,      -4.266838279,      -3.524528928
          0,           0,          27,      -4.114160722,      -4.235779564,      -4.300486536,       -3.55877697
          0,           0,          28,      -4.149342678,      -4.261380409,      -4.329031353,      -3.592825117
          0,           0,          29,       -4.18419633,      -4.290258828,      -4.357386664,      -3.626482733
          0,           0,          30,      -4.218433616,      -4.323419189,      -4.388786703,       -3.66021852
          0,           0,          31,      -4.252382361,      -4.360476093,       -4.42405514,      -3.694666563
          0,           0,          32,      -4.287220686,       -4.40013766,      -4.462192547,      -3.730883279
          0,           0,          33,       -4.32359809,      -4.440839413,      -4.501553797,       -3.76906437
          0,           0,          34,      -4.361311031,      -4.480968188,      -4.540849759,      -3.808489079
          0,           0,          35,      -4.400145388,      -4.519644532,      -4.579783622,      -3.848630215
          0,           0,          36,      -4.439730519,      -4.556644654,      -4.618780263,      -3.889006882
          0,           0,          37,       -4.47961763,      -4.592158195,      -4.658402956,      -3.929248078
          0,           0,          38,      -4.519387085,      -4.626462954,      -4.698874323,      -3.969101747
          0,           0,          39,      -4.558692722,      -4.659705428,      -4.739769097,      -4.008343013
          0,           0,          40,      -4.597264913,      -4.691844124,      -4.780231628,      -4.046781591
          0,           0,          41,      -4.634826892,      -4.722518523,      -4.819254677,      -4.084148161
          0,           0,          42,      -4.671002159,      -4.751337143,      -4.855880138,      -4.120025298
          0,           0,          43,       -4.70534287,      -4.777891982,      -4.889740061,      -4.153919383
          0,           0,          44,      -4.737482528,      -4.802197702,      -4.921101592,      -4.185456569
          0,           0,          45,      -4.767199852,      -4.824526677,      -4.950729766,      -4.214448645
          0,           0,          46,      -4.794475746,      -4.845471153,      -4.979511708,      -4.240983086
          0,           0,          47,       -4.81926545,      -4.865903498,      -5.008180901,      -4.265195493
          0,           0,          48,      -4.841767097,      -4.886431002,      -5.037223834,      -4.287434757
          0,           0,          49,      -4.862204704,      -4.907042806,      -5.066792648,      -4.308006877
