"Density_0","Density_1","Density_2","Density_3","Density_4","Momentum:0","Momentum:1","Momentum:2","Energy","Energy_ve","MassFrac_0","MassFrac_1","MassFrac_2","MassFrac_3","MassFrac_4","Pressure","Temperature_tr","Temperature_ve","Mach","Pressure_Coefficient","Laminar_Viscosity","Skin_Friction_Coefficient:0","Skin_Friction_Coefficient:1","Skin_Friction_Coefficient:2","Heat_Flux","Y_Plus","Points:0","Points:1","Points:2"
1.147680217400e-03,1.085242092813e-05,1.560944838275e-05,1.456042841852e-08,3.473586111795e-04,9.244617462158e+00,6.840074092906e-06,0.000000000000e+00,3.455440625000e+04,4.552062225342e+01,7.543008327484e-01,7.132640108466e-03,1.025914680213e-02,9.569689609634e-06,2.282978147268e-01,4.760359191895e+02,9.010684814453e+02,9.010013427734e+02,8.979663848877e+00,1.279205321225e-06,3.909246879630e-05,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,9.655854851007e-02,0.000000000000e+00
1.147679984570e-03,1.085203075490e-05,1.560957025504e-05,1.462266840946e-08,3.473588731140e-04,9.244617462158e+00,6.224140634004e-06,0.000000000000e+00,3.455440625000e+04,4.552059555054e+01,7.543007731438e-01,7.132384460419e-03,1.025922782719e-02,9.610596862331e-06,2.282980233431e-01,4.760324707031e+02,9.010618896484e+02,9.010011596680e+02,8.979696273804e+00,1.156205485131e-06,3.909227234544e-05,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,9.718447923660e-02,0.000000000000e+00
1.147678238340e-03,1.084956329578e-05,1.561034878250e-05,1.502143121002e-08,3.473606484476e-04,9.244613647461e+00,2.453986553519e-06,0.000000000000e+00,3.455439843750e+04,4.552044296265e+01,7.543002367020e-01,7.130768615752e-03,1.025974843651e-02,9.872687769530e-06,2.282993644476e-01,4.760105895996e+02,9.010200805664e+02,9.010003662109e+02,8.979901313782e+00,3.773968160203e-07,3.909102815669e-05,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,1.000000014901e-01,0.000000000000e+00
1.147678121924e-03,1.084932409867e-05,1.561042518006e-05,1.506079350122e-08,3.473608230706e-04,9.244612693787e+00,2.041633251793e-06,0.000000000000e+00,3.455439843750e+04,4.552042388916e+01,7.543001770973e-01,7.130612153560e-03,1.025979965925e-02,9.898559255817e-06,2.282994985580e-01,4.760084533691e+02,9.010159912109e+02,9.010003051758e+02,8.979921340942e+00,3.010737259501e-07,3.909090810339e-05,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,-4.190427716821e-03,9.713054448366e-02,0.000000000000e+00
1.147679518908e-03,1.085143776436e-05,1.560975579196e-05,1.471761379435e-08,3.473593096714e-04,9.244616508484e+00,5.349092134566e-06,0.000000000000e+00,3.455440234375e+04,4.552056121826e+01,7.543006539345e-01,7.131996564567e-03,1.025935169309e-02,9.673000931798e-06,2.282983511686e-01,4.760272216797e+02,9.010518798828e+02,9.010009765625e+02,8.979745864868e+00,9.696525467007e-07,3.909197403118e-05,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,9.793561697006e-02,0.000000000000e+00
1.147679053247e-03,1.085064468498e-05,1.561000499350e-05,1.484556921838e-08,3.473598917481e-04,9.244615554810e+00,4.152013389103e-06,0.000000000000e+00,3.455440234375e+04,4.552051162720e+01,7.543004751205e-01,7.131476886570e-03,1.025951839983e-02,9.757100997376e-06,2.282987833023e-01,4.760202026367e+02,9.010384521484e+02,9.010007324219e+02,8.979811668396e+00,7.194303179858e-07,3.909157385351e-05,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,9.886298328638e-02,0.000000000000e+00
1.147677772678e-03,1.084909399651e-05,1.561049612064e-05,1.509823199797e-08,3.473609394860e-04,9.244611740112e+00,1.284109202970e-06,0.000000000000e+00,3.455439453125e+04,4.552040481567e+01,7.543001770973e-01,7.130462210625e-03,1.025984808803e-02,9.923167453962e-06,2.282996177673e-01,4.760063476562e+02,9.010120849609e+02,9.010002441406e+02,8.979940414429e+00,2.256408038193e-07,3.909078805009e-05,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,-1.627833396196e-02,8.786243200302e-02,0.000000000000e+00
1.147680450231e-03,1.085271833290e-05,1.560935743328e-05,1.451314624035e-08,3.473584074527e-04,9.244618415833e+00,7.287097105291e-06,0.000000000000e+00,3.455440625000e+04,4.552064132690e+01,7.543008923531e-01,7.132834754884e-03,1.025908533484e-02,9.538613085169e-06,2.282976508141e-01,4.760385437012e+02,9.010734863281e+02,9.010014038086e+02,8.979640007019e+00,1.372804263156e-06,3.909261795343e-05,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,9.602055698633e-02,0.000000000000e+00
1.147680566646e-03,1.085290386982e-05,1.560929922562e-05,1.448355035905e-08,3.473582619336e-04,9.244618415833e+00,7.544843356300e-06,0.000000000000e+00,3.455440625000e+04,4.552065277100e+01,7.543009519577e-01,7.132956758142e-03,1.025904715061e-02,9.519160812488e-06,2.282975465059e-01,4.760401916504e+02,9.010766601562e+02,9.010014648438e+02,8.979623794556e+00,1.431358668924e-06,3.909271254088e-05,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,-3.969313111156e-03,9.243119508028e-02,0.000000000000e+00
1.147680217400e-03,1.085246913135e-05,1.560943383083e-05,1.455259557304e-08,3.473585529719e-04,9.244617462158e+00,6.844677500339e-06,0.000000000000e+00,3.455440625000e+04,4.552062225342e+01,7.543008327484e-01,7.132672239095e-03,1.025913655758e-02,9.564540960127e-06,2.282977849245e-01,4.760363464355e+02,9.010693359375e+02,9.010013427734e+02,8.979660034180e+00,1.294244498240e-06,3.909249062417e-05,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,-5.777971353382e-03,9.156173467636e-02,0.000000000000e+00
