"PointID","x","y","z","Density","Momentum_x","Momentum_y","Momentum_z","Energy","Pressure","Temperature","Mach","Pressure_Coefficient"
3360, 1.373404408413465e+00, 1.493387496375777e+00, 4.587308534882496e-02, 1.030247146565075e+00, 9.540425254446897e-01, -1.888162828539927e-01, 1.738859070574897e-01, 3.113721940260454e+00, 1.056003167538270e+00, 1.011330807729906e+00, 8.005279309226959e-01, 8.497454863366284e-02
3361, 1.389656764059970e+00, 1.486088001770972e+00, 3.720206220083235e-02, 1.036967270136987e+00, 9.463663440160820e-01, -2.201565942209525e-01, 2.060374462362374e-01, 3.133711134698419e+00, 1.063212370906766e+00, 1.011636310096945e+00, 7.994632597443030e-01, 9.939295537065453e-02
3362, 1.386348177740711e+00, 1.475899195769558e+00, 2.287033658395217e-02, 1.034836744671204e+00, 9.244770166012679e-01, -3.006763082741508e-01, 2.364143340327549e-01, 3.129823220716541e+00, 1.058477376364889e+00, 1.009204493287094e+00, 8.079169273548846e-01, 8.992296628690079e-02
3363, 1.395103350716051e+00, 1.480718303887278e+00, 2.770600553791910e-02, 1.020433110814224e+00, 9.095878715149094e-01, -2.320588096254330e-01, 2.389653413151346e-01, 3.081362957966606e+00, 1.048641738357620e+00, 1.013939481377586e+00, 7.914114817745448e-01, 7.025169027236312e-02
3364, 1.376522086564642e+00, 1.479835324233454e+00, 3.069537968639664e-02, 1.028312478957985e+00, 9.362703471501510e-01, -2.596969762461488e-01, 2.073910040175131e-01, 3.109907661600450e+00, 1.051987234108267e+00, 1.009380243641038e+00, 8.073075741591995e-01, 7.694268177365650e-02
3365, 1.361941365209097e+00, 1.475621173159428e+00, 2.521779505750483e-02, 1.016627868919803e+00, 9.309048913136497e-01, -2.906736284800577e-01, 1.593823769850831e-01, 3.076217920481569e+00, 1.038385840477425e+00, 1.007781039322151e+00, 8.128432224028165e-01, 4.973989451197270e-02
3366, 1.383522746513699e+00, 1.471161683867261e+00, 1.548703751936043e-02, 1.013405417583941e+00, 8.929411696648613e-01, -3.081277126433220e-01, 9.077148623778145e-02, 3.056631664350198e+00, 1.044929897167948e+00, 1.017356982601074e+00, 7.793794342811886e-01, 6.282800789301925e-02
3367, 1.341883166137218e+00, 1.471395481112783e+00, 1.776504304460932e-02, 9.977723211766316e-01, 9.220664398456658e-01, -2.642680678921064e-01, 1.386682717349694e-03, 3.016221179420433e+00, 1.022068432334512e+00, 1.010689978106069e+00, 8.027587576572356e-01, 1.710507822614816e-02
3368, 1.366963785342200e+00, 1.470829932078447e+00, 1.799500673304988e-02, 9.972738708799123e-01, 8.977927449238186e-01, -2.842335779781761e-01, 5.849344772740331e-02, 3.010576654065289e+00, 1.025695547228767e+00, 1.014783661695102e+00, 7.884489376267171e-01, 2.435930801465647e-02
3369, 1.374187942546982e+00, 1.469027690982035e+00, 1.072103203727875e-02, 9.925335928146509e-01, 8.943510412525311e-01, -2.090767593996903e-01, -7.359404103080827e-02, 2.991544965427639e+00, 1.025542071898328e+00, 1.019477636920826e+00, 7.718602545635286e-01, 2.405235735377964e-02
3370, 1.361900620773618e+00, 1.471893304165102e+00, 1.172257156915330e-02, 9.889193199685145e-01, 9.079166107985432e-01, -2.247005392242391e-01, -4.453046098779628e-02, 2.985557795788632e+00, 1.016901096439031e+00, 1.014582321401355e+00, 7.891561835280448e-01, 6.770406435185895e-03
3371, 1.398048554263779e+00, 1.467118194858232e+00, 1.746749282936630e-03, 9.656003676090800e-01, 9.233232886194633e-01, 6.460410859931214e-02, -1.159259947181212e-01, 2.920218517270012e+00, 9.878599646668824e-01, 1.009409526575150e+00, 8.072048292617376e-01, -5.131185710911180e-02
3372, 1.403293502525843e+00, 1.466344397489608e+00, 1.070695568614528e-03, 9.516863605464130e-01, 9.349732034800250e-01, 1.427013990447605e-01, -1.230258662000876e-01, 2.887811263899394e+00, 9.639535521908297e-01, 9.993824062545992e-01, 8.415964275356478e-01, -9.912468206121729e-02
3373, 1.415982796898839e+00, 1.470166811628919e+00, 9.347515836536976e-03, 8.930365149938878e-01, 9.317094941435463e-01, -2.813169081976317e-01, -8.580573003007065e-02, 2.734412336749183e+00, 8.799809759042986e-01, 9.722400406090035e-01, 9.314764945933022e-01, -2.670698346342795e-01
3374, 1.423355346961328e+00, 1.469746017250773e+00, 8.396048579124540e-03, 8.202293206648605e-01, 8.712226645243129e-01, 1.046125525121923e-02, -1.221851374867309e-01, 2.506045803272178e+00, 8.136741354176662e-01, 9.787790337498935e-01, 9.101909645941295e-01, -3.996835156075443e-01
3375, 1.412031492488794e+00, 1.469063809869033e+00, 6.749473150557113e-03, 9.075440805791447e-01, 9.183715898335587e-01, -2.826523157004220e-02, -1.688451520330675e-01, 2.761023344725493e+00, 9.120850190235524e-01, 9.916011703424154e-01, 8.678015561706257e-01, -2.028617483957718e-01
3376, 1.411906481866610e+00, 1.469519382783921e+00, 1.205028135727057e-02, 9.904759526016034e-01, 9.411442605526216e-01, -4.466290216134725e-01, 9.210625700448313e-02, 3.021146745212138e+00, 9.876126367897462e-01, 9.838120529533831e-01, 8.936603598078392e-01, -5.180651286338423e-02
3377, 1.414471483900144e+00, 1.467224639906856e+00, 1.481867246595309e-03, 1.020682219992678e+00, 8.805562006393880e-01, 2.990657993533294e-01, -2.417266148833863e-02, 3.071847034356537e+00, 1.059165194169432e+00, 1.023864742010792e+00, 7.561679729616251e-01, 9.129860189598739e-02
3378, 1.415535883926757e+00, 1.466796068776856e+00, -1.222772476223825e-03, 1.010803697048412e+00, 8.732489998679324e-01, 3.452151308542671e-01, 7.327555822904322e-02, 3.047540371922884e+00, 1.043491145770997e+00, 1.018571178636661e+00, 7.750792221074525e-01, 5.995050509911693e-02
3379, 1.409033597062791e+00, 1.468371050972043e+00, 3.329125143589055e-03, 9.399044533588421e-01, 8.884813886607834e-01, 1.999434126413766e-01, -1.413497964959862e-01, 2.846294320047889e+00, 9.577852486294748e-01, 1.005434708178574e+00, 8.209278996175519e-01, -1.114612891839271e-01
3380, 1.411179381281714e+00, 1.466880334933355e+00, 3.079851156687122e-03, 9.902988575866813e-01, 9.227959268989345e-01, 1.693187535146723e-01, -1.628572259941305e-01, 2.993690353297048e+00, 1.014350889359784e+00, 1.010628108125926e+00, 8.029730969452779e-01, 1.669992276690735e-03
3381, 1.407717100203468e+00, 1.467163396162855e+00, 7.269093209187220e-03, 9.395317561309636e-01, 9.124994150748869e-01, -8.901026788055359e-02, -1.785963182221877e-01, 2.848783561002032e+00, 9.537880033090143e-01, 1.001635776738459e+00, 8.339321791176866e-01, -1.194557798248481e-01
3382, 1.408566376095492e+00, 1.465729624450645e+00, 3.965720538666363e-04, 1.004752339482825e+00, 9.697846420206286e-01, 1.949089851926090e-01, -1.153340262161126e-01, 3.045682333482112e+00, 1.020856383455453e+00, 1.002478481954949e+00, 8.310562861642276e-01, 1.468098046803013e-02
3383, 1.420334954136293e+00, 1.467276230364356e+00, 2.002920063398226e-04, 9.714844563741206e-01, 8.824570860045896e-01, 3.364095926441680e-01, 6.508711204552091e-02, 2.940273455545989e+00, 9.916209431214247e-01, 1.007115478659295e+00, 8.151409613939244e-01, -4.378990020002727e-02
3384, 1.423220470991934e+00, 1.466951300457790e+00, 2.488449960756167e-03, 9.536138243775272e-01, 9.040959109881626e-01, 2.696666488339690e-01, -2.640194909014089e-03, 2.890177703486612e+00, 9.693882826277449e-01, 1.002985522363680e+00, 8.293240368039762e-01, -8.825522118738684e-02
3385, 1.412628028240003e+00, 1.465421434754187e+00, 4.460422776086975e-03, 9.688632570893112e-01, 9.044671709968030e-01, 1.002209429209248e-01, -9.869631206011192e-02, 2.924456682348731e+00, 9.968282221035155e-01, 1.015143120173828e+00, 7.871847882272457e-01, -3.337534223584560e-02
3386, 1.416096929572908e+00, 1.467077502231158e+00, 6.215305218785764e-03, 9.479556353242468e-01, 9.146186531230417e-01, 6.297824761361559e-02, -1.515671807347448e-01, 2.870600074551794e+00, 9.660656498364431e-01, 1.005513866824756e+00, 8.206563121226852e-01, -9.490048676999054e-02
3387, 1.420886330145883e+00, 1.465935597398406e+00, 6.748211585086616e-03, 9.591348860041777e-01, 9.719894677422853e-01, 1.038559380665279e-01, -1.046648344589285e-01, 2.916748674903343e+00, 9.651627887396896e-01, 9.928652679534434e-01, 8.635704058034249e-01, -9.670620896349737e-02
3388, 1.416941742776384e+00, 1.465536158995951e+00, 2.875213346152590e-03, 9.813712790025890e-01, 9.023390468489273e-01, 1.950232482961955e-01, -4.620341955028375e-02, 2.961449599871138e+00, 1.010459280868976e+00, 1.015909239338383e+00, 7.844885373568914e-01, -6.113224704924037e-03
3389, 1.406726305198511e+00, 1.464844532680445e+00, 3.781069499776215e-03, 9.579940360285368e-01, 8.872084374281320e-01, 8.607542312391347e-02, -1.189781718193575e-01, 2.890090656600969e+00, 9.872035632988194e-01, 1.016748043795650e+00, 7.815304600596908e-01, -5.262465984523779e-02
3390, 1.423025422042286e+00, 1.465040526623498e+00, -1.437418461219968e-03, 9.939304528139939e-01, 9.255803240946889e-01, 3.017963947789966e-01, 6.660501706296841e-02, 3.010247633509528e+00, 1.012492844769214e+00, 1.005091042069943e+00, 8.221097364176455e-01, -2.046096904448458e-03
3391, 1.417462720361971e+00, 1.464213554349842e+00, -8.493387909098389e-04, 1.003477660463769e+00, 9.142817419537003e-01, 2.611541366795351e-01, 3.726795135509361e-02, 3.029895353642774e+00, 1.031485466748149e+00, 1.014202884310502e+00, 7.904877699369317e-01, 3.593914705342139e-02
3392, 1.418913387550309e+00, 1.469472896906108e+00, 1.423089130314850e-02, 9.697377078040674e-01, 9.287175137637854e-01, -4.929489702245921e-01, 9.047710498171285e-02, 2.967511685969038e+00, 9.573134898167117e-01, 9.740232689467413e-01, 9.256910370460426e-01, -1.124048068094532e-01
3393, 1.406485889761727e+00, 1.466477784268472e+00, 1.173185208023139e-02, 1.002450822714497e+00, 9.243835247235002e-01, -2.619705623529088e-01, -1.772166000379600e-02, 3.029612968967887e+00, 1.027611205704129e+00, 1.011428510361498e+00, 8.001869014127647e-01, 2.819062496538205e-02
3394, 1.407178808044297e+00, 1.467494629303110e+00, 1.828686006390826e-02, 1.032784968190180e+00, 9.326911441123452e-01, -3.578207778111157e-01, 1.711255975938213e-01, 3.127800285533026e+00, 1.052195365861987e+00, 1.005207946190847e+00, 8.217074048125064e-01, 7.735894528109678e-02
3395, 1.414108346829773e+00, 1.468721552813766e+00, 1.880089983512004e-02, 1.016023796039455e+00, 9.405938018173896e-01, -3.501999370959850e-01, 2.108079298260911e-01, 3.085143208488426e+00, 1.027015542180868e+00, 9.973384740749064e-01, 8.485187276014133e-01, 2.699929791885980e-02
3396, 1.413615897047281e+00, 1.473665844600589e+00, 2.105277639873468e-02, 1.004559159605528e+00, 9.016358290577834e-01, -3.346954359770041e-01, 2.713199561500036e-01, 3.046120043653266e+00, 1.019637880266018e+00, 1.001474464443789e+00, 8.344825626900048e-01, 1.224397408915934e-02
3397, 1.402455095091988e+00, 1.475466563553138e+00, 2.523421615060468e-02, 1.031317616971669e+00, 9.246841252754207e-01, -2.749359556946039e-01, 2.348471282618143e-01, 3.118019500731651e+00, 1.056038044496667e+00, 1.010314449789137e+00, 8.040643273725561e-01, 8.504430255045793e-02
3398, 1.413105430564596e+00, 1.479906934698725e+00, 2.609642851346419e-02, 1.033655855265964e+00, 9.336886430547877e-01, -2.860924403046315e-01, 2.922221472439159e-01, 3.131827724374375e+00, 1.051693743593286e+00, 1.003882209572102e+00, 8.262561602792698e-01, 7.635570074369592e-02
3399, 1.403787405192211e+00, 1.480050658507634e+00, 3.468632113923557e-02, 1.047263686432344e+00, 9.465953020291606e-01, -2.322644003851519e-01, 2.341797506926923e-01, 3.164637407112129e+00, 1.073958769715585e+00, 1.011814736991439e+00, 7.988410237704585e-01, 1.208857529882934e-01
3400, 1.424288452144458e+00, 1.476948033721082e+00, 2.382684459896168e-02, 9.870406862286448e-01, 9.116198568560574e-01, -2.436096953032043e-01, 2.000976900383169e-01, 2.988132392920094e+00, 1.006722626939458e+00, 1.006338786433186e+00, 8.178180347739604e-01, -1.358653256395970e-02
3401, 1.431499984582516e+00, 1.474749311497136e+00, 1.713906287538896e-02, 8.555157905941091e-01, 7.486977522974864e-01, -5.477205319906623e-01, 2.193760363718381e-01, 2.624971999584940e+00, 8.375621068882764e-01, 9.659584087906398e-01, 9.517371416101359e-01, -3.519075726663239e-01
3402, 1.422660984778296e+00, 1.471621867294444e+00, 1.770483310471877e-02, 1.038184955762345e+00, 1.000533660120425e+00, -5.117051240945358e-01, 2.042001355808827e-01, 3.180840217292840e+00, 1.021011421270859e+00, 9.703430633620121e-01, 9.376121811902667e-01, 1.499105609884222e-02
3403, 1.315142671375092e+00, 1.470615667704747e+00, 1.155642548016804e-02, 9.651069881601478e-01, 9.166215495681651e-01, -1.705818528638209e-01, -9.645004251260969e-02, 2.920110856547477e+00, 9.859721257273043e-01, 1.007995547108629e+00, 8.121018611457276e-01, -5.508753498826802e-02
3404, 1.342678937706363e+00, 1.467616078236794e+00, 8.474008391992138e-03, 9.781235365088868e-01, 9.091868476224729e-01, -1.428154595344121e-01, -1.113895832176718e-01, 2.953210075717307e+00, 1.005554771856321e+00, 1.014335110372841e+00, 7.900237671632991e-01, -1.592224273023480e-02
3405, 1.364762470023186e+00, 1.466289069807415e+00, 5.825303437486338e-03, 9.887841029891139e-01, 9.094699301631716e-01, -1.016276039319563e-01, -1.172377295872488e-01, 2.981488992314846e+00, 1.020422843254533e+00, 1.018235263209901e+00, 7.762705512059791e-01, 1.381390006619032e-02
3406, 1.388308440949177e+00, 1.467404095293578e+00, 9.392141185308447e-03, 9.824316573428485e-01, 8.848686232219675e-01, -1.895443238896040e-01, -8.187431991127686e-02, 2.960198710049309e+00, 1.016002055086809e+00, 1.020379381902445e+00, 7.686495710678494e-01, 4.972323730740858e-03
3407, 1.380576785794134e+00, 1.465321504815082e+00, 3.846922220754154e-03, 1.000764773260843e+00, 9.098050943363573e-01, -5.755593462388850e-02, -1.137995173761027e-01, 3.013623939895896e+00, 1.036776907216077e+00, 1.022169085668582e+00, 7.622557074589004e-01, 4.652202798927708e-02
3408, 1.402715462599896e+00, 1.465195197771673e+00, 5.854970176046123e-03, 9.905185071328657e-01, 9.299242796489813e-01, -5.122294560901264e-02, -1.542046332381092e-01, 2.992049253630701e+00, 1.016881210948114e+00, 1.012924475214021e+00, 7.949648187314785e-01, 6.730635453350954e-03
3409, 1.395838503194161e+00, 1.465787544840013e+00, 7.618952641735459e-03, 9.891875160538794e-01, 9.153772139982307e-01, -1.277906029926657e-01, -1.243816000060614e-01, 2.985277458420830e+00, 1.018266333001133e+00, 1.015668994272592e+00, 7.853348536589070e-01, 9.500879559390276e-03
3410, 1.400426342500108e+00, 1.464903346418515e+00, 1.064006659275669e-02, 9.800805038502393e-01, 8.815693460505676e-01, -1.654097569530273e-01, -7.092959321509566e-02, 2.951347347072657e+00, 1.015337018455255e+00, 1.022157705830838e+00, 7.622956118694036e-01, 3.642250467633002e-03
3411, 1.023368257829493e-01, 3.984856912167823e-01, 5.586420325050716e-02, 1.060072019246266e+00, 9.523441843968304e-01, 6.545836438840351e-02, 1.196891109211593e-01, 3.189328155045889e+00, 1.101107329022922e+00, 1.024858054307582e+00, 7.525893017034090e-01, 1.751828716029676e-01
3412, 3.439406467307851e-02, 3.542597179114999e-01, 8.310937167748444e-02, 1.057565564172880e+00, 9.736019508921178e-01, 4.282193635364398e-02, 1.014913439166153e-01, 3.187033382692185e+00, 1.093257712003243e+00, 1.019963628108296e+00, 7.701309606957567e-01, 1.594836375636102e-01
3413, 1.514928138676162e-01, 4.920366563264137e-01, 8.199901787625138e-02, 1.038699876678672e+00, 9.565792000659576e-01, 5.569647646592423e-02, 1.218851612819486e-01, 3.131131361229139e+00, 1.072804529318375e+00, 1.019060469114144e+00, 7.733425333770539e-01, 1.185772721938729e-01
3414, 2.915875508510971e-01, 6.957749876732061e-01, 6.455426371291262e-02, 1.047186036433671e+00, 9.646054150068681e-01, 6.448356209815909e-02, 1.369182658473748e-01, 3.157402797536105e+00, 1.080879174680861e+00, 1.018410207174853e+00, 7.756500963768297e-01, 1.347265629188459e-01
3415, 4.561355391275277e-01, 8.958802315280107e-01, 5.248134536828122e-02, 1.044538594813972e+00, 9.515111984311989e-01, 7.707907555222038e-02, 1.761982120293012e-01, 3.148573372891862e+00, 1.078993593268162e+00, 1.019210317016288e+00, 7.728102132992919e-01, 1.309554000934474e-01
3416, 3.858212306583748e-01, 8.210018033634197e-01, 6.054022944523973e-02, 1.047480847169159e+00, 9.644950334293736e-01, 6.871367104584984e-02, 1.479989409169636e-01, 3.158696839664080e+00, 1.080778321400385e+00, 1.018028580532502e+00, 7.770025394167202e-01, 1.345248563578929e-01
3417, 3.779042447792933e-01, 7.623540166637998e-01, 4.238465665512473e-02, 1.065292292252955e+00, 9.443651119904367e-01, 9.016294003241179e-02, 1.625565806468592e-01, 3.203916974898590e+00, 1.107646548698247e+00, 1.025892489740829e+00, 7.488510612793396e-01, 1.882613109536165e-01
3418, 2.402191484283750e-01, 5.435514622291600e-01, 4.007269104280917e-02, 1.078476923145291e+00, 9.430930710606618e-01, 9.217778200574168e-02, 1.513708683388109e-01, 3.239779622862413e+00, 1.125146132383176e+00, 1.029360530149520e+00, 7.362356807625781e-01, 2.232604783234744e-01
3419, 6.927540039541203e-03, 2.205936037114067e-01, 7.824040291734874e-02, 1.069423853603357e+00, 9.466985249694110e-01, 4.753463646201938e-02, 1.154382610318421e-01, 3.213436686325162e+00, 1.114848530404785e+00, 1.028573747344399e+00, 7.391090797686743e-01, 2.026652743666935e-01
3420, 5.742083132812609e-02, 2.605584241261674e-01, 5.376813804491336e-02, 1.085409992536547e+00, 9.483154779215536e-01, 6.814466556325069e-02, 1.323551715264925e-01, 3.259126379860016e+00, 1.133859627062855e+00, 1.030706258114300e+00, 7.313050550467921e-01, 2.406874676828328e-01
3421, 1.916401500702451e-01, 5.047317338601700e-01, 6.737486754350598e-02, 1.058892670926999e+00, 9.687126763858692e-01, 6.302073858639974e-02, 1.349908376595302e-01, 3.190783439597678e+00, 1.094878861178823e+00, 1.020195879671188e+00, 7.693038440508174e-01, 1.627259359147688e-01
3422, 2.873730892740550e-01, 6.316576999775362e-01, 5.643237017968829e-02, 1.051729617929105e+00, 9.463561110519757e-01, 7.760544996143258e-02, 1.552956378337349e-01, 3.166221879114197e+00, 1.090449356322360e+00, 1.022988691221059e+00, 7.593170786017815e-01, 1.538669262018440e-01
3423, 1.497444967482133e-01, 3.978433856930070e-01, 5.107465023444396e-02, 1.075124356527975e+00, 9.492639382919593e-01, 8.025166441690672e-02, 1.388153603297978e-01, 3.231262214119154e+00, 1.120094679736264e+00, 1.027934566276085e+00, 7.414384469048648e-01, 2.131575730296507e-01
3424, 4.224434360794397e-02, 1.762291264806856e-01, 4.650644966749987e-02, 1.106025884125938e+00, 9.191468855133604e-01, 8.811903717723500e-02, 1.865446071781126e-01, 3.312064498552792e+00, 1.164360322967919e+00, 1.038703377303708e+00, 7.015652839055868e-01, 3.016888594929613e-01
3425, 1.021760970474214e-01, 2.701910076568365e-01, 3.811707777975183e-02, 1.090994894753506e+00, 9.080764170197989e-01, 9.996426658036106e-02, 1.774478390540357e-01, 3.267399483043197e+00, 1.148190329952083e+00, 1.038390253727461e+00, 7.027446211468643e-01, 2.693488734612899e-01
3426, -9.412566116017729e-02, 0.000000000000000e+00, 9.584666682644638e-02, 1.065202680752670e+00, 9.596131786052982e-01, -7.380281175805446e-04, 9.522014665069785e-02, 3.204143850764686e+00, 1.107056989561942e+00, 1.025432703799879e+00, 7.505140032896395e-01, 1.870821926810069e-01
3427, -9.975916473533175e-02, 0.000000000000000e+00, 1.374320949487071e-01, 1.057442553838156e+00, 9.675699022914211e-01, 7.261069081125322e-04, 9.139954951008668e-02, 3.184600333167620e+00, 1.095192902308971e+00, 1.021887940067410e+00, 7.632623120294549e-01, 1.633540181750646e-01
3428, -8.458282549725027e-03, 0.000000000000000e+00, 4.432488586797945e-02, 1.139435610855821e+00, 8.724090377880739e-01, 4.522524845810035e-03, 2.259561320427538e-01, 3.395858191673411e+00, 1.215786005628309e+00, 1.052777969683923e+00, 6.471233949758292e-01, 4.045402248137422e-01
3429, 1.499553035295964e-02, 1.146076290656239e-02, 1.561681579886186e-02, 1.093171221831958e+00, 7.156601842079616e-01, 6.844137826707548e-02, 5.769469123788310e-01, 3.271327125888849e+00, 1.153070947230911e+00, 1.040728089005949e+00, 6.939084335435345e-01, 2.791101080189460e-01
3430, -2.577145388160402e-02, 2.561128834100023e-02, 5.240424596040681e-02, 1.125659053711127e+00, 9.040725595268695e-01, 2.682792919887978e-02, 1.750799401676580e-01, 3.361915329118728e+00, 1.193970930680453e+00, 1.046541178125719e+00, 6.716111040305053e-01, 3.609100749180301e-01
3431, -1.862020815324687e-02, 7.410874259737125e-02, 5.419404709163814e-02, 1.116346822360812e+00, 9.225247305549782e-01, 4.248650850960976e-02, 1.545996566121447e-01, 3.339480781628770e+00, 1.178716031668985e+00, 1.041788325927056e+00, 6.898770446054453e-01, 3.304002768950936e-01
3432, -1.511787246613605e-03, 4.798254560721995e-02, 4.199906541215007e-02, 1.143805393513508e+00, 8.656929931382353e-01, 6.737311211944189e-02, 2.035599000725601e-01, 3.406006906182373e+00, 1.223323137209151e+00, 1.055257594394420e+00, 6.372093582456273e-01, 4.196144879754261e-01
3433, 9.971571880562774e-03, 7.719794251007576e-02, 3.006050835454391e-02, 1.146303458784759e+00, 8.351037378452540e-01, 1.159351167692070e-01, 1.878865992818110e-01, 3.406873222038283e+00, 1.232567254950720e+00, 1.060914681987005e+00, 6.141736750082211e-01, 4.381027234585627e-01
3434, 3.824973284335812e-02, 1.240271357112101e-01, 3.294302103020490e-02, 1.128277785502340e+00, 8.842411741720458e-01, 9.782848340488527e-02, 1.818834858202557e-01, 3.366173663515653e+00, 1.200311404106937e+00, 1.049656819046095e+00, 6.594553638055131e-01, 3.735910217709968e-01
3435, 8.171597224513745e-02, 1.948197212316377e-01, 3.452377512744949e-02, 1.088645126920033e+00, 8.707420327453843e-01, 1.176976060036855e-01, 2.455144903559113e-01, 3.256420888482519e+00, 1.149658695772692e+00, 1.041962363801344e+00, 6.892138256461002e-01, 2.722856051025078e-01
3436, 1.503347675413948e-02, 4.225682130732974e-02, 2.614497449296489e-02, 1.147826984867985e+00, 8.050619547053511e-01, 1.035605163324133e-01, 3.782924008716144e-01, 3.418100763831366e+00, 1.227505888658476e+00, 1.055155799367868e+00, 6.376184653373587e-01, 4.279799908740758e-01
3437, 2.360472899777568e-02, 2.775228430884911e-02, 1.486596183492338e-02, 1.090168419799439e+00, 7.075999286137635e-01, 1.416568098588695e-01, 6.223472828162596e-01, 3.270599529014246e+00, 1.141645286449771e+00, 1.033253838606660e+00, 7.219144799485709e-01, 2.562587864566651e-01
3438, -5.653145753161101e-02, 3.353256067718154e-02, 7.694415901280918e-02, 1.089782970266800e+00, 9.344520316334969e-01, 1.286571462211075e-02, 1.152680753894892e-01, 3.266718415245786e+00, 1.143966369453701e+00, 1.035720749116280e+00, 7.127482399378865e-01, 2.609009524645250e-01
3439, -8.833089977097804e-02, 5.121246017537596e-02, 1.172638829755057e-01, 1.060314655466876e+00, 9.545693866997790e-01, 7.248135586968583e-03, 9.574770310856084e-02, 3.189307617696526e+00, 1.102109890380485e+00, 1.025556454411191e+00, 7.500666418566220e-01, 1.771879943180941e-01
3440, -4.220531453023187e-02, 6.827885265634834e-02, 9.104342323225019e-02, 1.077885341655045e+00, 9.315162756461776e-01, 1.862226975758593e-02, 1.194763297433292e-01, 3.233035025406645e+00, 1.129496419803968e+00, 1.033907603903441e+00, 7.194924267230008e-01, 2.319610531650587e-01
3441, -2.016497917487556e-02, 5.134335584720436e-02, 6.452121487533070e-02, 1.099794246415235e+00, 9.174352951819910e-01, 3.641512177317081e-02, 1.550653776299853e-01, 3.292057169004057e+00, 1.159146310171882e+00, 1.039911187395711e+00, 6.970042407588091e-01, 2.912608339008869e-01
3442, -4.539520336646774e-02, 0.000000000000000e+00, 9.254609320092300e-02, 1.088133857282603e+00, 9.509971178159862e-01, 6.387595953079884e-04, 1.198531094285116e-01, 3.266342412967071e+00, 1.137667907800407e+00, 1.031579303642807e+00, 7.280953714941701e-01, 2.483040291579379e-01
3443, -2.523381447954876e-02, 0.000000000000000e+00, 6.629841475265152e-02, 1.110455650953881e+00, 9.293039512472382e-01, 2.056659161254321e-03, 1.518715108383383e-01, 3.324320823088526e+00, 1.170032618975698e+00, 1.039599800756383e+00, 6.981819626494230e-01, 3.130334515085199e-01
3444, -1.974783905614705e-02, 3.178684052315663e-02, 8.063246229903608e-02, 1.095802299359947e+00, 9.245513546016432e-01, 1.532862418520003e-02, 1.764856750050193e-01, 3.283419445125053e+00, 1.151627404259104e+00, 1.036929476173928e+00, 7.082298222252388e-01, 2.762230220753308e-01
3445, 9.691768688420971e-03, 1.921862778436826e-02, 3.160688352139178e-02, 1.157540090706759e+00, 8.538748152581750e-01, 5.367921774401110e-02, 3.555414980818423e-01, 3.452308528959637e+00, 1.232610031805542e+00, 1.050652487632058e+00, 6.555386481870497e-01, 4.381882771682069e-01
3446, 1.028434558599660e-03, 2.429540115694693e-02, 5.298235422121275e-02, 1.104661993877222e+00, 8.781660408315877e-01, 1.633394900332200e-02, 2.325553494386199e-01, 3.300261883728018e+00, 1.170642856858934e+00, 1.045597277580675e+00, 6.752646563070551e-01, 3.142539272749919e-01
3447, 1.270888841418371e-02, 1.091509592740517e-01, 5.451261341057492e-02, 1.092696599046937e+00, 9.095944147589335e-01, 6.372887716875228e-02, 1.725805746314671e-01, 3.271504910223348e+00, 1.150972220455631e+00, 1.039285066645596e+00, 6.993710452587480e-01, 2.749126544683863e-01
3448, 5.441959642612931e-04, 1.001416830124696e-01, 8.312100201563215e-02, 1.086407275451439e+00, 9.393530134813145e-01, 3.701631557616003e-02, 1.712049016142156e-01, 3.260793777072943e+00, 1.136228538944746e+00, 1.031911529093472e+00, 7.268716793893122e-01, 2.454252914466144e-01
3449, 5.829282323331261e-02, 1.442246443219959e-01, 4.539452487734394e-02, 1.111642900756791e+00, 9.108178946703284e-01, 1.006148524381483e-01, 2.474404866251116e-01, 3.329464367352538e+00, 1.169694237232139e+00, 1.038189155430852e+00, 7.035013624087305e-01, 3.123566880214015e-01
3450, 2.107038943207951e-02, 0.000000000000000e+00, 2.302492115362267e-02, 9.910469254015467e-01, 8.539334653672346e-01, -2.731323874184605e-02, 4.026575631645853e-01, 2.993641380872443e+00, 1.017428449421993e+00, 1.012929210505062e+00, 7.949488734762242e-01, 7.825112401108393e-03
3451, 1.681149220939915e-02, 0.000000000000000e+00, 4.147671486987292e-02, 1.066493708011513e+00, 9.419721500236263e-01, 3.154471296240370e-04, 3.541017936935190e-01, 3.218812864736559e+00, 1.097613156050411e+00, 1.015454440125245e+00, 7.860904578176450e-01, 1.681945256579463e-01
3452, 1.425980933909363e+00, 1.577613133827781e+00, 2.768424740696571e-02, 1.016237497655311e+00, 9.738105283870818e-01, -3.810323057004886e-02, 1.409117758471815e-01, 3.074177318161128e+00, 1.038846453224292e+00, 1.008615370801846e+00, 8.099577040928646e-01, 5.066112000570789e-02
3453, 1.412565879932618e+00, 1.547093084754279e+00, 3.273415993350150e-02, 1.020718104519573e+00, 9.654819175193352e-01, -6.308280002200294e-02, 1.614607349848343e-01, 3.085494958356138e+00, 1.045663198391196e+00, 1.010777212034635e+00, 8.024552403958092e-01, 6.429461033951568e-02
