"PointID","x","y","Density","Momentum_x","Momentum_y","Energy","Pressure","Temperature","Mach","Pressure_Coefficient","Laminar_Viscosity","Skin_Friction_Coefficient_x","Skin_Friction_Coefficient_y","Heat_Flux","Y_Plus"
10, 7.519999985000000e-03, -1.486756313872443e-02, 5.472319521910226e-04, 0.000000000000000e+00, 0.000000000000000e+00, 1.184319282385015e+02, 4.737277129540060e+01, 3.015696899781786e+02, 0.000000000000000e+00, 5.098354110335328e-01, 1.853334170077593e-05, 9.560050973682742e-02, -9.066852650075284e-02, -2.707201530806735e+00, 1.265442836164953e-01
11, 4.963405821814324e-03, -1.232486269969369e-02, 5.601057209001715e-04, 1.916352115014742e-03, -2.252890401230224e-03, 1.213631079471243e+02, 4.854211951120543e+01, 3.019110940261567e+02, 1.515981935607657e-02, 6.634714499188461e-01, 1.854945057996418e-05, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00
12, 2.864684269495307e-03, -9.725007932452134e-03, 5.724681721918812e-04, 3.158891195703610e-03, -4.803705776114399e-03, 1.241971947304434e+02, 4.966732993741746e+01, 3.022385191639963e+02, 2.881629321175156e-02, 8.113083991347709e-01, 1.856489153320839e-05, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00
13, -3.953599884047614e-05, -1.386887881135929e-03, 5.955119643105068e-04, 1.435019951613709e-05, 2.990539738856795e-05, 1.294517687295097e+02, 5.178070712228617e+01, 3.029059686166312e+02, 1.596447390972798e-04, 1.088976671908716e+00, 1.859634235021509e-05, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00
14, 3.469536392546100e-04, -4.230897637446906e-03, 5.930385488057682e-04, 7.417557969278342e-04, -2.411806596841915e-03, 1.288775131213558e+02, 5.154885799766437e+01, 3.028073896476687e+02, 1.219699524729485e-02, 1.058514932074099e+00, 1.859169935071235e-05, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00
15, 5.999999800000000e-05, 1.375329724321098e-03, 5.916103501569039e-04, 0.000000000000000e+00, 0.000000000000000e+00, 1.285564657802412e+02, 5.142258631209648e+01, 3.027948593918181e+02, 0.000000000000000e+00, 1.041924594540921e+00, 1.859110913171102e-05, 7.022295034371177e-03, 5.233063950727038e-02, -3.356880152747581e-01, 8.310789800250848e-02
16, -1.000898357543826e-04, -3.388131789017201e-21, 5.909519587335619e-04, -3.416191171440066e-05, 7.218413826979174e-04, 1.284532374443591e+02, 5.138111823849765e+01, 3.028877580955154e+02, 3.504981316878630e-03, 1.036476268300867e+00, 1.859548470313011e-05, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00
17, 5.600000150000000e-04, 4.173159738460802e-03, 5.844123259692284e-04, 0.000000000000000e+00, 0.000000000000000e+00, 1.268922666067192e+02, 5.075690664268769e+01, 3.025562470521172e+02, 0.000000000000000e+00, 9.544635746392824e-01, 1.857986737810995e-05, 2.496976496001532e-02, 9.225808382819357e-02, -1.290913320505475e+00, 1.113427262547240e-01
18, 1.227528832728281e-03, -7.068165224480112e-03, 5.834691464489315e-04, 3.156259766569944e-03, -6.572320135634219e-03, 1.267232540904326e+02, 5.067108049525996e+01, 3.025329030041173e+02, 3.583675561885171e-02, 9.431872164549866e-01, 1.857876733667257e-05, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00
19, 1.049000024800000e-02, -1.742916196961543e-02, 5.361525166262124e-04, 0.000000000000000e+00, 0.000000000000000e+00, 1.159089586016817e+02, 4.636358344067268e+01, 3.012444064807793e+02, 0.000000000000000e+00, 3.772422087726900e-01, 1.851798518507822e-05, 1.014020751782749e-01, -8.007074851039797e-02, -2.596599949031065e+00, 1.240991244263559e-01
20, 7.450855072779110e-03, -1.493996382794775e-02, 5.472664951980353e-04, 2.159730451426333e-03, -2.051926510328630e-03, 1.184434172421644e+02, 4.737412356364348e+01, 3.015592629925454e+02, 1.563673857585149e-02, 5.100130802115739e-01, 1.853284957185712e-05, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00
21, 4.871446113559958e-03, -1.240225328970967e-02, 5.601650809662459e-04, 4.120498775418764e-03, -4.834323286521711e-03, 1.213896751764040e+02, 4.854146389168046e+01, 3.018750236065515e+02, 3.255659306305491e-02, 6.633853106615480e-01, 1.854774904557235e-05, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00
22, 2.743278892153081e-03, -9.803021938479803e-03, 5.725261024099613e-04, 5.089060579452724e-03, -7.676902046066107e-03, 1.242317880063622e+02, 4.966308044449659e+01, 3.021820809560868e+02, 4.616415071738979e-02, 8.107500750608899e-01, 1.856223056120585e-05, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00
23, 1.394999958600000e-02, -1.994492353858276e-02, 5.259156584452514e-04, 0.000000000000000e+00, 0.000000000000000e+00, 1.135866656427129e+02, 4.543466625708513e+01, 3.009550159555271e+02, 0.000000000000000e+00, 2.551954526311377e-01, 1.850431636997613e-05, 1.020176084633842e-01, -6.862417724116354e-02, -2.348350446608404e+00, 1.199584421678971e-01
24, -1.589565565243510e-04, -1.400961039613563e-03, 5.953609734396879e-04, 1.041573068221447e-04, 6.473962896749356e-05, 1.294191992634652e+02, 5.176767465300113e+01, 3.029065328294135e+02, 5.903911954861195e-04, 1.087264387295130e+00, 1.859636892211413e-05, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00
25, 2.075441088820978e-04, -4.268833518886849e-03, 5.928628555622914e-04, 1.270901049812385e-03, -3.802981586250885e-03, 1.288437878478894e+02, 5.153209133556513e+01, 3.027986061505831e+02, 1.938804761033053e-02, 1.056312026630332e+00, 1.859128561844009e-05, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00
26, -3.953599884047587e-05, 1.386887881135929e-03, 5.913128627316898e-04, 1.897854155526924e-04, 1.278180334741913e-03, 1.284926913271858e+02, 5.139651176606797e+01, 3.027935807843782e+02, 6.264522518609847e-03, 1.038498763027768e+00, 1.859104890414558e-05, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00
27, -2.201977273868688e-04, -2.134523027080837e-19, 5.908137070286559e-04, 2.237729858596940e-05, 1.526172889016411e-03, 1.284240388628878e+02, 5.136882690250754e+01, 3.028861610564989e+02, 7.404765163323659e-03, 1.034861358260723e+00, 1.859540948739591e-05, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00
28, 1.560000004000000e-03, 6.917517506923035e-03, 5.695298117693625e-04, 0.000000000000000e+00, 0.000000000000000e+00, 1.235100180658731e+02, 4.940400722634924e+01, 3.021871967377601e+02, 0.000000000000000e+00, 7.767114692123881e-01, 1.856247177218898e-05, 5.472367322052298e-02, 1.193900394079326e-01, -2.664398827872064e+00, 1.288958061977841e-01
29, 4.631538453985954e-04, 4.199378725399934e-03, 5.841846049540053e-04, 6.205191257458442e-04, 2.244781720889911e-03, 1.268451850422194e+02, 5.073621703917426e+01, 3.025508100216431e+02, 1.143313387566172e-02, 9.517452494330285e-01, 1.857961117265416e-05, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00
30, 1.069569216512470e-03, -7.139402052737624e-03, 5.834500430493537e-04, 4.548398467220894e-03, -9.211627314411020e-03, 1.267411692433209e+02, 5.066028910495233e+01, 3.024783762124317e+02, 5.050251253799264e-02, 9.417693783478067e-01, 1.857619770963371e-05, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00
31, 1.042775421340858e-02, -1.750753147585926e-02, 5.362267698744332e-04, 2.245263877444594e-03, -1.771166207889113e-03, 1.159287861853899e+02, 4.636846418272150e+01, 3.012344000017916e+02, 1.532781663022189e-02, 3.778834701737574e-01, 1.851751265475308e-05, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00
32, 7.367838204917519e-03, -1.502680372111217e-02, 5.473460778955536e-04, 4.654456035206189e-03, -4.424320759886463e-03, 1.184750001948816e+02, 4.737493152193829e+01, 3.015205593577199e+02, 3.370408218693820e-02, 5.101192346575473e-01, 1.853102277982076e-05, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00
33, 4.761002420237098e-03, -1.249501309671093e-02, 5.602909374714629e-04, 6.639023806123639e-03, -7.771123906386025e-03, 1.214447002632335e+02, 4.854058983451437e+01, 3.018017798455882e+02, 5.238008853533759e-02, 6.632704717462079e-01, 1.854429364408344e-05, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00
34, 2.597445477624641e-03, -9.896411651270870e-03, 5.726536110631047e-04, 7.268157582215076e-03, -1.085635327015252e-02, 1.242959026033621e+02, 4.965874855740382e+01, 3.020884441350036e+02, 6.547744254763836e-02, 8.101809255425197e-01, 1.855781519882854e-05, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00
35, 1.789999939500000e-02, -2.241364555514381e-02, 5.176368034031875e-04, 0.000000000000000e+00, 0.000000000000000e+00, 1.117049844605911e+02, 4.468199378423643e+01, 3.007029872511682e+02, 0.000000000000000e+00, 1.563047922243078e-01, 1.849240705259416e-05, 9.939560422552059e-02, -5.793172834385311e-02, -2.049865448463565e+00, 1.151767957504241e-01
36, 1.389396330309639e-02, -2.002781915589462e-02, 5.259823825794211e-04, 2.212846314159380e-03, -1.490644564428270e-03, 1.136044234917563e+02, 4.543906257219155e+01, 3.009459550307665e+02, 1.458600482908920e-02, 2.557730670914941e-01, 1.850388829093681e-05, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00
37, -1.859552955627400e+01, 7.362490177155000e+00, 5.258846837063990e-04, 8.943976574626442e-02, 1.571022783370037e-03, 1.163620060500448e+02, 4.350157257999465e+01, 2.881673548310044e+02, 4.998456105969373e-01, 1.213917166943737e-03, 1.789381359949898e-05, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00
38, -3.022200941247911e-04, -1.418217286724273e-03, 5.951447086416987e-04, 2.806121172221042e-04, 9.934556549635424e-05, 1.293726951633875e+02, 5.174904828681528e+01, 3.029075761094531e+02, 1.433578566608562e-03, 1.084817142684035e+00, 1.859641805587509e-05, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00
39, 4.030753605793107e-05, -4.314558667755668e-03, 5.926700407445334e-04, 1.940761405714000e-03, -5.293354363050689e-03, 1.288090795226366e+02, 5.151290538353567e+01, 3.027843445186462e+02, 2.727033496397664e-02, 1.053791260247651e+00, 1.859061383510468e-05, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00
40, -1.589565565243500e-04, 1.400961039613563e-03, 5.911957510630862e-04, 4.653162520953160e-04, 2.720689322412218e-03, 1.284700472760050e+02, 5.138544153409648e+01, 3.027883307773719e+02, 1.338412098773635e-02, 1.037044289016816e+00, 1.859080160634779e-05, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00
41, -3.643274581035613e-04, -1.626303258728257e-19, 5.906187746980238e-04, 1.611589880475254e-04, 2.408591370912976e-03, 1.283833760762805e+02, 5.135137714931589e+01, 3.028832049301118e+02, 1.171492265236877e-02, 1.032568704179024e+00, 1.859527026222361e-05, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00
42, 3.049999941000000e-03, 9.605565346412577e-03, 5.544436065499435e-04, 0.000000000000000e+00, 0.000000000000000e+00, 1.200674330861845e+02, 4.802697323447376e+01, 3.017575762346098e+02, 0.000000000000000e+00, 5.957884173252591e-01, 1.854220806420918e-05, 8.120918356764095e-02, 1.246795946416804e-01, -3.457884984899371e+00, 1.354314463274465e-01
43, 1.468691847646182e-03, 6.958970303337995e-03, 5.693679895074378e-04, 1.292005850263435e-03, 2.831441365641764e-03, 1.234791415179501e+02, 4.938825411898163e+01, 3.021766988348739e+02, 1.568582845246716e-02, 7.746417307175723e-01, 1.856197679006572e-05, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00
44, 3.469536392546101e-04, 4.230897637446908e-03, 5.840966665994811e-04, 1.368655045402628e-03, 4.766489032167081e-03, 1.268342711580300e+02, 5.072528772201165e+01, 3.025311767478628e+02, 2.434915447033444e-02, 9.503092896616875e-01, 1.857868598866470e-05, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00
45, 8.799041226506915e-04, -7.224636342423547e-03, 5.834741075120810e-04, 6.131390189755470e-03, -1.200743349305157e-02, 1.267783967108392e+02, 5.064905175334806e+01, 3.023988086651241e+02, 6.628320578013963e-02, 9.402929471490363e-01, 1.857244760757901e-05, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00
46, 1.035302295426369e-02, -1.760154633537452e-02, 5.363102433822441e-04, 4.849991686887139e-03, -3.835814170096313e-03, 1.159604482778367e+02, 4.636992044131735e+01, 3.011969738184554e+02, 3.313945492653716e-02, 3.780748022331339e-01, 1.851574523135531e-05, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00
47, 7.268132660872490e-03, -1.513093033473315e-02, 5.475066374450484e-04, 7.521894792906151e-03, -7.152552260952559e-03, 1.185391962279767e+02, 4.737632265593579e+01, 3.014409880342411e+02, 5.446843251496179e-02, 5.103020102534280e-01, 1.852726669442231e-05, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00
48, 4.628307778320130e-03, -1.260613290681273e-02, 5.605157331359191e-04, 9.485609866973709e-03, -1.106864457410075e-02, 1.215400702585494e+02, 4.854020804175354e+01, 3.016783689453657e+02, 7.468996128046919e-02, 6.632203095048365e-01, 1.853847059582006e-05, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00
49, 2.422208010012191e-03, -1.000811234648931e-02, 5.728767850560327e-04, 9.693816415483602e-03, -1.430016899373616e-02, 1.243983908545821e+02, 4.965515770166020e+01, 3.019489246940312e+02, 8.657048033971666e-02, 8.097091372033396e-01, 1.855123504329372e-05, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00
50, 2.232000045500000e-02, -2.482329437156798e-02, 5.102970575410097e-04, 0.000000000000000e+00, 0.000000000000000e+00, 1.100401466370119e+02, 4.401605865480477e+01, 3.004819804259639e+02, 0.000000000000000e+00, 6.881020844026257e-02, 1.848195963598078e-05, 9.562214533799042e-02, -4.889288259269740e-02, -1.783248795365067e+00, 1.105404409190086e-01
51, 1.784947179195744e-02, -2.249999065278067e-02, 5.177071878414857e-04, 2.122871919664847e-03, -1.236584533611161e-03, 1.117230592042219e+02, 4.468689196729970e+01, 3.006950649751059e+02, 1.365112947375894e-02, 1.569483451313072e-01, 1.849203261603951e-05, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00
52, 1.382669091093843e-02, -2.012727442507554e-02, 5.260586406025544e-04, 4.793216758542462e-03, -3.238286511372227e-03, 1.136330589886051e+02, 4.544050203786595e+01, 3.009118618788478e+02, 3.162056078373438e-02, 2.559621927953155e-01, 1.850227752008480e-05, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00
53, 2.723000012300000e-02, -2.718419978786347e-02, 5.040957334054567e-04, 0.000000000000000e+00, 0.000000000000000e+00, 1.086320650412805e+02, 4.345282601651218e+01, 3.002861835227832e+02, 0.000000000000000e+00, -5.190701082346700e-03, 1.847270081448187e-05, 9.112057665354252e-02, -4.128613119420532e-02, -1.547751028238727e+00, 1.060804175926998e-01
54, 3.260000050100000e-02, -2.948109446637338e-02, 4.986340200170979e-04, 0.000000000000000e+00, 0.000000000000000e+00, 1.073944833490355e+02, 4.295779333961421e+01, 3.001168670412948e+02, 0.000000000000000e+00, -7.023108731584415e-02, 1.846469182610800e-05, 8.594690157168086e-02, -3.476144099697433e-02, -1.330326747374078e+00, 1.016053544129623e-01
55, 3.844000026600000e-02, -3.171811260404538e-02, 4.944039645032830e-04, 0.000000000000000e+00, 0.000000000000000e+00, 1.064337068762985e+02, 4.257348275051941e+01, 2.999767392798075e+02, 0.000000000000000e+00, -1.207241361888586e-01, 1.845806185565302e-05, 8.104968583092151e-02, -2.943686389147522e-02, -1.151708841499108e+00, 9.760444960218879e-02
56, 4.473999887700000e-02, -3.389028465845557e-02, 4.903209222960807e-04, 0.000000000000000e+00, 0.000000000000000e+00, 1.055165592019339e+02, 4.220662368077354e+01, 2.998682824767092e+02, 0.000000000000000e+00, -1.689242989317535e-01, 1.845292932226576e-05, 7.622907559962909e-02, -2.497314493011831e-02, -9.951441730746814e-01, 9.377290577976150e-02
57, 9.181000292300000e-02, -4.538527151431038e-02, 4.772548860439127e-04, 0.000000000000000e+00, 0.000000000000000e+00, 1.026261184460680e+02, 4.105044737842719e+01, 2.996386671147061e+02, 0.000000000000000e+00, -3.208297321848436e-01, 1.844206018500392e-05, 5.182572567595235e-02, -9.521487332346612e-03, -4.280755348019265e-01, 7.502115223456800e-02
58, 1.314399987460000e-01, -5.137133628795417e-02, 4.733902182878778e-04, 0.000000000000000e+00, 0.000000000000000e+00, 1.017943491630437e+02, 4.071773966521749e+01, 2.996365077941221e+02, 0.000000000000000e+00, -3.645428832148374e-01, 1.844195795156702e-05, 4.255164282992459e-02, -5.229339596092075e-03, -2.835318713610323e-01, 6.739423594382747e-02
59, -1.937166023254400e+01, 4.973800182343000e+00, 5.258849959055000e-04, 8.943808787212312e-02, 1.568120017471916e-03, 1.163619325033305e+02, 4.350166257798454e+01, 2.881677799294571e+02, 4.998352864617204e-01, 1.225741647015024e-03, 1.789383410942482e-05, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00
60, -1.984229087829600e+01, 2.506659984589000e+00, 5.258893350113791e-04, 8.943733669340853e-02, 1.565108979965306e-03, 1.163628611690383e+02, 4.350211384188254e+01, 2.881683915407880e+02, 4.998261405188816e-01, 1.285031426435431e-03, 1.789386361810009e-05, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00
61, -1.752613067627000e+01, 9.635069847106999e+00, 5.258799957357026e-04, 8.944158694035283e-02, 1.573757288325293e-03, 1.163611057744010e+02, 4.350105817220022e+01, 2.881665160856722e+02, 4.998612374456238e-01, 1.146331160619584e-03, 1.789377313211407e-05, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00
62, -1.534878772963477e+01, 5.459767625411875e+00, 5.258929178361107e-04, 8.943456978778680e-02, 1.574745544812486e-03, 1.163634839603823e+02, 4.350256040450898e+01, 2.881693864127455e+02, 4.998073593927420e-01, 1.343703524373137e-03, 1.789391161805154e-05, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00
63, -1.618033981323200e+01, 1.175570011138900e+01, 5.258761088113606e-04, 8.944364967314794e-02, 1.575685666980656e-03, 1.163604138554510e+02, 4.350061626580715e+01, 2.881657186526417e+02, 4.998773379039303e-01, 1.088270826775552e-03, 1.789373465789290e-05, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00
64, -1.457936954498300e+01, 1.369093990325900e+01, 5.258715775788830e-04, 8.944629444655688e-02, 1.576908870354005e-03, 1.163595763849231e+02, 4.350007364713961e+01, 2.881646071084302e+02, 4.998975062144961e-01, 1.016978305370050e-03, 1.789368102847914e-05, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00
65, -4.740737101325089e-04, -1.439483997652542e-03, 5.949054665902259e-04, 5.876765817424116e-04, 1.348850079984145e-04, 1.293215550169555e+02, 5.172849978308429e+01, 3.029090639461967e+02, 2.904917161544999e-03, 1.082117356020337e+00, 1.859648812609886e-05, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00
66, -1.602868123788399e-04, -4.369758226061274e-03, 5.924649537371222e-04, 2.785482631618350e-03, -6.844563196897920e-03, 1.287748773805324e+02, 5.149151713313119e+01, 3.027633958905002e+02, 3.575697746169707e-02, 1.050981142588584e+00, 1.858962703789319e-05, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00
67, -3.022200941247894e-04, 1.418217286724272e-03, 5.910332660470724e-04, 8.372851751567116e-04, 4.328702583067691e-03, 1.284402186215034e+02, 5.136950957434829e+01, 3.027776676349377e+02, 2.138508880384465e-02, 1.034951051814835e+00, 1.859029932026403e-05, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00
68, -5.372836022942584e-04, -1.626303258728257e-19, 5.903951656951129e-04, 4.265328118465969e-04, 3.356650394092067e-03, 1.283375546986083e+02, 5.133114344927554e+01, 3.028785317195856e+02, 1.642700930387429e-02, 1.029910278327616e+00, 1.859505016590328e-05, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00
69, 5.040000193000000e-03, 1.226032473458219e-02, 5.396134316668985e-04, 0.000000000000000e+00, 0.000000000000000e+00, 1.166878911531359e+02, 4.667515646125437e+01, 3.013237589053680e+02, 0.000000000000000e+00, 4.181785560973886e-01, 1.852173212916192e-05, 1.004293228113003e-01, 1.182234607862650e-01, -3.764752400535133e+00, 1.364936028967348e-01
70, 2.965785046205477e-03, 9.659887552088239e-03, 5.544308322538431e-04, 1.870228929582638e-03, 2.869804543064241e-03, 1.200699182774404e+02, 4.802373466961431e+01, 3.017441801947692e+02, 1.774184393518127e-02, 5.953629150925149e-01, 1.854157599342428e-05, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00
71, 1.359095134771569e-03, 7.008654539529288e-03, 5.693823331113318e-04, 2.785947075597564e-03, 6.023596977883744e-03, 1.234969463781956e+02, 4.938330732251026e+01, 3.021388208683763e+02, 3.344978280190117e-02, 7.739917906870832e-01, 1.856019075255893e-05, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00
72, 2.075441088820982e-04, 4.268833518886852e-03, 5.840038469609240e-04, 2.254870938593596e-03, 7.560508403780259e-03, 1.268301729714861e+02, 5.071075229809885e+01, 3.024925554117826e+02, 3.874653624745148e-02, 9.483995377817096e-01, 1.857686593966217e-05, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00
73, 1.422899961470000e-01, -5.263443049277360e-02, 4.720734594563168e-04, 0.000000000000000e+00, 0.000000000000000e+00, 1.015108622060065e+02, 4.060434488240258e+01, 2.996355017550273e+02, 0.000000000000000e+00, -3.794413754060210e-01, 1.844191032033552e-05, 3.893317514965445e-02, -4.287841420893355e-03, -2.380630041993300e-01, 6.432817361213532e-02
74, 1.534900069240000e-01, -5.379977779145956e-02, 4.728982957995795e-04, 0.000000000000000e+00, 0.000000000000000e+00, 1.016882696138427e+02, 4.067530784553706e+01, 2.996356233484650e+02, 0.000000000000000e+00, -3.701178322422409e-01, 1.844191607721849e-05, 3.597214580365920e-02, -3.530268487222502e-03, -2.001037004079668e-01, 6.184922228486972e-02
