"Time_Iter","Outer_Iter","Inner_Iter",    "rms[Rho]"    ,    "rms[RhoU]"   ,    "rms[RhoV]"   ,    "rms[RhoE]"   
          0,           0,           0,      -4.656261797,      -14.47632798,       -14.6399302,      0.8265838254
          0,           0,           1,      -4.807991898,      -1.183505119,      -2.438165378,       0.931417474
          0,           0,           2,      -4.823541249,       -1.21245014,      -2.454583926,      0.8639427691
          0,           0,           3,      -4.842003243,       -1.23930034,      -2.452735723,      0.8050823129
          0,           0,           4,      -4.863300769,      -1.264345477,      -2.439805915,      0.7514170343
          0,           0,           5,      -4.887099552,      -1.287859264,      -2.421794722,      0.7009934354
          0,           0,           6,      -4.912898031,      -1.310084901,       -2.40288117,      0.6528724076
          0,           0,           7,      -4.939945269,      -1.331233207,      -2.385551063,      0.6069073656
          0,           0,           8,      -4.967317937,      -1.351485418,      -2.371033379,      0.5635465633
          0,           0,           9,      -4.993971539,      -1.370996658,       -2.35976127,      0.5236304922
          0,           0,          10,      -5.018807212,      -1.389900991,      -2.351712063,      0.4881497231
          0,           0,          11,      -5.040915814,      -1.408308305,       -2.34659081,      0.4579030006
          0,           0,          12,      -5.059551348,      -1.426310314,      -2.343960672,      0.4334313391
          0,           0,          13,      -5.074229346,      -1.443981032,      -2.343339486,      0.4148847789
          0,           0,          14,      -5.084664542,      -1.461380594,      -2.344226883,      0.4021462746
          0,           0,          15,       -5.09070751,      -1.478553955,      -2.346139989,      0.3949212508
          0,           0,          16,      -5.092434923,      -1.495534324,      -2.348599457,      0.3926882037
          0,           0,          17,      -5.090205613,      -1.512345221,       -2.35116432,      0.3946873925
          0,           0,          18,      -5.084527343,      -1.529003659,      -2.353426042,      0.4000758678
          0,           0,          19,      -5.076080678,      -1.545516265,      -2.355060797,      0.4079374383
          0,           0,          20,       -5.06565573,      -1.561884031,      -2.355878213,      0.4173190655
          0,           0,          21,      -5.053990676,      -1.578103096,      -2.355827171,      0.4273860605
          0,           0,          22,      -5.041658446,      -1.594165496,       -2.35501642,      0.4375123857
          0,           0,          23,       -5.02892087,      -1.610060386,      -2.353627535,      0.4474425719
          0,           0,          24,      -5.015847868,       -1.62577822,      -2.351845051,      0.4571816107
          0,           0,          25,      -5.002405374,      -1.641309028,      -2.349863008,      0.4668761876
          0,           0,          26,      -4.988537637,      -1.656645324,      -2.347845321,      0.4767399573
          0,           0,          27,      -4.974220202,      -1.671780549,      -2.345910054,      0.4869819718
          0,           0,          28,      -4.959499851,      -1.686708297,      -2.344079596,      0.4977401535
          0,           0,          29,      -4.944405764,      -1.701422495,       -2.34231953,      0.5091662238
          0,           0,          30,      -4.929089385,      -1.715919211,      -2.340524548,      0.5212395811
          0,           0,          31,      -4.913733149,      -1.730196569,      -2.338554828,      0.5338529347
          0,           0,          32,      -4.898565997,      -1.744255929,      -2.336277809,      0.5467827724
          0,           0,          33,      -4.883768513,      -1.758097985,       -2.33357926,      0.5598103389
          0,           0,          34,       -4.86942107,      -1.771717688,      -2.330379305,       0.572816417
