"Density_0","Density_1","Density_2","Density_3","Density_4","Momentum:0","Momentum:1","Momentum:2","Energy","Energy_ve","MassFrac_0","MassFrac_1","MassFrac_2","MassFrac_3","MassFrac_4","Pressure","Temperature_tr","Temperature_ve","Mach","Pressure_Coefficient","Laminar_Viscosity","Skin_Friction_Coefficient:0","Skin_Friction_Coefficient:1","Skin_Friction_Coefficient:2","Thermal_Conductivity_tr","Thermal_Conductivity_ve","Heat_Flux","Y_Plus","Points:0","Points:1","Points:2"
1.147677656263e-03,1.084906671167e-05,1.561050157761e-05,1.510236025126e-08,3.473609103821e-04,9.244609832764e+00,7.592620931973e-08,0.000000000000e+00,3.455438671875e+04,4.552039718628e+01,7.543001174927e-01,7.130445446819e-03,1.025985274464e-02,9.925882295647e-06,2.282996326685e-01,4.760059814453e+02,9.010115356445e+02,9.010002441406e+02,8.979943275452e+00,2.132371861308e-07,3.909077349817e-05,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,6.130441650748e-02,2.939675236121e-03,0.000000000000e+00,0.000000000000e+00,-5.999999865890e-02,0.000000000000e+00,0.000000000000e+00
1.147677423432e-03,1.084873838408e-05,1.561060889799e-05,1.515666347984e-08,3.473611432128e-04,9.244609832764e+00,8.637607962214e-09,0.000000000000e+00,3.455439062500e+04,4.552037811279e+01,7.543000578880e-01,7.130230311304e-03,1.025992352515e-02,9.961572686734e-06,2.282998114824e-01,4.760031127930e+02,9.010059814453e+02,9.010001220703e+02,8.979970932007e+00,1.103633522348e-07,3.909060978913e-05,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,6.130416318774e-02,2.939661033452e-03,0.000000000000e+00,0.000000000000e+00,-5.989104509354e-02,5.077295936644e-03,0.000000000000e+00
1.147678005509e-03,1.084988161892e-05,1.561023782415e-05,1.496826484981e-08,3.473602700979e-04,9.244609832764e+00,2.518022768072e-07,0.000000000000e+00,3.455438671875e+04,4.552044296265e+01,7.543002963066e-01,7.130980025977e-03,1.025967858732e-02,9.837748621067e-06,2.282991856337e-01,4.760131530762e+02,9.010253906250e+02,9.010004882812e+02,8.979875564575e+00,4.685757346579e-07,3.909118458978e-05,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,6.130504608154e-02,2.939710859209e-03,0.000000000000e+00,0.000000000000e+00,-5.833736062050e-02,0.000000000000e+00,0.000000000000e+00
1.147678238340e-03,1.085044823412e-05,1.561005592521e-05,1.487561540614e-08,3.473598335404e-04,9.244609832764e+00,3.305956113309e-07,0.000000000000e+00,3.455438281250e+04,4.552047348022e+01,7.543004155159e-01,7.131351623684e-03,1.025955751538e-02,9.776854312804e-06,2.282988876104e-01,4.760181274414e+02,9.010349731445e+02,9.010006713867e+02,8.979828834534e+00,6.458135430876e-07,3.909147199010e-05,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,6.130548194051e-02,2.939735539258e-03,0.000000000000e+00,0.000000000000e+00,-5.711819976568e-02,0.000000000000e+00,0.000000000000e+00
1.147677539848e-03,1.084889572667e-05,1.561055796628e-05,1.513065761571e-08,3.473610267974e-04,9.244609832764e+00,8.623933922536e-08,0.000000000000e+00,3.455439062500e+04,4.552038574219e+01,7.543001174927e-01,7.130333222449e-03,1.025988999754e-02,9.944479643309e-06,2.282997220755e-01,4.760044860840e+02,9.010086669922e+02,9.010001831055e+02,8.979957580566e+00,1.596121279590e-07,3.909068618668e-05,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,6.130428612232e-02,2.939667785540e-03,0.000000000000e+00,0.000000000000e+00,-5.955864861608e-02,1.014483999461e-02,0.000000000000e+00
1.147677423432e-03,1.084870837076e-05,1.561061799293e-05,1.516175096583e-08,3.473611723166e-04,9.244609832764e+00,3.380239377293e-08,0.000000000000e+00,3.455439062500e+04,4.552037811279e+01,7.543000578880e-01,7.130209822208e-03,1.025993097574e-02,9.964916898753e-06,2.282998263836e-01,4.760028381348e+02,9.010054321289e+02,9.010001220703e+02,8.979972839355e+00,1.007259200492e-07,3.909059159923e-05,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,6.130414083600e-02,2.939659636468e-03,0.000000000000e+00,0.000000000000e+00,-5.899550020695e-02,1.519192568958e-02,0.000000000000e+00
1.147677889094e-03,1.084958967112e-05,1.561033241160e-05,1.501622470812e-08,3.473605029285e-04,9.244609832764e+00,1.537474076940e-07,0.000000000000e+00,3.455438671875e+04,4.552042770386e+01,7.543002367020e-01,7.130788173527e-03,1.025974098593e-02,9.869269888441e-06,2.282993495464e-01,4.760105895996e+02,9.010204467773e+02,9.010003662109e+02,8.979900360107e+00,3.771598358071e-07,3.909103907063e-05,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,6.130481883883e-02,2.939698053524e-03,0.000000000000e+00,0.000000000000e+00,-5.805607512593e-02,9.779244661331e-03,0.000000000000e+00
1.147677539848e-03,1.084893392544e-05,1.561054523336e-05,1.512432312722e-08,3.473609976936e-04,9.244609832764e+00,1.523200410247e-07,0.000000000000e+00,3.455439062500e+04,4.552038955688e+01,7.543001174927e-01,7.130358368158e-03,1.025988161564e-02,9.940317795554e-06,2.282997071743e-01,4.760048217773e+02,9.010092773438e+02,9.010001831055e+02,8.979954719543e+00,1.717212114727e-07,3.909070801456e-05,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,6.130431592464e-02,2.939669415355e-03,0.000000000000e+00,0.000000000000e+00,-5.819588899612e-02,2.020695805550e-02,0.000000000000e+00
1.147677539848e-03,1.084895211534e-05,1.561053977639e-05,1.512129799153e-08,3.473609976936e-04,9.244609832764e+00,2.040490585387e-07,0.000000000000e+00,3.455439062500e+04,4.552038955688e+01,7.543001174927e-01,7.130370009691e-03,1.025987789035e-02,9.938327821146e-06,2.282996922731e-01,4.760049743652e+02,9.010095825195e+02,9.010001831055e+02,8.979952812195e+00,1.774994160542e-07,3.909071529051e-05,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,6.130432710052e-02,2.939670346677e-03,0.000000000000e+00,0.000000000000e+00,-5.715603008866e-02,2.517771720886e-02,0.000000000000e+00
1.147677539848e-03,1.084881205315e-05,1.561058525112e-05,1.514447589557e-08,3.473610850051e-04,9.244609832764e+00,1.037474959276e-07,0.000000000000e+00,3.455439062500e+04,4.552038192749e+01,7.543001174927e-01,7.130278274417e-03,1.025990769267e-02,9.953562766896e-06,2.282997667789e-01,4.760037536621e+02,9.010072021484e+02,9.010001220703e+02,8.979964256287e+00,1.334284434051e-07,3.909064616892e-05,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,6.130421906710e-02,2.939664060250e-03,0.000000000000e+00,0.000000000000e+00,-5.587431415915e-02,3.009165637195e-02,0.000000000000e+00
