"PointID","x","y","Density","Momentum_x","Momentum_y","Energy","Pressure","Temperature","Mach","Pressure_Coefficient"
0, 1.771106591358750e+01, 7.002667090322094e-01, 9.971177041184067e-01, 9.356770290930965e-01, 1.837065672434888e-02, 2.937393829316926e+00, 9.992853958929524e-01, 1.002173957764056e+00, 7.923693259465857e-01, -1.595098453231252e-03
1, 1.661260616756069e+01, 6.209446781903873e-01, 9.965678692446627e-01, 9.321810845727198e-01, 1.826629517360610e-02, 2.934976500607877e+00, 9.995327918385080e-01, 1.002975133641518e+00, 7.895282375652759e-01, -1.042875360473301e-03
2, 1.891512918931563e+01, 8.259616138328945e-01, 9.976997093631526e-01, 9.417790191913729e-01, 1.835269881136262e-02, 2.940605526745761e+00, 9.983761585754479e-01, 1.000678008829658e+00, 7.976647795668469e-01, -3.624646036946597e-03
3, 1.863128352110469e+01, 7.650995530035153e-01, 9.972479162946442e-01, 9.385449324971835e-01, 1.837971084219229e-02, 2.938515732412665e+00, 9.986790439654446e-01, 1.001435077123167e+00, 7.949865378674099e-01, -2.948562577132587e-03
4, 1.749091083100189e+01, 6.513121482964415e-01, 9.965404207192718e-01, 9.327467872716628e-01, 1.830434105369502e-02, 2.935053768654844e+00, 9.993468831373514e-01, 1.002816205303598e+00, 7.900921777719492e-01, -1.457850139840565e-03
5, 1.828382539298179e+01, 7.022929106420254e-01, 9.967390096252873e-01, 9.349478391523931e-01, 1.835163818522184e-02, 2.936177861400907e+00, 9.990061058460544e-01, 1.002274513387029e+00, 7.920128198182446e-01, -2.218513736485656e-03
6, 1.923434352457818e+01, 8.281401684783277e-01, 9.971657054721367e-01, 9.416096128167936e-01, 1.822954380478943e-02, 2.939118851245469e+00, 9.977511338430136e-01, 1.000587092363550e+00, 7.979826653696084e-01, -5.019790528987467e-03
7, 1.949173917496467e+01, 8.324832764388719e-01, 9.964518671282341e-01, 9.416662070353021e-01, 1.782097340280320e-02, 2.937189894959023e+00, 9.968336737894400e-01, 1.000383166185745e+00, 7.986770641852947e-01, -7.067692434285741e-03
8, 1.959113295978594e+01, 8.900917866417993e-01, 9.967926433354417e-01, 9.443730387251106e-01, 1.718255747666607e-02, 2.938855183957661e+00, 9.965408174006156e-01, 9.997473637706800e-01, 8.009427560407539e-01, -7.721389730768709e-03
9, 1.684447238283777e+01, 6.642862687543534e-01, 9.970222270045215e-01, 9.344458088951973e-01, 1.832183674853727e-02, 2.936806862498007e+00, 9.994960277196734e-01, 1.002481189133149e+00, 7.912807683382355e-01, -1.124938125729050e-03
