"Time_Iter","Outer_Iter","Inner_Iter",    "rms[Rho]"    ,    "rms[RhoU]"   ,    "rms[RhoV]"   ,    "rms[RhoE]"   ,       "CD"       ,       "CL"       ,       "CSF"      ,       "CMx"      ,       "CMy"      ,       "CMz"      ,       "CFx"      ,       "CFy"      ,       "CFz"      ,      "CEff"      
          0,           0,           0,      -3.585390992,      -3.665337939,       -3.50507371,      -2.989013848,      0.2040937549,      0.1221572177,                 0,                 0,                 0,     0.03534593814,      0.2013803405,      0.1265804294,                 0,      0.5985348146
          0,           0,           1,      -3.771536331,      -3.727490244,      -3.648057256,      -3.150398802,      0.1026980374,      0.1001029089,                 0,                 0,                 0,     0.02006263059,      0.1004898646,       0.102319433,                 0,      0.9747304964
          0,           0,           2,      -3.812402894,      -3.800247364,      -3.746503925,       -3.22329426,     0.06804262107,      0.1061688245,                 0,                 0,                 0,     0.01722423851,     0.06571036807,      0.1076279012,                 0,        1.56032826
          0,           0,           3,      -3.751298014,      -3.751513269,      -3.727507938,      -3.154233531,     0.06948529981,      0.1197877464,                 0,                 0,                 0,     0.01952995986,     0.06685560827,       0.121275054,                 0,       1.723929331
          0,           0,           4,      -3.687425109,      -3.660478678,      -3.684575504,      -3.090640787,     0.06528766089,      0.1306671289,                 0,                 0,                 0,     0.02138999935,      0.0624216358,      0.1320602765,                 0,       2.001406194
          0,           0,           5,       -3.67302259,      -3.715783233,      -3.681495803,      -3.090433355,     0.05454732081,      0.1423421085,                 0,                 0,                 0,     0.02179966865,      0.0514291633,      0.1434981784,                 0,       2.609516038
          0,           0,           6,      -3.659956962,      -3.742414032,      -3.709676099,      -3.083634647,     0.04612456153,      0.1540696881,                 0,                 0,                 0,     0.02072739397,      0.0427525726,      0.1550392257,                 0,       3.340295994
          0,           0,           7,      -3.650855022,      -3.705605614,      -3.713993003,      -3.070458667,     0.04175806209,      0.1627473973,                 0,                 0,                 0,     0.01982663846,     0.03819780904,      0.1636196151,                 0,        3.89738865
          0,           0,           8,      -3.655034983,      -3.701046283,      -3.707716858,      -3.072693341,     0.03836726688,      0.1693557966,                 0,                 0,                 0,     0.02024161323,     0.03466365928,       0.170152472,                 0,       4.414069866
          0,           0,           9,      -3.660801727,      -3.725356098,      -3.723540072,      -3.083345348,     0.03463913033,      0.1774532224,                 0,                 0,                 0,     0.02194286592,     0.03075976551,       0.178166642,                 0,       5.122912173
          0,           0,          10,      -3.666587888,      -3.750588651,      -3.753869566,      -3.095508045,     0.03128207236,      0.1880984039,                 0,                 0,                 0,     0.02449124144,     0.02717128302,      0.1887360564,                 0,       6.012977713
          0,           0,          11,      -3.672642343,      -3.769172741,      -3.777960546,      -3.103731657,     0.02878731023,      0.1997699049,                 0,                 0,                 0,     0.02740331465,     0.02442250213,      0.2003503569,                 0,       6.939512696
          0,           0,          12,      -3.683052471,      -3.785757679,       -3.78992812,      -3.111809053,     0.02688129939,      0.2113513864,                 0,                 0,                 0,      0.0303556506,     0.02226429617,       0.211887503,                 0,       7.862394723
          0,           0,          13,      -3.700231814,      -3.808897609,      -3.799690395,      -3.125813835,     0.02514105977,      0.2228743664,                 0,                 0,                 0,     0.03323886096,      0.0202730982,      0.2233697776,                 0,       8.864955114
          0,           0,          14,      -3.720250839,      -3.835503086,      -3.818799116,      -3.145026423,     0.02338836705,      0.2345226551,                 0,                 0,                 0,     0.03599467826,      0.0182667165,      0.2349770596,                 0,       10.02732061
          0,           0,          15,      -3.739518482,      -3.854297285,      -3.847046637,      -3.166193923,     0.02166130983,      0.2461724428,                 0,                 0,                 0,     0.03848809527,     0.01628593149,      0.2465863994,                 0,       11.36461482
          0,           0,          16,      -3.757523926,      -3.860437553,      -3.876338726,      -3.186386572,      0.0200753915,      0.2575804909,                 0,                 0,                 0,      0.0405450867,      0.0144515253,      0.2579571361,                 0,       12.83065842
          0,           0,          17,      -3.775536751,      -3.860431754,      -3.900481659,      -3.204620739,     0.01872791572,      0.2684699238,                 0,                 0,                 0,     0.04201754552,     0.01286681846,      0.2688145825,                 0,       14.33528043
          0,           0,          18,      -3.795341444,      -3.864772278,      -3.920038085,      -3.222819774,     0.01766595893,       0.278537033,                 0,                 0,                 0,     0.04283878551,     0.01158550155,      0.2788561296,                 0,       15.76687878
          0,           0,          19,      -3.818108497,      -3.880577857,      -3.939915354,      -3.243983395,     0.01690639775,      0.2875646248,                 0,                 0,                 0,     0.04304167039,     0.01062918525,      0.2878650033,                 0,       17.00921918
          0,           0,          20,      -3.843346844,      -3.909669893,      -3.965166815,      -3.269376379,     0.01645513717,       0.295452533,                 0,                 0,                 0,     0.04269960375,     0.01000595825,      0.2957411902,                 0,       17.95503312
          0,           0,          21,      -3.869895459,      -3.949551807,      -3.998118113,      -3.298452974,     0.01631069465,      0.3021906498,                 0,                 0,                 0,     0.04189804322,    0.009714558859,      0.3024745525,                 0,       18.52714776
