"PointID","x","y","Density","Momentum_x","Momentum_y","Energy","Pressure","Temperature","Mach","Pressure_Coefficient"
0, 9.997500181200000e-01, -3.632896519016437e-05, 1.203778844034137e+00, 7.417559458610050e-01, 9.900213668360633e-02, 3.461164159355286e+00, 1.291424768553863e+00, 1.072808992244792e+00, 5.072515335328333e-01, 6.505017155220156e-01
1, 9.990000128750000e-01, -1.452537504052920e-04, 1.165288348502139e+00, 7.677742877725789e-01, 1.100068742208682e-01, 3.359911437530235e+00, 1.240714787933418e+00, 1.064727704115666e+00, 5.451670353088853e-01, 5.373097944942371e-01
2, 9.977599978450000e-01, -3.251111630156300e-04, 1.149664862729955e+00, 7.939666902968018e-01, 1.143726119242408e-01, 3.322059452596332e+00, 1.216884341899498e+00, 1.058468760200191e+00, 5.731758664644426e-01, 4.841168345970942e-01
3, 9.960200190539999e-01, -5.769983605901485e-04, 1.136597621336659e+00, 8.119808246985049e-01, 1.169454785774555e-01, 3.289839474763244e+00, 1.197514091319244e+00, 1.053595457916713e+00, 5.942871107470423e-01, 4.408796681233125e-01
4, 9.937800168990000e-01, -9.004365425509819e-04, 1.125758253139038e+00, 8.256564347391655e-01, 1.188189432533356e-01, 3.262984482970650e+00, 1.181574625829406e+00, 1.049581135678757e+00, 6.112703257294253e-01, 4.053005040834951e-01
5, 9.910500049590000e-01, -1.293363843462116e-03, 1.116585661672445e+00, 8.371311300540226e-01, 1.201358762172597e-01, 3.240324134321648e+00, 1.168021048681960e+00, 1.046064882234359e+00, 6.258709597437038e-01, 3.750469836650889e-01
6, 9.878399968150000e-01, -1.753609743384430e-03, 1.108254757677649e+00, 8.466023722228726e-01, 1.210269011466062e-01, 3.219601820728401e+00, 1.155852467940976e+00, 1.042948347330418e+00, 6.386125284676656e-01, 3.478849730825365e-01
7, 9.841300249100000e-01, -2.283176811071472e-03, 1.100667773136820e+00, 8.549717878453582e-01, 1.216653652683978e-01, 3.200724562343224e+00, 1.144775869260734e+00, 1.040073941656535e+00, 6.502086794216595e-01, 3.231604224569950e-01
8, 9.799500107769999e-01, -2.876826092032643e-03, 1.093603204883034e+00, 8.623849278721916e-01, 1.220819730261261e-01, 3.183103789995141e+00, 1.134505314682660e+00, 1.037401234393786e+00, 6.608647940392894e-01, 3.002350774166510e-01
9, 9.752799868580000e-01, -3.536324145770189e-03, 1.086979960265017e+00, 8.691002451522372e-01, 1.223134934193412e-01, 3.166565374746207e+00, 1.124894773984557e+00, 1.034880876470157e+00, 6.708076957892020e-01, 2.787829776441014e-01
10, 9.701499938960000e-01, -4.256268552403566e-03, 1.080705095885908e+00, 8.752248697619643e-01, 1.223797833563090e-01, 3.150872165460251e+00, 1.115814453050060e+00, 1.032487454068467e+00, 6.801592751269718e-01, 2.585144041295973e-01
