"Time_Iter","Outer_Iter","Inner_Iter",    "rms[Rho]"    ,    "rms[RhoU]"   ,    "rms[RhoV]"   ,    "rms[RhoE]"   ,     "rms[nu]"    
          0,           0,         456,      -1.607970561,       1.464293987,       1.623358153,       5.522078531,      -1.828224789
          0,           0,         457,       -1.60720285,       1.464537277,       1.623966841,       5.523820575,      -1.827541521
          0,           0,         458,      -1.606994575,       1.464196208,         1.6236788,       5.524811252,      -1.827166819
          0,           0,         459,      -1.607272035,       1.463238883,       1.622598589,       5.525112123,      -1.827154285
          0,           0,         460,      -1.608045038,       1.461726164,       1.620871476,       5.524647483,      -1.827550136
          0,           0,         461,      -1.609197911,       1.460618264,       1.618723527,       5.523523626,      -1.828339088
          0,           0,         462,      -1.610704843,       1.459612085,       1.616190235,       5.521747275,      -1.829500232
          0,           0,         463,      -1.612523697,       1.458506082,       1.613337837,       5.519352106,      -1.830970541
          0,           0,         464,      -1.614559169,       1.457230941,       1.610298597,       5.516449414,      -1.832677822
          0,           0,         465,      -1.616699775,       1.455749314,       1.607213339,       5.513188821,      -1.834526967
          0,           0,         466,      -1.618812607,       1.454095816,       1.604321165,       5.509759012,      -1.836420517
          0,           0,         467,      -1.620763903,       1.452585735,       1.601821245,       5.506360529,      -1.838072314
          0,           0,         468,      -1.622278735,       1.451047695,       1.599934044,       5.503357251,      -1.839378444
          0,           0,         469,      -1.623238938,       1.449247489,       1.598956781,       5.501011399,      -1.840404072
          0,           0,         470,      -1.623522929,       1.448025143,       1.599166461,       5.499602039,      -1.841060841
          0,           0,         471,      -1.623350228,       1.446547131,        1.60002201,       5.498990854,      -1.841305216
          0,           0,         472,      -1.622915351,       1.444944178,       1.601322474,       5.498976661,      -1.841169526
          0,           0,         473,       -1.62212583,       1.444380611,       1.603507343,       5.499627139,      -1.840654016
          0,           0,         474,       -1.62102819,       1.444868518,       1.606156448,       5.500926417,      -1.839823653
          0,           0,         475,      -1.619681545,       1.446192671,        1.60902943,       5.502755309,      -1.838701637
          0,           0,         476,      -1.618170886,       1.448378852,         1.6120021,       5.504944272,      -1.837304095
          0,           0,         477,      -1.616505235,       1.450821137,        1.61491272,       5.507462473,      -1.835604901
          0,           0,         478,      -1.614661484,       1.453329764,       1.617862309,       5.510269322,       -1.83367676
          0,           0,         479,      -1.612509938,       1.455686265,       1.620741179,       5.513567234,      -1.831861599
          0,           0,         480,      -1.610623372,       1.457880079,       1.623048772,       5.516625325,      -1.830286699
          0,           0,         481,       -1.60909048,       1.460479114,       1.624802471,       5.519262256,      -1.829047222
          0,           0,         482,      -1.608045246,       1.463000642,       1.625868788,       5.521245974,      -1.828168812
          0,           0,         483,      -1.607474175,       1.464933507,       1.626281505,       5.522581323,      -1.827662981
          0,           0,         484,      -1.607454458,       1.466180791,        1.62585563,        5.52313807,      -1.827485588
          0,           0,         485,      -1.607917913,       1.466730662,       1.624653697,       5.522975574,      -1.827716113
          0,           0,         486,      -1.608824398,        1.46647485,       1.622938827,       5.522087216,      -1.828302209
          0,           0,         487,      -1.610168563,       1.465505584,       1.620669783,       5.520467115,      -1.829255253
          0,           0,         488,      -1.611787087,        1.46480189,        1.61819003,       5.518283274,      -1.830518202
          0,           0,         489,      -1.613590365,       1.464204161,       1.615586579,       5.515647995,      -1.832037158
          0,           0,         490,      -1.615517413,       1.463399624,       1.612886775,       5.512653925,      -1.833741313
          0,           0,         491,      -1.617499393,       1.462321422,       1.610178066,       5.509407923,      -1.835503537
          0,           0,         492,      -1.619425234,       1.461208969,       1.607630186,       5.506073496,      -1.837181346
          0,           0,         493,      -1.621079718,       1.459964558,       1.605678611,       5.502889816,      -1.838582111
          0,           0,         494,      -1.622161277,       1.458323263,       1.604613826,       5.500404113,      -1.839632425
          0,           0,         495,      -1.622693292,       1.456202299,       1.604320617,        5.49873482,      -1.840323076
          0,           0,         496,      -1.622677592,       1.453835579,       1.604857072,       5.497954958,      -1.840684508
          0,           0,         497,      -1.622222411,       1.452014959,       1.606096983,       5.497983486,      -1.840740831
          0,           0,         498,      -1.621582984,        1.45008421,       1.607630355,       5.498507296,      -1.840543987
          0,           0,         499,      -1.620785571,       1.448104961,       1.609481409,       5.499468059,      -1.840024709
          0,           0,         500,      -1.619888012,       1.446221305,       1.611485055,       5.500786471,      -1.839214337
          0,           0,         501,      -1.618863871,       1.445288986,       1.613617656,       5.502439573,      -1.838182168
          0,           0,         502,      -1.617680477,       1.445347134,        1.61586722,       5.504405394,      -1.836937242
          0,           0,         503,      -1.616324798,       1.445985051,       1.618085975,       5.506677255,       -1.83535986
          0,           0,         504,      -1.614708935,       1.447580536,       1.620445576,       5.509312421,      -1.833600068
          0,           0,         505,      -1.612773939,       1.449693647,        1.62283853,       5.512410073,      -1.831975068
          0,           0,         506,      -1.611094323,       1.452547621,       1.624808363,         5.5152137,      -1.830583863
          0,           0,         507,      -1.609763341,       1.455784527,       1.626248344,       5.517553412,      -1.829526556
          0,           0,         508,      -1.608956572,       1.458604636,        1.62694462,       5.519156789,      -1.828785274
          0,           0,         509,      -1.608592556,       1.461659738,       1.627074849,       5.520099609,      -1.828399968
          0,           0,         510,       -1.60865128,       1.464393211,       1.626717269,       5.520381248,      -1.828342013
          0,           0,         511,      -1.609135414,       1.466628354,       1.625747738,       5.519979448,      -1.828657717
          0,           0,         512,      -1.610009185,       1.468079633,       1.624319758,       5.518901247,      -1.829355274
          0,           0,         513,      -1.611236871,       1.468698316,       1.622516391,       5.517188934,      -1.830317094
          0,           0,         514,      -1.612759824,       1.468533543,        1.62036403,       5.514918428,       -1.83155054
          0,           0,         515,      -1.614445471,       1.468226944,       1.618074271,       5.512252791,      -1.832995337
          0,           0,         516,      -1.616180401,       1.468084922,       1.615826508,       5.509347662,      -1.834539871
          0,           0,         517,      -1.617932403,         1.4677011,       1.613615055,       5.506280633,       -1.83604352
          0,           0,         518,      -1.619471633,        1.46762025,       1.611891621,       5.503308886,      -1.837439414
          0,           0,         519,      -1.620645896,       1.466944911,       1.610846795,       5.500695996,      -1.838619321
          0,           0,         520,      -1.621478696,       1.465578125,        1.61018923,       5.498607785,      -1.839446693
          0,           0,         521,      -1.621754099,       1.463550552,       1.610180792,       5.497386003,      -1.839881797
          0,           0,         522,      -1.621611496,       1.460848112,       1.610689271,       5.496967091,      -1.840015566
          0,           0,         523,      -1.621128289,       1.458180371,       1.611803813,       5.497251184,      -1.839889115
          0,           0,         524,      -1.620371042,       1.456026699,       1.613420015,       5.498120627,      -1.839535555
          0,           0,         525,       -1.61951447,       1.453879813,       1.615238954,       5.499350982,      -1.839043079
          0,           0,         526,      -1.618667627,       1.451803172,       1.617002152,       5.500772503,      -1.838354661
          0,           0,         527,      -1.617774501,       1.449882599,       1.618647522,       5.502400762,      -1.837525691
          0,           0,         528,      -1.616874937,       1.447866544,       1.620143064,       5.504139658,      -1.836532767
          0,           0,         529,      -1.615979002,       1.445968246,       1.621412517,       5.505927828,      -1.835262832
          0,           0,         530,      -1.614918374,       1.445153993,       1.622761877,       5.507931822,      -1.833724995
          0,           0,         531,      -1.613420188,       1.445565361,         1.6243551,       5.510513774,      -1.832332274
          0,           0,         532,       -1.61205988,       1.447056052,       1.625714391,       5.512924229,      -1.831189056
          0,           0,         533,      -1.610911083,       1.450155614,       1.626871026,       5.514998638,      -1.830341374
          0,           0,         534,      -1.610214562,       1.453316069,       1.627439088,       5.516402243,      -1.829765525
          0,           0,         535,       -1.61000451,        1.45629475,       1.627377938,       5.517069008,      -1.829484619
          0,           0,         536,      -1.610207412,        1.45934412,       1.626822014,        5.51706075,      -1.829529031
          0,           0,         537,      -1.610716972,       1.462668764,       1.626039208,       5.516472847,      -1.829851093
          0,           0,         538,      -1.611503834,       1.465711959,       1.624954752,       5.515348906,      -1.830493443
          0,           0,         539,        -1.6125077,       1.468099459,       1.623751574,       5.513749419,      -1.831432253
          0,           0,         540,      -1.613749714,       1.469661389,       1.622257273,       5.511674023,      -1.832572348
          0,           0,         541,      -1.615181618,       1.470379824,        1.62051711,       5.509204329,      -1.833865769
          0,           0,         542,      -1.616722588,       1.470578825,       1.618666265,       5.506460118,      -1.835158672
          0,           0,         543,      -1.618181544,       1.471208583,       1.617087365,       5.503679177,      -1.836373214
          0,           0,         544,      -1.619299567,       1.472120722,       1.616218739,       5.501176392,      -1.837472728
          0,           0,         545,      -1.620085245,       1.472467079,       1.615851102,       5.499100305,       -1.83838721
          0,           0,         546,      -1.620571942,       1.472041507,       1.615806214,       5.497506587,      -1.839043731
          0,           0,         547,      -1.620705033,       1.470664384,       1.616121907,       5.496543716,      -1.839394261
          0,           0,         548,      -1.620483499,       1.468365603,       1.616627183,       5.496315888,      -1.839371348
          0,           0,         549,      -1.620068566,       1.465346332,       1.617281122,        5.49662207,      -1.839108971
          0,           0,         550,      -1.619395546,       1.462491684,       1.618515292,       5.497529721,       -1.83867382
          0,           0,         551,      -1.618523079,       1.460173331,       1.620230814,       5.498886769,      -1.838114229
          0,           0,         552,      -1.617682588,       1.457933853,       1.621857874,       5.500404845,      -1.837486924
          0,           0,         553,       -1.61690767,       1.455811824,       1.623314783,       5.501958243,      -1.836742502
          0,           0,         554,      -1.616143293,       1.453720774,        1.62447682,       5.503587099,      -1.835952706
          0,           0,         555,      -1.615401689,       1.451400591,       1.625408199,       5.505230181,      -1.835080727
          0,           0,         556,       -1.61466983,       1.449345698,       1.626090379,       5.506863154,      -1.833947063
          0,           0,         557,      -1.613804707,       1.447179538,       1.626655467,       5.508655613,      -1.832816129
          0,           0,         558,      -1.612866924,        1.44584398,       1.627172504,       5.510537038,      -1.831843435
          0,           0,         559,      -1.612149774,       1.445844674,       1.627471224,       5.512082681,       -1.83112967
          0,           0,         560,      -1.611630801,       1.447879799,       1.627714288,       5.513245635,       -1.83076162
          0,           0,         561,      -1.611445235,       1.450689081,       1.627645161,       5.513836325,      -1.830647565
          0,           0,         562,      -1.611625261,       1.453726101,       1.627171867,       5.513801888,      -1.830762754
          0,           0,         563,      -1.612215333,       1.456596682,       1.626235339,       5.513067864,       -1.83112772
          0,           0,         564,      -1.613026861,        1.46003533,       1.625240722,       5.511833806,      -1.831714581
          0,           0,         565,      -1.613946666,       1.463559209,       1.624271861,       5.510263313,      -1.832531982
          0,           0,         566,      -1.614935579,       1.466680782,       1.623373865,       5.508423481,      -1.833554178
          0,           0,         567,      -1.616050765,       1.469176671,       1.622331297,        5.50627745,      -1.834714669
          0,           0,         568,      -1.617275174,        1.47093539,       1.621150715,       5.503875309,      -1.835765191
          0,           0,         569,      -1.618491825,       1.471929684,       1.620042877,       5.501361606,      -1.836712439
          0,           0,         570,      -1.619280196,       1.473956184,       1.619828548,       5.499266856,      -1.837546852
          0,           0,         571,      -1.619760827,       1.475577158,       1.620037435,       5.497597511,      -1.838221625
          0,           0,         572,      -1.619963463,       1.476407496,        1.62049132,       5.496402548,      -1.838669661
          0,           0,         573,      -1.619885155,       1.476259492,       1.621216153,        5.49572462,      -1.838934621
          0,           0,         574,      -1.619609767,       1.475002045,       1.621987354,       5.495554122,      -1.838916479
          0,           0,         575,      -1.619123056,       1.472811375,       1.622738647,       5.495947094,       -1.83861657
          0,           0,         576,      -1.618595668,       1.469843372,       1.623377542,       5.496689597,      -1.838111985
          0,           0,         577,      -1.617856304,        1.46686341,       1.624549035,       5.497924044,      -1.837511171
          0,           0,         578,      -1.617029559,       1.464483551,       1.626023068,       5.499465559,      -1.836869568
          0,           0,         579,      -1.616248994,       1.462204725,       1.627388073,       5.501085331,      -1.836209303
          0,           0,         580,      -1.615589172,       1.460026316,       1.628479328,        5.50262061,      -1.835459847
          0,           0,         581,      -1.614975744,       1.458069795,       1.629254906,       5.504128864,      -1.834749878
          0,           0,         582,      -1.614400889,       1.456147773,        1.62974642,        5.50558253,      -1.834024692
          0,           0,         583,      -1.613887955,       1.453787132,       1.629909085,       5.506934751,      -1.833177728
          0,           0,         584,      -1.613248606,       1.451096314,       1.629937059,       5.508420847,      -1.832436052
          0,           0,         585,      -1.612787259,       1.448144904,       1.629528587,       5.509663058,      -1.831881141
          0,           0,         586,      -1.612581212,       1.446716653,       1.629026259,       5.510458808,      -1.831572699
          0,           0,         587,      -1.612622586,       1.446799052,       1.628402722,       5.510796968,      -1.831526548
          0,           0,         588,      -1.612896581,       1.448408035,       1.627729939,       5.510659911,      -1.831758029
          0,           0,         589,      -1.613407863,       1.450976718,       1.626936241,         5.5100282,      -1.832208205
          0,           0,         590,      -1.614157455,       1.453967549,       1.625977837,       5.508891609,      -1.832815198
          0,           0,         591,        -1.6151353,       1.456934849,       1.624829249,        5.50726062,      -1.833569524
          0,           0,         592,        -1.6161386,       1.460521339,       1.623939731,        5.50539664,      -1.834458591
          0,           0,         593,      -1.617087883,       1.464098023,       1.623297283,       5.503447975,       -1.83546689
          0,           0,         594,      -1.618059424,       1.467380788,       1.622698854,       5.501348651,      -1.836408727
          0,           0,         595,       -1.61897182,       1.470234235,       1.622268051,        5.49920427,      -1.837185822
          0,           0,         596,      -1.619590147,       1.472971129,       1.622381595,       5.497341045,      -1.837814753
          0,           0,         597,       -1.61990473,       1.475405371,       1.622943767,       5.495880257,      -1.838314176
          0,           0,         598,      -1.619903151,        1.47767162,       1.623858145,        5.49492813,       -1.83858242
          0,           0,         599,      -1.619655092,       1.479101817,       1.624932127,       5.494443138,      -1.838689859
          0,           0,         600,      -1.619188461,       1.479454633,       1.626110476,        5.49444933,      -1.838620408
          0,           0,         601,      -1.618609743,       1.478646234,       1.627193812,       5.494857062,       -1.83842708
          0,           0,         602,      -1.618033775,       1.476837939,       1.628045435,       5.495550187,      -1.837955437
          0,           0,         603,      -1.617411936,       1.474212571,       1.628714919,        5.49657394,       -1.83732386
          0,           0,         604,       -1.61673571,       1.471179773,       1.629606726,       5.497893146,      -1.836637842
          0,           0,         605,      -1.615919723,       1.468884386,        1.63089921,       5.499550701,      -1.835932353
          0,           0,         606,      -1.615238528,        1.46659598,        1.63196562,       5.501153009,      -1.835246466
          0,           0,         607,      -1.614658793,       1.464738073,        1.63282315,       5.502659816,      -1.834617161
          0,           0,         608,       -1.61418288,       1.463113234,         1.6333484,       5.504019664,      -1.834020239
          0,           0,         609,      -1.613830523,       1.461046418,       1.633383305,       5.505201796,      -1.833460225
          0,           0,         610,      -1.613551733,       1.458461688,       1.633123453,       5.506241185,      -1.832850746
          0,           0,         611,      -1.613198785,       1.455484102,        1.63272131,       5.507317638,      -1.832377179
          0,           0,         612,      -1.612989873,        1.45217695,       1.631926266,       5.508165351,      -1.832153388
          0,           0,         613,      -1.613090415,       1.449569116,       1.630850201,       5.508494867,      -1.832160448
          0,           0,         614,      -1.613461971,        1.44808223,       1.629685541,       5.508312029,      -1.832390417
          0,           0,         615,        -1.6141074,       1.447628808,       1.628395733,       5.507604069,      -1.832848535
          0,           0,         616,      -1.614914328,       1.448834152,       1.627239027,       5.506472946,      -1.833498183
          0,           0,         617,      -1.615828566,       1.451130397,       1.626148559,       5.505001688,      -1.834296539
          0,           0,         618,      -1.616847197,       1.453967657,       1.625057733,       5.503202536,      -1.835160631
          0,           0,         619,      -1.617902168,       1.457061302,        1.62409795,       5.501181912,      -1.836083779
          0,           0,         620,      -1.618867775,       1.460741369,       1.623586941,       5.499118451,       -1.83698525
          0,           0,         621,      -1.619720149,       1.464655139,       1.623363197,       5.497089511,      -1.837704779
          0,           0,         622,       -1.62026519,       1.468379195,       1.623749949,       5.495330731,      -1.838281821
          0,           0,         623,      -1.620473043,       1.472399131,       1.624657562,       5.493991742,      -1.838669504
          0,           0,         624,      -1.620416089,       1.475517508,       1.625803857,       5.493061466,      -1.838864144
          0,           0,         625,      -1.620122492,       1.478312997,       1.627110096,       5.492570373,      -1.838884935
          0,           0,         626,      -1.619545178,       1.480489148,       1.628650834,       5.492600336,      -1.838706279
          0,           0,         627,      -1.618799372,        1.48160214,       1.630169022,       5.493066794,      -1.838423421
          0,           0,         628,      -1.617997356,       1.481517567,       1.631489375,       5.493872275,      -1.838037003
          0,           0,         629,      -1.617269777,        1.48036313,       1.632490249,        5.49484966,      -1.837570249
          0,           0,         630,      -1.616641953,       1.478303407,       1.633188308,       5.495945544,      -1.836858144
          0,           0,         631,      -1.615996973,       1.475537667,       1.633879676,       5.497288548,      -1.836134255
          0,           0,         632,      -1.615226145,       1.473271373,       1.634946681,       5.498959459,      -1.835353619
          0,           0,         633,      -1.614543718,        1.47137748,       1.635900994,       5.500615919,      -1.834672528
          0,           0,         634,      -1.614003207,        1.46985575,       1.636613722,       5.502126363,      -1.834123838
          0,           0,         635,      -1.613651497,       1.468144185,       1.636904345,       5.503373494,      -1.833674945
          0,           0,         636,      -1.613521628,       1.466014248,       1.636679517,       5.504280645,        -1.8332842
          0,           0,         637,      -1.613473943,       1.463362592,       1.636076965,       5.505023922,      -1.832904238
          0,           0,         638,       -1.61344992,        1.46020961,       1.635320615,       5.505648463,      -1.832560016
          0,           0,         639,      -1.613382923,       1.456728309,       1.634328455,       5.506264699,      -1.832491491
          0,           0,         640,      -1.613586534,       1.453748172,       1.633089858,       5.506402189,      -1.832693375
          0,           0,         641,      -1.614093208,       1.451317272,       1.631615543,       5.505991198,      -1.833123547
          0,           0,         642,      -1.614880748,       1.449446728,       1.630028493,        5.50503824,       -1.83373581
          0,           0,         643,      -1.615897339,       1.448443633,       1.628409266,        5.50359736,      -1.834522564
          0,           0,         644,      -1.616996093,       1.449148681,       1.627025321,       5.501835431,      -1.835425166
          0,           0,         645,      -1.618112165,       1.451065861,        1.62583358,       5.499866782,      -1.836355805
          0,           0,         646,      -1.619223667,       1.453805089,       1.624830008,       5.497733683,      -1.837310395
          0,           0,         647,      -1.620212072,       1.457179746,       1.624277059,        5.49561638,      -1.838115142
          0,           0,         648,      -1.620995004,       1.461114821,        1.62429365,       5.493632256,      -1.838732725
          0,           0,         649,      -1.621370502,       1.465457114,       1.625091454,       5.492076563,      -1.839166321
          0,           0,         650,      -1.621350382,       1.470233503,       1.626478938,       5.491035453,       -1.83942398
          0,           0,         651,      -1.621080145,       1.474304766,       1.628030847,       5.490413255,      -1.839442264
          0,           0,         652,      -1.620612179,       1.477435752,       1.629588521,       5.490180273,      -1.839281903
          0,           0,         653,      -1.619873127,       1.480425206,       1.631384287,        5.49045604,      -1.838946949
          0,           0,         654,       -1.61891783,       1.482475001,       1.633223166,       5.491209997,      -1.838519673
          0,           0,         655,      -1.617944211,       1.483351484,       1.634778853,       5.492251328,       -1.83798181
          0,           0,         656,       -1.61702338,       1.483087341,        1.63600431,       5.493477063,      -1.837432464
          0,           0,         657,       -1.61625883,       1.481820817,       1.636839428,       5.494752879,      -1.836754722
          0,           0,         658,      -1.615595254,       1.479750107,       1.637526198,       5.496104255,      -1.836004632
          0,           0,         659,      -1.614942994,       1.477426824,       1.638294184,       5.497617021,      -1.835208305
          0,           0,         660,      -1.614184974,       1.476300775,       1.639295411,       5.499375445,      -1.834531648
          0,           0,         661,      -1.613639982,       1.474886538,       1.639921799,        5.50092809,      -1.833978106
          0,           0,         662,      -1.613320106,       1.473115528,       1.640108884,       5.502193737,      -1.833597272
          0,           0,         663,      -1.613291195,       1.470975604,       1.639771716,       5.503032161,      -1.833358459
          0,           0,         664,      -1.613470028,       1.468360523,       1.638984588,       5.503512419,      -1.833187916
          0,           0,         665,      -1.613685865,       1.465241729,       1.637996572,        5.50384696,      -1.832987698
          0,           0,         666,      -1.613888041,       1.461683134,       1.636829958,       5.504101747,      -1.832926877
          0,           0,         667,      -1.614097797,       1.458350755,       1.635528007,       5.504231867,      -1.833154427
          0,           0,         668,      -1.614562811,       1.455603557,        1.63406133,       5.503865715,      -1.833636555
          0,           0,         669,      -1.615331328,       1.453027008,       1.632370617,       5.502930542,      -1.834346629
          0,           0,         670,      -1.616349537,       1.450769496,       1.630593968,       5.501485707,       -1.83519358
          0,           0,         671,      -1.617553101,       1.449203027,       1.628806612,       5.499618648,      -1.836145733
          0,           0,         672,      -1.618805142,       1.449374373,       1.627320752,       5.497486731,      -1.837159405
          0,           0,         673,      -1.620003871,       1.451102666,       1.626164478,       5.495256481,       -1.83812002
          0,           0,         674,      -1.621120921,       1.453736286,       1.625359626,        5.49299361,      -1.838937032
          0,           0,         675,      -1.621966641,        1.45707431,       1.625279539,       5.490942082,      -1.839533189
          0,           0,         676,      -1.622337287,       1.461488397,       1.626162409,       5.489401141,      -1.839916025
          0,           0,         677,      -1.622306893,       1.466658904,       1.627675541,       5.488372692,      -1.840131377
          0,           0,         678,      -1.621970338,       1.471479115,       1.629478937,        5.48782296,      -1.840113737
          0,           0,         679,        -1.6213899,       1.475554827,       1.631366047,       5.487706363,      -1.839874407
          0,           0,         680,      -1.620666876,       1.478869362,       1.633152598,        5.48794193,      -1.839460035
          0,           0,         681,      -1.619614759,       1.481897963,       1.635242562,       5.488761769,      -1.838960691
          0,           0,         682,      -1.618508601,       1.483893107,       1.637072214,       5.489895903,      -1.838334216
          0,           0,         683,      -1.617413224,       1.484738166,       1.638580512,       5.491260551,      -1.837703431
          0,           0,         684,      -1.616437244,       1.484493581,        1.63970554,        5.49272493,      -1.837006832
          0,           0,         685,      -1.615639401,       1.483322802,       1.640474813,       5.494186888,      -1.836182203
          0,           0,         686,      -1.614903028,       1.481659733,       1.641194544,       5.495743143,      -1.835411318
          0,           0,         687,      -1.614145327,       1.480800459,       1.642148652,       5.497454393,      -1.834756485
          0,           0,         688,      -1.613547184,       1.479715919,       1.642834841,       5.499058259,      -1.834176168
          0,           0,         689,      -1.613179662,       1.478110611,       1.643051986,       5.500420573,       -1.83379544
          0,           0,         690,      -1.613109208,       1.475967415,       1.642762186,       5.501391566,      -1.833562367
          0,           0,         691,      -1.613315056,       1.473380354,        1.64198096,       5.501937886,      -1.833489238
          0,           0,         692,      -1.613727691,       1.470397039,       1.640857347,       5.502106035,      -1.833540054
          0,           0,         693,      -1.614208946,       1.466948648,       1.639568422,       5.502052479,      -1.833511996
          0,           0,         694,      -1.614673146,       1.463207557,       1.638107265,       5.501903187,      -1.833637568
          0,           0,         695,      -1.614999689,       1.460424648,        1.63676925,        5.50177939,       -1.83401704
          0,           0,         696,      -1.615626815,       1.457520736,       1.635142126,       5.501092388,      -1.834653684
          0,           0,         697,      -1.616501409,       1.454784737,       1.633414427,       5.499891443,      -1.835489982
          0,           0,         698,      -1.617613382,       1.452131921,       1.631545081,       5.498206792,      -1.836429939
          0,           0,         699,      -1.618870864,       1.450304193,       1.629747881,       5.496152309,      -1.837455064
          0,           0,         700,      -1.620179135,       1.449948466,       1.628217832,       5.493853243,      -1.838521709
          0,           0,         701,      -1.621439193,       1.451117361,       1.627061601,       5.491464278,      -1.839388991
          0,           0,         702,      -1.622520568,       1.453370616,       1.626484918,       5.489179319,      -1.840043642
          0,           0,         703,      -1.623106995,       1.456891487,       1.627019958,       5.487391502,      -1.840484315
          0,           0,         704,      -1.623214765,       1.462057985,       1.628400724,       5.486191966,      -1.840732345
          0,           0,         705,      -1.622983032,       1.467242181,        1.63023548,       5.485459912,      -1.840778944
          0,           0,         706,      -1.622452852,       1.472087643,       1.632291727,       5.485209009,      -1.840617025
          0,           0,         707,      -1.621757141,        1.47617313,       1.634257466,       5.485318211,      -1.840204087
          0,           0,         708,      -1.620838055,       1.479676526,       1.636265245,       5.485862761,      -1.839688281
          0,           0,         709,       -1.61968538,       1.482813256,       1.638372094,       5.486899516,      -1.839052252
          0,           0,         710,      -1.618486916,       1.484937774,       1.640208204,       5.488228884,      -1.838368905
          0,           0,         711,      -1.617292514,       1.485962551,       1.641742047,       5.489799125,      -1.837644397
          0,           0,         712,      -1.616277574,       1.485922656,       1.642820061,       5.491379626,      -1.836810509
          0,           0,         713,       -1.61533986,       1.485436349,       1.643691696,       5.493056564,      -1.835982767
          0,           0,         714,      -1.614523122,       1.484615404,       1.644460895,       5.494751517,      -1.835224545
          0,           0,         715,      -1.613733649,       1.484078788,       1.645304377,       5.496535362,      -1.834635993
          0,           0,         716,      -1.613231812,       1.482940188,       1.645694135,       5.498044472,      -1.834190714
          0,           0,         717,      -1.613021873,       1.481131894,       1.645602237,       5.499217093,      -1.833930598
          0,           0,         718,       -1.61314207,        1.47864988,       1.644969743,       5.499965174,      -1.833833624
          0,           0,         719,      -1.613513112,       1.475648288,       1.643919014,       5.500332098,       -1.83389288
          0,           0,         720,       -1.61410666,       1.472333486,       1.642562904,       5.500299507,      -1.834043438
          0,           0,         721,      -1.614799503,       1.468678444,       1.641052644,       5.499988836,      -1.834267865
          0,           0,         722,      -1.615461866,       1.465462604,       1.639561812,       5.499550063,      -1.834468229
          0,           0,         723,      -1.615958853,       1.462636447,       1.638110067,       5.499170536,      -1.834882747
          0,           0,         724,      -1.616624557,        1.45967348,       1.636464751,       5.498392137,      -1.835527626
          0,           0,         725,      -1.617487212,       1.456827773,       1.634780616,       5.497160224,      -1.836373702
          0,           0,         726,      -1.618563736,        1.45412747,       1.632977198,       5.495472214,      -1.837344576
          0,           0,         727,      -1.619826632,       1.451804153,        1.63114307,       5.493370769,      -1.838379611
          0,           0,         728,      -1.621164036,       1.450618736,       1.629516689,       5.491006545,      -1.839429842
          0,           0,         729,      -1.622423458,       1.451127262,       1.628381172,        5.48859622,      -1.840173933
          0,           0,         730,      -1.623445648,       1.452911237,       1.627982546,       5.486356471,      -1.840748594
          0,           0,         731,      -1.623873284,       1.456922771,       1.628896738,       5.484768573,      -1.841127352
          0,           0,         732,      -1.623894999,       1.462018138,       1.630476073,        5.48368903,      -1.841296621
          0,           0,         733,      -1.623603972,       1.467171142,       1.632455636,       5.483047639,      -1.841295846
          0,           0,         734,      -1.623023147,       1.472022609,       1.634606743,       5.482875784,      -1.841057206
          0,           0,         735,      -1.622322483,       1.476165815,       1.636588087,       5.482997855,      -1.840599122
          0,           0,         736,      -1.621344216,       1.479851554,       1.638686371,       5.483615289,      -1.840048594
          0,           0,         737,       -1.62015714,       1.483223841,       1.640863785,        5.48469204,      -1.839372784
          0,           0,         738,      -1.618878229,       1.485656654,        1.64281117,       5.486106736,      -1.838645462
          0,           0,         739,      -1.617636997,       1.486993535,       1.644368414,       5.487715217,      -1.837851987
          0,           0,         740,      -1.616504135,       1.487787542,       1.645552088,         5.4894043,      -1.837004303
          0,           0,         741,      -1.615447531,       1.487967456,       1.646497425,       5.491201548,       -1.83617462
          0,           0,         742,      -1.614574161,        1.48748857,       1.647198097,       5.492940533,      -1.835428181
          0,           0,         743,      -1.613757348,        1.48703683,       1.647896722,       5.494747487,      -1.834861309
          0,           0,         744,      -1.613257359,        1.48589548,       1.648093845,       5.496254055,       -1.83444293
          0,           0,         745,       -1.61305973,       1.483982177,       1.647802254,       5.497426894,      -1.834250016
          0,           0,         746,      -1.613236293,       1.481298506,        1.64697994,       5.498128022,      -1.834241962
          0,           0,         747,      -1.613700089,       1.478025412,       1.645814616,       5.498419405,      -1.834403245
          0,           0,         748,      -1.614431026,        1.47435021,       1.644296022,        5.49828033,      -1.834600326
          0,           0,         749,       -1.61527623,         1.4704699,       1.642624944,        5.49785732,      -1.834946149
          0,           0,         750,       -1.61605318,       1.467730484,       1.641174877,       5.497329961,      -1.835289272
          0,           0,         751,      -1.616843493,       1.464915858,        1.63958241,       5.496608079,      -1.835627993
          0,           0,         752,      -1.617484633,       1.462216955,       1.638073632,       5.495898042,      -1.836206978
          0,           0,         753,      -1.618271924,       1.459511368,       1.636501508,       5.494799201,      -1.836980142
          0,           0,         754,      -1.619269622,       1.456504757,       1.634731949,       5.493255952,      -1.837903424
          0,           0,         755,      -1.620477491,       1.453613761,       1.632864983,       5.491265222,      -1.838890009
          0,           0,         756,      -1.621789574,       1.451611898,       1.631146827,       5.488967431,      -1.839848958
          0,           0,         757,      -1.623021482,       1.451397005,       1.629985026,       5.486613123,      -1.840560496
