"Density_0","Density_1","Density_2","Density_3","Density_4","Momentum:0","Momentum:1","Momentum:2","Energy","Energy_ve","MassFrac_0","MassFrac_1","MassFrac_2","MassFrac_3","MassFrac_4","Pressure","Temperature_tr","Temperature_ve","Mach","Pressure_Coefficient","Laminar_Viscosity","Skin_Friction_Coefficient:0","Skin_Friction_Coefficient:1","Skin_Friction_Coefficient:2","Heat_Flux","Y_Plus","Points:0","Points:1","Points:2"
4.195000976324e-02,3.401260619285e-05,3.415769970161e-05,4.554115235806e-03,1.458528451622e-02,-1.301110694879e-12,-1.294662013670e-15,0.000000000000e+00,5.147711562500e+05,7.885436035156e+03,6.859331130981e-01,5.561470170505e-04,5.585194448940e-04,7.446525990963e-02,2.384869456291e-01,6.306090625000e+04,2.771649414062e+03,1.749687622070e+03,1.717387422052e-14,2.228425264359e+00,8.910350152291e-05,1.782352228474e-06,5.444522685139e-05,0.000000000000e+00,1.302960875000e+06,1.320349812508e+00,-4.500000178814e-02,0.000000000000e+00,0.000000000000e+00
4.368799924850e-02,4.460823038244e-05,3.543080310919e-05,4.482428543270e-03,1.511216629297e-02,-1.146945277468e-12,4.188490679779e-15,0.000000000000e+00,5.167470312500e+05,7.914321289062e+03,6.894915103912e-01,7.040147902444e-04,5.591750377789e-04,7.074245810509e-02,2.385028153658e-01,6.108716015625e+04,2.599197021484e+03,1.718801513672e+03,1.511723417887e-14,2.158147096634e+00,8.485250145895e-05,8.209423685912e-05,1.252516056411e-03,0.000000000000e+00,1.262042125000e+06,6.836996078491e+00,-4.490365087986e-02,2.943140920252e-03,0.000000000000e+00
4.128062725067e-02,3.556942465366e-05,3.257695425418e-05,4.692562855780e-03,1.444423198700e-02,-8.599841216754e-13,1.964443046437e-14,0.000000000000e+00,5.120617500000e+05,9.018898437500e+03,6.824871897697e-01,5.880646640435e-04,5.385905387811e-04,7.758153229952e-02,2.388046085835e-01,6.009926171875e+04,2.663703613281e+03,1.884735595703e+03,1.169111973843e-14,2.122971773148e+00,8.656604768476e-05,3.010059590451e-04,2.286367118359e-03,0.000000000000e+00,1.204678750000e+06,9.111629486084e+00,-4.461501911283e-02,5.873678717762e-03,0.000000000000e+00
3.809356316924e-02,2.704928374442e-05,2.890565701819e-05,4.916562698781e-03,1.353146787733e-02,-3.666200914902e-13,-4.601286935019e-14,0.000000000000e+00,5.011980625000e+05,9.840601562500e+03,6.730602979660e-01,4.779232549481e-04,5.107227480039e-04,8.686883002520e-02,2.390822172165e-01,5.791176562500e+04,2.722471435547e+03,2.053820068359e+03,5.283636517943e-15,2.045082807541e+00,8.819099457469e-05,6.209945422597e-04,3.121950430796e-03,0.000000000000e+00,1.145572125000e+06,1.058474254608e+01,-4.413533583283e-02,8.779064752162e-03,0.000000000000e+00
3.485207259655e-02,2.029385541391e-05,2.550176941440e-05,5.098233930767e-03,1.258374378085e-02,1.833526819955e-14,-1.195238434051e-13,0.000000000000e+00,4.877726562500e+05,1.044609667969e+04,6.628409028053e-01,3.859626594931e-04,4.850103578065e-04,9.696175158024e-02,2.393263727427e-01,5.552885546875e+04,2.787269531250e+03,2.223133789062e+03,1.830219029241e-15,1.960235834122e+00,8.997991972137e-05,1.028982340358e-03,3.840214340016e-03,0.000000000000e+00,1.076950875000e+06,1.176274776459e+01,-4.346666112542e-02,1.164685748518e-02,0.000000000000e+00
3.155978396535e-02,1.521279318695e-05,2.215137283201e-05,5.202530883253e-03,1.159140095115e-02,2.889884241197e-13,-1.992702877707e-13,0.000000000000e+00,4.695225937500e+05,1.070099023438e+04,6.521818041801e-01,3.143718640786e-04,4.577573563438e-04,1.075101271272e-01,2.395359128714e-01,5.253292968750e+04,2.841288574219e+03,2.379338867188e+03,5.688011317512e-15,1.853561639786e+00,9.151879203273e-05,1.489449525252e-03,4.387776833028e-03,0.000000000000e+00,1.001499187500e+06,1.270034313202e+01,-4.261185601354e-02,1.446477603167e-02,0.000000000000e+00
2.839707955718e-02,1.143050394603e-05,1.907066143758e-05,5.233808420599e-03,1.061344519258e-02,4.184343572588e-13,-2.603034975068e-13,0.000000000000e+00,4.483620000000e+05,1.069425683594e+04,6.413819193840e-01,2.581715816632e-04,4.307336639613e-04,1.182118132710e-01,2.397173345089e-01,4.928792187500e+04,2.889273193359e+03,2.524831787109e+03,8.609401271054e-15,1.738018393517e+00,9.291653987020e-05,1.972645288333e-03,4.762386903167e-03,0.000000000000e+00,9.225823125000e+05,1.344143867493e+01,-4.157457873225e-02,1.722075417638e-02,0.000000000000e+00
2.539495006204e-02,8.637853170512e-06,1.621501724003e-05,5.188225302845e-03,9.659018367529e-03,4.732508872632e-13,-3.076200860881e-13,0.000000000000e+00,4.242803125000e+05,1.042762988281e+04,6.306633353233e-01,2.145141916117e-04,4.026870010421e-04,1.288454383612e-01,2.398740202188e-01,4.577155859375e+04,2.925947753906e+03,2.654096679688e+03,1.071901898839e-14,1.612813353539e+00,9.404055890627e-05,2.449908526614e-03,4.967923276126e-03,0.000000000000e+00,8.430924375000e+05,1.401511287689e+01,-4.035927355289e-02,1.990299113095e-02,0.000000000000e+00
2.260925434530e-02,6.572530764970e-06,1.363401406707e-05,5.073422566056e-03,8.748730644584e-03,5.023005665919e-13,-3.748187470034e-13,0.000000000000e+00,3.982356250000e+05,9.964264648438e+03,6.202538609505e-01,1.803083578125e-04,3.740304382518e-04,1.391823887825e-01,2.400094121695e-01,4.213800000000e+04,2.952065429688e+03,2.766479736328e+03,1.302450121631e-14,1.483435273170e+00,9.490339289187e-05,2.897839993238e-03,5.019206088036e-03,0.000000000000e+00,7.652980000000e+05,1.443825531006e+01,-3.897114470601e-02,2.250000089407e-02,0.000000000000e+00
2.005055919290e-02,5.034259174863e-06,1.132418128691e-05,4.896794445813e-03,7.888740859926e-03,5.503397759211e-13,-4.593893082779e-13,0.000000000000e+00,3.707521562500e+05,9.351154296875e+03,6.103215217590e-01,1.532384630991e-04,3.446982009336e-04,1.490541547537e-01,2.401263862848e-01,3.845342578125e+04,2.966663085938e+03,2.860814697266e+03,1.641176479656e-14,1.352240681648e+00,9.547681838740e-05,3.297908697277e-03,4.935669247061e-03,0.000000000000e+00,6.909176875000e+05,1.472523975372e+01,-3.741613402963e-02,2.500065974891e-02,0.000000000000e+00
