"PointID","x","y","Density","Momentum_x","Momentum_y","Energy","Pressure","Temperature","Mach","Pressure_Coefficient"
0, 1.852975878755788e+01, 8.693764927881668e-01, 9.985942610776793e-01, 9.442509318312231e-01, 1.862819963080686e-02, 2.943682894819384e+00, 9.988306668076820e-01, 1.000236738522558e+00, 7.992220062247645e-01, -2.610118732852780e-03
1, 1.803969916529572e+01, 8.569337016129768e-01, 9.988376841322845e-01, 9.441181274799454e-01, 1.856893272956854e-02, 2.944300689882668e+00, 9.991719776530084e-01, 1.000334682527536e+00, 7.988747953013573e-01, -1.848264167392058e-03
2, 1.863332810140697e+01, 9.186319922779017e-01, 9.988747242249241e-01, 9.460280030123045e-01, 1.861206898721340e-02, 2.944911410995663e+00, 9.986997637416755e-01, 9.998248424161655e-01, 8.006653276058637e-01, -2.902313076617275e-03
3, 1.710323107367775e+01, 8.180348887735075e-01, 9.988194293581745e-01, 9.431193030639390e-01, 1.843091262603564e-02, 2.943978480977298e+00, 9.994183028017792e-01, 1.000599581291675e+00, 7.979366084290721e-01, -1.298431246028494e-03
4, 1.751148801986341e+01, 8.668606516967401e-01, 9.990696576621311e-01, 9.446234602970552e-01, 1.850064599950961e-02, 2.945060231825006e+00, 9.993266918430935e-01, 1.000257273533423e+00, 7.991464204532279e-01, -1.502919993094803e-03
5, 1.766574350786451e+01, 8.141519700907373e-01, 9.985725571907716e-01, 9.424175436839421e-01, 1.848962322642574e-02, 2.943125147036437e+00, 9.992975031565504e-01, 1.000725982263941e+00, 7.974908298807831e-01, -1.568073311271395e-03
6, 1.729464846122941e+01, 7.739547192417124e-01, 9.981970184472311e-01, 9.403751572493251e-01, 1.837959155088402e-02, 2.941562621481863e+00, 9.993768241623820e-01, 1.001181936725263e+00, 7.958794554229812e-01, -1.391017494682926e-03
7, 1.819154589132430e+01, 8.100520214598801e-01, 9.983100367583717e-01, 9.420426629222970e-01, 1.856115157715837e-02, 2.942318506263125e+00, 9.990690494035708e-01, 1.000760297520061e+00, 7.973708689220393e-01, -2.078014724172379e-03
8, 1.677424664306096e+01, 7.700489318624024e-01, 9.984385313323902e-01, 9.410757786949447e-01, 1.838502213662779e-02, 2.942401863427376e+00, 9.994913063454013e-01, 1.001054421459082e+00, 7.963303391855627e-01, -1.135476907586413e-03
9, 1.861549222296854e+01, 8.144205324720334e-01, 9.979076828061900e-01, 9.414330877100363e-01, 1.849663132489932e-02, 2.941070889191665e+00, 9.987288751972031e-01, 1.000822914188519e+00, 7.971503850353850e-01, -2.837332149100217e-03
10, 1.890737171481764e+01, 8.466450178932454e-01, 9.979004214800715e-01, 9.427445849287804e-01, 1.841928514027421e-02, 2.941408340123091e+00, 9.983678761938517e-01, 1.000468438236640e+00, 7.984063867785206e-01, -3.643133495866742e-03
11, 1.894530901169987e+01, 8.935448112269869e-01, 9.983691828002516e-01, 9.449685288157771e-01, 1.842834869503573e-02, 2.943266369418263e+00, 9.983536834606737e-01, 9.999844753425436e-01, 8.001070535360449e-01, -3.674813703853444e-03
12, 1.895427811139945e+01, 9.604616197669060e-01, 9.988304420088189e-01, 9.469390075852100e-01, 1.850852361145492e-02, 2.945013940941749e+00, 9.983882936417749e-01, 9.995573339092922e-01, 8.015771070167430e-01, -3.597558835323777e-03
13, 1.919063507127418e+01, 9.263795020352870e-01, 9.983932178757755e-01, 9.460801885823855e-01, 1.831497360757008e-02, 2.943608198459296e+00, 9.980744404423986e-01, 9.996807095364137e-01, 8.011484851375331e-01, -4.298124012503195e-03
14, 1.802110882083078e+01, 9.088086288175804e-01, 9.991619252117639e-01, 9.456688377287273e-01, 1.858766985613481e-02, 2.945594638953505e+00, 9.991607651623942e-01, 9.999988389776067e-01, 8.000613913599381e-01, -1.873292048227322e-03
15, 1.838625139208851e+01, 9.535992515404755e-01, 9.991845790770436e-01, 9.466378601042886e-01, 1.857567715527932e-02, 2.945911790740909e+00, 9.989247383910440e-01, 9.997399472615563e-01, 8.009662256885614e-01, -2.400137519991052e-03
16, 1.868885697680898e+01, 9.935042058899890e-01, 9.990937898583578e-01, 9.471055065632503e-01, 1.860089543003714e-02, 2.945768721852433e+00, 9.986737360378460e-01, 9.995795651771878e-01, 8.014992889819921e-01, -2.960410629807952e-03
17, 1.919010683757498e+01, 1.009562846874780e+00, 9.987517881341483e-01, 9.475362135947182e-01, 1.827371727176099e-02, 2.944969133584575e+00, 9.981313937530800e-01, 9.993788302675009e-01, 8.022133876011003e-01, -4.170996086874956e-03
18, 1.992614531149388e+01, 1.173861031970025e+00, 9.984212592853284e-01, 9.470768555050255e-01, 1.578694038069755e-02, 2.943603913041305e+00, 9.977170672902478e-01, 9.992946945104266e-01, 8.020859761750586e-01, -5.095831941411200e-03
