"Density_0","Density_1","Density_2","Density_3","Density_4","Momentum:0","Momentum:1","Momentum:2","Energy","Energy_ve","MassFrac_0","MassFrac_1","MassFrac_2","MassFrac_3","MassFrac_4","Pressure","Temperature_tr","Temperature_ve","Mach","Pressure_Coefficient","Laminar_Viscosity","Skin_Friction_Coefficient:0","Skin_Friction_Coefficient:1","Skin_Friction_Coefficient:2","Thermal_Conductivity_tr","Thermal_Conductivity_ve","Heat_Flux","Y_Plus","Points:0","Points:1","Points:2"
1.147677889094e-03,1.084935502149e-05,1.561041244713e-05,1.505541291635e-08,3.473607357591e-04,9.244610786438e+00,1.251233470612e-06,0.000000000000e+00,3.455439062500e+04,4.552041625977e+01,7.543001770973e-01,7.130633573979e-03,1.025979220867e-02,9.895024959405e-06,2.282994836569e-01,4.760086059570e+02,9.010164794922e+02,9.010003051758e+02,8.979919433594e+00,3.061337281451e-07,3.909091901733e-05,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,6.130464002490e-02,2.939688041806e-03,0.000000000000e+00,0.000000000000e+00,-3.427821770310e-02,6.999596208334e-02,0.000000000000e+00
1.147678238340e-03,1.084990071831e-05,1.561023600516e-05,1.496612611618e-08,3.473603283055e-04,9.244611740112e+00,1.810697881410e-06,0.000000000000e+00,3.455439062500e+04,4.552045059204e+01,7.543002963066e-01,7.130991667509e-03,1.025967579335e-02,9.836340723268e-06,2.282991856337e-01,4.760134277344e+02,9.010257568359e+02,9.010004882812e+02,8.979873657227e+00,4.780823132933e-07,3.909119550372e-05,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,6.130506098270e-02,2.939711790532e-03,0.000000000000e+00,0.000000000000e+00,-3.094151429832e-02,7.382453233004e-02,0.000000000000e+00
1.147678005509e-03,1.084954146791e-05,1.561035242048e-05,1.502503899076e-08,3.473605902400e-04,9.244611740112e+00,1.703294742583e-06,0.000000000000e+00,3.455439453125e+04,4.552043151855e+01,7.543002367020e-01,7.130756042898e-03,1.025975216180e-02,9.875061550702e-06,2.282993793488e-01,4.760102844238e+02,9.010196533203e+02,9.010003662109e+02,8.979903221130e+00,3.658980176624e-07,3.909101360478e-05,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,6.130478531122e-02,2.939696190879e-03,0.000000000000e+00,0.000000000000e+00,-2.746168896556e-02,7.752354443073e-02,0.000000000000e+00
1.147678936832e-03,1.085120948119e-05,1.560981945659e-05,1.475420940977e-08,3.473593096714e-04,9.244611740112e+00,2.865129772545e-06,0.000000000000e+00,3.455438671875e+04,4.552052688599e+01,7.543005943298e-01,7.131849881262e-03,1.025939919055e-02,9.697057976155e-06,2.282984703779e-01,4.760249328613e+02,9.010479125977e+02,9.010009155273e+02,8.979764938354e+00,8.878841413207e-07,3.909185397788e-05,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,6.130606681108e-02,2.939768834040e-03,0.000000000000e+00,0.000000000000e+00,-3.710271790624e-02,6.161784753203e-02,0.000000000000e+00
1.147678005509e-03,1.084957966668e-05,1.561033786857e-05,1.501837054718e-08,3.473605611362e-04,9.244610786438e+00,1.432382646271e-06,0.000000000000e+00,3.455439062500e+04,4.552043151855e+01,7.543002367020e-01,7.130781188607e-03,1.025974377990e-02,9.870678695734e-06,2.282993495464e-01,4.760105895996e+02,9.010203247070e+02,9.010003662109e+02,8.979900360107e+00,3.769015393118e-07,3.909103543265e-05,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,6.130481511354e-02,2.939697820693e-03,0.000000000000e+00,0.000000000000e+00,-3.745947778225e-02,6.603732705116e-02,0.000000000000e+00
1.147677772678e-03,1.084920222638e-05,1.561045974086e-05,1.508031743924e-08,3.473608230706e-04,9.244610786438e+00,8.459608125122e-07,0.000000000000e+00,3.455439062500e+04,4.552040863037e+01,7.543001770973e-01,7.130533922464e-03,1.025982480496e-02,9.911393135553e-06,2.282995581627e-01,4.760072326660e+02,9.010138549805e+02,9.010002441406e+02,8.979931831360e+00,2.571845811872e-07,3.909084261977e-05,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,6.130452081561e-02,2.939681289718e-03,0.000000000000e+00,0.000000000000e+00,-4.047266766429e-02,6.194934248924e-02,0.000000000000e+00
1.147677889094e-03,1.084938685381e-05,1.561039971421e-05,1.504983870859e-08,3.473606775515e-04,9.244610786438e+00,9.022225526678e-07,0.000000000000e+00,3.455439062500e+04,4.552041625977e+01,7.543002367020e-01,7.130654994398e-03,1.025978475809e-02,9.891361514747e-06,2.282994538546e-01,4.760088500977e+02,9.010170288086e+02,9.010003051758e+02,8.979916572571e+00,3.151366172460e-07,3.909093720722e-05,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,6.130466610193e-02,2.939689205959e-03,0.000000000000e+00,0.000000000000e+00,-4.330509528518e-02,5.773413926363e-02,0.000000000000e+00
1.147677656263e-03,1.084907944460e-05,1.561049793963e-05,1.510035296803e-08,3.473609103821e-04,9.244610786438e+00,5.639459459417e-07,0.000000000000e+00,3.455439062500e+04,4.552039718628e+01,7.543001174927e-01,7.130453828722e-03,1.025985088199e-02,9.924561709340e-06,2.282996326685e-01,4.760061340332e+02,9.010117797852e+02,9.010002441406e+02,8.979942321777e+00,2.181257343636e-07,3.909078077413e-05,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,6.130442768335e-02,2.939675934613e-03,0.000000000000e+00,0.000000000000e+00,-4.594434052706e-02,5.339539796114e-02,0.000000000000e+00
1.147677772678e-03,1.084923314920e-05,1.561044882692e-05,1.507501323772e-08,3.473607939668e-04,9.244610786438e+00,5.518523380488e-07,0.000000000000e+00,3.455438671875e+04,4.552040863037e+01,7.543001770973e-01,7.130554411560e-03,1.025981735438e-02,9.907907042361e-06,2.282995432615e-01,4.760074768066e+02,9.010144042969e+02,9.010002441406e+02,8.979929924011e+00,2.660169116098e-07,3.909085717169e-05,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,6.130454689264e-02,2.939682453871e-03,0.000000000000e+00,0.000000000000e+00,-4.837860912085e-02,4.893845319748e-02,0.000000000000e+00
1.147677539848e-03,1.084892392100e-05,1.561054887134e-05,1.512610836585e-08,3.473610267974e-04,9.244609832764e+00,3.452563532846e-07,0.000000000000e+00,3.455439062500e+04,4.552038955688e+01,7.543001174927e-01,7.130351383239e-03,1.025988440961e-02,9.941489224730e-06,2.282997071743e-01,4.760047302246e+02,9.010090942383e+02,9.010001831055e+02,8.979955673218e+00,1.686919688382e-07,3.909070073860e-05,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,6.130430847406e-02,2.939668949693e-03,0.000000000000e+00,0.000000000000e+00,-5.259059742093e-02,3.969957679510e-02,0.000000000000e+00
