"Time_Iter","Outer_Iter","Inner_Iter",   "rms[Rho_0]"   ,   "rms[Rho_1]"   ,   "rms[Rho_2]"   ,   "rms[Rho_3]"   ,   "rms[Rho_4]"   ,    "rms[RhoU]"   ,    "rms[RhoV]"   ,    "rms[RhoE]"   ,   "rms[RhoEve]"  
          0,           0,          37,      -3.485829236,      -5.526357645,      -4.800316786,      -4.354565167,      -3.983781469,      -0.119524203,     -0.1907360548,       3.905668264,       2.899439284
          0,           0,          38,      -3.487258817,      -5.528514187,      -4.799528195,      -4.351421826,      -3.984487062,     -0.1253583667,     -0.1835062013,       3.907966994,       2.898471724
          0,           0,          39,      -3.489080712,      -5.531198443,      -4.797914595,      -4.347632149,      -3.985415785,     -0.1257728508,     -0.1767839725,       3.910490996,       2.900495939
          0,           0,          40,      -3.491670386,      -5.534813804,      -4.798897778,      -4.342959139,      -3.986759002,     -0.1250575079,     -0.1703652822,       3.912158341,       2.905361838
          0,           0,          41,      -3.494358149,      -5.537805356,      -4.803451844,      -4.337176155,      -3.987903036,     -0.1244313429,     -0.1636528934,       3.913464023,       2.911759995
          0,           0,          42,      -3.496566574,      -5.538309537,      -4.807530956,      -4.330835454,      -3.988794883,      -0.130190615,     -0.1571643068,        3.91461881,       2.916276739
          0,           0,          43,      -3.497941035,      -5.536217628,       -4.80471856,       -4.32523567,      -3.989774021,      -0.134253632,     -0.1504184674,       3.915514081,       2.917634917
          0,           0,          44,      -3.498929608,      -5.535035591,      -4.796034834,      -4.319373453,      -3.990780861,     -0.1352106713,     -0.1438504259,       3.917675056,       2.920343974
          0,           0,          45,      -3.500581514,       -5.53724312,      -4.789866903,      -4.313440662,      -3.992285874,     -0.1358785255,     -0.1371910694,       3.919732002,        2.92533534
          0,           0,          46,      -3.502339569,      -5.541455868,      -4.791252864,      -4.306991842,      -3.993362684,     -0.1387242289,     -0.1306152139,       3.921811838,       2.930903261
          0,           0,          47,      -3.504117411,      -5.546719131,      -4.796847674,      -4.300360926,      -3.993983344,     -0.1432284195,     -0.1242886581,        3.92323066,       2.935721091
          0,           0,          48,      -3.506190262,      -5.550991871,      -4.800282257,      -4.292237573,      -3.994572006,      -0.148878146,     -0.1178538251,       3.924374484,       2.941082379
          0,           0,          49,       -3.50798928,      -5.552924791,      -4.799852972,      -4.283747705,      -3.995221892,      -0.155562701,     -0.1111416458,       3.925579781,       2.945290187
          0,           0,          50,      -3.509214196,      -5.553153928,       -4.79787112,      -4.276858348,      -3.996201271,     -0.1614753899,     -0.1047165751,       3.926454164,        2.94715894
          0,           0,          51,      -3.509590097,      -5.553911362,      -4.796893173,      -4.271427786,      -3.996632489,     -0.1671099695,    -0.09874284697,       3.928053473,       2.948356653
          0,           0,          52,      -3.509515565,      -5.555801221,      -4.795715361,      -4.265590477,      -3.996225916,     -0.1698454315,    -0.09315242282,       3.930793932,       2.952666127
          0,           0,          53,      -3.509882875,      -5.558266644,      -4.796704516,      -4.259372803,      -3.995822907,     -0.1721210557,    -0.08783073812,       3.933265923,       2.958019864
          0,           0,          54,      -3.509619158,      -5.559790389,      -4.803664981,      -4.252381017,      -3.994259248,     -0.1699637305,    -0.07783081944,       3.936966667,       2.964026196
          0,           0,          55,      -3.509887335,      -5.559687975,      -4.811323521,      -4.244972072,        -3.9929998,     -0.1750475096,    -0.07495051123,       3.939083568,       2.968597787
          0,           0,          56,      -3.510189797,      -5.557751352,      -4.812023315,      -4.237756071,      -3.992047231,     -0.1743614371,    -0.07036447337,        3.94091885,       2.971602249
          0,           0,          57,      -3.510877901,       -5.55479441,      -4.803594414,      -4.230829795,      -3.992079073,     -0.1764380353,    -0.06525886897,       3.942643954,       2.974271286
          0,           0,          58,      -3.511537212,       -5.55401218,      -4.794345575,      -4.224071627,      -3.992344418,     -0.1753883743,    -0.06031785986,       3.945040555,       2.978648755
          0,           0,          59,      -3.512954908,      -5.556867202,      -4.790719227,      -4.217462465,       -3.99306739,     -0.1726536064,    -0.05553098917,        3.94683969,       2.984376232
          0,           0,          60,      -3.515310271,      -5.561696768,      -4.792623699,      -4.211296696,      -3.994331364,     -0.1778108682,    -0.05112701934,       3.947249414,       2.988204199
          0,           0,          61,      -3.517840043,      -5.566973465,      -4.795732683,      -4.204254856,      -3.995067595,     -0.1872365734,    -0.04648851849,       3.947719839,       2.991551068
          0,           0,          62,      -3.520341751,      -5.569888697,      -4.799052657,      -4.196996864,      -3.995761548,     -0.1989100876,    -0.04115335058,       3.947981886,       2.993072703
          0,           0,          63,      -3.521586734,      -5.567092894,      -4.803294516,      -4.190142114,      -3.996002572,       -0.20446391,    -0.03594160042,       3.949110625,       2.992482075
          0,           0,          64,      -3.521975705,      -5.559734405,      -4.803224862,      -4.184784066,      -3.996740152,     -0.2067529476,    -0.03173261713,       3.950772778,       2.989867433
          0,           0,          65,      -3.522899869,      -5.554158781,      -4.793371038,      -4.180569983,      -3.998738259,     -0.2092109889,    -0.02825244318,        3.95184535,       2.988379978
          0,           0,          66,      -3.524478058,      -5.552839313,      -4.778380255,       -4.17768724,      -4.001771428,     -0.2105262039,    -0.02500339335,        3.95181685,       2.988925883
          0,           0,          67,      -3.525591774,      -5.555851034,      -4.770102856,      -4.175368195,      -4.003781733,     -0.2107673155,    -0.02193587714,        3.95196659,       2.992009112
          0,           0,          68,      -3.526611731,      -5.561607352,      -4.774369271,      -4.172294717,      -4.004078595,      -0.205772012,    -0.01916622266,       3.952306648,       2.997220082
          0,           0,          69,      -3.528069338,      -5.566345312,      -4.781548655,      -4.167784864,      -4.003518667,      -0.197549472,    -0.01684258927,       3.952273341,        3.00232283
          0,           0,          70,      -3.530630272,      -5.567982651,      -4.784732139,      -4.162387294,      -4.003911264,     -0.1907769996,    -0.01492634372,       3.950697608,       3.005424372
          0,           0,          71,      -3.533275515,      -5.565096166,       -4.78183599,      -4.157758375,      -4.005785355,     -0.1881620263,    -0.01278070112,       3.948168905,       3.004750627
          0,           0,          72,      -3.534698823,      -5.562056142,      -4.774003297,      -4.155122477,      -4.008216323,      -0.188900418,     -0.0101831825,       3.946283025,         3.0010376
          0,           0,          73,      -3.534913719,      -5.563258725,      -4.769605163,      -4.153381685,      -4.009508158,     -0.1888784265,   -0.006883382115,       3.946253803,        2.99770104
          0,           0,          74,      -3.534881638,      -5.567555484,      -4.773427299,      -4.151692163,      -4.009628791,     -0.1866715814,    -0.00314119357,       3.947422818,       2.995504813
