"Density_0","Density_1","Density_2","Density_3","Density_4","Momentum:0","Momentum:1","Momentum:2","Energy","Energy_ve","MassFrac_0","MassFrac_1","MassFrac_2","MassFrac_3","MassFrac_4","Pressure","Temperature_tr","Temperature_ve","Mach","Pressure_Coefficient","Laminar_Viscosity","Skin_Friction_Coefficient:0","Skin_Friction_Coefficient:1","Skin_Friction_Coefficient:2","Thermal_Conductivity_tr","Thermal_Conductivity_ve","Heat_Flux","Y_Plus","Points:0","Points:1","Points:2"
1.147678005509e-03,1.084953419195e-05,1.561035423947e-05,1.502611368664e-08,3.473605902400e-04,9.244611740112e+00,1.561569433761e-06,0.000000000000e+00,3.455439062500e+04,4.552043151855e+01,7.543002367020e-01,7.130750920624e-03,1.025975402445e-02,9.875768228085e-06,2.282993793488e-01,4.760101928711e+02,9.010195312500e+02,9.010003662109e+02,8.979904174805e+00,3.630233038621e-07,3.909100996680e-05,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,6.130477786064e-02,2.939695725217e-03,0.000000000000e+00,0.000000000000e+00,-2.746168896556e-02,7.752354443073e-02,0.000000000000e+00
1.147678005509e-03,1.084952327801e-05,1.561035787745e-05,1.502790958341e-08,3.473605902400e-04,9.244611740112e+00,1.483183496021e-06,0.000000000000e+00,3.455439062500e+04,4.552042770386e+01,7.543002367020e-01,7.130743935704e-03,1.025975588709e-02,9.876947842713e-06,2.282993793488e-01,4.760101013184e+02,9.010193481445e+02,9.010003662109e+02,8.979905128479e+00,3.592230655158e-07,3.909100632882e-05,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,6.130477041006e-02,2.939695259556e-03,0.000000000000e+00,0.000000000000e+00,-3.094151429832e-02,7.382453233004e-02,0.000000000000e+00
1.147678121924e-03,1.084972154786e-05,1.561029239383e-05,1.499530100091e-08,3.473604447208e-04,9.244610786438e+00,1.543514486002e-06,0.000000000000e+00,3.455439062500e+04,4.552043914795e+01,7.543002963066e-01,7.130874320865e-03,1.025971397758e-02,9.855516509560e-06,2.282992750406e-01,4.760118103027e+02,9.010227050781e+02,9.010004272461e+02,8.979888916016e+00,4.209641986108e-07,3.909110455425e-05,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,6.130492314696e-02,2.939703874290e-03,0.000000000000e+00,0.000000000000e+00,-3.427821770310e-02,6.999596208334e-02,0.000000000000e+00
1.147677772678e-03,1.084917312255e-05,1.561046883580e-05,1.508499636316e-08,3.473608521745e-04,9.244610786438e+00,8.469229442198e-07,0.000000000000e+00,3.455439062500e+04,4.552040481567e+01,7.543001770973e-01,7.130514830351e-03,1.025983039290e-02,9.914469046635e-06,2.282995730639e-01,4.760069580078e+02,9.010133666992e+02,9.010002441406e+02,8.979934692383e+00,2.481783951680e-07,3.909082806786e-05,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,6.130449846387e-02,2.939679892734e-03,0.000000000000e+00,0.000000000000e+00,-3.745947778225e-02,6.603732705116e-02,0.000000000000e+00
1.147677772678e-03,1.084915038518e-05,1.561047611176e-05,1.508882796486e-08,3.473608521745e-04,9.244610786438e+00,7.849998269194e-07,0.000000000000e+00,3.455439062500e+04,4.552040481567e+01,7.543001770973e-01,7.130499463528e-03,1.025983598083e-02,9.916987437464e-06,2.282995879650e-01,4.760067749023e+02,9.010130004883e+02,9.010002441406e+02,8.979936599731e+00,2.407093120382e-07,3.909081715392e-05,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,6.130448356271e-02,2.939678961411e-03,0.000000000000e+00,0.000000000000e+00,-4.047266766429e-02,6.194934248924e-02,0.000000000000e+00
1.147678471170e-03,1.085019357561e-05,1.561014505569e-05,1.491904022544e-08,3.473601245787e-04,9.244612693787e+00,2.456282572894e-06,0.000000000000e+00,3.455439062500e+04,4.552046966553e+01,7.543003559113e-01,7.131183054298e-03,1.025961432606e-02,9.805391528062e-06,2.282990217209e-01,4.760160217285e+02,9.010307006836e+02,9.010006103516e+02,8.979849815369e+00,5.708232606594e-07,3.909134466085e-05,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,6.130528822541e-02,2.939724596217e-03,0.000000000000e+00,0.000000000000e+00,-2.385055460036e-02,8.109451830387e-02,0.000000000000e+00
1.147678354755e-03,1.084995528799e-05,1.561022145324e-05,1.495802948170e-08,3.473602992017e-04,9.244612693787e+00,2.420388909741e-06,0.000000000000e+00,3.455439453125e+04,4.552045822144e+01,7.543002963066e-01,7.131026592106e-03,1.025966554880e-02,9.831018360273e-06,2.282991558313e-01,4.760139465332e+02,9.010266723633e+02,9.010004882812e+02,8.979868888855e+00,4.970432883056e-07,3.909122460755e-05,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,6.130510568619e-02,2.939714118838e-03,0.000000000000e+00,0.000000000000e+00,-2.011928521097e-02,8.453981578350e-02,0.000000000000e+00
1.147678820416e-03,1.085108124244e-05,1.560986129334e-05,1.477463484889e-08,3.473594260868e-04,9.244611740112e+00,2.780177737804e-06,0.000000000000e+00,3.455438671875e+04,4.552051925659e+01,7.543005347252e-01,7.131765596569e-03,1.025942619890e-02,9.710482117953e-06,2.282985448837e-01,4.760238037109e+02,9.010457153320e+02,9.010008544922e+02,8.979775428772e+00,8.478718882543e-07,3.909179213224e-05,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,6.130596995354e-02,2.939763246104e-03,0.000000000000e+00,0.000000000000e+00,-3.528965637088e-02,6.359782069921e-02,0.000000000000e+00
1.147677772678e-03,1.084935047402e-05,1.561041062814e-05,1.505578772765e-08,3.473607066553e-04,9.244610786438e+00,7.881196211201e-07,0.000000000000e+00,3.455439062500e+04,4.552041625977e+01,7.543001770973e-01,7.130631245673e-03,1.025979220867e-02,9.895271432470e-06,2.282994836569e-01,4.760085144043e+02,9.010163574219e+02,9.010003051758e+02,8.979919433594e+00,3.032093331967e-07,3.909091901733e-05,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,6.130463629961e-02,2.939687808976e-03,0.000000000000e+00,0.000000000000e+00,-4.330509528518e-02,5.773413926363e-02,0.000000000000e+00
1.147677539848e-03,1.084895211534e-05,1.561053977639e-05,1.512136371673e-08,3.473609976936e-04,9.244610786438e+00,4.765689709529e-07,0.000000000000e+00,3.455439062500e+04,4.552039337158e+01,7.543001174927e-01,7.130370009691e-03,1.025987789035e-02,9.938371476892e-06,2.282996922731e-01,4.760050048828e+02,9.010095825195e+02,9.010001831055e+02,8.979952812195e+00,1.780166485332e-07,3.909071529051e-05,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,6.130432710052e-02,2.939670346677e-03,0.000000000000e+00,0.000000000000e+00,-4.594434052706e-02,5.339539796114e-02,0.000000000000e+00
