#  1: step
#  2: pseudo-time
#  3: dt
#  4: CFL
#  5: eta
#  6: nRestarts
#  7: nIters
#  8: nFnCalls
#  9: wall-clock, s
#  10: global-residual-abs
# 11: global-residual-rel
# 12: x-mom-abs
# 13: x-mom-rel
# 14: y-mom-abs
# 15: y-mom-rel
# 16: energy-abs
# 17: energy-rel
# 18: nuhat-abs
# 19: nuhat-rel
# 20: N2-abs
# 21: N2-rel
# 22: O2-abs
# 23: O2-rel
# 24: N-abs
# 25: N-rel
# 26: O-abs
# 27: O-rel
# 28: NO-abs
# 29: NO-rel
# 30: mass-balance
# 31: linear-solve-residual
# 32: omega
# 33: PC
       1  1.9543517912971085e-08  1.9543517912971085e-08 1.0000000000000000e+00 1.0000000000000000e-02   4  40   203 950.36400000 6.1160499994861357e+12  1.0000000000000000e+00  1.5148007420898004e+09  1.0000000000000000e+00  4.3745118295459044e+08  1.0000000000000000e+00 1.7502262557774441e+12  1.0000000000000000e+00  2.2041173568236409e+04  1.0000000000000000e+00  5.5523237382077926e+05  1.0000000000000000e+00  1.6866902620631235e+05  1.0000000000000000e+00  0.0000000000000000e+00                  -nan  0.0000000000000000e+00                  -nan  0.0000000000000000e+00                  -nan  3.6158344310962134e+00 1.1711889324931486e-01 2.7750727022304907e-02 1 
       2  3.9087035825942163e-08  1.9543517912971082e-08 1.0000000000000000e+00 1.0000000000000000e-02   2  40   324 1502.85000000 6.1230098385170635e+12  1.0011379630695485e+00  1.5119083126176946e+09  9.9809055449225925e-01  4.4711451781498533e+08  1.0220900873901579e+00 1.7500970811360876e+12  9.9992619546134109e-01  2.1913142610443763e+04  9.9419128217486785e-01  5.5494426632468519e+05  9.9948110465153273e-01  1.6858150463318336e+05  9.9948110465153250e-01  6.7509073455068351e-144                   inf  3.4260421982189609e-71                   inf  0.0000000000000000e+00                  -nan  3.6158342946750048e+00 9.7138708446272790e-03 2.5125809680751350e-02 0 
       3  5.8630553739591752e-08  1.9543517913649585e-08 1.0000000000000000e+00 1.0000000000000000e-02   3  11   456 2097.10000000 6.0453398232084629e+12  9.8843858760415404e-01  1.5030414066793375e+09  9.9223704142484126e-01  4.3450178928250909e+08  9.9325777643996560e-01 1.7409747364282183e+12  9.9471410092341672e-01  2.1452957525652404e+04  9.7331285284048197e-01  5.5101151768248924e+05  9.9239803668283133e-01  1.6738681045634946e+05  9.9239803668283166e-01  1.0317749921676655e-128                   inf  2.6817055690741205e-63                   inf  0.0000000000000000e+00                  -nan  3.6158346962007122e+00 9.8167576882620382e-03 4.5936426250579337e-02 0 
       4  7.8174071662664727e-08  1.9543517923072972e-08 1.0000000000000000e+00 1.0000000000000000e-02   3  16   593 2712.87100000 6.0908641818698184e+12  9.9588201247235819e-01  1.4884636098008468e+09  9.8261346752932066e-01  4.4702522841868198e+08  1.0218859745661846e+00 1.7291703431144333e+12  9.8796960530473943e-01  2.0887168980304799e+04  9.4764323304478448e-01  5.4700313174014643e+05  9.8517874232728164e-01  1.6616913910750209e+05  9.8517874232728153e-01  7.4432515457742006e-118                   inf  5.8780779691361777e-48                   inf  0.0000000000000000e+00                  -nan  3.6158378331821055e+00 9.9855186586508323e-03 4.8774930771005580e-02 0 
       5  9.7717589602582422e-08  1.9543517939917691e-08 1.0000000000000000e+00 1.0000000000000000e-02   3   6   720 3284.68000000 5.9377380557460830e+12  9.7084524427448526e-01  1.4807524744618363e+09  9.7752293969635140e-01  4.3754995759090376e+08  1.0002257957919927e+00 1.7186803441585176e+12  9.8197609508211048e-01  1.9959441864848122e+04  9.0555259242691710e-01  5.4386208403669577e+05  9.7952156552788894e-01  1.6521494860567158e+05  9.7952156552788883e-01  5.1247700821236080e-103                   inf  8.8358943643091669e-34                   inf  0.0000000000000000e+00                  -nan  3.6158391669433385e+00 9.6892636244374098e-03 3.8969170929920263e-02 0 
       6  1.1726110756360300e-07  1.9543517961020577e-08 1.0000000000000000e+00 1.0000000000000000e-02   3  16   857 3900.25300000 5.8098468215270518e+12  9.4993448745762199e-01  1.4772064558949161e+09  9.7518202549662092e-01  4.1916913904852694e+08  9.5820780782307025e-01 1.7105917930178965e+12  9.7735466335925691e-01  1.9221911915535034e+04  8.7209112781706777e-01  5.4164161145825847e+05  9.7552238845693162e-01  1.6454041130348659e+05  9.7552238845693140e-01  3.9503161371126254e-99                   inf  9.4065837837094886e-34                   inf  0.0000000000000000e+00                  -nan  3.6158404344934802e+00 9.5441741837357236e-03 3.7822234767582841e-02 0 
       7  1.3680462554044879e-07  1.9543517976845803e-08 1.0000000000000000e+00 1.0000000000000000e-02   2  27   965 4385.68800000 5.7905323770255225e+12  9.4677649422618149e-01  1.4686507546254652e+09  9.6953395507275286e-01  4.1632489271282089e+08  9.5170594785209994e-01 1.7004554505629524e+12  9.7156321644118881e-01  1.8665425653401355e+04  8.4684354921555294e-01  5.3888736680375237e+05  9.7056186240627462e-01  1.6370372420505129e+05  9.7056186240627484e-01  1.2259812759653588e-87                   inf  1.2051980746744084e-33                   inf  0.0000000000000000e+00                  -nan  3.6158418799113536e+00 9.1409978364833510e-03 4.0521588246625100e-02 0 
       8  1.5634814352939766e-07  1.9543517988948882e-08 1.0000000000000000e+00 1.0000000000000000e-02   3  11  1097 4978.87800000 5.6737153452071611e+12  9.2767641626276121e-01  1.4612012857854536e+09  9.6461616712017073e-01  4.1977026200837398e+08  9.5958195648986999e-01 1.6939566391259988e+12  9.6785008997225297e-01  1.8103461507099488e+04  8.2134744100869617e-01  5.3683797868268308e+05  9.6687081660689755e-01  1.6308115910438748e+05  9.6687081660689789e-01  7.9775944895275574e-75                   inf  1.3370008169819103e-33                   inf  0.0000000000000000e+00                  -nan  3.6158449501758807e+00 9.9007837589949153e-03 7.2583092262726565e-02 0 
       9  1.7589166153112572e-07  1.9543518001728048e-08 1.0000000000000000e+00 1.0000000000000000e-02   3   1  1219 5528.47000000 5.4523002820381738e+12  8.9147411850725067e-01  1.4439162888057373e+09  9.5320542741068914e-01  4.1384471670643711e+08  9.4603634149823801e-01 1.6755431472400627e+12  9.5732945481142528e-01  1.6937742293373136e+04  7.6845918575688543e-01  5.3075616466431483e+05  9.5591717934594900e-01  1.6123361977416615e+05  9.5591717934594955e-01  3.6412478341339135e-64                   inf  1.7698888565884241e-33                   inf  0.0000000000000000e+00                  -nan  3.6158493562456187e+00 9.5513422121488584e-03 3.8192716040428190e-02 0 
      10  1.9543517956417407e-07  1.9543518033048338e-08 1.0000000000000000e+00 1.0000000000000000e-02   3  32  1372 6215.70700000 5.3881762300268994e+12  8.8098956523893823e-01  1.4365146722446270e+09  9.4831922927554757e-01  4.1186441010977030e+08  9.4150942129815618e-01 1.6675965953322036e+12  9.5278915501782557e-01  1.6483102821667413e+04  7.4783235886410582e-01  5.2839492469077231e+05  9.5166447347922534e-01  1.6051632001688401e+05  9.5166447347922600e-01  1.0166611185165581e-57                   inf  2.1090620308289653e-33                   inf  0.0000000000000000e+00                  -nan  3.6158487743532350e+00 9.4494996316447383e-03 3.8435126009694523e-02 0 
