"PointID","x","y","Density","Momentum_x","Momentum_y","Energy","Pressure","Temperature","Mach","Pressure_Coefficient"
0, 2.723000012300000e-02, 2.718419978786347e-02, 8.952973809701107e-01, 8.893007967764510e-01, 4.029331987243337e-01, 2.676873515886840e+00, 8.578120985858715e-01, 9.581309147317938e-01, 9.415660269129561e-01, -3.173837085136798e-01
1, 3.260000050100000e-02, 2.948109446637338e-02, 8.720443448784408e-01, 9.064278462690992e-01, 3.666110376159279e-01, 2.615814038502439e+00, 8.270672487803812e-01, 9.484233842439179e-01, 9.730354430728088e-01, -3.860106054009350e-01
2, 2.232000045500000e-02, 2.482329437156798e-02, 9.225383267590098e-01, 8.647410512380614e-01, 4.421472796864120e-01, 2.747663717908985e+00, 8.945707197875373e-01, 9.696840703955073e-01, 9.035553143927517e-01, -2.353332147599614e-01
3, 1.789999939500000e-02, 2.241364555514381e-02, 9.527752945735388e-01, 8.310115234723250e-01, 4.843379600396948e-01, 2.825582594314332e+00, 9.360291332062919e-01, 9.824238081501236e-01, 8.608059890648121e-01, -1.427921133788128e-01
4, 1.394999958600000e-02, 1.994492353858276e-02, 9.851542624370214e-01, 7.856819710573580e-01, 5.285167717130560e-01, 2.908195228957620e+00, 9.812505306590276e-01, 9.960374411126872e-01, 8.139535223896701e-01, -4.185149406467063e-02
5, 2.718861963756945e-02, 2.727526222186302e-02, 8.959672613830754e-01, 8.894180977263347e-01, 4.029257419837784e-01, 2.678681204639848e+00, 8.586491461808035e-01, 9.583487959764678e-01, 9.408550840487553e-01, -3.155152987035638e-01
6, 3.844000026600000e-02, 3.171811260404538e-02, 8.537661323205714e-01, 9.198978887976270e-01, 3.341028509845398e-01, 2.567926469796794e+00, 8.027913804074314e-01, 9.402942445437737e-01, 9.991045546836612e-01, -4.401978115905552e-01
7, 3.256241483031695e-02, 2.957378162407323e-02, 8.726047763162874e-01, 9.065354494071349e-01, 3.666440018329893e-01, 2.617329794431897e+00, 8.277641178556736e-01, 9.486128661249033e-01, 9.724248757717456e-01, -3.844550940721573e-01
8, 2.227433188906854e-02, 2.491229246404047e-02, 9.233357248152604e-01, 8.648450317163640e-01, 4.420499713397733e-01, 2.749800789165763e+00, 8.955818327738078e-01, 9.699417110206523e-01, 9.026999721680656e-01, -2.330762661298935e-01
9, 1.784947179195744e-02, 2.249999065278067e-02, 9.537571443154622e-01, 8.312306654710326e-01, 4.841618030882809e-01, 2.828237663230918e+00, 9.372504751565279e-01, 9.826930060159270e-01, 8.598920214860531e-01, -1.400659036684645e-01
10, 1.049000024800000e-02, 1.742916196961543e-02, 1.025506472096660e+00, 7.266237983605713e-01, 5.737723335590390e-01, 3.011381371254956e+00, 1.037377233976823e+00, 1.011575511421096e+00, 7.586451790901223e-01, 8.343132584112235e-02
11, 1.389396330309639e-02, 2.002781915589462e-02, 9.863500516829112e-01, 7.860948660706621e-01, 5.283510962393989e-01, 2.911478418758836e+00, 9.826883974921486e-01, 9.962876727339193e-01, 8.130794133498900e-01, -3.864196988359678e-02
12, 2.713894964487453e-02, 2.738453105415498e-02, 8.967577421075843e-01, 8.895693894897930e-01, 4.029238482253231e-01, 2.680819031871115e+00, 8.596321920332415e-01, 9.586002458288352e-01, 9.400343396865475e-01, -3.133209999258004e-01
13, 4.473999887700000e-02, 3.389028465845557e-02, 8.373235682331817e-01, 9.301369248677683e-01, 3.047188836380958e-01, 2.524734260270933e+00, 7.810673976735529e-01, 9.328142994012056e-01, 1.022891817175877e+00, -4.886888444786767e-01
14, 3.840578909031066e-02, 3.181209339235242e-02, 8.542184716464785e-01, 9.199216187229456e-01, 3.340916085198503e-01, 2.569123267394391e+00, 8.033804531993128e-01, 9.404859293791938e-01, 9.984925655312058e-01, -4.388829169658197e-01
15, 3.251730164333273e-02, 2.968500200626707e-02, 8.732926917519497e-01, 9.067074878128341e-01, 3.667125976660085e-01, 2.619205693105113e+00, 8.286041590400610e-01, 9.488275430059572e-01, 9.717329535434506e-01, -3.825800021427211e-01
16, 5.149000138000000e-02, 3.599337852580232e-02, 8.215327981521122e-01, 9.370293184292099e-01, 2.778246698810466e-01, 2.482858765176234e+00, 7.606000232201449e-01, 9.258303806384548e-01, 1.044948539985804e+00, -5.343749481693197e-01
17, 2.221951224538172e-02, 2.501908127408757e-02, 9.242590718927565e-01, 8.649790164278582e-01, 4.419377703260585e-01, 2.752279354099799e+00, 8.967487054537300e-01, 9.702352216216942e-01, 9.017251089071328e-01, -2.304716396122100e-01
18, 1.778881609939147e-02, 2.260359158063713e-02, 9.548808993817893e-01, 8.314629770075893e-01, 4.839515098238746e-01, 2.831270920246547e+00, 9.386538786865158e-01, 9.830062359548932e-01, 8.588279629249014e-01, -1.369333065033129e-01
19, 7.519999985000000e-03, 1.486756313872443e-02, 1.070825356206581e+00, 6.453748551387070e-01, 6.121069228187188e-01, 3.125322120701873e+00, 1.102358049985368e+00, 1.029447092932589e+00, 6.919169267683249e-01, 2.284777901459118e-01
20, 1.042775421340857e-02, 1.750753147585926e-02, 1.026917837609705e+00, 7.272383608819750e-01, 5.733381830816465e-01, 3.015252389723997e+00, 1.039078381286390e+00, 1.011841788341110e+00, 7.576775455277663e-01, 8.722852965711998e-02
21, 1.382669091093843e-02, 2.012727442507554e-02, 9.877338600502578e-01, 7.864848398286299e-01, 5.280859575021642e-01, 2.915246976062960e+00, 9.843832052683523e-01, 9.966077352236007e-01, 8.119606359263257e-01, -3.485891681171358e-02
22, 5.040000193000000e-03, 1.226032473458219e-02, 1.124209946843527e+00, 5.405369496007381e-01, 6.363268842663652e-01, 3.258900131834537e+00, 1.179545477078964e+00, 1.049221704887779e+00, 6.127735419770132e-01, 4.007711541941161e-01
23, 3.049999941000000e-03, 9.605565346412577e-03, 1.179285527074857e+00, 4.103963337548059e-01, 6.301275474967867e-01, 3.394135933586658e+00, 1.261751241599177e+00, 1.069928539468191e+00, 5.210153383828262e-01, 5.842661642838778e-01
24, 2.707931898344890e-02, 2.751564154402031e-02, 8.976910037880176e-01, 8.896505275143820e-01, 4.028687336971013e-01, 2.683308835723034e+00, 8.608269683945746e-01, 9.589346052952669e-01, 9.389425277883452e-01, -3.106540884049675e-01
25, 4.470880633202581e-02, 3.398530692446834e-02, 8.376927600148401e-01, 9.301097025341172e-01, 3.047053802865980e-01, 2.525693327377615e+00, 7.815659290507277e-01, 9.329983095913137e-01, 1.022308761565264e+00, -4.875760512260543e-01
26, 3.836472760970125e-02, 3.192486740249647e-02, 8.547869724952225e-01, 9.200231081007275e-01, 3.341371974869393e-01, 2.570656228863176e+00, 8.040919749107053e-01, 9.406928284873919e-01, 9.978318606969039e-01, -4.372946988600330e-01
27, 3.246314517487501e-02, 2.981845809951494e-02, 8.740801485555645e-01, 9.068155905220301e-01, 3.667288383690693e-01, 2.621319372244372e+00, 8.295994143081838e-01, 9.491113780345133e-01, 9.708178493391011e-01, -3.803584502049469e-01
28, 5.869000032500000e-02, 3.802635805630503e-02, 8.073672536680638e-01, 9.423158358996389e-01, 2.534696272677404e-01, 2.445294049892475e+00, 7.422383513321151e-01, 9.193317513931207e-01, 1.065354575252951e+00, -5.753608229193861e-01
29, 5.146152491689147e-02, 3.608924750893269e-02, 8.218392824014403e-01, 9.369761763582519e-01, 2.778273791093286e-01, 2.483644075157760e+00, 7.610247376233996e-01, 9.260019007605249e-01, 1.044408483047013e+00, -5.334269249477689e-01
30, 6.633000075800000e-02, 3.998513962421356e-02, 7.938871346662275e-01, 9.458322877838422e-01, 2.311712902210995e-01, 2.409390564327743e+00, 7.249215499593360e-01, 9.131292324873275e-01, 1.084736289808917e+00, -6.140143974121967e-01
31, 2.215369412717877e-02, 2.514721013818948e-02, 9.253751630461704e-01, 8.650439893579581e-01, 4.417599610370302e-01, 2.755243993431255e+00, 8.981904677291928e-01, 9.706230549483406e-01, 9.004362468237908e-01, -2.272534202473377e-01
32, 1.771598437758865e-02, 2.272788645960678e-02, 9.562240174533263e-01, 8.315726157328422e-01, 4.835994043451022e-01, 2.834840426424209e+00, 9.403870895532430e-01, 9.834380567617815e-01, 8.573599888723532e-01, -1.330645322472254e-01
33, 7.450855072779110e-03, 1.493996382794775e-02, 1.072404326768193e+00, 6.462485393418604e-01, 6.113004542002906e-01, 3.129638377488744e+00, 1.104275674160042e+00, 1.029719525179367e+00, 6.908686870958841e-01, 2.327582012500936e-01
