"Time_Iter","Outer_Iter","Inner_Iter",    "rms[Rho]"    ,    "rms[RhoU]"   ,    "rms[RhoV]"   ,    "rms[RhoE]"   
          0,           0,           0,      -3.840164463,       -3.92011141,      -3.759847181,      -3.243787319
          0,           0,           1,      -3.938767941,      -3.918071922,      -3.860438146,      -3.320425331
          0,           0,           2,       -3.95879469,      -3.913740172,      -3.876997093,      -3.350708349
          0,           0,           3,       -3.95577735,      -3.918115028,      -3.891855319,      -3.350244901
          0,           0,           4,      -3.940636272,      -3.920159498,      -3.898264663,      -3.341483666
          0,           0,           5,      -3.937917368,      -3.916397574,      -3.894518423,      -3.343019965
          0,           0,           6,      -3.935267187,      -3.935781524,      -3.898057532,       -3.34681259
          0,           0,           7,      -3.932515555,      -3.938334023,      -3.907991805,      -3.346378823
          0,           0,           8,      -3.876444388,      -3.880928868,      -3.846578029,      -3.286900076
          0,           0,           9,      -3.549257236,      -3.582688329,      -3.519097598,      -2.955283533
          0,           0,          10,      -2.941897643,      -2.982662303,      -3.030576016,      -2.347797945
          0,           0,          11,      -2.060461639,       -2.10724972,      -2.023704196,      -1.458455477
          0,           0,          12,      -2.292345508,      -2.343112824,      -2.243875865,      -1.654535468
          0,           0,          13,      -2.253345183,       -2.31340712,      -2.168800721,      -1.592565295
          0,           0,          14,      -2.375829854,      -2.441926022,      -2.279913453,      -1.697158573
          0,           0,          15,      -2.447404835,      -2.519385751,      -2.362212896,      -1.753492331
          0,           0,          16,      -2.505021964,      -2.580662401,      -2.444007907,      -1.802805746
          0,           0,          17,      -2.539735404,      -2.616847272,      -2.504458257,      -1.834550105
          0,           0,          18,      -2.558678475,       -2.63381651,      -2.550321282,      -1.856321023
          0,           0,          19,       -2.57075463,       -2.64145228,      -2.589003939,      -1.874373002
          0,           0,          20,      -2.579347592,       -2.64417967,      -2.619504433,      -1.890518487
          0,           0,          21,      -2.582640665,      -2.641081652,      -2.641667873,       -1.90192407
          0,           0,          22,      -2.583256165,       -2.63540902,      -2.658455187,      -1.910081672
          0,           0,          23,      -2.579379759,      -2.626002917,      -2.669513262,      -1.912385637
          0,           0,          24,        -2.5739108,      -2.615604603,      -2.675895073,      -1.911921162
          0,           0,          25,      -2.566517572,      -2.603858467,      -2.678744047,      -1.908199877
          0,           0,          26,      -2.558564962,      -2.592258149,      -2.678860061,      -1.902695314
          0,           0,          27,      -2.550048541,      -2.580654005,      -2.677269326,      -1.895555073
          0,           0,          28,      -2.539650621,      -2.567629015,      -2.673854814,      -1.885738535
          0,           0,          29,      -2.528960316,      -2.554870157,      -2.668982945,      -1.874742495
          0,           0,          30,      -2.519014743,      -2.543492734,      -2.663020072,      -1.863520164
          0,           0,          31,      -2.509733822,      -2.533359866,      -2.656810856,      -1.852190392
          0,           0,          32,      -2.501108036,      -2.524379437,      -2.650695071,       -1.84090474
          0,           0,          33,      -2.492347553,      -2.515695229,       -2.64475515,      -1.828865083
          0,           0,          34,      -2.482578588,      -2.506380069,      -2.638501815,      -1.815209395
          0,           0,          35,      -2.472123801,      -2.496665927,      -2.631128573,      -1.800594295
          0,           0,          36,      -2.461716184,      -2.487186818,      -2.623115621,        -1.7858764
          0,           0,          37,      -2.451670223,      -2.478205648,      -2.614749843,      -1.771451386
          0,           0,          38,      -2.442598238,      -2.470252101,      -2.606750885,      -1.757920861
          0,           0,          39,      -2.434657171,      -2.463484647,      -2.599758414,      -1.745205042
          0,           0,          40,      -2.427694981,      -2.457742754,      -2.593980315,      -1.733035525
          0,           0,          41,      -2.421853828,      -2.452990588,      -2.588865285,      -1.721806241
          0,           0,          42,      -2.417187173,       -2.44919632,      -2.584286373,      -1.711775081
          0,           0,          43,       -2.41359404,      -2.446252906,      -2.580142393,      -1.702961113
          0,           0,          44,       -2.41095079,      -2.444100894,      -2.576565024,      -1.695294156
          0,           0,          45,       -2.40992187,      -2.443502535,      -2.573978555,      -1.689501924
          0,           0,          46,      -2.410044114,      -2.443995881,      -2.572162078,      -1.685165643
          0,           0,          47,      -2.410823409,      -2.445078444,      -2.570850325,      -1.681845531
          0,           0,          48,      -2.412063994,       -2.44654728,      -2.569960922,      -1.679362721
          0,           0,          49,      -2.413765248,       -2.44839692,      -2.569452739,      -1.677713577
          0,           0,          50,      -2.415860328,      -2.450558013,      -2.569294414,      -1.676798673
          0,           0,          51,      -2.418345678,      -2.453029682,      -2.569449381,       -1.67657656
          0,           0,          52,       -2.42124682,      -2.455838926,      -2.569906543,      -1.677047027
          0,           0,          53,      -2.424703372,      -2.459122703,      -2.570662465,      -1.678328016
          0,           0,          54,      -2.429096728,       -2.46325208,      -2.571786126,       -1.68078958
          0,           0,          55,      -2.435577187,      -2.469337407,      -2.573550295,      -1.685609985
          0,           0,          56,      -2.436142362,      -2.468662752,      -2.575107122,      -1.685820419
          0,           0,          57,      -2.436151541,      -2.467449022,      -2.575416197,      -1.685573026
          0,           0,          58,      -2.436313097,      -2.466429208,      -2.575577172,      -1.685548511
          0,           0,          59,      -2.436582248,      -2.465534778,      -2.575968546,      -1.685741991
          0,           0,          60,      -2.436763005,      -2.464561596,       -2.57656223,       -1.68596714
          0,           0,          61,      -2.436787112,      -2.463447355,      -2.577213558,      -1.686123926
          0,           0,          62,      -2.436704849,      -2.462251899,       -2.57781662,      -1.686220989
          0,           0,          63,      -2.436589877,      -2.461057262,      -2.578345856,      -1.686301894
          0,           0,          64,      -2.436484186,      -2.459911613,      -2.578820016,      -1.686391723
          0,           0,          65,      -2.436396132,      -2.458827233,      -2.579259032,      -1.686490498
          0,           0,          66,      -2.436320192,      -2.457801344,      -2.579676391,      -1.686589112
          0,           0,          67,      -2.436253155,      -2.456832739,       -2.58006837,      -1.686682466
          0,           0,          68,      -2.436197439,      -2.455925537,      -2.580431346,      -1.686772385
          0,           0,          69,      -2.436157214,      -2.455085408,      -2.580767942,      -1.686863416
          0,           0,          70,      -2.436133979,      -2.454314684,      -2.581084212,      -1.686958394
          0,           0,          71,      -2.436125439,      -2.453610872,      -2.581384904,      -1.687057133
          0,           0,          72,      -2.436128604,      -2.452970373,      -2.581671937,      -1.687158735
          0,           0,          73,      -2.436141256,      -2.452390158,       -2.58194517,      -1.687262885
          0,           0,          74,      -2.436162216,      -2.451868078,      -2.582204091,       -1.68737032
          0,           0,          75,      -2.436190528,      -2.451402017,      -2.582448551,      -1.687482011
          0,           0,          76,      -2.436225145,      -2.450989217,       -2.58267886,       -1.68759839
          0,           0,          77,       -2.43626418,      -2.450626118,      -2.582896126,      -1.687719467
          0,           0,          78,      -2.436305414,      -2.450308434,      -2.583101015,      -1.687844669
          0,           0,          79,      -2.436346642,      -2.450031551,      -2.583293719,      -1.687973073
          0,           0,          80,      -2.436386452,      -2.449791305,      -2.583474579,      -1.688104104
          0,           0,          81,      -2.436424016,      -2.449583884,      -2.583644252,      -1.688237483
          0,           0,          82,      -2.436458519,      -2.449405404,      -2.583803346,       -1.68837273
          0,           0,          83,      -2.436489258,      -2.449252062,      -2.583952546,      -1.688509225
          0,           0,          84,      -2.436515664,      -2.449120231,      -2.584092507,      -1.688646274
          0,           0,          85,      -2.436537424,      -2.449006605,      -2.584223803,      -1.688783214
          0,           0,          86,      -2.436554441,      -2.448908224,      -2.584346967,       -1.68891944
          0,           0,          87,      -2.436566757,       -2.44882243,      -2.584462498,      -1.689054387
          0,           0,          88,      -2.436574512,      -2.448746829,      -2.584570854,      -1.689187514
          0,           0,          89,      -2.436577915,      -2.448679291,      -2.584672456,      -1.689318314
          0,           0,          90,      -2.436577245,      -2.448617963,      -2.584767698,      -1.689446323
          0,           0,          91,      -2.436572831,      -2.448561272,      -2.584856955,      -1.689571133
          0,           0,          92,      -2.436565002,      -2.448507883,      -2.584940544,        -1.6896924
          0,           0,          93,      -2.436554199,      -2.448456808,      -2.585018523,      -1.689809807
          0,           0,          94,      -2.436541005,      -2.448407374,      -2.585090947,      -1.689923182
          0,           0,          95,      -2.436525905,      -2.448358971,      -2.585158454,      -1.690032385
          0,           0,          96,      -2.436509147,      -2.448310935,      -2.585221465,      -1.690137163
          0,           0,          97,      -2.436491007,      -2.448262754,       -2.58528029,      -1.690237291
          0,           0,          98,      -2.436471903,      -2.448214155,      -2.585335186,      -1.690332677
          0,           0,          99,      -2.436452313,      -2.448165037,      -2.585386339,      -1.690423297
          0,           0,         100,      -2.436432734,      -2.448115401,      -2.585433894,      -1.690509179
          0,           0,         101,      -2.436413449,       -2.44806536,      -2.585478128,        -1.6905904
          0,           0,         102,      -2.436394603,      -2.448015035,       -2.58551925,      -1.690666985
          0,           0,         103,      -2.436376304,      -2.447964579,      -2.585557428,      -1.690738976
          0,           0,         104,      -2.436358644,      -2.447914184,      -2.585592806,      -1.690806447
          0,           0,         105,      -2.436341773,      -2.447864083,      -2.585625536,      -1.690869533
          0,           0,         106,      -2.436325678,      -2.447814497,       -2.58565576,       -1.69092833
          0,           0,         107,      -2.436310343,      -2.447765668,      -2.585683621,      -1.690982941
          0,           0,         108,      -2.436295804,      -2.447717851,      -2.585709241,      -1.691033509
          0,           0,         109,      -2.436281994,      -2.447671317,      -2.585732717,      -1.691080163
          0,           0,         110,      -2.436268887,      -2.447626322,       -2.58575414,       -1.69112306
          0,           0,         111,       -2.43625642,      -2.447583095,      -2.585773604,      -1.691162353
          0,           0,         112,      -2.436244561,      -2.447541844,      -2.585791193,      -1.691198214
          0,           0,         113,      -2.436233237,      -2.447502727,      -2.585806957,        -1.6912308
          0,           0,         114,      -2.436222382,      -2.447465877,      -2.585820939,      -1.691260278
          0,           0,         115,      -2.436211933,       -2.44743142,      -2.585833198,      -1.691286825
          0,           0,         116,      -2.436201802,      -2.447399449,      -2.585843787,      -1.691310603
          0,           0,         117,      -2.436191903,      -2.447370036,      -2.585852769,      -1.691331768
          0,           0,         118,      -2.436182147,      -2.447343235,      -2.585860218,      -1.691350473
          0,           0,         119,       -2.43617245,      -2.447319096,       -2.58586622,       -1.69136686
          0,           0,         120,      -2.436162756,      -2.447297658,      -2.585870863,      -1.691381071
          0,           0,         121,       -2.43615302,      -2.447278935,      -2.585874231,      -1.691393253
          0,           0,         122,      -2.436143189,      -2.447262923,      -2.585876406,      -1.691403539
          0,           0,         123,      -2.436133236,       -2.44724961,       -2.58587747,      -1.691412061
          0,           0,         124,      -2.436123149,      -2.447238988,      -2.585877515,      -1.691418953
          0,           0,         125,      -2.436112946,      -2.447231043,       -2.58587663,      -1.691424344
          0,           0,         126,      -2.436102653,      -2.447225753,      -2.585874895,      -1.691428358
          0,           0,         127,      -2.436092303,      -2.447223092,      -2.585872388,      -1.691431113
          0,           0,         128,      -2.436081938,      -2.447223024,      -2.585869179,      -1.691432727
          0,           0,         129,      -2.436071606,      -2.447225502,       -2.58586533,      -1.691433305
          0,           0,         130,      -2.436061351,      -2.447230466,      -2.585860901,      -1.691432948
          0,           0,         131,      -2.436051224,      -2.447237849,      -2.585855949,      -1.691431753
          0,           0,         132,      -2.436041279,      -2.447247575,       -2.58585053,      -1.691429808
          0,           0,         133,      -2.436031561,      -2.447259559,      -2.585844694,      -1.691427194
          0,           0,         134,      -2.436022114,      -2.447273706,      -2.585838486,      -1.691423982
          0,           0,         135,       -2.43601298,      -2.447289914,      -2.585831953,      -1.691420235
          0,           0,         136,      -2.436004196,      -2.447308077,      -2.585825138,      -1.691416009
          0,           0,         137,      -2.435995803,      -2.447328088,      -2.585818088,      -1.691411359
          0,           0,         138,      -2.456107275,      -2.467849184,      -2.589443604,      -1.710680974
          0,           0,         139,      -2.455875263,      -2.467683907,      -2.591069279,      -1.710477862
          0,           0,         140,      -2.455260568,       -2.46711387,      -2.591266166,      -1.709794048
          0,           0,         141,      -2.454992682,      -2.466920152,      -2.590946279,       -1.70936086
          0,           0,         142,      -2.455087692,      -2.467104241,      -2.590665805,      -1.709267877
          0,           0,         143,      -2.455284395,      -2.467386926,      -2.590581328,       -1.70931357
          0,           0,         144,      -2.455403462,       -2.46757889,      -2.590627912,      -1.709330231
          0,           0,         145,      -2.455425281,      -2.467656638,      -2.590698244,      -1.709283379
          0,           0,         146,      -2.455403558,      -2.467674418,      -2.590736247,      -1.709211697
          0,           0,         147,      -2.455384171,       -2.46768137,      -2.590744208,      -1.709153201
          0,           0,         148,      -2.455380362,       -2.46769472,      -2.590746453,      -1.709117586
          0,           0,         149,      -2.455385158,       -2.46771092,      -2.590757219,      -1.709095808
          0,           0,         150,      -2.455389909,      -2.467723976,      -2.590773808,      -1.709077793
          0,           0,         151,      -2.455392268,      -2.467733738,      -2.590787078,      -1.709060416
          0,           0,         152,      -2.455394129,      -2.467743975,      -2.590792154,      -1.709045352
          0,           0,         153,      -2.455397137,      -2.467757682,      -2.590790665,      -1.709034267
          0,           0,         154,       -2.45540084,      -2.467774984,      -2.590786897,      -1.709026609
          0,           0,         155,       -2.45540369,      -2.467794133,      -2.590783764,      -1.709020423
          0,           0,         156,      -2.455404644,      -2.467813443,      -2.590781701,      -1.709014039
          0,           0,         157,      -2.455403829,       -2.46783231,      -2.590779824,      -1.709006934
          0,           0,         158,      -2.455402059,      -2.467850995,      -2.590777348,       -1.70899944
          0,           0,         159,      -2.455400072,      -2.467869936,      -2.590774131,      -1.708992039
          0,           0,         160,      -2.455398179,      -2.467889275,      -2.590770459,      -1.708984929
