"Time_Iter","Outer_Iter","Inner_Iter",    "rms[Rho]"    ,    "rms[RhoU]"   ,    "rms[RhoV]"   ,    "rms[RhoW]"   ,    "rms[RhoE]"   ,     "rms[nu]"    
          0,           0,         179,      -6.580268853,      -6.696839174,      -6.805223107,      -6.510669344,      -5.995212969,      -12.70679913
          0,           0,         180,      -6.580302461,      -6.696846124,      -6.805191385,      -6.510666143,      -5.995424567,      -12.70539222
          0,           0,         181,      -6.580280068,      -6.696849777,      -6.805254423,      -6.510671047,      -5.995113898,      -12.70412414
          0,           0,         182,       -6.58034634,      -6.696861732,      -6.805226515,      -6.510669627,      -5.995317679,      -12.70314058
          0,           0,         183,      -6.580285682,      -6.696844124,      -6.805275535,      -6.510669914,      -5.995063571,      -12.70231014
          0,           0,         184,      -6.580376936,       -6.69686508,        -6.8052556,      -6.510670969,      -5.995220228,       -12.7017448
          0,           0,         185,      -6.580288009,      -6.696814983,      -6.805287795,      -6.510666116,      -5.995043846,       -12.7013511
          0,           0,         186,      -6.580382931,      -6.696850726,      -6.805277446,      -6.510670023,      -5.995138189,      -12.70120214
          0,           0,         187,      -6.580276424,      -6.696718114,      -6.805293341,      -6.510657298,      -5.995012129,      -12.70124395
          0,           0,         188,      -6.580370652,      -6.696784669,      -6.805295778,      -6.510665076,      -5.995036813,      -12.70150473
          0,           0,         189,      -6.580319278,      -6.696847539,      -6.805307545,      -6.510669435,      -5.995003696,      -12.70197627
          0,           0,         190,       -6.58034177,       -6.69701148,      -6.805325176,      -6.510685614,      -5.994916992,      -12.70260554
          0,           0,         191,      -6.580376071,      -6.697006649,      -6.805285155,      -6.510681791,      -5.995271642,      -12.70351467
          0,           0,         192,      -6.580265461,       -6.69697045,       -6.80531786,      -6.510677017,      -5.995086735,      -12.70457835
          0,           0,         193,      -6.580366375,      -6.696989491,      -6.805303631,      -6.510679645,      -5.995204081,      -12.70588712
          0,           0,         194,      -6.580276406,      -6.696875286,      -6.805325064,      -6.510668475,      -5.995051671,       -12.7073599
          0,           0,         195,      -6.580379894,      -6.696900609,      -6.805317899,      -6.510672318,       -5.99512112,      -12.70906631
          0,           0,         196,      -6.580268532,      -6.696891474,      -6.805342855,      -6.510669574,       -5.99497352,      -12.71094406
          0,           0,         197,      -6.580363596,       -6.69694518,      -6.805347186,      -6.510678657,      -5.994962555,      -12.71303634
          0,           0,         198,      -6.580281336,      -6.696879508,      -6.805364662,      -6.510671564,      -5.994826968,      -12.71528004
          0,           0,         199,      -6.580356055,      -6.696908385,      -6.805349302,      -6.510674167,      -5.994982706,      -12.71775492
          0,           0,         200,      -6.580255097,      -6.696883098,      -6.805368945,      -6.510669761,      -5.994863036,      -12.72039004
          0,           0,         201,      -6.580315811,      -6.696927993,      -6.805367171,      -6.510674915,      -5.994901026,      -12.72323101
          0,           0,         202,      -6.580240431,      -6.696795146,      -6.805375542,      -6.510662288,      -5.994815297,      -12.72623148
          0,           0,         203,      -6.580309943,      -6.696841652,      -6.805371998,        -6.5106673,      -5.994874224,      -12.72942996
          0,           0,         204,      -6.580234048,      -6.696918729,      -6.805385816,      -6.510671515,      -5.994839153,      -12.73280161
          0,           0,         205,      -6.580250971,      -6.697007806,      -6.805396112,      -6.510680355,      -5.994775427,      -12.73629285
