"Density_0","Density_1","Density_2","Density_3","Density_4","Momentum:0","Momentum:1","Momentum:2","Energy","Energy_ve","MassFrac_0","MassFrac_1","MassFrac_2","MassFrac_3","MassFrac_4","Pressure","Temperature_tr","Temperature_ve","Mach","Pressure_Coefficient","Laminar_Viscosity","Skin_Friction_Coefficient:0","Skin_Friction_Coefficient:1","Skin_Friction_Coefficient:2","Thermal_Conductivity_tr","Thermal_Conductivity_ve","Heat_Flux","Y_Plus","Points:0","Points:1","Points:2"
1.147677539848e-03,1.084883751901e-05,1.561057615618e-05,1.514023395544e-08,3.473610850051e-04,9.244609832764e+00,2.763445365872e-07,0.000000000000e+00,3.455439062500e+04,4.552038574219e+01,7.543001174927e-01,7.130295038223e-03,1.025990210474e-02,9.950774256140e-06,2.282997518778e-01,4.760039672852e+02,9.010076904297e+02,9.010001220703e+02,8.979962348938e+00,1.417955814986e-07,3.909065708285e-05,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,6.130424141884e-02,2.939665224403e-03,0.000000000000e+00,0.000000000000e+00,-5.259059742093e-02,3.969957679510e-02,0.000000000000e+00
1.147677423432e-03,1.084874111257e-05,1.561060889799e-05,1.515625847048e-08,3.473611432128e-04,9.244609832764e+00,5.511034473216e-08,0.000000000000e+00,3.455439062500e+04,4.552037811279e+01,7.543000578880e-01,7.130231708288e-03,1.025992352515e-02,9.961306204787e-06,2.282998114824e-01,4.760031127930e+02,9.010060424805e+02,9.010001220703e+02,8.979970932007e+00,1.111288199240e-07,3.909060978913e-05,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,6.130416691303e-02,2.939661033452e-03,0.000000000000e+00,0.000000000000e+00,-5.955864861608e-02,1.014483999461e-02,0.000000000000e+00
1.147677423432e-03,1.084871291823e-05,1.561061799293e-05,1.516095160525e-08,3.473611723166e-04,9.244609832764e+00,8.599647571828e-08,0.000000000000e+00,3.455439062500e+04,4.552037811279e+01,7.543000578880e-01,7.130213081837e-03,1.025992911309e-02,9.964390301320e-06,2.282998263836e-01,4.760028686523e+02,9.010055541992e+02,9.010001220703e+02,8.979972839355e+00,1.022776956461e-07,3.909059523721e-05,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,6.130414456129e-02,2.939659869298e-03,0.000000000000e+00,0.000000000000e+00,-5.819588899612e-02,2.020695805550e-02,0.000000000000e+00
1.147677423432e-03,1.084870837076e-05,1.561061799293e-05,1.516171188598e-08,3.473611723166e-04,9.244609832764e+00,6.342055769437e-08,0.000000000000e+00,3.455439062500e+04,4.552037811279e+01,7.543000578880e-01,7.130210287869e-03,1.025993097574e-02,9.964890523406e-06,2.282998263836e-01,4.760028381348e+02,9.010054321289e+02,9.010001220703e+02,8.979972839355e+00,1.008268952774e-07,3.909059159923e-05,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,6.130414083600e-02,2.939659636468e-03,0.000000000000e+00,0.000000000000e+00,-5.899550020695e-02,1.519192568958e-02,0.000000000000e+00
1.147677539848e-03,1.084899940906e-05,1.561052340548e-05,1.511341807259e-08,3.473609685898e-04,9.244609832764e+00,2.684437845346e-07,0.000000000000e+00,3.455439062500e+04,4.552039337158e+01,7.543001174927e-01,7.130401674658e-03,1.025986764580e-02,9.933150067809e-06,2.282996624708e-01,4.760054016113e+02,9.010104370117e+02,9.010001831055e+02,8.979948997498e+00,1.925191668306e-07,3.909074075636e-05,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,6.130436435342e-02,2.939672442153e-03,0.000000000000e+00,0.000000000000e+00,-5.435146391392e-02,3.493629023433e-02,0.000000000000e+00
1.147677539848e-03,1.084894938685e-05,1.561053977639e-05,1.512169056639e-08,3.473609976936e-04,9.244609832764e+00,1.544937475728e-07,0.000000000000e+00,3.455438671875e+04,4.552038955688e+01,7.543001174927e-01,7.130368612707e-03,1.025987882167e-02,9.938587027136e-06,2.282996922731e-01,4.760049743652e+02,9.010095825195e+02,9.010001831055e+02,8.979952812195e+00,1.766700563621e-07,3.909071529051e-05,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,6.130432710052e-02,2.939670113847e-03,0.000000000000e+00,0.000000000000e+00,-5.715603008866e-02,2.517771720886e-02,0.000000000000e+00
1.147677423432e-03,1.084875384549e-05,1.561060344102e-05,1.515412151321e-08,3.473611432128e-04,9.244609832764e+00,1.771782649485e-07,0.000000000000e+00,3.455439062500e+04,4.552037811279e+01,7.543000578880e-01,7.130240090191e-03,1.025992073119e-02,9.959901944967e-06,2.282997965813e-01,4.760032348633e+02,9.010062255859e+02,9.010001220703e+02,8.979969024658e+00,1.153184285840e-07,3.909061706509e-05,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,6.130417436361e-02,2.939661731943e-03,0.000000000000e+00,0.000000000000e+00,-5.587431415915e-02,3.009165637195e-02,0.000000000000e+00
1.147677539848e-03,1.084894483938e-05,1.561054159538e-05,1.512243308355e-08,3.473609976936e-04,9.244609832764e+00,7.414868008482e-08,0.000000000000e+00,3.455438671875e+04,4.552038955688e+01,7.543001174927e-01,7.130365353078e-03,1.025987975299e-02,9.939074516296e-06,2.282996922731e-01,4.760049133301e+02,9.010094604492e+02,9.010001831055e+02,8.979953765869e+00,1.751897542590e-07,3.909071165253e-05,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,6.130432337523e-02,2.939669881016e-03,0.000000000000e+00,0.000000000000e+00,-5.989104509354e-02,5.077295936644e-03,0.000000000000e+00
1.147677656263e-03,1.084910763893e-05,1.561048884469e-05,1.509568292590e-08,3.473608812783e-04,9.244609832764e+00,4.250363474512e-07,0.000000000000e+00,3.455438671875e+04,4.552040100098e+01,7.543001770973e-01,7.130471989512e-03,1.025984436274e-02,9.921493074216e-06,2.282996177673e-01,4.760063476562e+02,9.010122680664e+02,9.010002441406e+02,8.979940414429e+00,2.264812337671e-07,3.909079532605e-05,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,6.130445003510e-02,2.939677098766e-03,0.000000000000e+00,0.000000000000e+00,-5.059713870287e-02,4.437031224370e-02,0.000000000000e+00
1.147677539848e-03,1.084897394321e-05,1.561053250043e-05,1.511776304142e-08,3.473609685898e-04,9.244609832764e+00,4.403264597386e-07,0.000000000000e+00,3.455439062500e+04,4.552039337158e+01,7.543001174927e-01,7.130384445190e-03,1.025987323374e-02,9.936004971678e-06,2.282996773720e-01,4.760051879883e+02,9.010100097656e+02,9.010001831055e+02,8.979950904846e+00,1.847487709483e-07,3.909072620445e-05,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,6.130434572697e-02,2.939671278000e-03,0.000000000000e+00,0.000000000000e+00,-4.837860912085e-02,4.893845319748e-02,0.000000000000e+00
1.147678005509e-03,1.084986797650e-05,1.561024328112e-05,1.497067536604e-08,3.473602992017e-04,9.244609832764e+00,6.980586704231e-07,0.000000000000e+00,3.455438671875e+04,4.552044296265e+01,7.543002963066e-01,7.130970712751e-03,1.025968138129e-02,9.839332051342e-06,2.282992005348e-01,4.760130615234e+02,9.010251464844e+02,9.010004882812e+02,8.979876518250e+00,4.648364040349e-07,3.909117731382e-05,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,6.130503490567e-02,2.939710393548e-03,0.000000000000e+00,0.000000000000e+00,-5.248959735036e-02,3.470903635025e-02,0.000000000000e+00
1.147677772678e-03,1.084943869500e-05,1.561038152431e-05,1.504096580618e-08,3.473606193438e-04,9.244609832764e+00,2.204659637073e-07,0.000000000000e+00,3.455438671875e+04,4.552041625977e+01,7.543002367020e-01,7.130689453334e-03,1.025977358222e-02,9.885530744214e-06,2.282994240522e-01,4.760092773438e+02,9.010178833008e+02,9.010003662109e+02,8.979912757874e+00,3.300311561816e-07,3.909096267307e-05,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,6.130470335484e-02,2.939691534266e-03,0.000000000000e+00,0.000000000000e+00,-5.712637677789e-02,1.725135929883e-02,0.000000000000e+00
1.147677889094e-03,1.084966879716e-05,1.561030694575e-05,1.500317026171e-08,3.473604447208e-04,9.244609832764e+00,4.278797405277e-07,0.000000000000e+00,3.455438671875e+04,4.552043151855e+01,7.543002963066e-01,7.130840327591e-03,1.025972422212e-02,9.860689715424e-06,2.282993048429e-01,4.760112915039e+02,9.010217895508e+02,9.010004272461e+02,8.979893684387e+00,4.022931818781e-07,3.909107908839e-05,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,6.130488216877e-02,2.939701545984e-03,0.000000000000e+00,0.000000000000e+00,-5.520575866103e-02,2.638291940093e-02,0.000000000000e+00
1.147677656263e-03,1.084917857952e-05,1.561046519782e-05,1.508387725835e-08,3.473608230706e-04,9.244609832764e+00,1.007207046655e-07,0.000000000000e+00,3.455438671875e+04,4.552040481567e+01,7.543001770973e-01,7.130519021302e-03,1.025982946157e-02,9.913734174916e-06,2.282995730639e-01,4.760069885254e+02,9.010134277344e+02,9.010002441406e+02,8.979933738708e+00,2.483921832663e-07,3.909083170583e-05,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,6.130450218916e-02,2.939680125564e-03,0.000000000000e+00,0.000000000000e+00,-5.999999865890e-02,0.000000000000e+00,0.000000000000e+00
1.147678005509e-03,1.084975519916e-05,1.561027966090e-05,1.498888657636e-08,3.473603865132e-04,9.244609832764e+00,2.476819247477e-07,0.000000000000e+00,3.455438671875e+04,4.552043533325e+01,7.543002963066e-01,7.130897138268e-03,1.025970559567e-02,9.851301001618e-06,2.282992601395e-01,4.760120544434e+02,9.010232543945e+02,9.010004272461e+02,8.979886054993e+00,4.293111430798e-07,3.909112274414e-05,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,6.130494922400e-02,2.939705504104e-03,0.000000000000e+00,0.000000000000e+00,-5.770427361131e-02,9.612546302378e-03,0.000000000000e+00
1.147677772678e-03,1.084928499040e-05,1.561043245601e-05,1.506654356831e-08,3.473607648630e-04,9.244610786438e+00,7.328267770390e-07,0.000000000000e+00,3.455439062500e+04,4.552041244507e+01,7.543001770973e-01,7.130587939173e-03,1.025980617851e-02,9.902340934786e-06,2.282995134592e-01,4.760079650879e+02,9.010152587891e+02,9.010003051758e+02,8.979925155640e+00,2.832186680735e-07,3.909088627552e-05,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,6.130458787084e-02,2.939684782177e-03,0.000000000000e+00,0.000000000000e+00,-4.594434052706e-02,5.339539796114e-02,0.000000000000e+00
1.147677772678e-03,1.084916493710e-05,1.561047065479e-05,1.508643698855e-08,3.473608521745e-04,9.244610786438e+00,7.221868827401e-07,0.000000000000e+00,3.455439062500e+04,4.552040481567e+01,7.543001770973e-01,7.130509242415e-03,1.025983225554e-02,9.915415830619e-06,2.282995730639e-01,4.760068969727e+02,9.010132446289e+02,9.010002441406e+02,8.979934692383e+00,2.452006526710e-07,3.909082442988e-05,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,6.130449473858e-02,2.939679659903e-03,0.000000000000e+00,0.000000000000e+00,-4.330509528518e-02,5.773413926363e-02,0.000000000000e+00
