"Inner_Iter",    "Time(sec)"   ,    "rms[Rho]"    ,    "rms[RhoE]"   ,     "rms[nu]"    ,"Linear_Solver_Iterations",    "LinSolRes"   ,     "Avg CFL"    ,       "CD"       ,       "CL"       
        3498,    0.006247120984,      -4.237945205,      -3.779430489,      -13.66140422,                         5,     -0.2625675701,                 5,     0.07115267051,      0.2976661577
        3499,    0.006247138623,      -4.237945032,      -3.779430286,        -13.661509,                         5,     -0.2625675704,                 5,     0.07115267102,      0.2976661591
        3500,    0.006247142321,      -4.237945131,      -3.779430397,      -13.66146766,                         5,     -0.2625675702,                 5,     0.07115267094,      0.2976661592
        3501,    0.006247136864,      -4.237945115,       -3.77943038,      -13.66146799,                         5,     -0.2625675701,                 5,      0.0711526708,      0.2976661584
        3502,    0.006247129773,       -4.23794509,      -3.779430352,      -13.66146257,                         5,     -0.2625675704,                 5,     0.07115267066,      0.2976661577
        3503,    0.006247130727,      -4.237945069,      -3.779430329,      -13.66145156,                         5,     -0.2625675707,                 5,     0.07115267073,      0.2976661582
        3504,    0.006247116227,      -4.237945088,      -3.779430352,      -13.66144314,                         5,     -0.2625675706,                 5,       0.071152671,      0.2976661599
        3505,    0.006247113826,      -4.237945132,      -3.779430401,      -13.66145257,                         5,       -0.26256757,                 5,     0.07115267038,      0.2976661562
        3506,    0.006247115807,      -4.237945013,      -3.779430266,      -13.66143628,                         5,     -0.2625675711,                 5,     0.07115267083,      0.2976661588
        3507,    0.006247112531,      -4.237945117,      -3.779430387,      -13.66143623,                         5,     -0.2625675705,                 5,     0.07115267122,      0.2976661611
        3508,    0.006247129286,      -4.237945173,      -3.779430448,      -13.66145378,                         5,     -0.2625675696,                 5,     0.07115267021,      0.2976661553
        3509,     0.00624712899,      -4.237944974,      -3.779430219,      -13.66141681,                         5,     -0.2625675713,                 5,     0.07115267089,      0.2976661594
        3510,    0.006247131371,      -4.237945137,      -3.779430412,      -13.66140257,                         5,     -0.2625675705,                 5,     0.07115267102,      0.2976661605
        3511,    0.006247128489,      -4.237945137,      -3.779430409,      -13.66146318,                         5,     -0.2625675698,                 5,     0.07115267032,      0.2976661558
        3512,    0.006247117219,      -4.237944993,       -3.77943024,      -13.66145365,                         5,      -0.262567571,                 5,     0.07115267109,      0.2976661601
        3513,     0.00624711299,      -4.237945162,      -3.779430438,      -13.66140345,                         5,     -0.2625675701,                 5,     0.07115267031,      0.2976661564
        3514,    0.006247110535,      -4.237945008,      -3.779430263,      -13.66139014,                         5,     -0.2625675711,                 5,     0.07115267085,      0.2976661595
        3515,    0.006247108251,      -4.237945129,      -3.779430404,      -13.66139579,                         5,     -0.2625675705,                 5,     0.07115267058,      0.2976661581
        3516,    0.006247114902,      -4.237945056,      -3.779430317,      -13.66146364,                         5,     -0.2625675705,                 5,     0.07115267046,      0.2976661566
        3517,     0.00624710855,      -4.237945027,      -3.779430279,      -13.66143658,                         5,     -0.2625675709,                 5,      0.0711526707,      0.2976661581
        3518,    0.006247102649,      -4.237945092,       -3.77943036,      -13.66137827,                         5,     -0.2625675708,                 5,     0.07115267061,      0.2976661584
        3519,    0.006247107369,      -4.237945075,      -3.779430342,      -13.66144331,                         5,     -0.2625675707,                 5,     0.07115267093,      0.2976661595
        3520,     0.00624710317,      -4.237945115,      -3.779430381,      -13.66140943,                         5,       -0.26256757,                 5,     0.07115266977,      0.2976661529
        3521,    0.006247108093,      -4.237944909,       -3.77943015,      -13.66135953,                         5,     -0.2625675723,                 5,     0.07115267139,      0.2976661627
        3522,    0.006247111711,      -4.237945243,      -3.779430537,       -13.6613991,                         5,     -0.2625675696,                 5,     0.07115266994,      0.2976661545
        3523,    0.006247131614,       -4.23794492,      -3.779430159,      -13.66144872,                         5,     -0.2625675714,                 5,     0.07115267118,      0.2976661606
        3524,    0.006247132606,      -4.237945186,      -3.779430466,      -13.66141587,                         5,     -0.2625675701,                 5,     0.07115267062,      0.2976661581
        3525,    0.006247120826,      -4.237945055,      -3.779430314,      -13.66144343,                         5,     -0.2625675704,                 5,     0.07115267052,       0.297666157
        3526,    0.006247121166,      -4.237945051,      -3.779430312,      -13.66137115,                         5,     -0.2625675711,                 5,     0.07115267057,      0.2976661581
        3527,    0.006247129931,      -4.237945075,      -3.779430344,      -13.66139442,                         5,     -0.2625675709,                 5,      0.0711526707,      0.2976661587
        3528,    0.006247125645,      -4.237945087,      -3.779430354,      -13.66144602,                         5,     -0.2625675705,                 5,     0.07115267087,      0.2976661591
        3529,    0.006247135745,      -4.237945108,      -3.779430373,      -13.66146619,                         5,     -0.2625675702,                 5,     0.07115267084,      0.2976661587
        3530,    0.006247149175,      -4.237945099,      -3.779430362,      -13.66147608,                         5,     -0.2625675703,                 5,      0.0711526708,      0.2976661584
        3531,    0.006247167603,      -4.237945089,      -3.779430349,      -13.66149463,                         5,     -0.2625675703,                 5,     0.07115267078,       0.297666158
        3532,    0.006247177729,      -4.237945084,      -3.779430343,      -13.66145601,                         5,     -0.2625675704,                 5,     0.07115267073,      0.2976661581
        3533,    0.006247177134,      -4.237945087,      -3.779430352,      -13.66142366,                         5,     -0.2625675707,                 5,     0.07115267104,      0.2976661603
        3534,    0.006247165681,      -4.237945143,      -3.779430415,      -13.66138743,                         5,     -0.2625675699,                 5,     0.07115266968,      0.2976661527
        3535,    0.006247161193,      -4.237944892,      -3.779430132,      -13.66134532,                         5,     -0.2625675723,                 5,     0.07115267126,       0.297666162
        3536,    0.006247155361,      -4.237945223,      -3.779430515,      -13.66139155,                         5,     -0.2625675699,                 5,     0.07115266997,      0.2976661547
        3537,      0.0062471498,      -4.237944933,      -3.779430176,      -13.66138664,                         5,     -0.2625675715,                 5,     0.07115267074,      0.2976661587
        3538,    0.006247143575,      -4.237945118,      -3.779430393,      -13.66135627,                         5,     -0.2625675709,                 5,     0.07115267045,      0.2976661578
        3539,    0.006247161198,      -4.237945045,      -3.779430308,      -13.66142908,                         5,     -0.2625675708,                 5,     0.07115267089,      0.2976661594
        3540,    0.006247195622,      -4.237945116,      -3.779430383,      -13.66143256,                         5,     -0.2625675701,                 5,     0.07115267029,      0.2976661559
        3541,    0.006247198766,      -4.237945001,      -3.779430254,      -13.66141039,                         5,     -0.2625675712,                 5,     0.07115267074,      0.2976661585
        3542,    0.006247200894,      -4.237945105,      -3.779430377,      -13.66138287,                         5,     -0.2625675708,                 5,     0.07115267055,       0.297666158
        3543,    0.006247204769,      -4.237945061,      -3.779430326,      -13.66140867,                         5,     -0.2625675708,                 5,     0.07115267085,      0.2976661595
        3544,    0.006247202129,      -4.237945114,      -3.779430384,      -13.66139768,                         5,     -0.2625675702,                 5,     0.07115266986,      0.2976661537
        3545,    0.006247200829,      -4.237944927,      -3.779430171,      -13.66138364,                         5,      -0.262567572,                 5,     0.07115267164,      0.2976661639
        3546,    0.006247206443,      -4.237945282,      -3.779430578,      -13.66142903,                         5,     -0.2625675692,                 5,     0.07115266987,      0.2976661537
        3547,    0.006247197029,      -4.237944893,      -3.779430124,      -13.66146654,                         5,     -0.2625675714,                 5,      0.0711526711,      0.2976661599
        3548,    0.006247199212,      -4.237945176,      -3.779430454,        -13.661418,                         5,     -0.2625675703,                 5,     0.07115267084,      0.2976661594
        3549,    0.006247186494,      -4.237945097,       -3.77943036,      -13.66142793,                         5,       -0.26256757,                 5,      0.0711526697,      0.2976661522
        3550,    0.006247182444,      -4.237944891,      -3.779430128,      -13.66137462,                         5,     -0.2625675724,                 5,     0.07115267145,      0.2976661628
        3551,    0.006247186922,      -4.237945257,      -3.779430552,      -13.66143348,                         5,     -0.2625675695,                 5,     0.07115267047,      0.2976661571
        3552,    0.006247184473,      -4.237945011,      -3.779430259,      -13.66148783,                         5,     -0.2625675705,                 5,     0.07115267099,      0.2976661592
        3553,    0.006247185965,      -4.237945135,      -3.779430404,      -13.66145202,                         5,     -0.2625675703,                 5,     0.07115267097,      0.2976661596
        3554,    0.006247184168,      -4.237945123,      -3.779430389,      -13.66144624,                         5,       -0.26256757,                 5,     0.07115267028,      0.2976661556
        3555,    0.006247199389,      -4.237944998,      -3.779430249,      -13.66139573,                         5,     -0.2625675713,                 5,     0.07115267066,      0.2976661582
        3556,    0.006247208714,      -4.237945095,      -3.779430366,       -13.6613715,                         5,     -0.2625675709,                 5,     0.07115267057,      0.2976661582
        3557,    0.006247202299,      -4.237945068,      -3.779430334,      -13.66145845,                         5,     -0.2625675707,                 5,     0.07115267105,        0.29766616
        3558,    0.006247199652,       -4.23794514,      -3.779430409,      -13.66144973,                         5,     -0.2625675699,                 5,     0.07115267009,      0.2976661545
        3559,    0.006247205248,      -4.237944958,      -3.779430203,      -13.66137988,                         5,     -0.2625675717,                 5,     0.07115267097,      0.2976661602
        3560,    0.006247203646,      -4.237945158,      -3.779430438,      -13.66139568,                         5,     -0.2625675703,                 5,     0.07115267039,      0.2976661571
        3561,    0.006247205075,      -4.237945021,      -3.779430277,       -13.6614186,                         5,     -0.2625675708,                 5,      0.0711526704,      0.2976661566
        3562,    0.006247215955,      -4.237945036,      -3.779430296,      -13.66139387,                         5,     -0.2625675712,                 5,     0.07115267072,      0.2976661588
        3563,     0.00624722824,      -4.237945099,      -3.779430369,      -13.66142921,                         5,     -0.2625675706,                 5,     0.07115267085,      0.2976661592
        3564,    0.006247235869,      -4.237945104,       -3.77943037,      -13.66146882,                         5,     -0.2625675702,                 5,     0.07115267052,      0.2976661568
        3565,     0.00624723552,      -4.237945039,      -3.779430294,      -13.66141444,                         5,     -0.2625675709,                 5,     0.07115267069,      0.2976661583
        3566,    0.006247234277,      -4.237945092,      -3.779430361,       -13.6614177,                         5,     -0.2625675707,                 5,     0.07115267084,      0.2976661593
        3567,    0.006247241941,      -4.237945107,      -3.779430375,      -13.66144843,                         5,     -0.2625675702,                 5,     0.07115267048,      0.2976661569
        3568,    0.006247235756,      -4.237945034,      -3.779430289,      -13.66142528,                         5,     -0.2625675709,                 5,     0.07115267068,      0.2976661581
        3569,    0.006247228509,      -4.237945087,      -3.779430353,      -13.66140918,                         5,     -0.2625675707,                 5,     0.07115267061,       0.297666158
        3570,    0.006247220358,      -4.237945072,      -3.779430337,      -13.66144164,                         5,     -0.2625675708,                 5,     0.07115267085,      0.2976661591
        3571,    0.006247219986,      -4.237945108,      -3.779430374,      -13.66145814,                         5,     -0.2625675702,                 5,     0.07115267057,      0.2976661573
        3572,    0.006247231063,      -4.237945048,      -3.779430305,      -13.66144137,                         5,     -0.2625675708,                 5,      0.0711526708,      0.2976661587
        3573,    0.006247232468,      -4.237945104,      -3.779430371,      -13.66145848,                         5,     -0.2625675704,                 5,     0.07115267118,      0.2976661607
        3574,    0.006247228763,       -4.23794516,       -3.77943043,      -13.66144062,                         5,     -0.2625675696,                 5,     0.07115267029,      0.2976661559
        3575,    0.006247228852,      -4.237944996,      -3.779430246,      -13.66140241,                         5,     -0.2625675712,                 5,     0.07115267056,      0.2976661576
        3576,    0.006247218436,      -4.237945075,      -3.779430343,      -13.66134335,                         5,     -0.2625675711,                 5,     0.07115267058,      0.2976661585
        3577,    0.006247212158,      -4.237945079,       -3.77943035,      -13.66143163,                         5,     -0.2625675708,                 5,     0.07115267121,      0.2976661612
        3578,    0.006247207107,      -4.237945169,      -3.779430442,      -13.66143009,                         5,     -0.2625675695,                 5,      0.0711526698,      0.2976661531
        3579,    0.006247204646,      -4.237944901,      -3.779430138,      -13.66138799,                         5,      -0.262567572,                 5,     0.07115267139,      0.2976661623
        3580,    0.006247205411,      -4.237945241,      -3.779430534,      -13.66140302,                         5,     -0.2625675697,                 5,      0.0711526699,      0.2976661542
        3581,    0.006247204334,      -4.237944914,      -3.779430153,      -13.66141459,                         5,     -0.2625675715,                 5,     0.07115267087,       0.297666159
        3582,    0.006247202245,       -4.23794514,      -3.779430417,      -13.66137699,                         5,     -0.2625675708,                 5,     0.07115267044,      0.2976661576
        3583,    0.006247206626,      -4.237945034,      -3.779430293,      -13.66149568,                         5,     -0.2625675707,                 5,     0.07115267085,      0.2976661584
        3584,    0.006247206666,      -4.237945101,      -3.779430364,      -13.66147989,                         5,     -0.2625675704,                 5,     0.07115267084,      0.2976661586
        3585,    0.006247205684,      -4.237945096,      -3.779430358,      -13.66149463,                         5,     -0.2625675703,                 5,     0.07115267088,      0.2976661585
        3586,    0.006247209696,      -4.237945103,      -3.779430365,      -13.66147085,                         5,     -0.2625675703,                 5,     0.07115267082,      0.2976661585
        3587,    0.006247219256,      -4.237945097,      -3.779430361,      -13.66146763,                         5,     -0.2625675704,                 5,     0.07115267091,      0.2976661591
        3588,    0.006247226711,      -4.237945111,      -3.779430376,       -13.6614809,                         5,     -0.2625675702,                 5,     0.07115267086,      0.2976661586
        3589,    0.006247225839,      -4.237945101,      -3.779430364,      -13.66146777,                         5,     -0.2625675703,                 5,     0.07115267082,      0.2976661586
        3590,    0.006247226021,      -4.237945097,       -3.77943036,      -13.66147629,                         5,     -0.2625675704,                 5,     0.07115267084,      0.2976661586
        3591,    0.006247226307,      -4.237945098,      -3.779430359,      -13.66148788,                         5,     -0.2625675703,                 5,     0.07115267077,       0.297666158
        3592,    0.006247228753,      -4.237945084,      -3.779430344,      -13.66146194,                         5,     -0.2625675705,                 5,     0.07115267074,      0.2976661581
        3593,    0.006247251301,      -4.237945088,      -3.779430353,      -13.66143448,                         5,     -0.2625675707,                 5,     0.07115267095,      0.2976661596
        3594,     0.00624726368,      -4.237945128,      -3.779430399,      -13.66146846,                         5,     -0.2625675702,                 5,      0.0711526706,      0.2976661574
        3595,    0.006247279548,      -4.237945047,      -3.779430302,      -13.66146228,                         5,     -0.2625675706,                 5,     0.07115267075,      0.2976661581
        3596,    0.006247266911,      -4.237945095,       -3.77943036,      -13.66141639,                         5,     -0.2625675707,                 5,     0.07115267084,      0.2976661592
        3597,    0.006247263449,      -4.237945111,      -3.779430381,      -13.66146016,                         5,     -0.2625675703,                 5,     0.07115267113,      0.2976661604
        3598,    0.006247256393,      -4.237945148,      -3.779430416,      -13.66144793,                         5,     -0.2625675696,                 5,     0.07115267007,      0.2976661544
        3599,    0.006247254781,      -4.237944955,        -3.7794302,      -13.66136797,                         5,     -0.2625675716,                 5,      0.0711526712,      0.2976661615
        3600,    0.006247238319,      -4.237945205,      -3.779430494,      -13.66135257,                         5,       -0.26256757,                 5,     0.07115266982,      0.2976661543
        3601,    0.006247231709,      -4.237944914,      -3.779430157,      -13.66138423,                         5,     -0.2625675717,                 5,      0.0711526708,      0.2976661591
        3602,    0.006247233527,      -4.237945127,      -3.779430403,      -13.66135278,                         5,     -0.2625675707,                 5,     0.07115267086,      0.2976661601
        3603,    0.006247236011,      -4.237945121,      -3.779430395,      -13.66145379,                         5,     -0.2625675701,                 5,     0.07115267083,      0.2976661589
        3604,    0.006247238153,      -4.237945087,      -3.779430347,      -13.66144326,                         5,       -0.26256757,                 5,     0.07115267002,       0.297666154
        3605,     0.00624724563,      -4.237944956,      -3.779430203,      -13.66135759,                         5,      -0.262567572,                 5,     0.07115267121,      0.2976661618
        3606,    0.006247248574,      -4.237945206,      -3.779430494,      -13.66143468,                         5,     -0.2625675698,                 5,     0.07115267029,      0.2976661561
        3607,    0.006247246002,      -4.237944983,      -3.779430229,      -13.66142262,                         5,     -0.2625675709,                 5,     0.07115267077,      0.2976661586
        3608,    0.006247237095,      -4.237945112,      -3.779430383,      -13.66139885,                         5,     -0.2625675707,                 5,     0.07115267098,      0.2976661603
        3609,    0.006247233667,      -4.237945134,      -3.779430406,      -13.66142424,                         5,     -0.2625675699,                 5,     0.07115267017,      0.2976661553
        3610,    0.006247231386,      -4.237944979,      -3.779430229,      -13.66134664,                         5,     -0.2625675715,                 5,     0.07115267045,      0.2976661575
        3611,     0.00624722687,      -4.237945065,      -3.779430334,      -13.66135518,                         5,     -0.2625675712,                 5,     0.07115267068,       0.297666159
        3612,    0.006247224671,      -4.237945092,      -3.779430363,      -13.66145687,                         5,     -0.2625675706,                 5,     0.07115267114,      0.2976661605
        3613,    0.006247221479,       -4.23794515,      -3.779430418,      -13.66147313,                         5,     -0.2625675696,                 5,     0.07115267018,      0.2976661548
        3614,    0.006247216201,      -4.237944967,      -3.779430211,      -13.66143168,                         5,     -0.2625675714,                 5,     0.07115267095,      0.2976661594
        3615,    0.006247227435,      -4.237945145,      -3.779430421,       -13.6614169,                         5,     -0.2625675705,                 5,     0.07115267105,      0.2976661605
        3616,    0.006247220552,      -4.237945139,      -3.779430408,      -13.66144911,                         5,     -0.2625675697,                 5,     0.07115266995,      0.2976661537
        3617,     0.00624721658,      -4.237944931,      -3.779430171,      -13.66138908,                         5,     -0.2625675719,                 5,     0.07115267154,      0.2976661632
        3618,    0.006247222617,      -4.237945266,      -3.779430561,      -13.66140586,                         5,     -0.2625675694,                 5,     0.07115267006,      0.2976661551
        3619,    0.006247238831,      -4.237944939,      -3.779430179,      -13.66141922,                         5,     -0.2625675712,                 5,     0.07115267096,      0.2976661596
        3620,    0.006247247118,      -4.237945154,      -3.779430433,      -13.66134402,                         5,     -0.2625675706,                 5,     0.07115267061,      0.2976661589
        3621,    0.006247235419,       -4.23794507,      -3.779430337,      -13.66144831,                         5,     -0.2625675704,                 5,     0.07115267031,      0.2976661559
        3622,    0.006247227889,      -4.237945002,      -3.779430253,      -13.66139013,                         5,     -0.2625675711,                 5,     0.07115267087,      0.2976661594
        3623,    0.006247217429,      -4.237945134,      -3.779430412,       -13.6613923,                         5,     -0.2625675706,                 5,     0.07115267086,      0.2976661597
        3624,    0.006247204894,       -4.23794511,      -3.779430378,      -13.66145982,                         5,     -0.2625675701,                 5,     0.07115267045,      0.2976661566
        3625,    0.006247197218,      -4.237945023,      -3.779430276,      -13.66140627,                         5,     -0.2625675709,                 5,      0.0711526705,      0.2976661572
        3626,    0.006247203134,      -4.237945061,      -3.779430326,      -13.66136097,                         5,     -0.2625675712,                 5,     0.07115267046,      0.2976661576
        3627,    0.006247207108,      -4.237945053,      -3.779430319,      -13.66142289,                         5,      -0.262567571,                 5,     0.07115267071,      0.2976661586
        3628,    0.006247212969,      -4.237945083,      -3.779430346,      -13.66142883,                         5,     -0.2625675703,                 5,     0.07115267023,      0.2976661554
        3629,    0.006247205702,      -4.237944996,       -3.77943025,      -13.66138456,                         5,     -0.2625675716,                 5,     0.07115267066,      0.2976661585
        3630,    0.006247202874,      -4.237945095,      -3.779430365,      -13.66142693,                         5,     -0.2625675707,                 5,     0.07115267086,      0.2976661593
        3631,    0.006247201884,      -4.237945109,      -3.779430377,      -13.66146218,                         5,     -0.2625675702,                 5,     0.07115267062,      0.2976661575
        3632,    0.006247189799,      -4.237945057,      -3.779430315,      -13.66144337,                         5,     -0.2625675707,                 5,     0.07115267078,      0.2976661586
        3633,    0.006247191536,      -4.237945099,      -3.779430365,       -13.6614492,                         5,     -0.2625675705,                 5,     0.07115267096,      0.2976661596
        3634,    0.006247191861,      -4.237945122,      -3.779430389,      -13.66143729,                         5,       -0.26256757,                 5,     0.07115267009,      0.2976661546
        3635,    0.006247184517,      -4.237944963,       -3.77943021,      -13.66139753,                         5,     -0.2625675717,                 5,     0.07115267107,      0.2976661606
        3636,    0.006247184235,      -4.237945174,      -3.779430455,      -13.66139659,                         5,     -0.2625675702,                 5,     0.07115267031,      0.2976661566
        3637,    0.006247176984,      -4.237945003,      -3.779430256,      -13.66143252,                         5,      -0.262567571,                 5,     0.07115267067,      0.2976661581
        3638,    0.006247185492,      -4.237945083,      -3.779430347,      -13.66145369,                         5,     -0.2625675706,                 5,     0.07115267092,      0.2976661593
        3639,    0.006247196928,       -4.23794512,      -3.779430389,      -13.66146135,                         5,     -0.2625675703,                 5,     0.07115267095,      0.2976661594
        3640,    0.006247191535,      -4.237945115,       -3.77943038,      -13.66145811,                         5,       -0.26256757,                 5,     0.07115267034,      0.2976661559
        3641,    0.006247190327,      -4.237945007,      -3.779430259,      -13.66139956,                         5,     -0.2625675713,                 5,     0.07115267081,      0.2976661591
        3642,    0.006247187435,      -4.237945122,      -3.779430396,      -13.66140653,                         5,     -0.2625675706,                 5,     0.07115267109,      0.2976661608
        3643,    0.006247182556,       -4.23794515,      -3.779430422,      -13.66145754,                         5,     -0.2625675697,                 5,     0.07115267014,      0.2976661548
        3644,    0.006247176244,      -4.237944962,      -3.779430207,      -13.66143189,                         5,     -0.2625675715,                 5,     0.07115267118,      0.2976661609
        3645,    0.006247168673,      -4.237945186,      -3.779430467,       -13.6614045,                         5,       -0.26256757,                 5,     0.07115267007,      0.2976661551
        3646,    0.006247157781,      -4.237944956,      -3.779430203,      -13.66137924,                         5,     -0.2625675714,                 5,      0.0711526707,      0.2976661585
        3647,    0.006247169146,      -4.237945108,      -3.779430382,      -13.66136118,                         5,     -0.2625675709,                 5,     0.07115267042,      0.2976661576
        3648,    0.006247170297,      -4.237945037,      -3.779430298,      -13.66144482,                         5,     -0.2625675708,                 5,      0.0711526707,      0.2976661582
        3649,    0.006247197299,      -4.237945081,      -3.779430344,      -13.66143563,                         5,     -0.2625675705,                 5,      0.0711526705,      0.2976661571
        3650,    0.006247197113,      -4.237945046,      -3.779430306,      -13.66139118,                         5,      -0.262567571,                 5,     0.07115267065,      0.2976661584
        3651,    0.006247206923,      -4.237945087,      -3.779430356,      -13.66142243,                         5,     -0.2625675708,                 5,     0.07115267103,      0.2976661603
        3652,    0.006247221574,      -4.237945139,      -3.779430409,      -13.66141208,                         5,     -0.2625675699,                 5,     0.07115267003,      0.2976661545
        3653,    0.006247216471,      -4.237944955,      -3.779430203,      -13.66135603,                         5,     -0.2625675718,                 5,     0.07115267075,       0.297666159
        3654,    0.006247211916,      -4.237945123,      -3.779430401,      -13.66132488,                         5,     -0.2625675708,                 5,     0.07115267049,      0.2976661584
        3655,    0.006247219548,      -4.237945056,      -3.779430323,      -13.66146428,                         5,     -0.2625675707,                 5,     0.07115267089,      0.2976661591
        3656,    0.006247206643,      -4.237945101,      -3.779430362,      -13.66140465,                         5,       -0.26256757,                 5,     0.07115266978,      0.2976661528
        3657,    0.006247203168,      -4.237944916,       -3.77943016,      -13.66134032,                         5,     -0.2625675724,                 5,     0.07115267141,       0.297666163
        3658,    0.006247197738,      -4.237945252,      -3.779430548,      -13.66141523,                         5,     -0.2625675696,                 5,     0.07115267032,      0.2976661565
        3659,    0.006247231403,      -4.237944985,      -3.779430231,      -13.66145066,                         5,     -0.2625675707,                 5,     0.07115267104,      0.2976661599
        3660,    0.006247234183,      -4.237945156,      -3.779430432,      -13.66137802,                         5,     -0.2625675703,                 5,     0.07115267043,      0.2976661575
        3661,     0.00624723427,      -4.237945034,      -3.779430293,      -13.66144687,                         5,     -0.2625675708,                 5,     0.07115267061,      0.2976661577
        3662,    0.006247229452,      -4.237945064,      -3.779430324,      -13.66145198,                         5,     -0.2625675706,                 5,     0.07115267069,       0.297666158
        3663,    0.006247233777,       -4.23794508,      -3.779430343,      -13.66139759,                         5,     -0.2625675707,                 5,      0.0711526704,      0.2976661569
        3664,    0.006247225245,      -4.237945035,      -3.779430295,      -13.66139125,                         5,     -0.2625675711,                 5,     0.07115267058,      0.2976661579
        3665,    0.006247217972,      -4.237945074,      -3.779430341,      -13.66140569,                         5,     -0.2625675709,                 5,     0.07115267083,      0.2976661593
        3666,     0.00624721034,       -4.23794511,      -3.779430379,      -13.66143484,                         5,     -0.2625675703,                 5,     0.07115267034,      0.2976661562
        3667,    0.006247203962,      -4.237945008,      -3.779430261,      -13.66145696,                         5,     -0.2625675711,                 5,     0.07115267102,      0.2976661598
        3668,    0.006247211042,      -4.237945145,      -3.779430417,      -13.66144427,                         5,     -0.2625675701,                 5,     0.07115267044,      0.2976661567
        3669,    0.006247209165,      -4.237945025,      -3.779430279,      -13.66142046,                         5,     -0.2625675709,                 5,     0.07115267066,      0.2976661581
        3670,    0.006247214774,      -4.237945086,      -3.779430352,        -13.661432,                         5,     -0.2625675707,                 5,     0.07115267112,      0.2976661606
        3671,    0.006247215381,      -4.237945159,      -3.779430434,      -13.66143821,                         5,     -0.2625675699,                 5,     0.07115267022,      0.2976661555
        3672,      0.0062472107,       -4.23794498,      -3.779430227,      -13.66142452,                         5,     -0.2625675712,                 5,     0.07115267078,      0.2976661585
        3673,      0.0062472058,      -4.237945114,      -3.779430386,      -13.66137258,                         5,     -0.2625675708,                 5,     0.07115267046,      0.2976661576
        3674,    0.006247204746,      -4.237945047,       -3.77943031,      -13.66143758,                         5,     -0.2625675709,                 5,     0.07115267103,      0.2976661601
        3675,    0.006247195582,      -4.237945142,      -3.779430413,      -13.66144086,                         5,       -0.26256757,                 5,     0.07115267046,      0.2976661568
        3676,    0.006247185904,       -4.23794503,      -3.779430286,      -13.66142063,                         5,      -0.262567571,                 5,     0.07115267077,      0.2976661588
        3677,    0.006247181492,      -4.237945106,      -3.779430375,      -13.66146485,                         5,     -0.2625675705,                 5,     0.07115267118,      0.2976661606
        3678,    0.006247177392,       -4.23794516,      -3.779430432,      -13.66144656,                         5,     -0.2625675697,                 5,     0.07115267032,       0.297666156
        3679,    0.006247185614,      -4.237944999,      -3.779430249,      -13.66140734,                         5,     -0.2625675711,                 5,     0.07115267064,       0.297666158
        3680,    0.006247176949,      -4.237945086,      -3.779430355,      -13.66140537,                         5,     -0.2625675709,                 5,      0.0711526711,      0.2976661608
        3681,    0.006247171868,      -4.237945158,      -3.779430434,      -13.66143725,                         5,     -0.2625675698,                 5,     0.07115267025,      0.2976661557
        3682,    0.006247172094,      -4.237944984,      -3.779430232,      -13.66142835,                         5,     -0.2625675712,                 5,     0.07115267086,       0.297666159
        3683,    0.006247181864,      -4.237945126,      -3.779430399,      -13.66140977,                         5,     -0.2625675706,                 5,     0.07115267094,      0.2976661599
        3684,     0.00624717122,      -4.237945125,      -3.779430395,      -13.66143467,                         5,     -0.2625675701,                 5,     0.07115267039,      0.2976661565
        3685,    0.006247166973,      -4.237945018,      -3.779430272,      -13.66142935,                         5,      -0.262567571,                 5,     0.07115267084,       0.297666159
        3686,    0.006247168174,      -4.237945119,       -3.77943039,       -13.6614231,                         5,     -0.2625675705,                 5,     0.07115267096,      0.2976661599
        3687,    0.006247178979,      -4.237945128,      -3.779430398,      -13.66144055,                         5,       -0.26256757,                 5,     0.07115267026,      0.2976661557
        3688,    0.006247176266,      -4.237944995,      -3.779430246,      -13.66140605,                         5,     -0.2625675713,                 5,     0.07115267104,      0.2976661604
        3689,    0.006247170218,      -4.237945161,       -3.77943044,      -13.66139478,                         5,     -0.2625675701,                 5,     0.07115267023,      0.2976661561
        3690,    0.006247172472,      -4.237944993,      -3.779430247,      -13.66141945,                         5,     -0.2625675713,                 5,     0.07115267078,      0.2976661588
        3691,    0.006247163034,       -4.23794511,       -3.77943038,      -13.66143332,                         5,     -0.2625675705,                 5,     0.07115267108,      0.2976661604
        3692,    0.006247159413,      -4.237945147,      -3.779430419,      -13.66145752,                         5,     -0.2625675698,                 5,     0.07115267063,      0.2976661576
        3693,    0.006247149755,      -4.237945055,      -3.779430312,      -13.66144663,                         5,     -0.2625675706,                 5,      0.0711526707,      0.2976661581
        3694,    0.006247138933,      -4.237945084,      -3.779430348,      -13.66145331,                         5,     -0.2625675706,                 5,     0.07115267126,      0.2976661612
        3695,    0.006247134463,       -4.23794518,      -3.779430454,      -13.66146499,                         5,     -0.2625675695,                 5,     0.07115267038,      0.2976661562
        3696,    0.006247124111,      -4.237945005,      -3.779430254,      -13.66141936,                         5,      -0.262567571,                 5,     0.07115267095,      0.2976661596
        3697,    0.006247108173,      -4.237945145,      -3.779430422,      -13.66137867,                         5,     -0.2625675705,                 5,     0.07115267081,      0.2976661596
        3698,    0.006247107799,      -4.237945104,      -3.779430373,      -13.66144938,                         5,     -0.2625675702,                 5,     0.07115267016,       0.297666155
