"Inner_Iter",    "Time(sec)"   ,    "rms[Rho]"    ,    "rms[RhoE]"   ,     "rms[nu]"    ,"Linear_Solver_Iterations",    "LinSolRes"   ,     "Avg CFL"    ,       "CD"       ,       "CL"       
       14755,    0.006290661404,      -4.237945123,      -3.779430398,      -13.66138198,                         5,     -0.2625675709,                 5,     0.07115267056,      0.2976661582
       14756,    0.006290670822,      -4.237945057,      -3.779430319,      -13.66146027,                         5,     -0.2625675706,                 5,     0.07115267055,      0.2976661571
       14757,    0.006290681146,      -4.237945047,      -3.779430304,      -13.66142996,                         5,     -0.2625675709,                 5,     0.07115267071,      0.2976661583
       14758,      0.0062906931,      -4.237945091,      -3.779430358,       -13.6614064,                         5,     -0.2625675707,                 5,     0.07115267088,      0.2976661596
       14759,    0.006290707161,       -4.23794512,      -3.779430392,      -13.66145355,                         5,     -0.2625675703,                 5,     0.07115267069,       0.297666158
       14760,     0.00629071823,      -4.237945065,      -3.779430323,       -13.6614747,                         5,     -0.2625675705,                 5,     0.07115267091,       0.297666159
       14761,     0.00629072884,      -4.237945113,      -3.779430378,      -13.66144769,                         5,     -0.2625675703,                 5,     0.07115267071,      0.2976661582
       14762,    0.006290741767,      -4.237945075,      -3.779430336,      -13.66144496,                         5,     -0.2625675705,                 5,      0.0711526706,      0.2976661576
       14763,    0.006290749325,      -4.237945061,      -3.779430321,      -13.66148287,                         5,     -0.2625675707,                 5,     0.07115267118,      0.2976661604
       14764,    0.006290760057,       -4.23794516,       -3.77943043,      -13.66142001,                         5,     -0.2625675698,                 5,     0.07115267004,      0.2976661546
       14765,    0.006290770578,      -4.237944954,      -3.779430201,      -13.66139629,                         5,     -0.2625675717,                 5,     0.07115267109,      0.2976661607
       14766,    0.006290775946,      -4.237945176,      -3.779430458,      -13.66142177,                         5,     -0.2625675701,                 5,     0.07115267008,       0.297666155
       14767,    0.006290786943,      -4.237944949,      -3.779430192,      -13.66144863,                         5,     -0.2625675713,                 5,     0.07115267117,      0.2976661606
       14768,    0.006290797877,      -4.237945183,      -3.779430462,      -13.66140553,                         5,     -0.2625675701,                 5,     0.07115267057,       0.297666158
       14769,    0.006290808429,      -4.237945049,      -3.779430308,      -13.66147346,                         5,     -0.2625675706,                 5,     0.07115267118,      0.2976661605
       14770,    0.006290817156,      -4.237945162,      -3.779430434,      -13.66144061,                         5,     -0.2625675698,                 5,      0.0711526703,      0.2976661558
       14771,    0.006290828647,      -4.237944998,       -3.77943025,      -13.66138728,                         5,     -0.2625675713,                 5,     0.07115267059,       0.297666158
       14772,    0.006290840093,      -4.237945081,       -3.77943035,      -13.66138748,                         5,      -0.262567571,                 5,     0.07115267095,      0.2976661602
       14773,    0.006290848326,      -4.237945133,      -3.779430407,      -13.66144229,                         5,     -0.2625675701,                 5,     0.07115267043,      0.2976661567
       14774,    0.006290858532,      -4.237945023,      -3.779430278,       -13.6614174,                         5,      -0.262567571,                 5,     0.07115267078,      0.2976661588
       14775,    0.006290870264,      -4.237945109,       -3.77943038,      -13.66141539,                         5,     -0.2625675707,                 5,     0.07115267081,      0.2976661592
       14776,    0.006290883005,      -4.237945101,      -3.779430367,      -13.66147625,                         5,     -0.2625675703,                 5,      0.0711526708,      0.2976661584
       14777,    0.006290892586,      -4.237945088,      -3.779430349,      -13.66148025,                         5,     -0.2625675704,                 5,     0.07115267075,      0.2976661581
       14778,    0.006290903216,      -4.237945079,      -3.779430338,      -13.66150741,                         5,     -0.2625675704,                 5,       0.071152671,      0.2976661591
       14779,    0.006290918235,      -4.237945122,      -3.779430385,      -13.66145996,                         5,     -0.2625675701,                 5,      0.0711526704,      0.2976661562
       14780,    0.006290929802,      -4.237945019,      -3.779430272,      -13.66142482,                         5,     -0.2625675712,                 5,      0.0711526709,      0.2976661594
       14781,    0.006290938048,      -4.237945133,      -3.779430407,      -13.66141401,                         5,     -0.2625675705,                 5,     0.07115267095,        0.29766616
       14782,    0.006290949236,      -4.237945123,      -3.779430391,      -13.66145504,                         5,     -0.2625675699,                 5,     0.07115267028,      0.2976661557
       14783,    0.006290961019,      -4.237944992,       -3.77943024,      -13.66141326,                         5,     -0.2625675712,                 5,     0.07115267107,      0.2976661604
       14784,    0.006290971428,      -4.237945168,      -3.779430448,      -13.66138072,                         5,     -0.2625675702,                 5,     0.07115267013,      0.2976661557
       14785,    0.006290981993,      -4.237944971,      -3.779430221,      -13.66142041,                         5,     -0.2625675713,                 5,     0.07115267084,      0.2976661591
       14786,    0.006290994615,      -4.237945121,      -3.779430393,      -13.66142063,                         5,     -0.2625675705,                 5,     0.07115267086,      0.2976661594
       14787,     0.00629100403,      -4.237945107,      -3.779430374,      -13.66145218,                         5,     -0.2625675702,                 5,     0.07115267052,       0.297666157
       14788,    0.006291014531,       -4.23794504,      -3.779430297,      -13.66144528,                         5,     -0.2625675709,                 5,     0.07115267102,      0.2976661599
       14789,     0.00629102728,      -4.237945145,      -3.779430417,      -13.66143768,                         5,     -0.2625675702,                 5,     0.07115267053,      0.2976661573
       14790,    0.006291144078,      -4.237945041,      -3.779430297,      -13.66146879,                         5,     -0.2625675708,                 5,     0.07115267112,      0.2976661602
       14791,    0.006291157251,      -4.237945157,      -3.779430428,      -13.66143011,                         5,     -0.2625675699,                 5,      0.0711526702,      0.2976661554
       14792,    0.006291171718,      -4.237944979,      -3.779430227,      -13.66140624,                         5,     -0.2625675714,                 5,     0.07115267085,      0.2976661592
       14793,    0.006291178619,       -4.23794513,      -3.779430405,      -13.66138441,                         5,     -0.2625675706,                 5,     0.07115267064,      0.2976661586
       14794,    0.006291185488,      -4.237945072,      -3.779430337,      -13.66144544,                         5,     -0.2625675706,                 5,     0.07115267085,      0.2976661591
       14795,     0.00629119158,        -4.2379451,      -3.779430363,      -13.66141887,                         5,     -0.2625675701,                 5,     0.07115266985,      0.2976661533
       14796,    0.006291199199,      -4.237944923,      -3.779430167,      -13.66132735,                         5,     -0.2625675722,                 5,     0.07115267127,      0.2976661623
       14797,    0.006291206984,      -4.237945226,       -3.77943052,      -13.66135118,                         5,     -0.2625675699,                 5,     0.07115266956,      0.2976661528
       14798,    0.006291212018,       -4.23794486,      -3.779430095,      -13.66138084,                         5,     -0.2625675722,                 5,     0.07115267105,      0.2976661605
       14799,    0.006291220075,       -4.23794518,      -3.779430465,      -13.66134589,                         5,     -0.2625675704,                 5,      0.0711526703,      0.2976661571
       14800,    0.006291233465,      -4.237945011,      -3.779430269,      -13.66142455,                         5,      -0.262567571,                 5,     0.07115267057,      0.2976661577
       14801,    0.006291244182,      -4.237945062,      -3.779430323,      -13.66143821,                         5,     -0.2625675708,                 5,     0.07115267064,      0.2976661579
       14802,    0.006291262576,       -4.23794507,      -3.779430332,      -13.66140012,                         5,     -0.2625675707,                 5,     0.07115267044,      0.2976661571
       14803,    0.006291274355,       -4.23794504,      -3.779430301,      -13.66136094,                         5,     -0.2625675711,                 5,     0.07115267046,      0.2976661576
       14804,    0.006291280958,      -4.237945055,      -3.779430321,      -13.66139363,                         5,      -0.262567571,                 5,     0.07115267108,      0.2976661609
       14805,    0.006291289003,      -4.237945156,      -3.779430431,      -13.66140872,                         5,     -0.2625675697,                 5,     0.07115266989,      0.2976661538
       14806,    0.006291298453,      -4.237944925,      -3.779430168,      -13.66136034,                         5,      -0.262567572,                 5,     0.07115267164,      0.2976661641
       14807,     0.00629130687,      -4.237945285,      -3.779430583,      -13.66139529,                         5,     -0.2625675692,                 5,     0.07115266961,      0.2976661526
       14808,    0.006291320522,      -4.237944852,      -3.779430081,      -13.66140916,                         5,      -0.262567572,                 5,     0.07115267143,      0.2976661623
       14809,    0.006291324965,      -4.237945247,       -3.77943054,      -13.66139096,                         5,     -0.2625675698,                 5,     0.07115266998,      0.2976661549
       14810,    0.006291343691,      -4.237944925,      -3.779430164,      -13.66144911,                         5,     -0.2625675712,                 5,     0.07115267086,      0.2976661587
       14811,    0.006291357955,      -4.237945129,      -3.779430402,      -13.66139517,                         5,     -0.2625675708,                 5,     0.07115267067,      0.2976661587
       14812,    0.006291371076,      -4.237945074,      -3.779430337,      -13.66144029,                         5,     -0.2625675704,                 5,     0.07115267032,      0.2976661559
       14813,    0.006291382353,      -4.237945011,      -3.779430266,      -13.66134484,                         5,     -0.2625675714,                 5,     0.07115267066,      0.2976661588
       14814,    0.006291392864,        -4.2379451,      -3.779430374,      -13.66139703,                         5,     -0.2625675708,                 5,     0.07115267104,      0.2976661607
       14815,    0.006291402916,      -4.237945142,      -3.779430414,      -13.66142209,                         5,     -0.2625675698,                 5,     0.07115266987,      0.2976661535
       14816,     0.00629141257,      -4.237944918,      -3.779430158,      -13.66138971,                         5,      -0.262567572,                 5,     0.07115267158,      0.2976661635
       14817,    0.006291421053,      -4.237945272,      -3.779430567,      -13.66138492,                         5,     -0.2625675693,                 5,     0.07115266958,      0.2976661525
       14818,    0.006291431999,      -4.237944851,      -3.779430081,      -13.66140844,                         5,     -0.2625675721,                 5,     0.07115267151,      0.2976661627
       14819,    0.006291441077,      -4.237945263,      -3.779430558,      -13.66139776,                         5,     -0.2625675697,                 5,     0.07115266975,      0.2976661535
       14820,    0.006291451519,      -4.237944878,      -3.779430109,      -13.66146528,                         5,     -0.2625675716,                 5,     0.07115267141,      0.2976661616
       14821,    0.006291460804,      -4.237945231,      -3.779430517,      -13.66140183,                         5,     -0.2625675699,                 5,     0.07115267014,      0.2976661557
       14822,    0.006291471948,       -4.23794496,      -3.779430203,       -13.6614774,                         5,      -0.262567571,                 5,     0.07115267098,      0.2976661592
       14823,    0.006291481435,      -4.237945141,      -3.779430414,      -13.66139973,                         5,     -0.2625675705,                 5,     0.07115267085,      0.2976661596
       14824,    0.006291490876,      -4.237945108,      -3.779430377,      -13.66142675,                         5,     -0.2625675702,                 5,     0.07115267035,      0.2976661563
       14825,    0.006291497672,      -4.237945013,      -3.779430268,      -13.66140016,                         5,     -0.2625675712,                 5,     0.07115267091,      0.2976661597
       14826,    0.006291500443,      -4.237945136,      -3.779430412,      -13.66143847,                         5,     -0.2625675704,                 5,     0.07115267059,      0.2976661577
       14827,    0.006291501907,      -4.237945046,      -3.779430302,      -13.66145947,                         5,     -0.2625675705,                 5,     0.07115267053,      0.2976661568
       14828,    0.006291504114,      -4.237945051,      -3.779430312,      -13.66136841,                         5,     -0.2625675712,                 5,     0.07115267058,      0.2976661582
       14829,    0.006291504933,      -4.237945077,      -3.779430345,      -13.66140686,                         5,     -0.2625675708,                 5,     0.07115267099,      0.2976661602
       14830,     0.00629150453,      -4.237945138,      -3.779430411,      -13.66142288,                         5,     -0.2625675701,                 5,     0.07115267041,      0.2976661569
       14831,    0.006291504891,      -4.237945018,      -3.779430272,      -13.66143872,                         5,     -0.2625675709,                 5,     0.07115267065,      0.2976661579
       14832,     0.00629150883,       -4.23794508,      -3.779430345,       -13.6614095,                         5,     -0.2625675708,                 5,     0.07115267057,      0.2976661577
       14833,    0.006291512446,      -4.237945064,      -3.779430329,      -13.66138052,                         5,     -0.2625675709,                 5,     0.07115267069,      0.2976661588
       14834,    0.006291518364,       -4.23794509,      -3.779430359,      -13.66142673,                         5,     -0.2625675705,                 5,      0.0711526706,      0.2976661578
       14835,    0.006291520158,      -4.237945059,       -3.77943032,       -13.6614252,                         5,     -0.2625675707,                 5,     0.07115267073,      0.2976661586
       14836,    0.006291523491,      -4.237945088,      -3.779430353,      -13.66145888,                         5,     -0.2625675705,                 5,     0.07115267084,      0.2976661588
       14837,    0.006291525726,      -4.237945096,      -3.779430359,      -13.66147593,                         5,     -0.2625675702,                 5,     0.07115267051,      0.2976661567
       14838,    0.006291526582,      -4.237945035,      -3.779430289,      -13.66142461,                         5,      -0.262567571,                 5,     0.07115267074,      0.2976661586
       14839,    0.006291528891,      -4.237945098,      -3.779430366,      -13.66144732,                         5,     -0.2625675706,                 5,     0.07115267115,      0.2976661606
       14840,    0.006291529604,      -4.237945156,      -3.779430429,      -13.66145368,                         5,     -0.2625675698,                 5,     0.07115267048,      0.2976661569
       14841,    0.006291531338,      -4.237945026,      -3.779430279,      -13.66143143,                         5,     -0.2625675708,                 5,     0.07115267076,      0.2976661585
       14842,    0.006291533489,      -4.237945102,      -3.779430372,      -13.66141312,                         5,     -0.2625675707,                 5,     0.07115267073,      0.2976661588
       14843,    0.006291538635,      -4.237945087,      -3.779430353,      -13.66144371,                         5,     -0.2625675704,                 5,     0.07115267066,      0.2976661579
       14844,    0.006291544601,       -4.23794507,      -3.779430331,      -13.66142723,                         5,     -0.2625675707,                 5,     0.07115267055,      0.2976661575
       14845,    0.006291546097,      -4.237945055,      -3.779430316,      -13.66139601,                         5,     -0.2625675708,                 5,     0.07115267033,      0.2976661565
       14846,    0.006291550454,      -4.237945022,       -3.77943028,      -13.66138017,                         5,     -0.2625675713,                 5,      0.0711526708,      0.2976661593
       14847,    0.006291553316,      -4.237945119,      -3.779430393,      -13.66139014,                         5,     -0.2625675705,                 5,     0.07115267039,      0.2976661571
       14848,    0.006291557224,      -4.237945024,      -3.779430282,      -13.66144174,                         5,      -0.262567571,                 5,     0.07115267085,      0.2976661591
       14849,    0.006291559323,      -4.237945112,      -3.779430379,      -13.66147396,                         5,     -0.2625675703,                 5,     0.07115267089,      0.2976661589
       14850,    0.006291559664,      -4.237945101,      -3.779430362,      -13.66148315,                         5,     -0.2625675701,                 5,     0.07115267076,       0.297666158
       14851,    0.006291563615,      -4.237945081,      -3.779430341,       -13.6614902,                         5,     -0.2625675705,                 5,     0.07115267116,      0.2976661602
       14852,    0.006291565752,      -4.237945153,       -3.77943042,      -13.66142978,                         5,     -0.2625675697,                 5,     0.07115267007,      0.2976661545
       14853,    0.006291567674,       -4.23794496,      -3.779430207,      -13.66138826,                         5,     -0.2625675718,                 5,     0.07115267156,      0.2976661634
       14854,    0.006291572081,      -4.237945262,      -3.779430554,      -13.66142832,                         5,     -0.2625675692,                 5,     0.07115267026,       0.297666156
       14855,    0.006291574478,      -4.237944968,       -3.77943021,      -13.66144299,                         5,     -0.2625675708,                 5,     0.07115267066,      0.2976661576
       14856,    0.006291576168,      -4.237945089,      -3.779430357,      -13.66134353,                         5,     -0.2625675711,                 5,     0.07115267063,      0.2976661588
       14857,    0.006291578592,      -4.237945087,      -3.779430359,      -13.66143649,                         5,     -0.2625675707,                 5,     0.07115267064,      0.2976661579
       14858,    0.006291580458,      -4.237945066,      -3.779430326,      -13.66146717,                         5,     -0.2625675706,                 5,     0.07115267105,      0.2976661599
       14859,    0.006291579598,      -4.237945138,      -3.779430407,      -13.66146399,                         5,       -0.26256757,                 5,     0.07115267023,      0.2976661552
       14860,    0.006291581992,       -4.23794498,      -3.779430227,      -13.66142136,                         5,     -0.2625675714,                 5,     0.07115267088,      0.2976661592
       14861,    0.006291586356,      -4.237945132,      -3.779430407,      -13.66140955,                         5,     -0.2625675706,                 5,     0.07115267147,      0.2976661628
       14862,    0.006291589812,      -4.237945218,      -3.779430499,      -13.66145386,                         5,     -0.2625675691,                 5,     0.07115267005,      0.2976661544
       14863,    0.006291596582,      -4.237944935,      -3.779430173,      -13.66147658,                         5,     -0.2625675715,                 5,     0.07115267147,       0.297666162
       14864,    0.006291603508,      -4.237945233,      -3.779430516,      -13.66144729,                         5,     -0.2625675695,                 5,     0.07115267007,      0.2976661547
       14865,    0.006291605536,      -4.237944941,      -3.779430181,      -13.66147436,                         5,     -0.2625675714,                 5,     0.07115267131,      0.2976661611
       14866,     0.00629160984,      -4.237945207,      -3.779430488,      -13.66141745,                         5,     -0.2625675699,                 5,      0.0711526703,      0.2976661563
       14867,    0.006291614275,      -4.237944994,      -3.779430245,      -13.66141466,                         5,      -0.262567571,                 5,     0.07115267063,      0.2976661579
       14868,    0.006291616372,      -4.237945082,       -3.77943035,      -13.66137993,                         5,     -0.2625675709,                 5,      0.0711526706,      0.2976661583
       14869,    0.006291617625,      -4.237945071,      -3.779430337,      -13.66145848,                         5,     -0.2625675707,                 5,     0.07115267094,      0.2976661594
       14870,    0.006291620134,      -4.237945116,      -3.779430381,      -13.66142762,                         5,     -0.2625675701,                 5,     0.07115266993,      0.2976661538
       14871,    0.006291622203,      -4.237944934,      -3.779430177,      -13.66138729,                         5,     -0.2625675719,                 5,     0.07115267151,      0.2976661631
       14872,     0.00629162423,      -4.237945258,      -3.779430551,      -13.66138265,                         5,     -0.2625675694,                 5,     0.07115266979,      0.2976661538
       14873,    0.006291629849,      -4.237944895,      -3.779430133,      -13.66145089,                         5,     -0.2625675718,                 5,     0.07115267143,       0.297666162
       14874,    0.006291630746,      -4.237945231,      -3.779430516,      -13.66142315,                         5,     -0.2625675696,                 5,     0.07115267008,       0.297666155
       14875,    0.006291637033,      -4.237944949,      -3.779430193,      -13.66139397,                         5,     -0.2625675714,                 5,     0.07115267087,      0.2976661594
       14876,    0.006291638281,      -4.237945137,      -3.779430415,      -13.66136412,                         5,     -0.2625675706,                 5,      0.0711526708,      0.2976661597
       14877,    0.006291640287,      -4.237945104,      -3.779430375,      -13.66143795,                         5,     -0.2625675703,                 5,     0.07115267043,      0.2976661568
       14878,     0.00629164256,      -4.237945021,      -3.779430274,      -13.66143077,                         5,     -0.2625675709,                 5,     0.07115267056,      0.2976661574
       14879,    0.006291643107,      -4.237945065,      -3.779430329,       -13.6613502,                         5,      -0.262567571,                 5,      0.0711526707,      0.2976661591
       14880,    0.006291643142,      -4.237945102,      -3.779430377,      -13.66139368,                         5,     -0.2625675707,                 5,     0.07115267072,       0.297666159
       14881,    0.006291647821,      -4.237945085,      -3.779430351,      -13.66145001,                         5,     -0.2625675703,                 5,     0.07115267066,       0.297666158
       14882,    0.006291651196,      -4.237945065,      -3.779430324,      -13.66146878,                         5,     -0.2625675705,                 5,     0.07115267079,      0.2976661584
       14883,    0.006291654482,      -4.237945093,      -3.779430356,      -13.66145422,                         5,     -0.2625675704,                 5,     0.07115267108,      0.2976661602
       14884,    0.006291656586,      -4.237945148,      -3.779430419,      -13.66146533,                         5,       -0.26256757,                 5,      0.0711526709,      0.2976661591
       14885,    0.006291659292,      -4.237945101,      -3.779430363,      -13.66147251,                         5,     -0.2625675701,                 5,     0.07115267066,      0.2976661576
       14886,    0.006291663742,      -4.237945065,      -3.779430324,      -13.66143056,                         5,     -0.2625675707,                 5,     0.07115267077,      0.2976661586
       14887,    0.006291666531,        -4.2379451,      -3.779430368,      -13.66144362,                         5,     -0.2625675706,                 5,     0.07115267107,      0.2976661603
       14888,    0.006291667633,      -4.237945141,      -3.779430411,      -13.66144009,                         5,     -0.2625675698,                 5,     0.07115267024,      0.2976661556
       14889,    0.006291670117,      -4.237944987,      -3.779430236,      -13.66142452,                         5,     -0.2625675713,                 5,      0.0711526711,      0.2976661605
       14890,    0.006291674578,       -4.23794517,       -3.77943045,      -13.66142127,                         5,     -0.2625675701,                 5,     0.07115267032,      0.2976661564
       14891,    0.006291678978,      -4.237944997,      -3.779430247,      -13.66146487,                         5,     -0.2625675709,                 5,     0.07115267096,      0.2976661593
       14892,     0.00629168011,      -4.237945135,      -3.779430407,      -13.66140674,                         5,     -0.2625675704,                 5,     0.07115267137,      0.2976661623
       14893,     0.00629168339,        -4.2379452,       -3.77943048,      -13.66140464,                         5,     -0.2625675693,                 5,      0.0711526696,      0.2976661523
       14894,    0.006291687092,       -4.23794486,      -3.779430092,      -13.66139867,                         5,     -0.2625675723,                 5,     0.07115267154,      0.2976661631
       14895,     0.00629169194,      -4.237945268,      -3.779430562,      -13.66142397,                         5,     -0.2625675695,                 5,     0.07115267014,      0.2976661554
       14896,     0.00629169714,      -4.237944947,      -3.779430187,      -13.66143299,                         5,     -0.2625675711,                 5,      0.0711526709,      0.2976661591
       14897,    0.006291700855,      -4.237945138,      -3.779430414,      -13.66135306,                         5,     -0.2625675707,                 5,     0.07115267054,      0.2976661583
       14898,    0.006291703488,      -4.237945061,      -3.779430327,       -13.6614437,                         5,     -0.2625675707,                 5,      0.0711526709,      0.2976661594
       14899,     0.00629170881,      -4.237945111,      -3.779430376,      -13.66143408,                         5,     -0.2625675701,                 5,     0.07115266996,      0.2976661539
       14900,    0.006291723227,      -4.237944938,      -3.779430181,      -13.66140129,                         5,     -0.2625675719,                 5,     0.07115267184,      0.2976661647
       14901,    0.006291735702,      -4.237945314,      -3.779430614,      -13.66144367,                         5,     -0.2625675689,                 5,     0.07115266996,      0.2976661541
       14902,    0.006291750483,      -4.237944902,      -3.779430132,       -13.6614524,                         5,     -0.2625675712,                 5,     0.07115267114,      0.2976661602
       14903,    0.006291765789,      -4.237945186,      -3.779430468,      -13.66138992,                         5,     -0.2625675704,                 5,     0.07115267098,      0.2976661605
       14904,    0.006291782486,       -4.23794512,      -3.779430387,       -13.6614845,                         5,     -0.2625675696,                 5,     0.07115267009,      0.2976661541
       14905,    0.006291798918,      -4.237944948,      -3.779430188,      -13.66142484,                         5,     -0.2625675716,                 5,     0.07115267167,      0.2976661636
       14906,    0.006291814935,       -4.23794528,      -3.779430574,      -13.66142994,                         5,     -0.2625675692,                 5,     0.07115267013,      0.2976661552
       14907,    0.006291833955,      -4.237944944,      -3.779430184,      -13.66146721,                         5,     -0.2625675711,                 5,      0.0711526711,      0.2976661599
       14908,    0.006291847686,      -4.237945168,      -3.779430445,      -13.66141487,                         5,     -0.2625675703,                 5,     0.07115267072,      0.2976661587
       14909,    0.006291863511,      -4.237945075,      -3.779430336,      -13.66147289,                         5,     -0.2625675703,                 5,     0.07115267041,      0.2976661561
       14910,    0.006291878368,      -4.237945019,      -3.779430272,      -13.66139065,                         5,     -0.2625675712,                 5,      0.0711526708,       0.297666159
       14911,     0.00629189478,      -4.237945122,      -3.779430398,      -13.66136267,                         5,     -0.2625675708,                 5,     0.07115267062,      0.2976661587
       14912,    0.006291914111,      -4.237945073,      -3.779430339,      -13.66145213,                         5,     -0.2625675706,                 5,     0.07115267063,      0.2976661578
       14913,    0.006291929806,      -4.237945057,      -3.779430313,      -13.66150625,                         5,     -0.2625675705,                 5,     0.07115267094,      0.2976661587
       14914,    0.006291946852,      -4.237945115,      -3.779430379,      -13.66145677,                         5,     -0.2625675703,                 5,     0.07115267108,      0.2976661602
       14915,    0.006291968917,      -4.237945143,      -3.779430412,      -13.66145832,                         5,     -0.2625675699,                 5,     0.07115267056,      0.2976661573
       14916,    0.006291986069,      -4.237945041,      -3.779430296,      -13.66144952,                         5,     -0.2625675707,                 5,     0.07115267059,      0.2976661575
       14917,    0.006292001187,      -4.237945063,      -3.779430323,      -13.66142361,                         5,     -0.2625675708,                 5,     0.07115267082,       0.297666159
       14918,    0.006292018618,       -4.23794511,       -3.77943038,       -13.6614194,                         5,     -0.2625675706,                 5,     0.07115267078,       0.297666159
       14919,    0.006292035585,      -4.237945091,      -3.779430355,      -13.66142071,                         5,     -0.2625675702,                 5,     0.07115266993,      0.2976661538
       14920,     0.00629205108,      -4.237944937,      -3.779430182,      -13.66139521,                         5,      -0.262567572,                 5,     0.07115267183,      0.2976661648
       14921,    0.006292068114,      -4.237945312,      -3.779430612,      -13.66142771,                         5,     -0.2625675689,                 5,     0.07115266987,      0.2976661538
       14922,    0.006292082743,      -4.237944889,      -3.779430119,      -13.66146153,                         5,     -0.2625675714,                 5,     0.07115267111,        0.29766616
       14923,    0.006292098129,      -4.237945176,      -3.779430455,      -13.66140914,                         5,     -0.2625675703,                 5,     0.07115267071,      0.2976661588
       14924,    0.006292111004,      -4.237945073,      -3.779430333,      -13.66147178,                         5,     -0.2625675702,                 5,     0.07115267036,      0.2976661559
       14925,    0.006292125741,       -4.23794501,      -3.779430261,      -13.66139411,                         5,     -0.2625675712,                 5,     0.07115267066,      0.2976661583
       14926,    0.006292141058,      -4.237945094,      -3.779430364,      -13.66141946,                         5,     -0.2625675708,                 5,     0.07115267105,      0.2976661604
       14927,    0.006292157942,      -4.237945144,      -3.779430416,      -13.66141889,                         5,     -0.2625675699,                 5,     0.07115267005,      0.2976661547
       14928,    0.006292173939,      -4.237944955,      -3.779430202,      -13.66139907,                         5,     -0.2625675717,                 5,     0.07115267095,      0.2976661599
       14929,    0.006292187686,      -4.237945151,      -3.779430429,       -13.6614111,                         5,     -0.2625675704,                 5,     0.07115267055,      0.2976661578
       14930,    0.006292204025,      -4.237945045,      -3.779430303,      -13.66149248,                         5,     -0.2625675705,                 5,     0.07115267092,      0.2976661588
       14931,    0.006292219899,      -4.237945111,      -3.779430374,       -13.6614702,                         5,     -0.2625675702,                 5,     0.07115267103,      0.2976661598
       14932,    0.006292236169,      -4.237945132,      -3.779430399,      -13.66147036,                         5,       -0.26256757,                 5,     0.07115267056,      0.2976661571
       14933,     0.00629225298,      -4.237945042,      -3.779430296,      -13.66145499,                         5,     -0.2625675707,                 5,     0.07115267088,       0.297666159
       14934,     0.00629226917,      -4.237945117,      -3.779430386,      -13.66143778,                         5,     -0.2625675704,                 5,     0.07115267097,      0.2976661598
       14935,    0.006292285806,      -4.237945125,      -3.779430394,      -13.66145141,                         5,       -0.26256757,                 5,     0.07115267029,      0.2976661557
       14936,    0.006292300344,      -4.237944995,      -3.779430245,      -13.66140785,                         5,     -0.2625675713,                 5,     0.07115267089,      0.2976661595
       14937,    0.006292317239,      -4.237945133,      -3.779430408,      -13.66140462,                         5,     -0.2625675704,                 5,     0.07115267081,      0.2976661593
       14938,    0.006292333444,        -4.2379451,      -3.779430366,      -13.66140192,                         5,     -0.2625675702,                 5,     0.07115267009,       0.297666155
       14939,    0.006292348032,       -4.23794497,       -3.77943022,      -13.66135358,                         5,     -0.2625675717,                 5,     0.07115267067,      0.2976661587
       14940,    0.006292364487,      -4.237945104,      -3.779430379,      -13.66137573,                         5,     -0.2625675709,                 5,     0.07115267109,      0.2976661612
       14941,    0.006292380348,      -4.237945157,      -3.779430433,      -13.66143465,                         5,     -0.2625675697,                 5,     0.07115267002,      0.2976661544
       14942,    0.006292397841,      -4.237944938,       -3.77943018,      -13.66145871,                         5,     -0.2625675716,                 5,     0.07115267149,      0.2976661623
       14943,    0.006292413462,      -4.237945239,      -3.779430524,      -13.66143958,                         5,     -0.2625675695,                 5,     0.07115267011,      0.2976661549
       14944,    0.006292430322,      -4.237944948,      -3.779430189,      -13.66141994,                         5,     -0.2625675713,                 5,     0.07115267091,      0.2976661593
       14945,    0.006292446603,      -4.237945141,      -3.779430418,      -13.66135647,                         5,     -0.2625675707,                 5,     0.07115267071,      0.2976661593
       14946,    0.006292461689,       -4.23794509,      -3.779430359,      -13.66140811,                         5,     -0.2625675704,                 5,     0.07115267025,       0.297666156
       14947,    0.006292474055,      -4.237944997,      -3.779430251,       -13.6613924,                         5,     -0.2625675713,                 5,     0.07115267075,      0.2976661589
       14948,    0.006292490967,      -4.237945111,      -3.779430384,      -13.66140023,                         5,     -0.2625675707,                 5,     0.07115267086,      0.2976661596
       14949,    0.006292508581,      -4.237945109,      -3.779430377,      -13.66145186,                         5,     -0.2625675701,                 5,     0.07115267037,      0.2976661562
       14950,    0.006292526025,      -4.237945007,      -3.779430258,      -13.66143626,                         5,      -0.262567571,                 5,     0.07115267083,      0.2976661589
       14951,    0.006292543317,      -4.237945117,      -3.779430388,      -13.66142805,                         5,     -0.2625675706,                 5,     0.07115267109,      0.2976661606
       14952,    0.006292556353,      -4.237945146,      -3.779430417,       -13.6614565,                         5,     -0.2625675698,                 5,     0.07115267035,      0.2976661561
       14953,    0.006292573026,      -4.237945001,       -3.77943025,      -13.66142564,                         5,      -0.262567571,                 5,     0.07115267088,      0.2976661591
       14954,    0.006292591177,       -4.23794513,      -3.779430404,      -13.66139283,                         5,     -0.2625675706,                 5,     0.07115267121,      0.2976661616
       14955,    0.006292606618,      -4.237945173,       -3.77943045,       -13.6614056,                         5,     -0.2625675695,                 5,     0.07115266955,      0.2976661518
