"Mach","Points:0","Points:1","Points:2"
8.425247669220e-01,-1.161934994161e-02,2.081986982375e-03,0.000000000000e+00
8.143576979637e-01,-1.159028522670e-02,2.283222507685e-03,0.000000000000e+00
7.817459106445e-01,-1.157045643777e-02,2.399487653747e-03,0.000000000000e+00
8.224546313286e-01,-1.173223741353e-02,6.438144482672e-04,0.000000000000e+00
8.026457428932e-01,-1.173355989158e-02,5.454756901599e-04,0.000000000000e+00
8.195578455925e-01,-1.173803210258e-02,3.695986233652e-04,0.000000000000e+00
7.780361771584e-01,-1.173338573426e-02,4.555571649689e-04,0.000000000000e+00
7.810872197151e-01,-1.173571869731e-02,2.924304280896e-04,0.000000000000e+00
7.625555396080e-01,-1.173346489668e-02,1.963496906683e-04,0.000000000000e+00
6.803308725357e-01,-1.171966362745e-02,0.000000000000e+00,0.000000000000e+00
6.802788376808e-01,-1.172589045018e-02,1.920280774357e-04,0.000000000000e+00
6.751921176910e-01,-1.172294653952e-02,9.111843246501e-05,0.000000000000e+00
8.096090555191e-01,-1.167577225715e-02,1.532694674097e-03,0.000000000000e+00
7.998064160347e-01,-1.168513763696e-02,1.416337327100e-03,0.000000000000e+00
8.116059899330e-01,-1.169439684600e-02,1.300981384702e-03,0.000000000000e+00
7.956827878952e-01,-1.170436944813e-02,1.167191774584e-03,0.000000000000e+00
7.993416786194e-01,-1.172277703881e-02,8.441341342404e-04,0.000000000000e+00
7.767867445946e-01,-1.171500515193e-02,9.596013696864e-04,0.000000000000e+00
7.526933550835e-01,-1.170730777085e-02,1.071907929145e-03,0.000000000000e+00
7.552283406258e-01,-1.172237377614e-02,7.579400553368e-04,0.000000000000e+00
2.141362428665e+00,-1.042275689542e-02,6.661165505648e-03,0.000000000000e+00
2.089684963226e+00,-1.038929075003e-02,6.732463836670e-03,0.000000000000e+00
2.020823478699e+00,-1.044495403767e-02,6.597151514143e-03,0.000000000000e+00
2.372853994370e+00,-1.013210322708e-02,7.322583347559e-03,0.000000000000e+00
2.262455701828e+00,-1.029669865966e-02,6.958564743400e-03,0.000000000000e+00
2.163009881973e+00,-1.032475102693e-02,6.887617520988e-03,0.000000000000e+00
2.297637701035e+00,-1.016661897302e-02,7.243226747960e-03,0.000000000000e+00
2.240873336792e+00,-1.020227745175e-02,7.161939516664e-03,0.000000000000e+00
2.223815917969e+00,-1.023449935019e-02,7.091552019119e-03,0.000000000000e+00
2.185485124588e+00,-1.026695314795e-02,7.016944233328e-03,0.000000000000e+00
2.047643899918e+00,-1.035305205733e-02,6.811740342528e-03,0.000000000000e+00
1.930603384972e+00,-1.057738065720e-02,6.271003279835e-03,0.000000000000e+00
1.944736242294e+00,-1.054515782744e-02,6.350719369948e-03,0.000000000000e+00
1.984456062317e+00,-1.047860085964e-02,6.513752508909e-03,0.000000000000e+00
1.951865673065e+00,-1.051159296185e-02,6.431894376874e-03,0.000000000000e+00
1.813838124275e+00,-1.059675216675e-02,6.209134124219e-03,0.000000000000e+00
1.673270106316e+00,-1.088965777308e-02,5.409661680460e-03,0.000000000000e+00
1.648497104645e+00,-1.085709407926e-02,5.499089602381e-03,0.000000000000e+00
1.629687905312e+00,-1.082530990243e-02,5.585189908743e-03,0.000000000000e+00
1.544013261795e+00,-1.090023946017e-02,5.359524860978e-03,0.000000000000e+00
1.398857355118e+00,-1.096748746932e-02,5.134219303727e-03,0.000000000000e+00
1.430117368698e+00,-1.094035524875e-02,5.220675375313e-03,0.000000000000e+00
1.437992811203e+00,-1.091043185443e-02,5.310786888003e-03,0.000000000000e+00
1.272687435150e+00,-1.100491452962e-02,4.993036389351e-03,0.000000000000e+00
1.293233633041e+00,-1.097588520497e-02,5.087046418339e-03,0.000000000000e+00
1.762431144714e+00,-1.063110213727e-02,6.117048673332e-03,0.000000000000e+00
1.616922497749e+00,-1.079289335757e-02,5.672700237483e-03,0.000000000000e+00
1.634340286255e+00,-1.075951289386e-02,5.764964502305e-03,0.000000000000e+00
1.687187552452e+00,-1.073059346527e-02,5.849990993738e-03,0.000000000000e+00
1.713469505310e+00,-1.069746166468e-02,5.940199829638e-03,0.000000000000e+00
1.736819386482e+00,-1.066439878196e-02,6.029016803950e-03,0.000000000000e+00
2.374438047409e+00,-9.976459667087e-03,7.641525939107e-03,0.000000000000e+00
2.364551305771e+00,-1.006345450878e-02,7.463262416422e-03,0.000000000000e+00
2.257963418961e+00,-1.010117959231e-02,7.376972120255e-03,0.000000000000e+00
2.298638820648e+00,-1.002150122076e-02,7.543632294983e-03,0.000000000000e+00
3.647688627243e+00,-9.111005812883e-03,9.277652017772e-03,0.000000000000e+00
3.524067401886e+00,-9.163843467832e-03,9.184405207634e-03,0.000000000000e+00
3.394037008286e+00,-9.218378923833e-03,9.086955338717e-03,0.000000000000e+00
3.263988256454e+00,-9.271401911974e-03,8.991174399853e-03,0.000000000000e+00
4.304275035858e+00,-8.205153048038e-03,1.070462912321e-02,0.000000000000e+00
4.332416057587e+00,-8.269878104329e-03,1.061003934592e-02,0.000000000000e+00
4.324032306671e+00,-8.331411518157e-03,1.051938999444e-02,0.000000000000e+00
4.349971294403e+00,-8.397703059018e-03,1.042129099369e-02,0.000000000000e+00
4.403850555420e+00,-8.460490033031e-03,1.032928097993e-02,0.000000000000e+00
4.436217308044e+00,-8.513198234141e-03,1.025132276118e-02,0.000000000000e+00
4.468815326691e+00,-8.573620580137e-03,1.015981659293e-02,0.000000000000e+00
4.550335884094e+00,-8.633513003588e-03,1.006994489580e-02,0.000000000000e+00
4.610060214996e+00,-8.696128614247e-03,9.974851273000e-03,0.000000000000e+00
4.185827732086e+00,-8.735777810216e-03,9.898788295686e-03,0.000000000000e+00
4.223940372467e+00,-8.859466761351e-03,9.705721400678e-03,0.000000000000e+00
4.223865509033e+00,-8.802806027234e-03,9.794242680073e-03,0.000000000000e+00
3.723783493042e+00,-9.058732539415e-03,9.366330690682e-03,0.000000000000e+00
3.746874332428e+00,-9.000536985695e-03,9.462254121900e-03,0.000000000000e+00
3.787400960922e+00,-8.940872736275e-03,9.561040438712e-03,0.000000000000e+00
3.842801570892e+00,-8.886566385627e-03,9.649831801653e-03,0.000000000000e+00
4.193527221680e+00,-8.077991195023e-03,1.088492851704e-02,0.000000000000e+00
4.108799934387e+00,-8.018866181374e-03,1.096637640148e-02,0.000000000000e+00
3.911811828613e+00,-8.113266900182e-03,1.082479394972e-02,0.000000000000e+00
3.897815227509e+00,-8.177217096090e-03,1.073222886771e-02,0.000000000000e+00
3.360414981842e+00,-9.080339223146e-03,9.315255098045e-03,0.000000000000e+00
3.208748579025e+00,-9.532961994410e-03,8.530342020094e-03,0.000000000000e+00
3.033068656921e+00,-9.503287263215e-03,8.573505096138e-03,0.000000000000e+00
3.055304527283e+00,-9.579753503203e-03,8.438104763627e-03,0.000000000000e+00
2.901443243027e+00,-9.629760868847e-03,8.338086307049e-03,0.000000000000e+00
2.793673038483e+00,-9.675707668066e-03,8.247267454863e-03,0.000000000000e+00
2.749444723129e+00,-9.716178290546e-03,8.168935775757e-03,0.000000000000e+00
2.584203004837e+00,-9.743671864271e-03,8.106430992484e-03,0.000000000000e+00
2.456392526627e+00,-9.785700589418e-03,8.018364198506e-03,0.000000000000e+00
2.476325273514e+00,-9.861741214991e-03,7.874539121985e-03,0.000000000000e+00
2.357999086380e+00,-9.829062968493e-03,7.928042672575e-03,0.000000000000e+00
2.363963842392e+00,-9.904447942972e-03,7.783058565110e-03,0.000000000000e+00
2.267407894135e+00,-9.946362115443e-03,7.692677434534e-03,0.000000000000e+00
3.138732194901e+00,-9.323604404926e-03,8.895452134311e-03,0.000000000000e+00
3.034650802612e+00,-9.376018308103e-03,8.798446506262e-03,0.000000000000e+00
2.950908660889e+00,-9.426402859390e-03,8.704870939255e-03,0.000000000000e+00
2.869401216507e+00,-9.472857229412e-03,8.618087507784e-03,0.000000000000e+00
1.179469466209e+00,-1.101316604763e-02,4.946150351316e-03,0.000000000000e+00
1.152779579163e+00,-1.104117650539e-02,4.851170349866e-03,0.000000000000e+00
1.124763250351e+00,-1.106870267540e-02,4.755216185004e-03,0.000000000000e+00
1.102248907089e+00,-1.109743770212e-02,4.655738826841e-03,0.000000000000e+00
1.092862248421e+00,-1.112660951912e-02,4.555331543088e-03,0.000000000000e+00
1.119909882545e+00,-1.128105260432e-02,4.003483802080e-03,0.000000000000e+00
1.122988104820e+00,-1.125840377063e-02,4.091215319932e-03,0.000000000000e+00
1.122336268425e+00,-1.123456005007e-02,4.182195756584e-03,0.000000000000e+00
1.128651380539e+00,-1.121001318097e-02,4.273882601410e-03,0.000000000000e+00
1.093802690506e+00,-1.118046045303e-02,4.372021649033e-03,0.000000000000e+00
1.083688020706e+00,-1.115453988314e-02,4.458983428776e-03,0.000000000000e+00
1.080536127090e+00,-1.138638332486e-02,3.541451413184e-03,0.000000000000e+00
1.020394086838e+00,-1.139684021473e-02,3.474141703919e-03,0.000000000000e+00
9.714526534081e-01,-1.140802074224e-02,3.402996342629e-03,0.000000000000e+00
1.065290570259e+00,-1.134969107807e-02,3.702324582264e-03,0.000000000000e+00
1.028031349182e+00,-1.136446185410e-02,3.624539356679e-03,0.000000000000e+00
1.067929744720e+00,-1.131487358361e-02,3.849783213809e-03,0.000000000000e+00
1.013153314590e+00,-1.132870651782e-02,3.775571472943e-03,0.000000000000e+00
1.066589474678e+00,-1.129353977740e-02,3.936968278140e-03,0.000000000000e+00
4.186506748199e+00,-7.877165451646e-03,1.116982568055e-02,0.000000000000e+00
4.096044063568e+00,-7.946840487421e-03,1.106910593808e-02,0.000000000000e+00
4.231134414673e+00,-7.697577122599e-03,1.141946390271e-02,0.000000000000e+00
4.047115802765e+00,-7.760893087834e-03,1.132678985596e-02,0.000000000000e+00
3.925745248795e+00,-7.829163223505e-03,1.122823357582e-02,0.000000000000e+00
4.207946300507e+00,-7.577825337648e-03,1.158145908266e-02,0.000000000000e+00
3.971315145493e+00,-7.646865211427e-03,1.148003805429e-02,0.000000000000e+00
4.260401248932e+00,-7.456110790372e-03,1.174646150321e-02,0.000000000000e+00
4.075751781464e+00,-7.400575559586e-03,1.181365549564e-02,0.000000000000e+00
3.980365753174e+00,-7.521195802838e-03,1.165040209889e-02,0.000000000000e+00
3.725569486618e+00,-7.989306934178e-03,1.099553983659e-02,0.000000000000e+00
4.753036975861e+00,-6.955331191421e-03,1.240714173764e-02,0.000000000000e+00
4.678970336914e+00,-7.042991463095e-03,1.229363866150e-02,0.000000000000e+00
4.382000923157e+00,-7.117884699255e-03,1.219080295414e-02,0.000000000000e+00
4.403367042542e+00,-7.189852185547e-03,1.209890563041e-02,0.000000000000e+00
4.155354499817e+00,-7.334120105952e-03,1.190494932234e-02,0.000000000000e+00
4.211575031281e+00,-7.268083747476e-03,1.199232880026e-02,0.000000000000e+00
4.890779018402e+00,-6.145515479147e-03,1.339858677238e-02,0.000000000000e+00
4.854434013367e+00,-6.228364072740e-03,1.329909637570e-02,0.000000000000e+00
4.770232200623e+00,-6.309360265732e-03,1.320118457079e-02,0.000000000000e+00
4.665851593018e+00,-6.389849353582e-03,1.310220267624e-02,0.000000000000e+00
4.557655811310e+00,-6.478926632553e-03,1.299098227173e-02,0.000000000000e+00
4.506349086761e+00,-6.569490768015e-03,1.287772413343e-02,0.000000000000e+00
4.436728477478e+00,-6.903823465109e-03,1.246269978583e-02,0.000000000000e+00
4.351073741913e+00,-6.762543693185e-03,1.263609156013e-02,0.000000000000e+00
4.148358821869e+00,-6.848173681647e-03,1.252328231931e-02,0.000000000000e+00
4.086232185364e+00,-6.627117749304e-03,1.279431767762e-02,0.000000000000e+00
4.108190059662e+00,-6.709276232868e-03,1.269390527159e-02,0.000000000000e+00
6.237044811249e+00,-2.144745783880e-03,1.751257851720e-02,0.000000000000e+00
5.715515136719e+00,-2.266839379445e-03,1.739005558193e-02,0.000000000000e+00
6.107576370239e+00,-2.456461312249e-03,1.722164824605e-02,0.000000000000e+00
6.301033020020e+00,-2.703871577978e-03,1.699110865593e-02,0.000000000000e+00
6.000725269318e+00,-2.620452316478e-03,1.706180348992e-02,0.000000000000e+00
5.910991668701e+00,-2.791984705254e-03,1.690115220845e-02,0.000000000000e+00
5.988247394562e+00,-2.890837844461e-03,1.681174151599e-02,0.000000000000e+00
5.854900360107e+00,-3.008124418557e-03,1.669872179627e-02,0.000000000000e+00
5.550492286682e+00,-2.401050180197e-03,1.726094447076e-02,0.000000000000e+00
4.800434589386e+00,-4.899749998003e-03,1.477989368141e-02,0.000000000000e+00
6.451188564301e+00,-4.214299842715e-03,1.552518177778e-02,0.000000000000e+00
4.904697895050e+00,-4.796638153493e-03,1.489125564694e-02,0.000000000000e+00
5.042295455933e+00,-4.692590329796e-03,1.500366814435e-02,0.000000000000e+00
5.995731830597e+00,-4.521034192294e-03,1.520300470293e-02,0.000000000000e+00
5.490986824036e+00,-4.608809482306e-03,1.510082278401e-02,0.000000000000e+00
5.964411258698e+00,-4.332900047302e-03,1.539326738566e-02,0.000000000000e+00
5.614304542542e+00,-4.439079668373e-03,1.527691446245e-02,0.000000000000e+00
5.414490699768e+00,-3.099159337580e-03,1.660190708935e-02,0.000000000000e+00
5.554590702057e+00,-3.214427735656e-03,1.649425551295e-02,0.000000000000e+00
5.590117931366e+00,-3.340643364936e-03,1.637359708548e-02,0.000000000000e+00
5.644106864929e+00,-3.463105531409e-03,1.625538431108e-02,0.000000000000e+00
5.963875770569e+00,-4.128844477236e-03,1.560214813799e-02,0.000000000000e+00
5.798883438110e+00,-4.026554990560e-03,1.570080965757e-02,0.000000000000e+00
5.706715106964e+00,-3.917417954654e-03,1.580743864179e-02,0.000000000000e+00
5.691320419312e+00,-3.807090688497e-03,1.591634191573e-02,0.000000000000e+00
5.673693180084e+00,-3.581387223676e-03,1.613967306912e-02,0.000000000000e+00
5.683940887451e+00,-3.695440711454e-03,1.602720841765e-02,0.000000000000e+00
4.246991634369e+00,-5.081530194730e-03,1.457242202014e-02,0.000000000000e+00
4.316545486450e+00,-4.978602752090e-03,1.468351390213e-02,0.000000000000e+00
4.512057304382e+00,-6.088428664953e-03,1.345496810973e-02,0.000000000000e+00
4.408248901367e+00,-5.523491185158e-03,1.409645657986e-02,0.000000000000e+00
4.898534297943e+00,-5.841098725796e-03,1.375069655478e-02,0.000000000000e+00
4.870908260345e+00,-5.750831682235e-03,1.385293342173e-02,0.000000000000e+00
4.430641174316e+00,-5.618810188025e-03,1.399008557200e-02,0.000000000000e+00
4.434887409210e+00,-5.713476333767e-03,1.388384494931e-02,0.000000000000e+00
4.415252685547e+00,-6.000684108585e-03,1.355365663767e-02,0.000000000000e+00
4.396703720093e+00,-5.912220105529e-03,1.365675311536e-02,0.000000000000e+00
4.252335071564e+00,-5.357182584703e-03,1.427509542555e-02,0.000000000000e+00
4.014327049255e+00,-5.471433978528e-03,1.414205040783e-02,0.000000000000e+00
3.878008604050e+00,-5.146682262421e-03,1.448991335928e-02,0.000000000000e+00
3.918123960495e+00,-5.308068357408e-03,1.431819610298e-02,0.000000000000e+00
3.683333873749e+00,-5.247134715319e-03,1.437538955361e-02,0.000000000000e+00
5.533783435822e+00,-1.934770261869e-03,1.768768765032e-02,0.000000000000e+00
5.850536823273e+00,-2.043264918029e-03,1.759675517678e-02,0.000000000000e+00
3.940356969833e+00,-2.062205312541e-04,1.917832344770e-02,0.000000000000e+00
3.525231361389e+00,-1.327919744654e-04,1.922325044870e-02,0.000000000000e+00
3.527402877808e+00,-1.694393431535e-04,1.919219084084e-02,0.000000000000e+00
3.187045097351e+00,-9.905509068631e-05,1.923413574696e-02,0.000000000000e+00
5.296084403992e+00,-1.036740606651e-03,1.848752796650e-02,0.000000000000e+00
5.132153987885e+00,-1.458845334128e-03,1.810857281089e-02,0.000000000000e+00
5.150488376617e+00,-1.175011158921e-03,1.836315728724e-02,0.000000000000e+00
5.105974197388e+00,-1.319033442996e-03,1.823426596820e-02,0.000000000000e+00
4.811183929443e+00,-4.290729120839e-04,1.901131682098e-02,0.000000000000e+00
4.601501464844e+00,-4.903207882307e-04,1.895160228014e-02,0.000000000000e+00
5.167920112610e+00,-6.540235481225e-04,1.882160082459e-02,0.000000000000e+00
4.939259052277e+00,-7.951631559990e-04,1.869153976440e-02,0.000000000000e+00
4.804943561554e+00,-9.530037059449e-04,1.854820549488e-02,0.000000000000e+00
4.711744785309e+00,-5.720508634113e-04,1.888225600123e-02,0.000000000000e+00
4.448137760162e+00,-2.844186092261e-04,1.912831328809e-02,0.000000000000e+00
3.922750473022e+00,-2.467499289196e-04,1.914287172258e-02,0.000000000000e+00
4.423413753510e+00,-3.304255951662e-04,1.908669061959e-02,0.000000000000e+00
4.328877449036e+00,-3.790097835008e-04,1.904068142176e-02,0.000000000000e+00
5.237398624420e+00,-1.822162419558e-03,1.778282038867e-02,0.000000000000e+00
4.750579833984e+00,-1.577613176778e-03,1.799101568758e-02,0.000000000000e+00
4.967881679535e+00,-1.703265937977e-03,1.788398250937e-02,0.000000000000e+00
2.946774959564e+00,-6.387069151970e-05,1.924695447087e-02,0.000000000000e+00
2.826989173889e+00,-3.018654206244e-05,1.926275342703e-02,0.000000000000e+00
3.002319812775e+00,0.000000000000e+00,1.929094642401e-02,0.000000000000e+00
9.084798097610e-01,-1.140809245408e-02,3.375162370503e-03,0.000000000000e+00
9.035175442696e-01,-1.142749283463e-02,3.277800278738e-03,0.000000000000e+00
8.977443575859e-01,-1.144768949598e-02,3.173602512106e-03,0.000000000000e+00
9.075894951820e-01,-1.146706938744e-02,3.077393863350e-03,0.000000000000e+00
8.484370708466e-01,-1.146997418255e-02,3.032243577763e-03,0.000000000000e+00
8.332342505455e-01,-1.148678734899e-02,2.936514327303e-03,0.000000000000e+00
8.255099654198e-01,-1.150409877300e-02,2.833182923496e-03,0.000000000000e+00
8.030612468719e-01,-1.152167748660e-02,2.721356460825e-03,0.000000000000e+00
7.631610035896e-01,-1.153210084885e-02,2.634203759953e-03,0.000000000000e+00
7.568070888519e-01,-1.155092567205e-02,2.513241255656e-03,0.000000000000e+00
8.230111598969e-01,-1.165438909084e-02,1.762348227203e-03,0.000000000000e+00
8.114058971405e-01,-1.166486740112e-02,1.651405007578e-03,0.000000000000e+00
8.133373856544e-01,-1.162947807461e-02,1.980436034501e-03,0.000000000000e+00
7.753690481186e-01,-1.163897477090e-02,1.870346721262e-03,0.000000000000e+00
7.874264121056e-01,-1.160115934908e-02,2.184758661315e-03,0.000000000000e+00
7.626109719276e-01,-1.161222066730e-02,2.082966035232e-03,0.000000000000e+00
7.443940043449e-01,-1.158263254911e-02,2.291063778102e-03,0.000000000000e+00
7.217265367508e-01,-1.156421843916e-02,2.400439465418e-03,0.000000000000e+00
7.418998479843e-01,-1.172593235970e-02,6.310227909125e-04,0.000000000000e+00
7.201662063599e-01,-1.172671560198e-02,5.290094995871e-04,0.000000000000e+00
7.169151902199e-01,-1.172921527177e-02,3.962135524489e-04,0.000000000000e+00
6.904248595238e-01,-1.172797568142e-02,2.958449185826e-04,0.000000000000e+00
6.017495393753e-01,-1.171010080725e-02,0.000000000000e+00,0.000000000000e+00
5.990728735924e-01,-1.171413809061e-02,8.843100658851e-05,0.000000000000e+00
6.183309555054e-01,-1.172026619315e-02,2.858504594769e-04,0.000000000000e+00
6.070574522018e-01,-1.171797979623e-02,1.847615640145e-04,0.000000000000e+00
7.469814419746e-01,-1.166124641895e-02,1.626348588616e-03,0.000000000000e+00
7.338021993637e-01,-1.167286280543e-02,1.495059696026e-03,0.000000000000e+00
7.330721616745e-01,-1.169247925282e-02,1.254795934074e-03,0.000000000000e+00
7.100442051888e-01,-1.168149150908e-02,1.374524785206e-03,0.000000000000e+00
7.004130482674e-01,-1.169720757753e-02,1.151512959041e-03,0.000000000000e+00
7.175496816635e-01,-1.171285286546e-02,8.960475097410e-04,0.000000000000e+00
7.034284472466e-01,-1.170424278826e-02,1.021520001814e-03,0.000000000000e+00
6.636942028999e-01,-1.171139907092e-02,8.292942657135e-04,0.000000000000e+00
6.792205572128e-01,-1.171802263707e-02,7.152516045608e-04,0.000000000000e+00
1.935936927795e+00,-1.037647295743e-02,6.745034363121e-03,0.000000000000e+00
1.934787631035e+00,-1.041396427900e-02,6.659140810370e-03,0.000000000000e+00
1.878710389137e+00,-1.045180484653e-02,6.564764305949e-03,0.000000000000e+00
2.176653385162e+00,-1.013933122158e-02,7.289729081094e-03,0.000000000000e+00
2.005527019501e+00,-1.031940337270e-02,6.883339025080e-03,0.000000000000e+00
2.065748214722e+00,-1.028720475733e-02,6.960098166019e-03,0.000000000000e+00
2.111373424530e+00,-1.017679460347e-02,7.204240188003e-03,0.000000000000e+00
2.064112901688e+00,-1.021287683398e-02,7.122322916985e-03,0.000000000000e+00
2.050846576691e+00,-1.024700328708e-02,7.047232240438e-03,0.000000000000e+00
1.883133411407e+00,-1.033966429532e-02,6.823899690062e-03,0.000000000000e+00
1.804498076439e+00,-1.055913325399e-02,6.299825385213e-03,0.000000000000e+00
1.812773823738e+00,-1.052705105394e-02,6.378321442753e-03,0.000000000000e+00
1.820263028145e+00,-1.049167383462e-02,6.463637575507e-03,0.000000000000e+00
1.698676943779e+00,-1.057640276849e-02,6.244280375540e-03,0.000000000000e+00
1.669300675392e+00,-1.060730032623e-02,6.163937505335e-03,0.000000000000e+00
1.536477208138e+00,-1.086987555027e-02,5.444778595120e-03,0.000000000000e+00
1.518071293831e+00,-1.083859428763e-02,5.530262365937e-03,0.000000000000e+00
1.508327364922e+00,-1.080632116646e-02,5.618228577077e-03,0.000000000000e+00
1.426001906395e+00,-1.088093407452e-02,5.394153762609e-03,0.000000000000e+00
1.313250899315e+00,-1.094671525061e-02,5.179217085242e-03,0.000000000000e+00
1.341962933540e+00,-1.092138141394e-02,5.260466597974e-03,0.000000000000e+00
1.322976589203e+00,-1.089375559241e-02,5.338143091649e-03,0.000000000000e+00
1.192641615868e+00,-1.098153088242e-02,5.047886632383e-03,0.000000000000e+00
1.220247149467e+00,-1.095235347748e-02,5.142217501998e-03,0.000000000000e+00
1.636102676392e+00,-1.064085587859e-02,6.074467673898e-03,0.000000000000e+00
1.511395931244e+00,-1.077265199274e-02,5.710774101317e-03,0.000000000000e+00
1.539303541183e+00,-1.073919981718e-02,5.804219283164e-03,0.000000000000e+00
1.580445051193e+00,-1.070815324783e-02,5.892601795495e-03,0.000000000000e+00
1.608661293983e+00,-1.067466847599e-02,5.983807146549e-03,0.000000000000e+00
2.187767267227e+00,-9.988702833652e-03,7.600659038872e-03,0.000000000000e+00
2.178120613098e+00,-1.006516721100e-02,7.443451788276e-03,0.000000000000e+00
2.080538988113e+00,-1.010770909488e-02,7.346524856985e-03,0.000000000000e+00
2.104945182800e+00,-1.002997159958e-02,7.508595474064e-03,0.000000000000e+00
3.279446363449e+00,-9.132282808423e-03,9.225781075656e-03,0.000000000000e+00
3.182107210159e+00,-9.185963310301e-03,9.131232276559e-03,0.000000000000e+00
3.072170495987e+00,-9.239570237696e-03,9.035309776664e-03,0.000000000000e+00
2.955773115158e+00,-9.291860274971e-03,8.940075524151e-03,0.000000000000e+00
3.909705638885e+00,-8.243813179433e-03,1.063431426883e-02,0.000000000000e+00
3.910151958466e+00,-8.306346833706e-03,1.054290682077e-02,0.000000000000e+00
3.935476779938e+00,-8.371944539249e-03,1.044615358114e-02,0.000000000000e+00
3.972043037415e+00,-8.435565046966e-03,1.035241317004e-02,0.000000000000e+00
4.008536338806e+00,-8.489979431033e-03,1.027203816921e-02,0.000000000000e+00
4.062106609344e+00,-8.545517921448e-03,1.019001845270e-02,0.000000000000e+00
4.106572628021e+00,-8.607869036496e-03,1.009556092322e-02,0.000000000000e+00
4.153632164001e+00,-8.669943548739e-03,1.000123936683e-02,0.000000000000e+00
3.800240278244e+00,-8.708721026778e-03,9.927704930305e-03,0.000000000000e+00
3.835301637650e+00,-8.778333663940e-03,9.819058701396e-03,0.000000000000e+00
3.856418371201e+00,-8.834919892251e-03,9.731326252222e-03,0.000000000000e+00
3.412385225296e+00,-9.027105756104e-03,9.404730051756e-03,0.000000000000e+00
3.446446657181e+00,-8.968687616289e-03,9.501747786999e-03,0.000000000000e+00
3.497706174850e+00,-8.911943063140e-03,9.595578536391e-03,0.000000000000e+00
3.525775194168e+00,-8.860795758665e-03,9.677969850600e-03,0.000000000000e+00
3.728685855865e+00,-8.063379675150e-03,1.088971272111e-02,0.000000000000e+00
3.574460983276e+00,-8.138461038470e-03,1.077654026449e-02,0.000000000000e+00
3.565696477890e+00,-8.210060186684e-03,1.067084632814e-02,0.000000000000e+00
3.102899312973e+00,-9.048150852323e-03,9.355566464365e-03,0.000000000000e+00
3.048286676407e+00,-9.101009927690e-03,9.265840984881e-03,0.000000000000e+00
2.892515420914e+00,-9.550422430038e-03,8.481461554766e-03,0.000000000000e+00
2.754079580307e+00,-9.518855251372e-03,8.529287762940e-03,0.000000000000e+00
2.755183219910e+00,-9.599079377949e-03,8.385001681745e-03,0.000000000000e+00
2.633447885513e+00,-9.650118649006e-03,8.283595554531e-03,0.000000000000e+00
2.529726028442e+00,-9.699993766844e-03,8.184240199625e-03,0.000000000000e+00
2.371090650558e+00,-9.746780619025e-03,8.085052482784e-03,0.000000000000e+00
2.259515047073e+00,-9.792512282729e-03,7.989350706339e-03,0.000000000000e+00
2.255218744278e+00,-9.873039089143e-03,7.835038937628e-03,0.000000000000e+00
2.160504341125e+00,-9.838919155300e-03,7.892246358097e-03,0.000000000000e+00
2.167069911957e+00,-9.915464557707e-03,7.744522765279e-03,0.000000000000e+00
2.091297388077e+00,-9.956293739378e-03,7.656627334654e-03,0.000000000000e+00
2.851361989975e+00,-9.345499798656e-03,8.841285482049e-03,0.000000000000e+00
2.766299486160e+00,-9.397970512509e-03,8.743864484131e-03,0.000000000000e+00
2.688121080399e+00,-9.445183910429e-03,8.655870333314e-03,0.000000000000e+00
2.638524532318e+00,-9.486933238804e-03,8.577693253756e-03,0.000000000000e+00
1.119508147240e+00,-1.099044643342e-02,5.000202916563e-03,0.000000000000e+00
1.087475895882e+00,-1.101903337985e-02,4.904068075120e-03,0.000000000000e+00
1.064929246902e+00,-1.104706153274e-02,4.807992838323e-03,0.000000000000e+00
1.045092344284e+00,-1.107622962445e-02,4.707773216069e-03,0.000000000000e+00
1.028553485870e+00,-1.110626105219e-02,4.604574292898e-03,0.000000000000e+00
1.018218398094e+00,-1.113662309945e-02,4.499642178416e-03,0.000000000000e+00
1.042078495026e+00,-1.126670371741e-02,4.035163205117e-03,0.000000000000e+00
1.036986112595e+00,-1.124174892902e-02,4.129776731133e-03,0.000000000000e+00
1.038587808609e+00,-1.121775992215e-02,4.220003727823e-03,0.000000000000e+00
1.038290739059e+00,-1.119371410459e-02,4.307893570513e-03,0.000000000000e+00
1.003943681717e+00,-1.116766314954e-02,4.389429930598e-03,0.000000000000e+00
9.804912209511e-01,-1.137380488217e-02,3.562659723684e-03,0.000000000000e+00
9.224580526352e-01,-1.138629484922e-02,3.486289642751e-03,0.000000000000e+00
9.687416553497e-01,-1.134405937046e-02,3.691890509799e-03,0.000000000000e+00
9.941414594650e-01,-1.130297221243e-02,3.873288398609e-03,0.000000000000e+00
9.383943080902e-01,-1.131802704185e-02,3.792723175138e-03,0.000000000000e+00
9.785245060921e-01,-1.127792336047e-02,3.970932681113e-03,0.000000000000e+00
3.414564371109e+00,-8.032937534153e-03,1.092086639255e-02,0.000000000000e+00
3.743520021439e+00,-7.911093533039e-03,1.110666524619e-02,0.000000000000e+00
3.593619346619e+00,-7.851399481297e-03,1.118433941156e-02,0.000000000000e+00
3.761459350586e+00,-7.714021019638e-03,1.138101611286e-02,0.000000000000e+00
3.627673149109e+00,-7.781365886331e-03,1.128349453211e-02,0.000000000000e+00
