"Mach","Points:0","Points:1","Points:2"
8.979430198669e+00,-9.045128710568e-03,1.003100629896e-02,0.000000000000e+00
8.979457855225e+00,-9.814622811973e-03,8.693281561136e-03,0.000000000000e+00
8.979467391968e+00,-1.006208360195e-02,8.218866772950e-03,0.000000000000e+00
8.979462623596e+00,-9.942269884050e-03,8.452057838440e-03,0.000000000000e+00
8.979470252991e+00,-1.014127489179e-02,8.038957603276e-03,0.000000000000e+00
8.979476928711e+00,-1.031745132059e-02,7.648036815226e-03,0.000000000000e+00
8.979476928711e+00,-1.032254006714e-02,7.610285654664e-03,0.000000000000e+00
8.979478836060e+00,-1.038680318743e-02,7.454157806933e-03,0.000000000000e+00
8.979472160339e+00,-1.020903326571e-02,7.877134718001e-03,0.000000000000e+00
8.979453086853e+00,-9.654853492975e-03,8.986311964691e-03,0.000000000000e+00
8.979449272156e+00,-9.540947154164e-03,9.179651737213e-03,0.000000000000e+00
8.979455947876e+00,-9.754578582942e-03,8.786050602794e-03,0.000000000000e+00
8.978905677795e+00,-1.178749930114e-02,2.689563436434e-03,0.000000000000e+00
8.978710174561e+00,-1.179081294686e-02,2.641753060743e-03,0.000000000000e+00
8.978169441223e+00,-1.177803333849e-02,2.686102874577e-03,0.000000000000e+00
8.979195594788e+00,-1.168167125434e-02,3.345036180690e-03,0.000000000000e+00
8.978994369507e+00,-1.156522519886e-02,3.875594586134e-03,0.000000000000e+00
8.979060173035e+00,-1.159603334963e-02,3.747950540856e-03,0.000000000000e+00
8.979194641113e+00,-1.165196113288e-02,3.497557714581e-03,0.000000000000e+00
8.979058265686e+00,-1.162308361381e-02,3.624766832218e-03,0.000000000000e+00
8.979117393494e+00,-1.171215157956e-02,3.162255743518e-03,0.000000000000e+00
8.979016304016e+00,-1.168479491025e-02,3.299399511889e-03,0.000000000000e+00
8.978808403015e+00,-1.176606491208e-02,2.809740137309e-03,0.000000000000e+00
8.979057312012e+00,-1.174119114876e-02,2.980789868161e-03,0.000000000000e+00
8.978821754456e+00,-1.174463983625e-02,2.932446543127e-03,0.000000000000e+00
8.978948593140e+00,-1.171778980643e-02,3.105925861746e-03,0.000000000000e+00
8.979397773743e+00,-7.876736111939e-03,1.180464960635e-02,0.000000000000e+00
8.979423522949e+00,-8.832600899041e-03,1.036532036960e-02,0.000000000000e+00
8.979420661926e+00,-8.699731901288e-03,1.058294996619e-02,0.000000000000e+00
8.979410171509e+00,-8.289424702525e-03,1.122185494751e-02,0.000000000000e+00
8.979413986206e+00,-8.430677466094e-03,1.100687030703e-02,0.000000000000e+00
8.979416847229e+00,-8.566364645958e-03,1.079571153969e-02,0.000000000000e+00
8.979402542114e+00,-8.029110729694e-03,1.158780325204e-02,0.000000000000e+00
8.979406356812e+00,-8.176231756806e-03,1.137335970998e-02,0.000000000000e+00
8.979388237000e+00,-7.496117614210e-03,1.230156701058e-02,0.000000000000e+00
8.979391098022e+00,-7.658640388399e-03,1.208504848182e-02,0.000000000000e+00
8.979394912720e+00,-7.796826772392e-03,1.189924683422e-02,0.000000000000e+00
8.979377746582e+00,-6.990542169660e-03,1.295503601432e-02,0.000000000000e+00
8.979373931885e+00,-6.853456143290e-03,1.313170883805e-02,0.000000000000e+00
8.979381561279e+00,-7.134045939893e-03,1.276801340282e-02,0.000000000000e+00
8.979386329651e+00,-7.414140738547e-03,1.239536330104e-02,0.000000000000e+00
8.979384422302e+00,-7.266649976373e-03,1.259197760373e-02,0.000000000000e+00
8.979294776917e+00,-2.965581137687e-03,1.736848056316e-02,0.000000000000e+00
8.979306221008e+00,-3.892740700394e-03,1.646750234067e-02,0.000000000000e+00
8.979302406311e+00,-3.659340552986e-03,1.669242046773e-02,0.000000000000e+00
8.979304313660e+00,-3.789589507505e-03,1.656087301672e-02,0.000000000000e+00
8.979295730591e+00,-3.205937566236e-03,1.713035069406e-02,0.000000000000e+00
8.979297637939e+00,-3.416600869969e-03,1.692191697657e-02,0.000000000000e+00
8.979300498962e+00,-3.575220238417e-03,1.676263473928e-02,0.000000000000e+00
8.979308128357e+00,-4.012964665890e-03,1.633639633656e-02,0.000000000000e+00
8.979310989380e+00,-4.150291904807e-03,1.619078032672e-02,0.000000000000e+00
8.979319572449e+00,-4.575254861265e-03,1.576022431254e-02,0.000000000000e+00
8.979315757751e+00,-4.425197839737e-03,1.590827852488e-02,0.000000000000e+00
8.979313850403e+00,-4.288983531296e-03,1.604264229536e-02,0.000000000000e+00
8.979355812073e+00,-6.130854599178e-03,1.405862253159e-02,0.000000000000e+00
8.979351043701e+00,-5.958635360003e-03,1.425820402801e-02,0.000000000000e+00
8.979347229004e+00,-5.787306930870e-03,1.445358339697e-02,0.000000000000e+00
8.979343414307e+00,-5.620671436191e-03,1.464083045721e-02,0.000000000000e+00
8.979339599609e+00,-5.446249153465e-03,1.483212132007e-02,0.000000000000e+00
8.979358673096e+00,-6.240157876164e-03,1.391474902630e-02,0.000000000000e+00
8.979365348816e+00,-6.537748966366e-03,1.355042774230e-02,0.000000000000e+00
8.979368209839e+00,-6.643768865615e-03,1.340716145933e-02,0.000000000000e+00
8.979370117188e+00,-6.723617203534e-03,1.329467259347e-02,0.000000000000e+00
8.979361534119e+00,-6.391771137714e-03,1.372302137315e-02,0.000000000000e+00
8.979329109192e+00,-5.002126097679e-03,1.531525980681e-02,0.000000000000e+00
8.979332923889e+00,-5.177028942853e-03,1.512288954109e-02,0.000000000000e+00
8.979336738586e+00,-5.341697484255e-03,1.493670139462e-02,0.000000000000e+00
8.979325294495e+00,-4.893676843494e-03,1.541808154434e-02,0.000000000000e+00
8.979321479797e+00,-4.699585493654e-03,1.561717875302e-02,0.000000000000e+00
8.979291915894e+00,-2.570762066171e-03,1.780047453940e-02,0.000000000000e+00
8.979291915894e+00,-2.599399769679e-03,1.775685511529e-02,0.000000000000e+00
8.979290008545e+00,-2.413233974949e-03,1.795682311058e-02,0.000000000000e+00
8.979291915894e+00,-2.629758324474e-03,1.771160028875e-02,0.000000000000e+00
8.979291915894e+00,-2.663009567186e-03,1.766477897763e-02,0.000000000000e+00
8.979292869568e+00,-2.797707915306e-03,1.752840727568e-02,0.000000000000e+00
8.979283332825e+00,-1.738726510666e-03,1.863773167133e-02,0.000000000000e+00
8.979273796082e+00,-7.376934518106e-04,1.961036026478e-02,0.000000000000e+00
8.979281425476e+00,-1.052313367836e-03,1.931562647223e-02,0.000000000000e+00
8.979281425476e+00,-1.120328553952e-03,1.923630386591e-02,0.000000000000e+00
8.979281425476e+00,-1.255191280507e-03,1.910183392465e-02,0.000000000000e+00
8.979282379150e+00,-1.479029539041e-03,1.888517476618e-02,0.000000000000e+00
8.979277610779e+00,-8.777771727182e-04,1.948219724000e-02,0.000000000000e+00
8.979275703430e+00,-7.923478260636e-04,1.954832486808e-02,0.000000000000e+00
8.979278564453e+00,-9.346067672595e-04,1.941711269319e-02,0.000000000000e+00
8.979286193848e+00,-2.087415661663e-03,1.829842664301e-02,0.000000000000e+00
8.979283332825e+00,-1.865136669949e-03,1.850698329508e-02,0.000000000000e+00
8.979286193848e+00,-2.110956935212e-03,1.825638115406e-02,0.000000000000e+00
8.979288101196e+00,-2.258103108034e-03,1.811064034700e-02,0.000000000000e+00
8.979269981384e+00,-6.727316067554e-04,1.964560337365e-02,0.000000000000e+00
8.979269027710e+00,-6.505967467092e-04,1.967771723866e-02,0.000000000000e+00
8.979264259338e+00,-5.809181602672e-04,1.975050941110e-02,0.000000000000e+00
8.979265213013e+00,-5.947331665084e-04,1.972286775708e-02,0.000000000000e+00
8.979259490967e+00,-5.095117376186e-04,1.979063823819e-02,0.000000000000e+00
8.979254722595e+00,-4.351495008450e-04,1.983185112476e-02,0.000000000000e+00
8.979243278503e+00,-2.415449562250e-04,1.995094120502e-02,0.000000000000e+00
8.979247093201e+00,-3.111367695965e-04,1.990856416523e-02,0.000000000000e+00
8.979249954224e+00,-3.531183174346e-04,1.987185887992e-02,0.000000000000e+00
8.979237556458e+00,-1.043586016749e-04,1.998975500464e-02,0.000000000000e+00
8.979234695435e+00,0.000000000000e+00,2.003723010421e-02,0.000000000000e+00
8.978055000305e+00,-1.195377670228e-02,1.085934112780e-03,0.000000000000e+00
8.977874755859e+00,-1.194623392075e-02,1.172806252725e-03,0.000000000000e+00
8.977809906006e+00,-1.193902082741e-02,1.257747411728e-03,0.000000000000e+00
8.977653503418e+00,-1.193140912801e-02,1.339980633929e-03,0.000000000000e+00
8.977095603943e+00,-1.192193757743e-02,1.415434060618e-03,0.000000000000e+00
8.978787422180e+00,-1.197295542806e-02,8.004655828699e-04,0.000000000000e+00
8.978693962097e+00,-1.196835562587e-02,8.943078573793e-04,0.000000000000e+00
8.978347778320e+00,-1.196147128940e-02,9.897978743538e-04,0.000000000000e+00
8.978448867798e+00,-1.197008416057e-02,7.726646726951e-04,0.000000000000e+00
8.978183746338e+00,-1.196712814271e-02,7.480960339308e-04,0.000000000000e+00
8.978001594543e+00,-1.196753047407e-02,6.855428218842e-04,0.000000000000e+00
8.977750778198e+00,-1.196713373065e-02,6.260693771765e-04,0.000000000000e+00
8.977600097656e+00,-1.196732372046e-02,5.531099741347e-04,0.000000000000e+00
8.977367401123e+00,-1.196792069823e-02,4.658276739065e-04,0.000000000000e+00
8.976184844971e+00,-1.196257397532e-02,4.825834184885e-04,0.000000000000e+00
8.977622032166e+00,-1.195425726473e-02,1.029188977554e-03,0.000000000000e+00
8.978364944458e+00,-1.187014486641e-02,2.054475946352e-03,0.000000000000e+00
8.978034973145e+00,-1.185497920960e-02,2.152289962396e-03,0.000000000000e+00
8.978246688843e+00,-1.181843783706e-02,2.420939970762e-03,0.000000000000e+00
8.977974891663e+00,-1.182928215712e-02,2.334364922717e-03,0.000000000000e+00
8.977841377258e+00,-1.179998740554e-02,2.524535870180e-03,0.000000000000e+00
8.977646827698e+00,-1.178327389061e-02,2.627363428473e-03,0.000000000000e+00
8.976812362671e+00,-1.177478022873e-02,2.649499103427e-03,0.000000000000e+00
8.977660179138e+00,-1.183996070176e-02,2.243305323645e-03,0.000000000000e+00
8.977117538452e+00,-1.182479783893e-02,2.331174444407e-03,0.000000000000e+00
8.977638244629e+00,-1.190227363259e-02,1.683066948317e-03,0.000000000000e+00
8.977289199829e+00,-1.190908625722e-02,1.573741668835e-03,0.000000000000e+00
8.977142333984e+00,-1.190081052482e-02,1.655913772993e-03,0.000000000000e+00
8.976091384888e+00,-1.191283483058e-02,1.475607394241e-03,0.000000000000e+00
8.976187705994e+00,-1.190692745149e-02,1.550953020342e-03,0.000000000000e+00
8.978076934814e+00,-1.187716051936e-02,1.975096529350e-03,0.000000000000e+00
8.977903366089e+00,-1.188333798200e-02,1.899841125123e-03,0.000000000000e+00
8.977343559265e+00,-1.189251895994e-02,1.766327419318e-03,0.000000000000e+00
8.977564811707e+00,-1.188677921891e-02,1.837832503952e-03,0.000000000000e+00
8.977371215820e+00,-1.198347657919e-02,0.000000000000e+00,0.000000000000e+00
8.976864814758e+00,-1.197701599449e-02,1.176815349027e-04,0.000000000000e+00
8.976418495178e+00,-1.197111327201e-02,2.231794787804e-04,0.000000000000e+00
8.975918769836e+00,-1.196585781872e-02,3.196316829417e-04,0.000000000000e+00
8.975268363953e+00,-1.196136698127e-02,4.162544792052e-04,0.000000000000e+00
8.979483604431e+00,-1.059136819094e-02,6.965232547373e-03,0.000000000000e+00
8.979492187500e+00,-1.093693729490e-02,6.087063346058e-03,0.000000000000e+00
8.979493141174e+00,-1.100065186620e-02,5.903900135309e-03,0.000000000000e+00
8.979486465454e+00,-1.088669709861e-02,6.202192511410e-03,0.000000000000e+00
8.979486465454e+00,-1.071177702397e-02,6.663842592388e-03,0.000000000000e+00
8.979482650757e+00,-1.063639298081e-02,6.841438356787e-03,0.000000000000e+00
8.979485511780e+00,-1.081793569028e-02,6.381218787283e-03,0.000000000000e+00
8.979482650757e+00,-1.074638869613e-02,6.559673231095e-03,0.000000000000e+00
8.979499816895e+00,-1.130367163569e-02,4.998654592782e-03,0.000000000000e+00
8.979502677917e+00,-1.117537263781e-02,5.415094550699e-03,0.000000000000e+00
8.979501724243e+00,-1.123839709908e-02,5.211008246988e-03,0.000000000000e+00
8.979496002197e+00,-1.111687719822e-02,5.575818009675e-03,0.000000000000e+00
8.979491233826e+00,-1.105516310781e-02,5.739135667682e-03,0.000000000000e+00
8.979500770569e+00,-1.136302296072e-02,4.788816906512e-03,0.000000000000e+00
8.979488372803e+00,-1.130865234882e-02,4.954965785146e-03,0.000000000000e+00
8.979486465454e+00,-1.140834670514e-02,4.602479282767e-03,0.000000000000e+00
8.979467391968e+00,-1.145309396088e-02,4.422070458531e-03,0.000000000000e+00
8.979414939880e+00,-1.147747132927e-02,4.308061208576e-03,0.000000000000e+00
8.979363441467e+00,-1.149330753833e-02,4.224354401231e-03,0.000000000000e+00
8.979225158691e+00,-1.150047499686e-02,4.172296728939e-03,0.000000000000e+00
8.979053497314e+00,-1.153197325766e-02,4.013986326754e-03,0.000000000000e+00
8.979124069214e+00,-1.150432135910e-02,4.132499918342e-03,0.000000000000e+00
8.978652954102e+00,-1.153907738626e-02,3.961661364883e-03,0.000000000000e+00
8.979479789734e+00,-1.045136898756e-02,7.294498383999e-03,0.000000000000e+00
8.979480743408e+00,-1.050928048790e-02,7.147730328143e-03,0.000000000000e+00
8.979448318481e+00,-9.526032023132e-03,9.186943061650e-03,0.000000000000e+00
8.979444503784e+00,-9.427657350898e-03,9.360984899104e-03,0.000000000000e+00
8.979440689087e+00,-9.323758073151e-03,9.544676169753e-03,0.000000000000e+00
8.979435920715e+00,-9.207812137902e-03,9.743151254952e-03,0.000000000000e+00
8.979427337646e+00,-8.959774859250e-03,1.015519071370e-02,0.000000000000e+00
8.979431152344e+00,-9.080949239433e-03,9.953639470041e-03,0.000000000000e+00
8.979421615601e+00,-8.795078843832e-03,1.040643546730e-02,0.000000000000e+00
8.979425430298e+00,-8.896172046661e-03,1.024225354195e-02,0.000000000000e+00
8.979460716248e+00,-9.889183565974e-03,8.531879633665e-03,0.000000000000e+00
8.979465484619e+00,-1.001429092139e-02,8.286575786769e-03,0.000000000000e+00
8.979468345642e+00,-1.010628324002e-02,8.087377995253e-03,0.000000000000e+00
8.979473114014e+00,-1.023831497878e-02,7.793132681400e-03,0.000000000000e+00
8.979475021362e+00,-1.029882673174e-02,7.638315670192e-03,0.000000000000e+00
8.979476928711e+00,-1.036949362606e-02,7.468748837709e-03,0.000000000000e+00
8.979469299316e+00,-1.013889629394e-02,7.998012006283e-03,0.000000000000e+00
8.979452133179e+00,-9.639856405556e-03,8.987934328616e-03,0.000000000000e+00
8.979457855225e+00,-9.828673675656e-03,8.628219366074e-03,0.000000000000e+00
8.979454994202e+00,-9.730619378388e-03,8.809313178062e-03,0.000000000000e+00
8.979449272156e+00,-9.577538818121e-03,9.081054478884e-03,0.000000000000e+00
8.978534698486e+00,-1.176890637726e-02,2.763536525890e-03,0.000000000000e+00
8.977880477905e+00,-1.176115311682e-02,2.774696564302e-03,0.000000000000e+00
8.977252960205e+00,-1.176304370165e-02,2.735243877396e-03,0.000000000000e+00
8.975891113281e+00,-1.175826229155e-02,2.729610074311e-03,0.000000000000e+00
8.978991508484e+00,-1.165643334389e-02,3.448086790740e-03,0.000000000000e+00
8.978675842285e+00,-1.157077774405e-02,3.827746259049e-03,0.000000000000e+00
8.978732109070e+00,-1.159955654293e-02,3.703810740262e-03,0.000000000000e+00
8.978834152222e+00,-1.162856444716e-02,3.575156209990e-03,0.000000000000e+00
8.978757858276e+00,-1.165836863220e-02,3.413823898882e-03,0.000000000000e+00
8.978823661804e+00,-1.169330906123e-02,3.230080706999e-03,0.000000000000e+00
8.978572845459e+00,-1.166854985058e-02,3.344931639731e-03,0.000000000000e+00
8.978487968445e+00,-1.174845546484e-02,2.883477602154e-03,0.000000000000e+00
8.978735923767e+00,-1.172297727317e-02,3.051914507523e-03,0.000000000000e+00
8.978414535522e+00,-1.172770746052e-02,3.000384895131e-03,0.000000000000e+00
8.978560447693e+00,-1.169990003109e-02,3.170578507707e-03,0.000000000000e+00
8.978235244751e+00,-1.154654566199e-02,3.907232079655e-03,0.000000000000e+00
8.979399681091e+00,-7.931772619486e-03,1.171001885086e-02,0.000000000000e+00
8.979419708252e+00,-8.694627322257e-03,1.057213265449e-02,0.000000000000e+00
8.979416847229e+00,-8.573691360652e-03,1.076530944556e-02,0.000000000000e+00
8.979410171509e+00,-8.315813727677e-03,1.116366777569e-02,0.000000000000e+00
8.979413986206e+00,-8.445530198514e-03,1.096514612436e-02,0.000000000000e+00
8.979403495789e+00,-8.069107308984e-03,1.151377614588e-02,0.000000000000e+00
8.979407310486e+00,-8.203442208469e-03,1.131687778980e-02,0.000000000000e+00
8.979389190674e+00,-7.575914729387e-03,1.218003779650e-02,0.000000000000e+00
8.979393005371e+00,-7.723305840045e-03,1.198191195726e-02,0.000000000000e+00
8.979396820068e+00,-7.847434841096e-03,1.181173417717e-02,0.000000000000e+00
8.979378700256e+00,-7.048967294395e-03,1.286459341645e-02,0.000000000000e+00
8.979375839233e+00,-6.914463825524e-03,1.303831581026e-02,0.000000000000e+00
8.979372024536e+00,-6.788494531065e-03,1.319834031165e-02,0.000000000000e+00
8.979382514954e+00,-7.187674753368e-03,1.268226094544e-02,0.000000000000e+00
8.979387283325e+00,-7.483175024390e-03,1.228877063841e-02,0.000000000000e+00
8.979385375977e+00,-7.334683090448e-03,1.248665433377e-02,0.000000000000e+00
8.979294776917e+00,-3.070138162002e-03,1.725111156702e-02,0.000000000000e+00
8.979292869568e+00,-2.869490301237e-03,1.744655147195e-02,0.000000000000e+00
8.979306221008e+00,-3.893024986610e-03,1.644772104919e-02,0.000000000000e+00
8.979303359985e+00,-3.739426843822e-03,1.659544371068e-02,0.000000000000e+00
8.979295730591e+00,-3.300342708826e-03,1.702380739152e-02,0.000000000000e+00
8.979297637939e+00,-3.472488373518e-03,1.685238443315e-02,0.000000000000e+00
8.979300498962e+00,-3.619583556429e-03,1.670387946069e-02,0.000000000000e+00
8.979308128357e+00,-4.021875094622e-03,1.631058752537e-02,0.000000000000e+00
8.979310989380e+00,-4.157772287726e-03,1.616779901087e-02,0.000000000000e+00
8.979318618774e+00,-4.558054264635e-03,1.576154492795e-02,0.000000000000e+00
8.979315757751e+00,-4.423727747053e-03,1.589449308813e-02,0.000000000000e+00
8.979312896729e+00,-4.293161910027e-03,1.602252013981e-02,0.000000000000e+00
8.979294776917e+00,-3.167504211888e-03,1.714140176773e-02,0.000000000000e+00
8.979352951050e+00,-6.062516942620e-03,1.412290893495e-02,0.000000000000e+00
8.979349136353e+00,-5.894595291466e-03,1.431615091860e-02,0.000000000000e+00
8.979345321655e+00,-5.731943529099e-03,1.450033951551e-02,0.000000000000e+00
8.979341506958e+00,-5.574678536505e-03,1.467792782933e-02,0.000000000000e+00
8.979339599609e+00,-5.484852474183e-03,1.476805191487e-02,0.000000000000e+00
8.979358673096e+00,-6.265168078244e-03,1.386876683682e-02,0.000000000000e+00
8.979354858398e+00,-6.130633875728e-03,1.402822509408e-02,0.000000000000e+00
8.979364395142e+00,-6.498470902443e-03,1.358128245920e-02,0.000000000000e+00
8.979366302490e+00,-6.587783806026e-03,1.345939189196e-02,0.000000000000e+00
8.979368209839e+00,-6.663910113275e-03,1.335249841213e-02,0.000000000000e+00
8.979360580444e+00,-6.359227001667e-03,1.374460477382e-02,0.000000000000e+00
8.979330062866e+00,-5.067423451692e-03,1.522969175130e-02,0.000000000000e+00
8.979333877563e+00,-5.230818409473e-03,1.504784263670e-02,0.000000000000e+00
8.979336738586e+00,-5.368900950998e-03,1.488833036274e-02,0.000000000000e+00
8.979327201843e+00,-4.979493096471e-03,1.531207282096e-02,0.000000000000e+00
8.979324340820e+00,-4.830875433981e-03,1.546895690262e-02,0.000000000000e+00
8.979320526123e+00,-4.685649182647e-03,1.561680529267e-02,0.000000000000e+00
8.979290008545e+00,-2.433607354760e-03,1.792021095753e-02,0.000000000000e+00
8.979290008545e+00,-2.484779339284e-03,1.785600371659e-02,0.000000000000e+00
8.979287147522e+00,-2.269450109452e-03,1.808364316821e-02,0.000000000000e+00
8.979290008545e+00,-2.505406737328e-03,1.782029308379e-02,0.000000000000e+00
8.979290008545e+00,-2.568488009274e-03,1.774560846388e-02,0.000000000000e+00
8.979290962219e+00,-2.690047025681e-03,1.762083731592e-02,0.000000000000e+00
8.979281425476e+00,-1.441159634851e-03,1.890300586820e-02,0.000000000000e+00
8.979281425476e+00,-1.653405372053e-03,1.869797520339e-02,0.000000000000e+00
8.979272842407e+00,-7.249360205606e-04,1.959743723273e-02,0.000000000000e+00
8.979279518127e+00,-9.920084849000e-04,1.934854127467e-02,0.000000000000e+00
8.979280471802e+00,-1.087413285859e-03,1.924707554281e-02,0.000000000000e+00
8.979280471802e+00,-1.216719509102e-03,1.911801472306e-02,0.000000000000e+00
8.979276657104e+00,-8.421721868217e-04,1.949013397098e-02,0.000000000000e+00
8.979273796082e+00,-7.722779992037e-04,1.954456046224e-02,0.000000000000e+00
8.979277610779e+00,-8.951255003922e-04,1.942953839898e-02,0.000000000000e+00
8.979284286499e+00,-1.949839992449e-03,1.841383054852e-02,0.000000000000e+00
8.979282379150e+00,-1.777652185410e-03,1.857171952724e-02,0.000000000000e+00
8.979283332825e+00,-1.950771780685e-03,1.839662343264e-02,0.000000000000e+00
8.979285240173e+00,-2.096831100062e-03,1.825047656894e-02,0.000000000000e+00
8.979269981384e+00,-6.597169558518e-04,1.963450573385e-02,0.000000000000e+00
8.979266166687e+00,-6.071100360714e-04,1.968042552471e-02,0.000000000000e+00
8.979264259338e+00,-5.697488086298e-04,1.971872709692e-02,0.000000000000e+00
8.979261398315e+00,-5.201186286286e-04,1.976164057851e-02,0.000000000000e+00
8.979256629944e+00,-4.456213500816e-04,1.980441249907e-02,0.000000000000e+00
8.979250907898e+00,-3.614217566792e-04,1.984593272209e-02,0.000000000000e+00
8.979241371155e+00,-1.821431651479e-04,1.994670927525e-02,0.000000000000e+00
8.979244232178e+00,-2.473747881595e-04,1.990963146091e-02,0.000000000000e+00
8.979245185852e+00,-2.625370980240e-04,1.988545060158e-02,0.000000000000e+00
8.979236602783e+00,-8.178855932783e-05,1.997300609946e-02,0.000000000000e+00
8.979234695435e+00,0.000000000000e+00,2.001303248107e-02,0.000000000000e+00
8.977161407471e+00,-1.194676198065e-02,1.113722915761e-03,0.000000000000e+00
8.976539611816e+00,-1.192603446543e-02,1.347068464383e-03,0.000000000000e+00
8.976892471313e+00,-1.193966437131e-02,1.193939009681e-03,0.000000000000e+00
8.976827621460e+00,-1.193287689239e-02,1.274134963751e-03,0.000000000000e+00
8.975804328918e+00,-1.191791333258e-02,1.402171328664e-03,0.000000000000e+00
8.978182792664e+00,-1.196540519595e-02,8.583951275796e-04,0.000000000000e+00
8.977885246277e+00,-1.196082495153e-02,9.382762364112e-04,0.000000000000e+00
8.977744102478e+00,-1.196256279945e-02,8.264213684015e-04,0.000000000000e+00
8.977401733398e+00,-1.196155324578e-02,7.671025232412e-04,0.000000000000e+00
8.976968765259e+00,-1.196131203324e-02,7.038838230073e-04,0.000000000000e+00
8.976721763611e+00,-1.196102239192e-02,6.393773364834e-04,0.000000000000e+00
8.976669311523e+00,-1.196211855859e-02,5.639775190502e-04,0.000000000000e+00
8.974180221558e+00,-1.195625588298e-02,5.049998871982e-04,0.000000000000e+00
8.975147247314e+00,-1.195714622736e-02,5.687056691386e-04,0.000000000000e+00
8.977186203003e+00,-1.195408776402e-02,9.779807878658e-04,0.000000000000e+00
8.976447105408e+00,-1.194724254310e-02,1.057259854861e-03,0.000000000000e+00
8.977609634399e+00,-1.186260581017e-02,2.073034876958e-03,0.000000000000e+00
8.977123260498e+00,-1.184846926481e-02,2.161164302379e-03,0.000000000000e+00
8.977246284485e+00,-1.180972531438e-02,2.441799500957e-03,0.000000000000e+00
8.976717948914e+00,-1.178980898112e-02,2.553073689342e-03,0.000000000000e+00
8.975579261780e+00,-1.177182141691e-02,2.637339057401e-03,0.000000000000e+00
8.973801612854e+00,-1.175518799573e-02,2.716385992244e-03,0.000000000000e+00
8.976421356201e+00,-1.181115582585e-02,2.403364516795e-03,0.000000000000e+00
8.976541519165e+00,-1.183417905122e-02,2.246899763122e-03,0.000000000000e+00
8.975689888000e+00,-1.182005275041e-02,2.326759276912e-03,0.000000000000e+00
8.976369857788e+00,-1.189125608653e-02,1.736609148793e-03,0.000000000000e+00
8.974462509155e+00,-1.190861314535e-02,1.466591376811e-03,0.000000000000e+00
8.975976943970e+00,-1.189811155200e-02,1.639222260565e-03,0.000000000000e+00
8.974874496460e+00,-1.190350390971e-02,1.534215058200e-03,0.000000000000e+00
8.975130081177e+00,-1.189817208797e-02,1.601588213816e-03,0.000000000000e+00
8.977353096008e+00,-1.186888758093e-02,2.001323271543e-03,0.000000000000e+00
8.977179527283e+00,-1.187480706722e-02,1.933536608703e-03,0.000000000000e+00
8.976429939270e+00,-1.188260503113e-02,1.823422499001e-03,0.000000000000e+00
8.976294517517e+00,-1.187497656792e-02,1.900557195768e-03,0.000000000000e+00
8.976093292236e+00,-1.197816338390e-02,0.000000000000e+00,0.000000000000e+00
8.975303649902e+00,-1.197180803865e-02,1.154551500804e-04,0.000000000000e+00
8.974753379822e+00,-1.196594070643e-02,2.259662869619e-04,0.000000000000e+00
8.973833084106e+00,-1.196032855660e-02,3.338034148328e-04,0.000000000000e+00
8.972943305969e+00,-1.195503585041e-02,4.332507087383e-04,0.000000000000e+00
8.979478836060e+00,-1.055992208421e-02,7.015408948064e-03,0.000000000000e+00
8.979487419128e+00,-1.094952411950e-02,6.028519943357e-03,0.000000000000e+00
8.979482650757e+00,-1.099615357816e-02,5.887995474041e-03,0.000000000000e+00
8.979480743408e+00,-1.090622786433e-02,6.129398010671e-03,0.000000000000e+00
8.979476928711e+00,-1.084413938224e-02,6.294196471572e-03,0.000000000000e+00
8.979477882385e+00,-1.067423913628e-02,6.732357200235e-03,0.000000000000e+00
8.979475021362e+00,-1.060554105788e-02,6.892448756844e-03,0.000000000000e+00
8.979475975037e+00,-1.077797170728e-02,6.462378427386e-03,0.000000000000e+00
8.979473114014e+00,-1.071041729301e-02,6.627886090428e-03,0.000000000000e+00
8.979486465454e+00,-1.125043630600e-02,5.147746764123e-03,0.000000000000e+00
8.979488372803e+00,-1.118034124374e-02,5.370036698878e-03,0.000000000000e+00
8.979484558105e+00,-1.111288368702e-02,5.562375299633e-03,0.000000000000e+00
8.979474067688e+00,-1.105084829032e-02,5.726780742407e-03,0.000000000000e+00
8.979451179504e+00,-1.100052427500e-02,5.851780530065e-03,0.000000000000e+00
8.979476928711e+00,-1.135633233935e-02,4.781158640981e-03,0.000000000000e+00
8.979464530945e+00,-1.126167550683e-02,5.086622666568e-03,0.000000000000e+00
8.979459762573e+00,-1.130871102214e-02,4.929312970489e-03,0.000000000000e+00
8.979448318481e+00,-1.141235884279e-02,4.560688976198e-03,0.000000000000e+00
8.979444503784e+00,-1.137117575854e-02,4.705087281764e-03,0.000000000000e+00
8.979405403137e+00,-1.143512222916e-02,4.457897040993e-03,0.000000000000e+00
8.979338645935e+00,-1.145284902304e-02,4.371552728117e-03,0.000000000000e+00
8.979232788086e+00,-1.146539673209e-02,4.303091671318e-03,0.000000000000e+00
8.979072570801e+00,-1.147059909999e-02,4.258599597961e-03,0.000000000000e+00
8.978811264038e+00,-1.149784028530e-02,4.131516907364e-03,0.000000000000e+00
8.978289604187e+00,-1.151366904378e-02,4.046062938869e-03,0.000000000000e+00
8.979476928711e+00,-1.042954344302e-02,7.320422213525e-03,0.000000000000e+00
8.979475021362e+00,-1.048315130174e-02,7.185227237642e-03,0.000000000000e+00
8.979419708252e+00,-8.692970499396e-03,1.055555511266e-02,0.000000000000e+00
