"PointID","x","y","Density","Momentum_x","Momentum_y","Energy","Pressure","Temperature","Mach","Pressure_Coefficient","Laminar_Viscosity","Skin_Friction_Coefficient_x","Skin_Friction_Coefficient_y","Heat_Flux","Y_Plus"
10, -6.180339813232000e+00, -1.902112960815400e+01, 5.259254047944015e-04, 8.945897476483250e-02, 1.522812952280231e-03, 1.163764046321797e+02, 4.350631753522305e+01, 2.881764723147957e+02, 4.999016540498494e-01, 1.837338074527917e-03, 1.789425349185668e-05, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00
11, -3.747620105743000e+00, -1.964575004577600e+01, 5.259213450048688e-04, 8.946371684180449e-02, 1.522721923828973e-03, 1.163760967076426e+02, 4.350584831255829e+01, 2.881755888062258e+02, 4.999327622045313e-01, 1.775688763745303e-03, 1.789421086540322e-05, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00
12, -1.255810022354000e+00, -1.996052932739300e+01, 5.259151842781576e-04, 8.946800515663984e-02, 1.524294537508688e-03, 1.163751459264549e+02, 4.350513871056668e+01, 2.881742642386602e+02, 4.999638740851573e-01, 1.682456963583097e-03, 1.789414695915080e-05, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00
13, 1.255810022354000e+00, -1.996052932739300e+01, 5.259072073692563e-04, 8.947209322862010e-02, 1.527096478917927e-03, 1.163736543525474e+02, 4.350421445094164e+01, 2.881725129291875e+02, 4.999960823437989e-01, 1.561022145645109e-03, 1.789406246371600e-05, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00
14, 3.747629880905000e+00, -1.964574050903300e+01, 5.258977856920931e-04, 8.947569444620918e-02, 1.531252538065741e-03, 1.163716877997246e+02, 4.350312336103321e+01, 2.881704481354017e+02, 5.000273473364621e-01, 1.417668156360370e-03, 1.789396284328523e-05, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00
15, 6.180339813232000e+00, -1.902112960815400e+01, 5.258873706188399e-04, 8.947872015861764e-02, 1.536652209532988e-03, 1.163693393478091e+02, 4.350191143959240e+01, 2.881681271949653e+02, 5.000566854911724e-01, 1.258438589760700e-03, 1.789385086409704e-05, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00
16, 8.515589714050000e+00, -1.809654045105000e+01, 5.258765510838278e-04, 8.948096859935156e-02, 1.543311774864953e-03, 1.163667462477715e+02, 4.350065070093024e+01, 2.881657044116595e+02, 5.000822784618776e-01, 1.092795121455082e-03, 1.789373397079938e-05, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00
17, 1.071654033660900e+01, -1.688656044006300e+01, 5.258651630319403e-04, 8.948242551105684e-02, 1.550947063463408e-03, 1.163638852235409e+02, 4.349933217733694e+01, 2.881632102654198e+02, 5.001041500019465e-01, 9.195595195066944e-04, 1.789361363392323e-05, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00
18, 1.274847984314000e+01, -1.541026020050000e+01, 5.258540794536950e-04, 8.948325608023164e-02, 1.559972214660741e-03, 1.163610004650398e+02, 4.349804685531549e+01, 2.881607691137211e+02, 5.001223263937605e-01, 7.506861408176954e-04, 1.789349585342811e-05, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00
19, 1.457936954498300e+01, -1.369093990325900e+01, 5.258436593825449e-04, 8.948377832204968e-02, 1.571130976336472e-03, 1.163582320521397e+02, 4.349683028682445e+01, 2.881584197416361e+02, 5.001382843832423e-01, 5.908460166607553e-04, 1.789338250065560e-05, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00
20, 1.618033981323200e+01, -1.175570011138900e+01, 5.258328374854706e-04, 8.948521539286990e-02, 1.585499949334910e-03, 1.163555441105104e+02, 4.349557733839820e+01, 2.881560494615256e+02, 5.001600803171892e-01, 4.262260766508900e-04, 1.789326813866005e-05, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00
21, 1.752614021301300e+01, -9.635069847106999e+00, 5.258203796064535e-04, 8.948916088722760e-02, 1.611128025297624e-03, 1.163526297429376e+02, 4.349403966238501e+01, 2.881526892638679e+02, 5.001994504782326e-01, 2.241969047046060e-04, 1.789310601404665e-05, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00
22, 1.859552955627400e+01, -7.362490177155000e+00, 5.257876601558372e-04, 8.949708002371477e-02, 1.661564151838385e-03, 1.163443332173572e+02, 4.348992949260236e+01, 2.881433888215640e+02, 5.002880567883241e-01, -3.158220528790445e-04, 1.789265727659385e-05, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00
23, 1.937166023254400e+01, -4.973790168762000e+00, 5.256649073887703e-04, 8.948654550584793e-02, 1.735933314595951e-03, 1.163129672131567e+02, 4.347729261709223e+01, 2.881269303700427e+02, 5.003681835518456e-01, -1.976131164418851e-03, 1.789186315497296e-05, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00
24, 1.984229087829600e+01, -2.506659984589000e+00, 5.251336018061894e-04, 8.937480188872442e-02, 1.745145991525937e-03, 1.161951546405470e+02, 4.343468366838395e+01, 2.881357856549175e+02, 5.002425329433812e-01, -7.574352474485715e-03, 1.789229042589650e-05, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00
25, 2.000000000000000e+01, 0.000000000000000e+00, 5.247779679106709e-04, 8.929322747855392e-02, 1.561072092534445e-03, 1.161278155592957e+02, 4.341147215768761e+01, 2.881769665930826e+02, 5.000700074507139e-01, -1.062402109477491e-02, 1.789427733917055e-05, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00
26, 1.984229087829600e+01, 2.506659984589000e+00, 5.250173781189879e-04, 8.935404153631048e-02, 1.321074856508804e-03, 1.161742759274654e+02, 4.342756726850039e+01, 2.881523515732386e+02, 5.001819935946347e-01, -8.509348119458948e-03, 1.789308972091834e-05, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00
27, 1.937166023254400e+01, 4.973800182343000e+00, 5.255678202521732e-04, 8.947520250592145e-02, 1.287958929872116e-03, 1.162900157703466e+02, 4.346883698265040e+01, 2.881241090986662e+02, 5.003573317365819e-01, -3.087083543142842e-03, 1.789172702621076e-05, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00
28, 1.859552955627400e+01, 7.362490177155000e+00, 5.257436090726802e-04, 8.951592384792037e-02, 1.371819334499529e-03, 1.163328031116352e+02, 4.348411318356884e+01, 2.881289925228658e+02, 5.004203494857532e-01, -1.080003901165289e-03, 1.789196265520891e-05, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00
29, 1.752613067627000e+01, 9.635069847106999e+00, 5.257573471781090e-04, 8.950725235205859e-02, 1.433674594117466e-03, 1.163378044147947e+02, 4.348671790072485e+01, 2.881387222762346e+02, 5.003557794761836e-01, -7.377804121674517e-04, 1.789243211761811e-05, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00
30, 1.618033981323200e+01, 1.175570964813200e+01, 5.257630602183910e-04, 8.950119623038343e-02, 1.462667584659329e-03, 1.163387618599285e+02, 4.348751444971050e+01, 2.881408691046990e+02, 5.003172550341417e-01, -6.331249902152804e-04, 1.789253570146442e-05, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00
31, 1.457936954498300e+01, 1.369093990325900e+01, 5.257635727573703e-04, 8.949931297952790e-02, 1.481380833266384e-03, 1.163385283585048e+02, 4.348753129687833e+01, 2.881406998378291e+02, 5.003081096462187e-01, -6.309115074421153e-04, 1.789252753440086e-05, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00
32, 1.274847984314000e+01, 1.541026973724400e+01, 5.257597265408229e-04, 8.949700165374412e-02, 1.496986786553932e-03, 1.163371969169050e+02, 4.348711612158444e+01, 2.881400568444982e+02, 5.003008620558176e-01, -6.854597478497986e-04, 1.789249651019063e-05, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00
33, 1.071654033660900e+01, 1.688656044006300e+01, 5.257561882522793e-04, 8.949337398126762e-02, 1.509605641753458e-03, 1.163357506569832e+02, 4.348674967765379e+01, 2.881395679724971e+02, 5.002855643869627e-01, -7.336053671084475e-04, 1.789247292226004e-05, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00
34, 8.515589714050000e+00, 1.809654045105000e+01, 5.257523149845872e-04, 8.948884268675264e-02, 1.520664133607592e-03, 1.163340460025626e+02, 4.348634113509176e+01, 2.881389837355040e+02, 5.002654797724652e-01, -7.872821591013717e-04, 1.789244473297133e-05, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00
35, 6.180339813232000e+00, 1.902112960815400e+01, 5.257525512704722e-04, 8.948285598227079e-02, 1.529972401292613e-03, 1.163331267003880e+02, 4.348637156908377e+01, 2.881390558933728e+02, 5.002326215125673e-01, -7.832835572155910e-04, 1.789244821457192e-05, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00
36, 3.747629880905000e+00, 1.964575004577600e+01, 5.257557925512023e-04, 8.947641584488887e-02, 1.538552966116101e-03, 1.163329568277465e+02, 4.348675081303384e+01, 2.881397923587384e+02, 5.001937292984495e-01, -7.334561940121637e-04, 1.789248374883272e-05, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00
37, 1.255810022354000e+00, 1.996052932739300e+01, 5.257613993859821e-04, 8.946933392626406e-02, 1.545553993469330e-03, 1.163332564848683e+02, 4.348737702401868e+01, 2.881408687533593e+02, 5.001485578478987e-01, -6.511808085307038e-04, 1.789253568451241e-05, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00
38, -1.255810022354000e+00, 1.996052932739300e+01, 5.257748068896164e-04, 8.946099582728093e-02, 1.551413260693184e-03, 1.163355916735160e+02, 4.348894938952538e+01, 2.881439390198265e+02, 5.000871099956692e-01, -4.445939211829846e-04, 1.789268382332798e-05, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00
39, -3.747629880905000e+00, 1.964574050903300e+01, 5.257909313423409e-04, 8.945786058027250e-02, 1.557227309663380e-03, 1.163393997880885e+02, 4.349077252602488e+01, 2.881471816492841e+02, 5.000520044186285e-01, -2.050592245511302e-04, 1.789284027774735e-05, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00
40, -6.180339813232000e+00, 1.902112960815400e+01, 5.258084336997832e-04, 8.945482124157765e-02, 1.562703557529159e-03, 1.163436612696685e+02, 4.349277881142548e+01, 2.881508823774092e+02, 5.000156985535609e-01, 5.853868209134366e-05, 1.789301883404682e-05, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00
41, -8.515589714050000e+00, 1.809654045105000e+01, 5.258248626530576e-04, 8.945304475612863e-02, 1.567496330507137e-03, 1.163478790919388e+02, 4.349467624985589e+01, 2.881544499731470e+02, 4.999875229010500e-01, 3.078356156626304e-04, 1.789319096580281e-05, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00
42, -1.071654033660900e+01, 1.688656044006300e+01, 5.258395743550008e-04, 8.945148862574960e-02, 1.571080035344289e-03, 1.163516885722827e+02, 4.349638682828505e+01, 2.881577204705201e+02, 4.999623536371942e-01, 5.325817524471030e-04, 1.789334876205718e-05, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00
43, -1.274847984314000e+01, 1.541026020050000e+01, 5.258520459349462e-04, 8.944940834827941e-02, 1.573496827931530e-03, 1.163547542332129e+02, 4.349782395012662e+01, 2.881604067762914e+02, 4.999367799221460e-01, 7.213995093393529e-04, 1.789347837135942e-05, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00
44, -1.457936954498300e+01, 1.369093990325900e+01, 5.258626891954459e-04, 8.944690821261979e-02, 1.574578218235618e-03, 1.163572557635664e+02, 4.349905498566067e+01, 2.881627296060183e+02, 4.999107840901806e-01, 8.831404010796599e-04, 1.789359044314416e-05, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00
45, -1.618033981323200e+01, 1.175570011138900e+01, 5.258712581546769e-04, 8.944426138197968e-02, 1.574373104701768e-03, 1.163591608088557e+02, 4.350004692831784e+01, 2.881646051471538e+02, 4.998862031206573e-01, 1.013467825015137e-03, 1.789368093385205e-05, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00
46, -1.752613067627000e+01, 9.635069847106999e+00, 5.258784147716529e-04, 8.944180713513446e-02, 1.573326019658846e-03, 1.163607068402094e+02, 4.350087498494513e+01, 2.881661689079854e+02, 4.998642291402676e-01, 1.122262911430997e-03, 1.789375638163400e-05, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00
47, -1.859552955627400e+01, 7.362490177155000e+00, 5.258843395577571e-04, 8.943951496294315e-02, 1.571215957708685e-03, 1.163619408849069e+02, 4.350156135230610e+01, 2.881674690375659e+02, 4.998444565110607e-01, 1.212442005335987e-03, 1.789381910967833e-05, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00
48, -1.937166023254400e+01, 4.973800182343000e+00, 5.258897532470892e-04, 8.943773510943534e-02, 1.568496042529944e-03, 1.163631093313433e+02, 4.350218438713820e+01, 2.881686296711329e+02, 4.998280938821153e-01, 1.294300088665633e-03, 1.789387510726925e-05, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00
49, -1.984229087829600e+01, 2.506659984589000e+00, 5.258944517628542e-04, 8.943639395185707e-02, 1.565155651423928e-03, 1.163641654559974e+02, 4.350272924001298e+01, 2.881696642773003e+02, 4.998149113087827e-01, 1.365886153727671e-03, 1.789392502427018e-05, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00
50, 0.000000000000000e+00, 0.000000000000000e+00, 5.935973250628039e-04, 0.000000000000000e+00, 0.000000000000000e+00, 1.291822683297916e+02, 5.167290733191663e+01, 3.032503477323743e+02, 0.000000000000000e+00, 1.074813283654309e+00, 1.861255657605722e-05, 0.000000000000000e+00, 3.916516865376449e-02, -2.484843772466840e-01, 7.153281101267467e-02
51, 5.999999800000000e-05, 1.375329724321098e-03, 5.905356738287957e-04, 0.000000000000000e+00, 0.000000000000000e+00, 1.284853648859379e+02, 5.139414595437515e+01, 3.031781235650207e+02, 0.000000000000000e+00, 1.038187928383032e+00, 1.860915682772324e-05, 8.527140333692623e-03, 6.354485316356867e-02, -6.484381151883954e-01, 9.140885291996594e-02
52, 5.600000150000000e-04, 4.173159738460802e-03, 5.815926825943406e-04, 0.000000000000000e+00, 0.000000000000000e+00, 1.264786940775601e+02, 5.059147763102405e+01, 3.030321978037502e+02, 0.000000000000000e+00, 9.327285108446017e-01, 1.860228657868810e-05, 2.896387659232196e-02, 1.070154948964427e-01, -1.603379116746765e+00, 1.194838011146212e-01
53, 1.560000004000000e-03, 6.917517506923035e-03, 5.665187474133822e-04, 0.000000000000000e+00, 0.000000000000000e+00, 1.229859842882809e+02, 4.919439371531234e+01, 3.025043830644519e+02, 0.000000000000000e+00, 7.491711787349389e-01, 1.857742333551526e-05, 6.192362630114424e-02, 1.350980983053434e-01, -3.493879713611109e+00, 1.366402342714564e-01
54, 3.049999941000000e-03, 9.605565346412577e-03, 5.498553078046187e-04, 0.000000000000000e+00, 0.000000000000000e+00, 1.191509746491311e+02, 4.766038985965242e+01, 3.019531149425620e+02, 0.000000000000000e+00, 5.476244770484975e-01, 1.855143268958309e-05, 8.979063464067669e-02, 1.378546050803992e-01, -4.297325266205432e+00, 1.417463814616197e-01
55, 5.040000193000000e-03, 1.226032473458219e-02, 5.333778452000978e-04, 0.000000000000000e+00, 0.000000000000000e+00, 1.153706290194986e+02, 4.614825160779943e+01, 3.014051193987956e+02, 0.000000000000000e+00, 3.489506105973852e-01, 1.852557339304933e-05, 1.070440769676706e-01, 1.260102217314302e-01, -4.369198765860931e+00, 1.400713782340786e-01
56, 7.519999985000000e-03, 1.486756313872443e-02, 5.188878364067282e-04, 0.000000000000000e+00, 0.000000000000000e+00, 1.120630552281737e+02, 4.482522209126948e+01, 3.009395762229566e+02, 0.000000000000000e+00, 1.751229932113094e-01, 1.850358692345889e-05, 1.156024537935705e-01, 1.096385801099625e-01, -4.031139784130754e+00, 1.357202914634101e-01
57, 1.049000024800000e-02, 1.742916196961543e-02, 5.068535627763741e-04, 0.000000000000000e+00, 0.000000000000000e+00, 1.093150765935031e+02, 4.372603063740124e+01, 3.005300450475203e+02, 0.000000000000000e+00, 3.070457390182086e-02, 1.848423206117812e-05, 1.172144512194094e-01, 9.255677291488458e-02, -3.541614481411608e+00, 1.299646593106527e-01
58, 1.394999958600000e-02, 1.994492353858276e-02, 4.969106088394369e-04, 0.000000000000000e+00, 0.000000000000000e+00, 1.070510070466881e+02, 4.282040281867522e+01, 3.001945648602463e+02, 0.000000000000000e+00, -8.828228466848848e-02, 1.846836735225120e-05, 1.139081384504593e-01, 7.662257917995516e-02, -2.987328411447264e+00, 1.234514653711895e-01
59, 1.789999939500000e-02, 2.241364555514381e-02, 4.888986334621521e-04, 0.000000000000000e+00, 0.000000000000000e+00, 1.052324043213067e+02, 4.209296172852266e+01, 2.999307589280724e+02, 0.000000000000000e+00, -1.838578934588360e-01, 1.845588602415520e-05, 1.083448609762953e-01, 6.314771264220256e-02, -2.482450701511482e+00, 1.170956993657793e-01
60, 2.232000045500000e-02, 2.482329437156798e-02, 4.822538594917405e-04, 0.000000000000000e+00, 0.000000000000000e+00, 1.037225524967626e+02, 4.148902099870503e+01, 2.997007435110919e+02, 0.000000000000000e+00, -2.632072781815236e-01, 1.844499905034216e-05, 1.015596176192782e-01, 5.192879162946174e-02, -2.057024389446900e+00, 1.109681085796422e-01
61, 2.723000012300000e-02, 2.718419978786347e-02, 4.769757206778178e-04, 0.000000000000000e+00, 0.000000000000000e+00, 1.025276086675168e+02, 4.101104346700673e+01, 2.995262517914792e+02, 0.000000000000000e+00, -3.260068563172486e-01, 1.843673738401494e-05, 9.471752446734392e-02, 4.291588448147825e-02, -1.701485601920539e+00, 1.054095872607264e-01
62, 3.260000050100000e-02, 2.948109446637338e-02, 4.725173817836375e-04, 0.000000000000000e+00, 0.000000000000000e+00, 1.015105896917106e+02, 4.060423587668423e+01, 2.993531954768793e+02, 0.000000000000000e+00, -3.794556972363850e-01, 1.842854136699178e-05, 8.809640620381484e-02, 3.563081356394618e-02, -1.424444773737201e+00, 1.003343455661606e-01
63, 3.844000026600000e-02, 3.171811260404538e-02, 4.689233335972880e-04, 0.000000000000000e+00, 0.000000000000000e+00, 1.006902424619450e+02, 4.027609698477799e+01, 2.992098452511784e+02, 0.000000000000000e+00, -4.225685688988200e-01, 1.842175049702544e-05, 8.180617574775033e-02, 2.971161746378909e-02, -1.193231364187982e+00, 9.568682512540298e-02
64, 4.473999887700000e-02, 3.389028465845557e-02, 4.658476343034470e-04, 0.000000000000000e+00, 0.000000000000000e+00, 9.998590884677024e+01, 3.999436353870809e+01, 2.990785323893182e+02, 0.000000000000000e+00, -4.595844125035387e-01, 1.841552847937086e-05, 7.517763027608783e-02, 2.462868454876982e-02, -9.902032032704849e-01, 9.095450812024232e-02
65, 5.149000138000000e-02, 3.599337852580232e-02, 4.638775692565789e-04, 0.000000000000000e+00, 0.000000000000000e+00, 9.954101550234925e+01, 3.981640620093970e+01, 2.990122843825301e+02, 0.000000000000000e+00, -4.829655235325519e-01, 1.841238893566341e-05, 6.995432702017899e-02, 2.074094630965836e-02, -8.342242714633140e-01, 8.717876255764798e-02
66, 5.869000032500000e-02, 3.802635805630503e-02, 4.618126445081555e-04, 0.000000000000000e+00, 0.000000000000000e+00, 9.905917644520765e+01, 3.962367057808306e+01, 2.988953990170953e+02, 0.000000000000000e+00, -5.082882950111973e-01, 1.840684882391588e-05, 6.438761878969261e-02, 1.731940718845685e-02, -7.046783665600701e-01, 8.317559040047209e-02
67, 6.633000075800000e-02, 3.998513962421356e-02, 4.609072038270384e-04, 0.000000000000000e+00, 0.000000000000000e+00, 9.885258683400423e+01, 3.954103473360168e+01, 2.988579955186061e+02, 0.000000000000000e+00, -5.191454919047017e-01, 1.840507575709740e-05, 5.853935608402783e-02, 1.430775538496937e-02, -5.752459776674969e-01, 7.900306621469137e-02
68, 7.440000027400000e-02, 4.186607976498817e-02, 4.608027547295902e-04, 0.000000000000000e+00, 0.000000000000000e+00, 9.884481357342059e+01, 3.953792542936823e+01, 2.989022309837742e+02, 0.000000000000000e+00, -5.195540110948460e-01, 1.840717267323783e-05, 5.574257345044448e-02, 1.238909695455504e-02, -5.095884582694483e-01, 7.688577537997582e-02
69, 8.290000259900000e-02, 4.366791468532204e-02, 4.599848586824583e-04, 0.000000000000000e+00, 0.000000000000000e+00, 9.866173717868604e+01, 3.946469487147441e+01, 2.988791079827822e+02, 0.000000000000000e+00, -5.291754845687887e-01, 1.840607658074187e-05, 5.432259879449158e-02, 1.098056360665147e-02, -4.868052558555095e-01, 7.568198072387039e-02
70, 9.181000292300000e-02, 4.538527151431038e-02, 4.592761101429543e-04, 0.000000000000000e+00, 0.000000000000000e+00, 9.852825576170355e+01, 3.941130230468141e+01, 2.989353506248465e+02, 0.000000000000000e+00, -5.361905228243953e-01, 1.840874256157728e-05, 5.185418805197717e-02, 9.526716475773632e-03, -4.384947517189460e-01, 7.374795807513836e-02
71, 1.011300012470000e-01, 4.701715290498424e-02, 4.586796653726242e-04, 0.000000000000000e+00, 0.000000000000000e+00, 9.842975010328838e+01, 3.937190004131534e+01, 2.990248162210390e+02, 0.000000000000000e+00, -5.413674304254484e-01, 1.841298285501111e-05, 4.952085632090492e-02, 8.258848855773689e-03, -3.956587414140981e-01, 7.190220042562590e-02
72, 1.108499988910000e-01, 4.856066993422563e-02, 4.581186143991360e-04, 0.000000000000000e+00, 0.000000000000000e+00, 9.833221673018564e+01, 3.933288669207425e+01, 2.990943628713961e+02, 0.000000000000000e+00, -5.464932401372509e-01, 1.841627864796525e-05, 4.715395006003661e-02, 7.124769940857292e-03, -3.574835583018954e-01, 7.002193586554571e-02
73, 1.209499984980000e-01, 5.001187382363489e-02, 4.577582487127412e-04, 0.000000000000000e+00, 0.000000000000000e+00, 9.827674378731301e+01, 3.931069751492520e+01, 2.991609586360409e+02, 0.000000000000000e+00, -5.494085883947060e-01, 1.841943425016216e-05, 4.448088231452427e-02, 6.071924244100126e-03, -3.163991597700955e-01, 6.789983348851934e-02
74, 1.314399987460000e-01, 5.137133628795417e-02, 4.578274830624082e-04, 0.000000000000000e+00, 0.000000000000000e+00, 9.831101132566866e+01, 3.932440453026746e+01, 2.992200153159026e+02, 0.000000000000000e+00, -5.476076778415769e-01, 1.842223233136536e-05, 4.180723592156389e-02, 5.137856488446757e-03, -2.810087970561482e-01, 6.576523523683760e-02
