"Density","Momentum:0","Momentum:1","Momentum:2","Energy","Pressure","Temperature","Mach","Pressure_Coefficient","Points:0","Points:1","Points:2"
8.199368119240e-01,9.328776001930e-01,2.765432298183e-01,0.000000000000e+00,2.477204799652e+00,7.599527835846e-01,9.268431067467e-01,1.041758656502e+00,-5.358197689056e-01,5.149000138044e-02,3.599337860942e-02,0.000000000000e+00
8.057144880295e-01,9.381306767464e-01,2.523061633110e-01,0.000000000000e+00,2.439479112625e+00,7.415280938148e-01,9.203360676765e-01,1.062207937241e+00,-5.769462585449e-01,5.869000032544e-02,3.802635893226e-02,0.000000000000e+00
7.926805019379e-01,9.417731165886e-01,2.301509529352e-01,0.000000000000e+00,2.404781818390e+00,7.247664332390e-01,9.143235683441e-01,1.081010937691e+00,-6.143606305122e-01,6.633000075817e-02,3.998513892293e-02,0.000000000000e+00
7.806713581085e-01,9.441649317741e-01,2.098217159510e-01,0.000000000000e+00,2.372709751129e+00,7.094254493713e-01,9.087376594543e-01,1.098408818245e+00,-6.486039161682e-01,7.440000027418e-02,4.186607897282e-02,0.000000000000e+00
7.695502042770e-01,9.455743432045e-01,1.911151111126e-01,0.000000000000e+00,2.342923879623e+00,6.953046321869e-01,9.035208225250e-01,1.114602088928e+00,-6.801235675812e-01,8.290000259876e-02,4.366791620851e-02,0.000000000000e+00
7.591891884804e-01,9.461913704872e-01,1.738197654486e-01,0.000000000000e+00,2.315095186234e+00,6.822275519371e-01,8.986265063286e-01,1.129750490189e+00,-7.093135118484e-01,9.181000292301e-02,4.538527131081e-02,0.000000000000e+00
7.494997978210e-01,9.461846351624e-01,1.577870249748e-01,0.000000000000e+00,2.289006233215e+00,6.700621843338e-01,8.940124511719e-01,1.143996834755e+00,-7.364683747292e-01,1.011300012469e-01,4.701715335250e-02,0.000000000000e+00
7.403746843338e-01,9.456605911255e-01,1.428747326136e-01,0.000000000000e+00,2.264378309250e+00,6.586636304855e-01,8.896355628967e-01,1.157482981682e+00,-7.619115114212e-01,1.108499988914e-01,4.856067150831e-02,0.000000000000e+00
7.317202687263e-01,9.447029829025e-01,1.289491951466e-01,0.000000000000e+00,2.240967273712e+00,6.479063034058e-01,8.854562640190e-01,1.170337557793e+00,-7.859234213829e-01,1.209499984980e-01,5.001187324524e-02,0.000000000000e+00
7.234623432159e-01,9.433881640434e-01,1.159290447831e-01,0.000000000000e+00,2.218585729599e+00,6.376851201057e-01,8.814350962639e-01,1.182687282562e+00,-8.087385892868e-01,1.314399987459e-01,5.137133598328e-02,0.000000000000e+00
7.155215144157e-01,9.417428970337e-01,1.037111282349e-01,0.000000000000e+00,2.197017192841e+00,6.279029846191e-01,8.775458931923e-01,1.194616198540e+00,-8.305736780167e-01,1.422899961472e-01,5.263442918658e-02,0.000000000000e+00
7.078993916512e-01,9.398347139359e-01,9.222900867462e-02,0.000000000000e+00,2.176273584366e+00,6.185539960861e-01,8.737879991531e-01,1.206129789352e+00,-8.514420390129e-01,1.534900069237e-01,5.379977822304e-02,0.000000000000e+00
7.006413340569e-01,9.377265572548e-01,8.142074197531e-02,0.000000000000e+00,2.156480073929e+00,6.096922159195e-01,8.701916337013e-01,1.217138290405e+00,-8.712227940559e-01,1.650400012732e-01,5.486709252000e-02,0.000000000000e+00
6.938564181328e-01,9.355074167252e-01,7.123395055532e-02,0.000000000000e+00,2.137936830521e+00,6.014483571053e-01,8.668195605278e-01,1.227452278137e+00,-8.896242380142e-01,1.769299954176e-01,5.583513528109e-02,0.000000000000e+00
6.876780390739e-01,9.332894086838e-01,6.162370368838e-02,0.000000000000e+00,2.121015548706e+00,5.939770340919e-01,8.637429475784e-01,1.236857295036e+00,-9.063012599945e-01,1.891400068998e-01,5.670228227973e-02,0.000000000000e+00
6.821733713150e-01,9.311704635620e-01,5.255458876491e-02,0.000000000000e+00,2.105914354324e+00,5.873454213142e-01,8.609914183617e-01,1.245264530182e+00,-9.211040139198e-01,2.016600072384e-01,5.746811255813e-02,0.000000000000e+00
6.772417426109e-01,9.291697144508e-01,4.397948086262e-02,0.000000000000e+00,2.092373847961e+00,5.814157724380e-01,8.585054874420e-01,1.252857565880e+00,-9.343397617340e-01,2.144699990749e-01,5.813197419047e-02,0.000000000000e+00
6.726014018059e-01,9.272149801254e-01,3.586261719465e-02,0.000000000000e+00,2.079638719559e+00,5.758304595947e-01,8.561244010925e-01,1.260128498077e+00,-9.468070268631e-01,2.275699973106e-01,5.869456753135e-02,0.000000000000e+00
6.678581833839e-01,9.251056313515e-01,2.816264517605e-02,0.000000000000e+00,2.066620111465e+00,5.701224803925e-01,8.536580204964e-01,1.267658352852e+00,-9.595479965210e-01,2.409400045872e-01,5.915585905313e-02,0.000000000000e+00
6.627745628357e-01,9.226574301720e-01,2.085323072970e-02,0.000000000000e+00,2.052637338638e+00,5.640348792076e-01,8.510207533836e-01,1.275708556175e+00,-9.731363654137e-01,2.545700073242e-01,5.951657891273e-02,0.000000000000e+00
6.575136184692e-01,9.198967218399e-01,1.392193604261e-02,0.000000000000e+00,2.038112640381e+00,5.577891469002e-01,8.483309149742e-01,1.283918261528e+00,-9.870777726173e-01,2.684499919415e-01,5.977765470743e-02,0.000000000000e+00
6.525735855103e-01,9.171216487885e-01,7.351985201240e-03,0.000000000000e+00,2.024426937103e+00,5.519711375237e-01,8.458374142647e-01,1.291528344154e+00,-1.000064373016e+00,2.825500071049e-01,5.994005501270e-02,0.000000000000e+00
6.483562588692e-01,9.146795272827e-01,1.127274008468e-03,0.000000000000e+00,2.012734413147e+00,5.470134615898e-01,8.436927795410e-01,1.298073887825e+00,-1.011130690575e+00,2.968699932098e-01,6.000550091267e-02,0.000000000000e+00
6.447904109955e-01,9.126324057579e-01,-4.775977227837e-03,0.000000000000e+00,2.002874135971e+00,5.427957177162e-01,8.418172597885e-01,1.303798079491e+00,-1.020545363426e+00,3.113999962807e-01,5.997565016150e-02,0.000000000000e+00
6.414345502853e-01,9.106920957565e-01,-1.037878263742e-02,0.000000000000e+00,1.993606925011e+00,5.388137698174e-01,8.400136828423e-01,1.309303283691e+00,-1.029433608055e+00,3.261100053787e-01,5.985254421830e-02,0.000000000000e+00
6.379687786102e-01,9.085715413094e-01,-1.569286733866e-02,0.000000000000e+00,1.984004020691e+00,5.347335934639e-01,8.381814360619e-01,1.314896225929e+00,-1.038541078568e+00,3.409900069237e-01,5.963847786188e-02,0.000000000000e+00
6.344921588898e-01,9.063430428505e-01,-2.072985656559e-02,0.000000000000e+00,1.974343776703e+00,5.306681394577e-01,8.363667130470e-01,1.320436477661e+00,-1.047615766525e+00,3.560400009155e-01,5.933561548591e-02,0.000000000000e+00
6.312248706818e-01,9.041981697083e-01,-2.550807408988e-02,0.000000000000e+00,1.965258836746e+00,5.268536210060e-01,8.346528410912e-01,1.325669765472e+00,-1.056130290031e+00,3.712300062180e-01,5.894684419036e-02,0.000000000000e+00
6.282624006271e-01,9.021953344345e-01,-3.004247695208e-02,0.000000000000e+00,1.957012534142e+00,5.234041810036e-01,8.330981135368e-01,1.330417871475e+00,-1.063829898834e+00,3.865399956703e-01,5.847521126270e-02,0.000000000000e+00
6.256569623947e-01,9.003835320473e-01,-3.434782102704e-02,0.000000000000e+00,1.949754595757e+00,5.203761458397e-01,8.317275643349e-01,1.334604144096e+00,-1.070588946342e+00,4.019699990749e-01,5.792324244976e-02,0.000000000000e+00
6.233870983124e-01,8.987821340561e-01,-3.844061493874e-02,0.000000000000e+00,1.943436861038e+00,5.177328586578e-01,8.305158615112e-01,1.338306188583e+00,-1.076489090919e+00,4.174999892712e-01,5.729416757822e-02,0.000000000000e+00
6.213377118111e-01,8.973100185394e-01,-4.232935234904e-02,0.000000000000e+00,1.937734127045e+00,5.153453946114e-01,8.294126987457e-01,1.341677546501e+00,-1.081818342209e+00,4.331099987030e-01,5.659141764045e-02,0.000000000000e+00
6.194187402725e-01,8.958740830421e-01,-4.602263867855e-02,0.000000000000e+00,1.932380080223e+00,5.131250619888e-01,8.283977508545e-01,1.344780683517e+00,-1.086774349213e+00,4.487800002098e-01,5.581859871745e-02,0.000000000000e+00
6.176895499229e-01,8.945817351341e-01,-4.953571781516e-02,0.000000000000e+00,1.927567243576e+00,5.111130475998e-01,8.274594545364e-01,1.347650170326e+00,-1.091265439987e+00,4.645099937916e-01,5.497835576534e-02,0.000000000000e+00
6.161258816719e-01,8.933995962143e-01,-5.287964642048e-02,0.000000000000e+00,1.923220992088e+00,5.092898607254e-01,8.266003131866e-01,1.350280284882e+00,-1.095335245132e+00,4.802699983120e-01,5.407492071390e-02,0.000000000000e+00
6.148898005486e-01,8.924182057381e-01,-5.607083439827e-02,0.000000000000e+00,1.919785857201e+00,5.078501105309e-01,8.259205222130e-01,1.352363824844e+00,-1.098548889160e+00,4.960500001907e-01,5.311153456569e-02,0.000000000000e+00
6.141476035118e-01,8.914636373520e-01,-5.910616368055e-02,0.000000000000e+00,1.917604565620e+00,5.071039795876e-01,8.257037997246e-01,1.353029370308e+00,-1.100214242935e+00,5.118399858475e-01,5.209138244390e-02,0.000000000000e+00
6.144436597824e-01,8.911204934120e-01,-6.204467266798e-02,0.000000000000e+00,1.918294310570e+00,5.075883269310e-01,8.260942101479e-01,1.351841330528e+00,-1.099133133888e+00,5.276100039482e-01,5.101897567511e-02,0.000000000000e+00
6.140102744102e-01,8.896285891533e-01,-6.476148217916e-02,0.000000000000e+00,1.916671514511e+00,5.075090527534e-01,8.265482187271e-01,1.350463032722e+00,-1.099310040474e+00,5.433599948883e-01,4.989684000611e-02,0.000000000000e+00
6.131902933121e-01,8.912743926048e-01,-6.758694350719e-02,0.000000000000e+00,1.915371537209e+00,5.055645704269e-01,8.244823813438e-01,1.356771111488e+00,-1.103650450706e+00,5.590599775314e-01,4.872955754399e-02,0.000000000000e+00
6.121360659599e-01,8.962180018425e-01,-7.055553048849e-02,0.000000000000e+00,1.914880037308e+00,5.018980503082e-01,8.199125528336e-01,1.370754122734e+00,-1.111834645271e+00,5.747100114822e-01,4.751950874925e-02,0.000000000000e+00
6.016438603401e-01,8.617185354233e-01,-7.014820724726e-02,0.000000000000e+00,1.874157190323e+00,5.011837482452e-01,8.330239653587e-01,1.330660939217e+00,-1.113429069519e+00,5.902799963951e-01,4.627132415771e-02,0.000000000000e+00
6.245169639587e-01,8.136332631111e-01,-6.845860928297e-02,0.000000000000e+00,1.913686990738e+00,5.519703626633e-01,8.838356733322e-01,1.175348162651e+00,-1.000066161156e+00,6.057599782944e-01,4.498807340860e-02,0.000000000000e+00
7.963521480560e-01,8.249735832214e-01,-7.182248681784e-02,0.000000000000e+00,2.368805170059e+00,7.753017544746e-01,9.735665321350e-01,8.906923532486e-01,-5.015586018562e-01,6.211299896240e-01,4.367358982563e-02,0.000000000000e+00
9.653954505920e-01,8.486741185188e-01,-7.595820724964e-02,0.000000000000e+00,2.829931020737e+00,9.815641641617e-01,1.016748309135e+00,7.397713661194e-01,-4.115144535899e-02,6.363800168037e-01,4.233084246516e-02,0.000000000000e+00
9.875702857971e-01,8.485656976700e-01,-7.780990004539e-02,0.000000000000e+00,2.890055894852e+00,1.008970975876e+00,1.021669983864e+00,7.214666604996e-01,2.002440765500e-02,6.514999866486e-01,4.096270352602e-02,0.000000000000e+00
9.777421951294e-01,8.445532321930e-01,-7.934252172709e-02,0.000000000000e+00,2.862415790558e+00,9.977771639824e-01,1.020491123199e+00,7.258420586586e-01,-4.961658269167e-03,6.664699912071e-01,3.957289457321e-02,0.000000000000e+00
9.694457054138e-01,8.422656655312e-01,-8.103167265654e-02,0.000000000000e+00,2.839385032654e+00,9.880453944206e-01,1.019185900688e+00,7.306939363480e-01,-2.668441832066e-02,6.812700033188e-01,3.816515207291e-02,0.000000000000e+00
9.692909717560e-01,8.414594531059e-01,-8.279518783092e-02,0.000000000000e+00,2.838784933090e+00,9.880021810532e-01,1.019304037094e+00,7.302227020264e-01,-2.678082697093e-02,6.958900094032e-01,3.674225136638e-02,0.000000000000e+00
9.718493819237e-01,8.402344584465e-01,-8.445042371750e-02,0.000000000000e+00,2.845433235168e+00,9.914168715477e-01,1.020134329796e+00,7.270954251289e-01,-1.915873587132e-02,7.103199958801e-01,3.530689328909e-02,0.000000000000e+00
9.741963148117e-01,8.384330272675e-01,-8.599475026131e-02,0.000000000000e+00,2.851349830627e+00,9.947038292885e-01,1.021050691605e+00,7.236134409904e-01,-1.182178966701e-02,7.245299816132e-01,3.386376798153e-02,0.000000000000e+00
9.761818051338e-01,8.364584445953e-01,-8.747220784426e-02,0.000000000000e+00,2.856195926666e+00,9.975638985634e-01,1.021903753281e+00,7.202883958817e-01,-5.437687970698e-03,7.385200262070e-01,3.241453319788e-02,0.000000000000e+00
9.782461524010e-01,8.344442248344e-01,-8.889911323786e-02,0.000000000000e+00,2.861227750778e+00,1.000519037247e+00,1.022768259048e+00,7.168813943863e-01,1.158693921752e-03,7.522799968719e-01,3.096181154251e-02,0.000000000000e+00
9.805379509926e-01,8.323307633400e-01,-9.027166664600e-02,0.000000000000e+00,2.866776466370e+00,1.003743410110e+00,1.023666024208e+00,7.132269144058e-01,8.355840109289e-03,7.657799720764e-01,2.951033785939e-02,0.000000000000e+00
9.830539822578e-01,8.300448656082e-01,-9.158398211002e-02,0.000000000000e+00,2.872890710831e+00,1.007279634476e+00,1.024643182755e+00,7.092534303665e-01,1.624908298254e-02,7.790099978447e-01,2.806276641786e-02,0.000000000000e+00
9.858085513115e-01,8.276171088219e-01,-9.284070134163e-02,0.000000000000e+00,2.879504442215e+00,1.011090993881e+00,1.025646328926e+00,7.050007581711e-01,2.475657500327e-02,7.919700145721e-01,2.662062644958e-02,0.000000000000e+00
9.887651205063e-01,8.250308632851e-01,-9.404191374779e-02,0.000000000000e+00,2.886575460434e+00,1.015159249306e+00,1.026694059372e+00,7.004799246788e-01,3.383760899305e-02,8.046399950981e-01,2.518763579428e-02,0.000000000000e+00
9.919557571411e-01,8.223237991333e-01,-9.519117325544e-02,0.000000000000e+00,2.894103288651e+00,1.019474387169e+00,1.027741670609e+00,6.957208514214e-01,4.346950724721e-02,8.170099854469e-01,2.376642078161e-02,0.000000000000e+00
9.952921867371e-01,8.194243311882e-01,-9.628181159496e-02,0.000000000000e+00,2.902004718781e+00,1.024012565613e+00,1.028856277466e+00,6.907077431679e-01,5.359958857298e-02,8.290500044823e-01,2.236196212471e-02,0.000000000000e+00
9.988232851028e-01,8.163766264915e-01,-9.731779247522e-02,0.000000000000e+00,2.910268068314e+00,1.028759717941e+00,1.029971718788e+00,6.854712367058e-01,6.419576704502e-02,8.407700061798e-01,2.097463235259e-02,0.000000000000e+00
1.002510070801e+00,8.131465315819e-01,-9.829393029213e-02,0.000000000000e+00,2.918858528137e+00,1.033705592155e+00,1.031117439270e+00,6.800048947334e-01,7.523559033871e-02,8.521599769592e-01,1.960709132254e-02,0.000000000000e+00
1.006369590759e+00,8.096980452538e-01,-9.920667111874e-02,0.000000000000e+00,2.927717447281e+00,1.038838744164e+00,1.032263636589e+00,6.742823719978e-01,8.669372648001e-02,8.631799817085e-01,1.826569065452e-02,0.000000000000e+00
1.010342478752e+00,8.060299754143e-01,-1.000519618392e-01,0.000000000000e+00,2.936884880066e+00,1.044165611267e+00,1.033476948738e+00,6.683261990547e-01,9.858407080173e-02,8.738499879837e-01,1.694956421852e-02,0.000000000000e+00
1.014484882355e+00,8.021318912506e-01,-1.008278876543e-01,0.000000000000e+00,2.946324110031e+00,1.049679636955e+00,1.034692287445e+00,6.621171236038e-01,1.108920201659e-01,8.841500282288e-01,1.566269248724e-02,0.000000000000e+00
1.018760442734e+00,7.979987263680e-01,-1.015316024423e-01,0.000000000000e+00,2.956010341644e+00,1.055365324020e+00,1.035930752754e+00,6.556738018990e-01,1.235832050443e-01,8.940600156784e-01,1.440916396677e-02,0.000000000000e+00
1.023197650909e+00,7.936403155327e-01,-1.021613702178e-01,0.000000000000e+00,2.965966463089e+00,1.061229586601e+00,1.037169575691e+00,6.489988565445e-01,1.366730928421e-01,9.035800099373e-01,1.319055911154e-02,0.000000000000e+00
1.027715802193e+00,7.890667915344e-01,-1.027158796787e-01,0.000000000000e+00,2.976186037064e+00,1.067254185677e+00,1.038472056389e+00,6.421375274658e-01,1.501210331917e-01,9.126999974251e-01,1.200973149389e-02,0.000000000000e+00
1.032363891602e+00,7.842788100243e-01,-1.031937897205e-01,0.000000000000e+00,2.986650466919e+00,1.073435068130e+00,1.039783716202e+00,6.350814104080e-01,1.639176160097e-01,9.214000105858e-01,1.087086088955e-02,0.000000000000e+00
1.037126541138e+00,7.792798280716e-01,-1.035908460617e-01,0.000000000000e+00,2.997393369675e+00,1.079780340195e+00,1.041126847267e+00,6.278407573700e-01,1.780810654163e-01,9.296900033951e-01,9.774221107364e-03,0.000000000000e+00
1.041995525360e+00,7.740246653557e-01,-1.039005890489e-01,0.000000000000e+00,3.008358955383e+00,1.086277961731e+00,1.042497634888e+00,6.203907132149e-01,1.925847083330e-01,9.375399947166e-01,8.725349791348e-03,0.000000000000e+00
1.046933293343e+00,7.684610486031e-01,-1.041116341949e-01,0.000000000000e+00,3.019572019577e+00,1.092946290970e+00,1.043950319290e+00,6.127009391785e-01,2.074693143368e-01,9.449599981308e-01,7.724467199296e-03,0.000000000000e+00
1.051982164383e+00,7.626482248306e-01,-1.042301580310e-01,0.000000000000e+00,3.031084060669e+00,1.099789857864e+00,1.045445322990e+00,6.048110723495e-01,2.227451056242e-01,9.519400000572e-01,6.774428766221e-03,0.000000000000e+00
1.057156205177e+00,7.567332983017e-01,-1.042734384537e-01,0.000000000000e+00,3.043012142181e+00,1.106810927391e+00,1.046970129013e+00,5.968385934830e-01,2.384172827005e-01,9.584699869156e-01,5.878077354282e-03,0.000000000000e+00
1.062485694885e+00,7.508419156075e-01,-1.042573750019e-01,0.000000000000e+00,3.055466413498e+00,1.114018917084e+00,1.048502445221e+00,5.888754725456e-01,2.545064687729e-01,9.645400047302e-01,5.038225557655e-03,0.000000000000e+00
1.067875742912e+00,7.446277141571e-01,-1.041308715940e-01,0.000000000000e+00,3.068157434464e+00,1.121386647224e+00,1.050109744072e+00,5.806877613068e-01,2.709524035454e-01,9.701499938965e-01,4.256268497556e-03,0.000000000000e+00
1.073190331459e+00,7.371906042099e-01,-1.037671342492e-01,0.000000000000e+00,3.080421924591e+00,1.128884673119e+00,1.051895976067e+00,5.716273188591e-01,2.876888811588e-01,9.752799868584e-01,3.536324249581e-03,0.000000000000e+00
1.078267335892e+00,7.274956703186e-01,-1.030125245452e-01,0.000000000000e+00,3.091569423676e+00,1.136492729187e+00,1.053999066353e+00,5.609583854675e-01,3.046713173389e-01,9.799500107765e-01,2.876826096326e-03,0.000000000000e+00
1.083261728287e+00,7.163701653481e-01,-1.019826233387e-01,0.000000000000e+00,3.102274894714e+00,1.144241452217e+00,1.056292653084e+00,5.492938756943e-01,3.219674825668e-01,9.841300249100e-01,2.283176872879e-03,0.000000000000e+00
1.088784933090e+00,7.085326313972e-01,-1.013471633196e-01,0.000000000000e+00,3.115431785583e+00,1.152069687843e+00,1.058124184608e+00,5.401114225388e-01,3.394412398338e-01,9.878399968147e-01,1.753609743901e-03,0.000000000000e+00
1.095959544182e+00,7.120895981789e-01,-1.022828593850e-01,0.000000000000e+00,3.135862827301e+00,1.159901261330e+00,1.058343172073e+00,5.392589569092e-01,3.569225370884e-01,9.910500049591e-01,1.293363864534e-03,0.000000000000e+00
1.105344057083e+00,7.301259636879e-01,-1.052559912205e-01,0.000000000000e+00,3.165573835373e+00,1.167769193649e+00,1.056475758553e+00,5.487482547760e-01,3.744847476482e-01,9.937800168991e-01,9.004365419969e-04,0.000000000000e+00
1.114408493042e+00,7.433591485023e-01,-1.074697673321e-01,0.000000000000e+00,3.193401575089e+00,1.176117300987e+00,1.055373549461e+00,5.544712543488e-01,3.931188881397e-01,9.960200190544e-01,5.769983399659e-04,0.000000000000e+00
1.115303993225e+00,6.973866224289e-01,-1.010071933270e-01,0.000000000000e+00,3.187189340591e+00,1.185832619667e+00,1.063237190247e+00,5.178564786911e-01,4.148049354553e-01,9.977599978447e-01,3.251111775171e-04,0.000000000000e+00
1.097738146782e+00,5.317066311836e-01,-7.858473807573e-02,0.000000000000e+00,3.112181663513e+00,1.192239522934e+00,1.086087346077e+00,3.970719873905e-01,4.291059672832e-01,9.990000128746e-01,1.452537544537e-04,0.000000000000e+00
1.067031741142e+00,2.720339000225e-01,-4.679755493999e-02,0.000000000000e+00,3.000469923019e+00,1.185906767845e+00,1.111407279968e+00,2.073853164911e-01,4.149705171585e-01,9.997500181198e-01,3.632896550698e-05,0.000000000000e+00
9.979060292244e-01,9.145295619965e-01,1.228071004152e-02,0.000000000000e+00,2.933888673782e+00,1.005901336670e+00,1.008012056351e+00,7.715256810188e-01,1.317262835801e-02,2.627016544342e+00,1.859047859907e-01,0.000000000000e+00
1.000232815742e+00,9.276617765427e-01,1.263362076133e-02,0.000000000000e+00,2.943628072739e+00,1.005348205566e+00,1.005114197731e+00,7.819105982780e-01,1.193784642965e-02,2.668247699738e+00,3.056946694851e-01,0.000000000000e+00
9.992889165878e-01,9.216157793999e-01,1.214528176934e-02,0.000000000000e+00,2.939482450485e+00,1.005767464638e+00,1.006483078003e+00,7.770147919655e-01,1.287371385843e-02,2.536537647247e+00,2.544229626656e-01,0.000000000000e+00
1.001763582230e+00,9.344904422760e-01,1.232516858727e-02,0.000000000000e+00,2.949569463730e+00,1.005450367928e+00,1.003680348396e+00,7.870198488235e-01,1.216609403491e-02,2.554422616959e+00,3.984782099724e-01,0.000000000000e+00
1.004563093185e+00,8.843372464180e-01,9.275998920202e-03,0.000000000000e+00,2.944135427475e+00,1.021937012672e+00,1.017295002937e+00,7.376955151558e-01,4.896648973227e-02,1.613622188568e+00,3.303837403655e-02,0.000000000000e+00
1.005729556084e+00,8.879491686821e-01,1.054571103305e-02,0.000000000000e+00,2.948207855225e+00,1.022468686104e+00,1.016643643379e+00,7.400977611542e-01,5.015325173736e-02,1.596158981323e+00,1.993853412569e-02,0.000000000000e+00
1.012130379677e+00,8.614170551300e-01,7.519078440964e-03,0.000000000000e+00,2.958997249603e+00,1.036958575249e+00,1.024530649185e+00,7.106685042381e-01,8.249678462744e-02,1.344316005707e+00,1.197255216539e-02,0.000000000000e+00
1.015737891197e+00,8.765013217926e-01,8.947246707976e-03,0.000000000000e+00,2.972479104996e+00,1.037705659866e+00,1.021627426147e+00,7.215780019760e-01,8.416429907084e-02,1.341021180153e+00,5.633833352476e-03,0.000000000000e+00
1.015089988708e+00,8.756125569344e-01,9.153800085187e-03,0.000000000000e+00,2.970503091812e+00,1.037124752998e+00,1.021707296371e+00,7.212800383568e-01,8.286782354116e-02,1.348810672760e+00,6.177803501487e-03,0.000000000000e+00
1.025325775146e+00,8.901277780533e-01,8.852512575686e-03,0.000000000000e+00,3.002061128616e+00,1.046257853508e+00,1.020415067673e+00,7.263727188110e-01,1.032540202141e-01,1.248603463173e+00,1.016172464006e-03,0.000000000000e+00
1.027019858360e+00,8.893670439720e-01,9.435284882784e-03,0.000000000000e+00,3.006468296051e+00,1.048537254333e+00,1.020951271057e+00,7.243694067001e-01,1.083420068026e-01,1.246639966965e+00,8.127779001370e-04,0.000000000000e+00
1.032490134239e+00,9.169674515724e-01,9.537453763187e-03,0.000000000000e+00,3.028178691864e+00,1.048379778862e+00,1.015389680862e+00,7.449225187302e-01,1.079906225204e-01,1.248499989510e+00,3.631343715824e-04,0.000000000000e+00
1.023144006729e+00,8.736855387688e-01,7.618649862707e-03,0.000000000000e+00,2.992057561874e+00,1.047599792480e+00,1.023902535439e+00,7.132496833801e-01,1.062494516373e-01,1.248559117317e+00,1.792015391402e-03,0.000000000000e+00
1.020928859711e+00,8.595045208931e-01,8.763376623392e-03,0.000000000000e+00,2.982544183731e+00,1.048281908035e+00,1.026792287827e+00,7.022147178650e-01,1.077720820904e-01,1.247904300690e+00,2.922735875472e-03,0.000000000000e+00
1.018923521042e+00,8.577466607094e-01,9.932599030435e-03,0.000000000000e+00,2.976677417755e+00,1.046238541603e+00,1.026807665825e+00,7.021630406380e-01,1.032110378146e-01,1.245965838432e+00,2.807453274727e-03,0.000000000000e+00
1.028126001358e+00,8.987407088280e-01,9.601404890418e-03,0.000000000000e+00,3.011679172516e+00,1.047526121140e+00,1.018869519234e+00,7.319636940956e-01,1.060852110386e-01,1.256661415100e+00,1.012776163407e-03,0.000000000000e+00
1.024405002594e+00,8.798897862434e-01,8.866932243109e-03,0.000000000000e+00,2.996993303299e+00,1.047629594803e+00,1.022671341896e+00,7.178712487221e-01,1.063161119819e-01,1.257292747498e+00,1.858256757259e-03,0.000000000000e+00
1.023204088211e+00,8.733406066895e-01,8.637738414109e-03,0.000000000000e+00,2.992148160934e+00,1.047759294510e+00,1.023998260498e+00,7.129006385803e-01,1.066055074334e-01,1.256116151810e+00,2.124102786183e-03,0.000000000000e+00
1.028203606606e+00,8.974838852882e-01,9.537901729345e-03,0.000000000000e+00,3.011612415314e+00,1.047950625420e+00,1.019205331802e+00,7.307640910149e-01,1.070325747132e-01,1.255421280861e+00,1.053535030223e-03,0.000000000000e+00
1.031153798103e+00,9.029265642166e-01,9.526512585580e-03,0.000000000000e+00,3.021018028259e+00,1.050260663033e+00,1.018529534340e+00,7.333347797394e-01,1.121889203787e-01,1.250702977180e+00,7.737302221358e-04,0.000000000000e+00
1.032786488533e+00,9.129827022552e-01,9.302690625191e-03,0.000000000000e+00,3.027920961380e+00,1.049736380577e+00,1.016411781311e+00,7.410980463028e-01,1.110187396407e-01,1.250108122826e+00,4.975537885912e-04,0.000000000000e+00
1.025795578957e+00,8.823868632317e-01,7.995283231139e-03,0.000000000000e+00,3.001412391663e+00,1.048747062683e+00,1.022374391556e+00,7.190300822258e-01,1.088105067611e-01,1.249920487404e+00,1.414628350176e-03,0.000000000000e+00
1.013851761818e+00,8.631085753441e-01,7.904708385468e-03,0.000000000000e+00,2.964085340500e+00,1.038666129112e+00,1.024475216866e+00,7.108768820763e-01,8.630825579166e-02,1.337927699089e+00,9.924423880875e-03,0.000000000000e+00
1.016811728477e+00,8.752615451813e-01,8.859899826348e-03,0.000000000000e+00,2.975089073181e+00,1.039336919785e+00,1.022152781487e+00,7.196106910706e-01,8.780566602945e-02,1.333335280418e+00,5.728218704462e-03,0.000000000000e+00
9.998414516449e-01,9.469544887543e-01,1.863698661327e-02,0.000000000000e+00,2.947761058807e+00,9.996619820595e-01,9.998205304146e-01,8.006764054298e-01,-7.544960826635e-04,1.583269023895e+01,3.056501865387e+00,0.000000000000e+00
9.988831877708e-01,9.427700638771e-01,1.822072081268e-02,0.000000000000e+00,2.944052934647e+00,9.995928406715e-01,1.000710487366e+00,7.975426912308e-01,-9.088018559851e-04,1.588397693634e+01,1.388344168663e+00,0.000000000000e+00
9.991856217384e-01,9.445967078209e-01,1.823902688920e-02,0.000000000000e+00,2.945359468460e+00,9.994791746140e-01,1.000293850899e+00,7.990121841431e-01,-1.162505941465e-03,1.690266036987e+01,1.991299152374e+00,0.000000000000e+00
9.994261264801e-01,9.446023702621e-01,1.817704737186e-02,0.000000000000e+00,2.946010589600e+00,9.997808933258e-01,1.000355005264e+00,7.987992167473e-01,-4.890951677226e-04,1.477169132233e+01,1.757379293442e+00,0.000000000000e+00
1.000016689301e+00,9.474444985390e-01,1.861001737416e-02,0.000000000000e+00,2.948371410370e+00,9.997520446777e-01,9.997353553772e-01,8.009838461876e-01,-5.534905358218e-04,1.406561756134e+01,3.026665449142e+00,0.000000000000e+00
1.000011444092e+00,9.465177655220e-01,1.612240448594e-02,0.000000000000e+00,2.948093175888e+00,1.000008225441e+00,9.999967217445e-01,8.000617027283e-01,1.829959910538e-05,4.813118457794e+00,1.874252438545e+00,0.000000000000e+00
