# t = 8.91957e-05
# 1:pos.x 2:pos.y 3:pos.z 4:n.x 5:n.y 6:n.z 7:area 8:cellWidthNormalToSurface 9:outsign 10:p 11:rho 12:T 13:velx 14:vely 15:velz 16:mu 17:a 18:Re 19:y+ 20:tau_wall_x 21:tau_wall_y 22:tau_wall_z 23:q_total 24:q_cond 25:q_diff
6.2745098039215699e-04 0.0000000000000000e+00 0.0000000000000000e+00 0.0000000000000000e+00 -1.0000000000000000e+00 0.0000000000000000e+00 1.2549019607843140e-03 8.9261590267277141e-04 1 2.6715101202030241e+03 3.0899706161059148e-02 3.0000000000000000e+02 0.0000000000000000e+00 0.0000000000000000e+00 0.0000000000000000e+00 1.8503076010484825e-05 3.2022642429179700e+02 4.7734480724046068e+02 4.4892372276680710e+01 1.0943801883862970e+02 -2.4288845448777668e+01 0.0000000000000000e+00 3.0772017934311148e+03 3.0772017934311148e+03 1.3465369573345266e-14
1.8823529411764709e-03 0.0000000000000000e+00 0.0000000000000000e+00 0.0000000000000000e+00 -1.0000000000000000e+00 0.0000000000000000e+00 1.2549019607843140e-03 8.9261590267277152e-04 1 2.7194216785891122e+03 3.1453869540285291e-02 3.0000000000000000e+02 0.0000000000000000e+00 0.0000000000000000e+00 0.0000000000000000e+00 1.8503076010484825e-05 3.2305095953399848e+02 4.9019153071292016e+02 4.6865761692534704e+01 1.1719289850271150e+02 -2.5899338947547022e+01 0.0000000000000000e+00 3.0921801868099901e+03 3.0921801868099901e+03 3.9322651882481265e-15
3.1372549019607846e-03 0.0000000000000000e+00 0.0000000000000000e+00 0.0000000000000000e+00 -1.0000000000000000e+00 0.0000000000000000e+00 1.2549019607843129e-03 8.9261590267277131e-04 1 2.7678464145490134e+03 3.2013968527285989e-02 3.0000000000000000e+02 0.0000000000000000e+00 0.0000000000000000e+00 0.0000000000000000e+00 1.8503076010484828e-05 3.2595718767487836e+02 5.0340875319612189e+02 4.9025457247154158e+01 1.2602707105942564e+02 -2.7719123837340426e+01 0.0000000000000000e+00 3.0597000530176197e+03 3.0597000530176197e+03 -4.4426814684257637e-15
4.3921568627450979e-03 0.0000000000000000e+00 0.0000000000000000e+00 0.0000000000000000e+00 -1.0000000000000000e+00 0.0000000000000000e+00 1.2549019607843142e-03 8.9261590267277174e-04 1 2.8177383698343488e+03 3.2591037933259411e-02 3.0000000000000000e+02 0.0000000000000000e+00 0.0000000000000000e+00 0.0000000000000000e+00 1.8503076010484828e-05 3.2906143266485435e+02 5.1736359165772126e+02 5.1359443983691754e+01 1.3589682560433255e+02 -2.9730214854039076e+01 0.0000000000000000e+00 2.9847298557005265e+03 2.9847298557005265e+03 8.4042981458488627e-16
5.6470588235294130e-03 0.0000000000000000e+00 0.0000000000000000e+00 0.0000000000000000e+00 -1.0000000000000000e+00 0.0000000000000000e+00 1.2549019607843151e-03 8.9261590267277272e-04 1 2.8686603654982946e+03 3.3180021179570703e-02 3.0000000000000000e+02 0.0000000000000000e+00 0.0000000000000000e+00 0.0000000000000000e+00 1.8503076010484828e-05 3.3234068391078830e+02 5.3196230006986116e+02 5.3887239430165863e+01 1.4698745404478379e+02 -3.1964417158092267e+01 0.0000000000000000e+00 2.8674832282913662e+03 2.8674832282913662e+03 9.9490293786858358e-15
6.9019607843137272e-03 0.0000000000000000e+00 0.0000000000000000e+00 0.0000000000000000e+00 -1.0000000000000000e+00 0.0000000000000000e+00 1.2549019607843133e-03 8.9261590267277131e-04 1 2.9206287103594341e+03 3.3781106900243094e-02 3.0000000000000000e+02 0.0000000000000000e+00 0.0000000000000000e+00 0.0000000000000000e+00 1.8503076010484825e-05 3.3581981301730275e+02 5.4726903793982422e+02 5.6617414228461726e+01 1.5941979432037093e+02 -3.4435698238016400e+01 0.0000000000000000e+00 2.6952552926921121e+03 2.6952552926921121e+03 3.0430747463347046e-14
8.1568627450980397e-03 0.0000000000000000e+00 0.0000000000000000e+00 0.0000000000000000e+00 -1.0000000000000000e+00 0.0000000000000000e+00 1.2549019607843125e-03 8.9261590267277131e-04 1 2.9734728928833092e+03 3.4392322893759535e-02 3.0000000000000000e+02 0.0000000000000000e+00 0.0000000000000000e+00 0.0000000000000000e+00 1.8503076010484828e-05 3.3952106280358862e+02 5.6331189008786669e+02 5.9553224208443936e+01 1.7330394128595987e+02 -3.7156677262827927e+01 0.0000000000000000e+00 2.4474838079330352e+03 2.4474838079330352e+03 6.6484726534117548e-15
9.4117647058823521e-03 0.0000000000000000e+00 0.0000000000000000e+00 0.0000000000000000e+00 -1.0000000000000000e+00 0.0000000000000000e+00 1.2549019607843142e-03 8.9261590267277131e-04 1 3.0276512152201049e+03 3.5018970057790831e-02 3.0000000000000000e+02 0.0000000000000000e+00 0.0000000000000000e+00 0.0000000000000000e+00 1.8503076010484828e-05 3.4347790110179596e+02 5.8026029740254216e+02 6.2708194234298169e+01 1.8877998427601077e+02 -4.0152678118593556e+01 0.0000000000000000e+00 2.0983856370042431e+03 2.0983856370042431e+03 2.7796534387633155e-14
1.0666666666666665e-02 0.0000000000000000e+00 0.0000000000000000e+00 0.0000000000000000e+00 -1.0000000000000000e+00 0.0000000000000000e+00 1.2549019607843107e-03 8.9261590267277033e-04 1 3.0835117357165523e+03 3.5665074168080659e-02 3.0000000000000000e+02 0.0000000000000000e+00 0.0000000000000000e+00 0.0000000000000000e+00 1.8503076010484828e-05 3.4772486383923160e+02 5.9827322123220824e+02 6.6091788746736071e+01 2.0597828281393001e+02 -4.3439053243507026e+01 0.0000000000000000e+00 1.6251760904896560e+03 1.6251760904896560e+03 -1.5143322600187882e-14
1.1921568627450981e-02 0.0000000000000000e+00 0.0000000000000000e+00 0.0000000000000000e+00 -1.0000000000000000e+00 0.0000000000000000e+00 1.2549019607843194e-03 8.9261590267277131e-04 1 3.1414279321793447e+03 3.6334955011552976e-02 3.0000000000000000e+02 0.0000000000000000e+00 0.0000000000000000e+00 0.0000000000000000e+00 1.8503076010484825e-05 3.5229863490293866e+02 6.1752745960845630e+02 6.9712538791855565e+01 2.2502611145875488e+02 -4.7027830447079772e+01 0.0000000000000000e+00 9.9215362823648843e+02 9.9215362823648843e+02 -3.4100432309792366e-15
