"PointID","x","y","Density","Momentum_x","Momentum_y","Energy","Pressure","Temperature","Mach","Pressure_Coefficient"
0, 7.519999985000000e-03, -1.486756313872443e-02, 1.925201498983005e+00, 1.200641014225976e+00, -1.138806335168256e+00, 7.182056331766535e+00, 2.588341275497172e+00, 1.344452140134149e+00, 6.265230372633915e-01, 1.008470651109316e+00
1, 1.049000024800000e-02, -1.742916196961543e-02, 1.841917087566923e+00, 1.385263871414989e+00, -1.093801843821270e+00, 6.918573352892287e+00, 2.429155866414392e+00, 1.318819333840472e+00, 7.052242952756554e-01, 9.074005501043759e-01
2, 1.394999958600000e-02, -1.994492353858276e-02, 1.753245927942562e+00, 1.516399835228316e+00, -1.020076882526627e+00, 6.627666826996955e+00, 2.270056257217904e+00, 1.294773437678432e+00, 7.742320250074519e-01, 8.063849252177170e-01
3, 5.040000193000000e-03, -1.226032473458219e-02, 2.029138744840776e+00, 9.769583755281648e-01, -1.150056309218559e+00, 7.515940664511509e+00, 2.781938465513453e+00, 1.370994700380505e+00, 5.367786408780292e-01, 1.131389501913304e+00
4, 7.450855072779110e-03, -1.493996382794775e-02, 1.928006669811945e+00, 1.204872641888450e+00, -1.138425462062504e+00, 7.192619399583435e+00, 2.592014449641403e+00, 1.344401183992908e+00, 6.266861307991172e-01, 1.010802825169145e+00
5, 3.049999941000000e-03, -9.605565346412577e-03, 2.124681881357933e+00, 7.004943531900265e-01, -1.075650642497771e+00, 7.812759271884143e+00, 2.970001275959916e+00, 1.397856922496896e+00, 4.318689405563843e-01, 1.250794460926931e+00
6, 1.789999939500000e-02, -2.241364555514381e-02, 1.686270637311282e+00, 1.617101265276335e+00, -9.424944607422706e-01, 6.409523980703978e+00, 2.148299503548250e+00, 1.273994491758252e+00, 8.311211933269167e-01, 7.290790498719051e-01
7, 2.232000045500000e-02, -2.482329437156798e-02, 1.624187566093644e+00, 1.689482848895679e+00, -8.638528486533423e-01, 6.204374001043957e+00, 2.038377896803449e+00, 1.255013853914656e+00, 8.813788402000752e-01, 6.592875535259999e-01
8, 2.723000012300000e-02, -2.718419978786347e-02, 1.570669499251951e+00, 1.738087945166575e+00, -7.875299651730707e-01, 6.024850829750818e+00, 1.946296878848873e+00, 1.239151126176333e+00, 9.223770892271241e-01, 6.008234151421418e-01
9, 1.042775421340858e-02, -1.750753147585926e-02, 1.844595906686536e+00, 1.388779675414769e+00, -1.093633159770569e+00, 6.928659930038377e+00, 2.432664296306656e+00, 1.318806079688463e+00, 7.052634653517910e-01, 9.096281246391471e-01
10, 1.389396330309639e-02, -2.002781915589462e-02, 1.755614940072088e+00, 1.519303547428925e+00, -1.020803956365618e+00, 6.636725278332822e+00, 2.273020542444150e+00, 1.294714741007397e+00, 7.743959467301700e-01, 8.082670110756514e-01
11, 4.963405821814324e-03, -1.232486269969369e-02, 2.032024881060872e+00, 9.832074755969785e-01, -1.148740871119978e+00, 7.526823780325931e+00, 2.785702491018539e+00, 1.370899794083323e+00, 5.371195420096792e-01, 1.133779359376851e+00
12, 7.367838204917519e-03, -1.502680372111217e-02, 1.931233803965137e+00, 1.209187492953739e+00, -1.137304042558085e+00, 7.204559283684164e+00, 2.596452271375145e+00, 1.344452580544213e+00, 6.265216275322419e-01, 1.013620489761997e+00
13, 1.560000004000000e-03, -6.917517506923035e-03, 2.226505879698017e+00, 4.102664101474776e-01, -8.953424032098166e-01, 8.133318197415766e+00, 3.166199141993913e+00, 1.422048408164702e+00, 3.134953365396209e-01, 1.375364534599311e+00
