TITLE = "Visualization of the solution"
VARIABLES = "x","y","z","Density","Momentum_x","Momentum_y","Momentum_z","Energy","Nu_Tilde","Pressure","Temperature","Mach","Pressure_Coefficient","Laminar_Viscosity","Skin_Friction_Coefficient_x","Skin_Friction_Coefficient_y","Skin_Friction_Coefficient_z","Heat_Flux","Y_Plus","Eddy_Viscosity"
ZONE NODES= 300, ELEMENTS= 1386, DATAPACKING=POINT, ZONETYPE=FEBRICK
8.521450e-01	1.476018e+00	-0.000000e+00	1.301704e+00	0.000000e+00	0.000000e+00	0.000000e+00	2.976820e+05	0.000000e+00	1.190728e+05	3.186622e+02	0.000000e+00	5.411930e-01	1.932916e-05	2.194002e-04	6.271673e-05	4.162087e-05	-1.473692e+03	9.925525e+01	0.000000e+00	
9.006665e-01	1.476018e+00	1.943783e-02	1.157608e+00	0.000000e+00	0.000000e+00	0.000000e+00	2.561261e+05	0.000000e+00	1.024505e+05	3.083065e+02	0.000000e+00	1.826737e-01	1.884959e-05	2.001097e-04	2.050487e-05	-4.319395e-06	-1.396815e+03	8.542020e+01	0.000000e+00	
1.144229e+00	1.501245e+00	-0.000000e+00	1.221967e+00	0.000000e+00	0.000000e+00	0.000000e+00	2.634829e+05	0.000000e+00	1.053931e+05	3.004575e+02	0.000000e+00	2.461433e-01	1.848080e-05	8.155856e-05	0.000000e+00	-3.165789e-06	5.107795e+01	6.795251e+01	0.000000e+00	
1.366140e+00	1.476018e+00	6.002565e-03	9.845592e-01	0.000000e+00	0.000000e+00	0.000000e+00	2.093335e+05	0.000000e+00	8.373340e+04	2.962697e+02	0.000000e+00	-2.210257e-01	1.828212e-05	1.648460e-04	1.175062e-05	-8.963966e-06	-2.894400e+02	7.234499e+01	0.000000e+00	
1.414661e+00	1.476018e+00	-0.000000e+00	9.219457e-01	0.000000e+00	0.000000e+00	0.000000e+00	1.913568e+05	0.000000e+00	7.654271e+04	2.892203e+02	0.000000e+00	-3.761181e-01	1.794457e-05	1.206804e-05	2.476581e-05	3.133352e-05	-4.201619e+00	3.802822e+01	0.000000e+00	
1.366140e+00	1.476018e+00	-6.002565e-03	1.095202e+00	0.000000e+00	0.000000e+00	0.000000e+00	2.320847e+05	0.000000e+00	9.283388e+04	2.952859e+02	0.000000e+00	-2.474163e-02	1.823524e-05	-1.693592e-06	1.288092e-05	1.235641e-06	1.793290e+03	2.148094e+01	0.000000e+00	
9.006665e-01	1.476018e+00	-1.943783e-02	1.284629e+00	0.000000e+00	0.000000e+00	0.000000e+00	2.783500e+05	0.000000e+00	1.113400e+05	3.019284e+02	0.000000e+00	3.744082e-01	1.855027e-05	9.323541e-05	3.568914e-05	6.582257e-06	2.093943e+02	6.447769e+01	0.000000e+00	
8.691818e-01	1.418956e+00	2.002226e-02	1.117996e+00	0.000000e+00	0.000000e+00	0.000000e+00	2.453050e+05	0.000000e+00	9.812201e+04	3.057430e+02	0.000000e+00	8.931553e-02	1.872965e-05	1.087031e-04	6.354437e-06	-3.981486e-07	-5.163878e+02	6.829820e+01	0.000000e+00	
8.192015e-01	1.418956e+00	-0.000000e+00	1.193304e+00	0.000000e+00	0.000000e+00	0.000000e+00	2.830908e+05	0.000000e+00	1.132363e+05	3.305711e+02	0.000000e+00	4.153086e-01	1.987122e-05	7.820251e-05	4.540852e-05	8.612464e-05	-1.853434e+03	7.342906e+01	0.000000e+00	
1.348650e+00	1.418956e+00	6.183042e-03	9.606159e-01	0.000000e+00	0.000000e+00	0.000000e+00	2.119358e+05	0.000000e+00	8.477432e+04	3.074290e+02	0.000000e+00	-1.985745e-01	1.880859e-05	1.034363e-04	6.532925e-06	-4.351438e-06	-2.545143e+01	6.090495e+01	0.000000e+00	
1.398630e+00	1.418956e+00	-0.000000e+00	8.748368e-01	0.000000e+00	0.000000e+00	0.000000e+00	1.742223e+05	0.000000e+00	6.968892e+04	2.775026e+02	0.000000e+00	-5.239443e-01	1.737462e-05	-2.252280e-05	-1.383848e-05	-9.533546e-06	8.026688e+02	3.391566e+01	0.000000e+00	
