"Time_Iter","Outer_Iter","Inner_Iter",    "rms[Rho]"    ,    "rms[RhoU]"   ,    "rms[RhoV]"   ,    "rms[RhoE]"   ,       "CD"       ,       "CL"       ,       "CSF"      ,       "CMx"      ,       "CMy"      ,       "CMz"      ,       "CFx"      ,       "CFy"      ,       "CFz"      ,      "CEff"      
          0,           0,           0,      -3.393907544,      -3.238720197,      -3.249517335,      -2.688471498,      0.1209516043,    0.005354644316,                 0,                 0,                 0,   -0.003109796154,      0.1209516043,    0.005354644316,                 0,     0.04427096563
          0,           0,           1,      -3.112589598,      -2.930181978,      -3.136720813,      -2.422204022,      0.1356474685,      0.0103856378,                 0,                 0,                 0,   -0.001039409525,      0.1356474685,      0.0103856378,                 0,     0.07656344726
          0,           0,           2,      -3.027542503,      -2.869326104,      -3.079646237,      -2.328978944,      0.1201709861,      0.0112136718,                 0,                 0,                 0,    0.000494622668,      0.1201709861,      0.0112136718,                 0,     0.09331430285
          0,           0,           3,       -3.01392356,      -2.877831324,      -3.062748234,      -2.311926972,      0.1065031259,    0.006773649924,                 0,                 0,                 0,  -9.675027834e-05,      0.1065031259,    0.006773649924,                 0,     0.06360047995
          0,           0,           4,      -3.017182854,      -2.903136889,      -3.062534579,      -2.315244798,       0.100451566,    0.001697676479,                 0,                 0,                 0,   -0.001488817857,       0.100451566,    0.001697676479,                 0,     0.01690044812
          0,           0,           5,      -3.029355587,      -2.938762243,      -3.073882385,      -2.327587511,     0.09887861009,   -0.001372408404,                 0,                 0,                 0,   -0.002306795737,     0.09887861009,   -0.001372408404,                 0,    -0.01387972993
          0,           0,           6,      -3.043594833,      -2.976783566,      -3.089907144,      -2.341801882,     0.09879992446,   -0.002264230915,                 0,                 0,                 0,   -0.002354448203,     0.09879992446,   -0.002264230915,                 0,    -0.02291733447
          0,           0,           7,      -3.056320756,      -3.010022819,       -3.10475296,      -2.354458426,     0.09891803669,   -0.001982760751,                 0,                 0,                 0,   -0.002013966503,     0.09891803669,   -0.001982760751,                 0,    -0.02004448144
          0,           0,           8,      -3.066688892,      -3.036945847,      -3.116192816,      -2.364640682,     0.09890795642,   -0.001340911794,                 0,                 0,                 0,   -0.001608360156,     0.09890795642,   -0.001340911794,                 0,    -0.01355716812
          0,           0,           9,      -3.074477822,      -3.058123069,      -3.124063343,      -2.372163348,     0.09877929875,    -0.00073990205,                 0,                 0,                 0,   -0.001282904082,     0.09877929875,    -0.00073990205,                 0,   -0.007490456598
          0,           0,          10,      -3.079757571,      -3.073643568,      -3.129131244,      -2.377191977,     0.09857779925,  -0.0003206915147,                 0,                 0,                 0,   -0.001077296672,     0.09857779925,  -0.0003206915147,                 0,   -0.003253181925
          0,           0,          11,      -3.082928128,      -3.084026354,       -3.13232902,      -2.380182713,     0.09835199786,  -3.082611915e-05,                 0,                 0,                 0,   -0.000978353772,     0.09835199786,  -3.082611915e-05,                 0,  -0.0003134264664
