"Density_0","Density_1","Density_2","Density_3","Density_4","Momentum:0","Momentum:1","Momentum:2","Energy","Energy_ve","MassFrac_0","MassFrac_1","MassFrac_2","MassFrac_3","MassFrac_4","Pressure","Temperature_tr","Temperature_ve","Mach","Pressure_Coefficient","Laminar_Viscosity","Skin_Friction_Coefficient:0","Skin_Friction_Coefficient:1","Skin_Friction_Coefficient:2","Heat_Flux","Y_Plus","Points:0","Points:1","Points:2"
1.147693837993e-03,1.085771054932e-05,1.560802957101e-05,1.378122416185e-08,3.473579126876e-04,9.244668960571e+00,5.199037696002e-05,0.000000000000e+00,3.455465625000e+04,4.552135467529e+01,7.543018460274e-01,7.136042229831e-03,1.025810651481e-02,9.057470379048e-06,2.282949537039e-01,4.761622009277e+02,9.013003540039e+02,9.010030517578e+02,8.978479385376e+00,5.775033514510e-06,3.909937004209e-05,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,8.805008232594e-02,0.000000000000e+00
1.147689181380e-03,1.085761687136e-05,1.560798227729e-05,1.378032266075e-08,3.473565739114e-04,9.244648933411e+00,3.658332570922e-05,0.000000000000e+00,3.455455468750e+04,4.552116775513e+01,7.543018460274e-01,7.136008702219e-03,1.025811582804e-02,9.056913768291e-06,2.282949835062e-01,4.761279907227e+02,9.012391967773e+02,9.010029907227e+02,8.978799819946e+00,4.557620286505e-06,3.909755105269e-05,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,8.814349025488e-02,0.000000000000e+00
1.147683826275e-03,1.085749590857e-05,1.560792952660e-05,1.378028180454e-08,3.473550314084e-04,9.244625091553e+00,1.587203587405e-05,0.000000000000e+00,3.455442187500e+04,4.552095413208e+01,7.543018460274e-01,7.135962136090e-03,1.025812886655e-02,9.056929229700e-06,2.282950282097e-01,4.760853881836e+02,9.011627197266e+02,9.010029907227e+02,8.979199409485e+00,3.040015826627e-06,3.909527003998e-05,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,8.828399330378e-02,0.000000000000e+00
1.147683709860e-03,1.085740859708e-05,1.560795317346e-05,1.379307867921e-08,3.473550605122e-04,9.244625091553e+00,1.527078529762e-05,0.000000000000e+00,3.455442187500e+04,4.552094268799e+01,7.543017864227e-01,7.135906256735e-03,1.025814563036e-02,9.065341146197e-06,2.282950878143e-01,4.760839233398e+02,9.011600341797e+02,9.010029296875e+02,8.979212760925e+00,2.988364940393e-06,3.909519000445e-05,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,-5.104856565595e-03,8.398628979921e-02,0.000000000000e+00
1.147683709860e-03,1.085721851268e-05,1.560801138112e-05,1.382241343606e-08,3.473552351352e-04,9.244625091553e+00,1.560515920573e-05,0.000000000000e+00,3.455442187500e+04,4.552093887329e+01,7.543017864227e-01,7.135780528188e-03,1.025818381459e-02,9.084620614885e-06,2.282951921225e-01,4.760839538574e+02,9.011599731445e+02,9.010028686523e+02,8.979212760925e+00,2.989650283780e-06,3.909519000445e-05,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,-9.533850476146e-03,8.017626404762e-02,0.000000000000e+00
1.147683360614e-03,1.085739404516e-05,1.560795135447e-05,1.379413472336e-08,3.473549440969e-04,9.244623184204e+00,1.381582933391e-05,0.000000000000e+00,3.455441015625e+04,4.552093124390e+01,7.543017864227e-01,7.135898340493e-03,1.025814842433e-02,9.066037819139e-06,2.282950878143e-01,4.760808410645e+02,9.011544799805e+02,9.010029296875e+02,8.979242324829e+00,2.878728992073e-06,3.909502629540e-05,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,8.848345279694e-02,0.000000000000e+00
1.147708157077e-03,1.085786516342e-05,1.560822238389e-05,1.380836689435e-08,3.473621909507e-04,9.244733810425e+00,1.071736114682e-04,0.000000000000e+00,3.455500390625e+04,4.552191925049e+01,7.543018460274e-01,7.136054337025e-03,1.025810558349e-02,9.075196430786e-06,2.282949239016e-01,4.762727661133e+02,9.014984130859e+02,9.010030517578e+02,8.977443695068e+00,9.712378414406e-06,3.910526720574e-05,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,8.798532187939e-02,0.000000000000e+00
1.147755654529e-03,1.085834082915e-05,1.560887903906e-05,1.390733839202e-08,3.473764518276e-04,9.244935035706e+00,2.804098185152e-04,0.000000000000e+00,3.455609375000e+04,4.552380752563e+01,7.543018460274e-01,7.136071100831e-03,1.025811210275e-02,9.139864232566e-06,2.282948344946e-01,4.766432189941e+02,9.021622314453e+02,9.010031127930e+02,8.973963737488e+00,2.290269912919e-05,3.912503234460e-05,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,8.793975412846e-02,0.000000000000e+00
1.148190698586e-03,1.086249540094e-05,1.561503449921e-05,1.494480095232e-08,3.475070989225e-04,9.246983528137e+00,2.037903293967e-03,0.000000000000e+00,3.456719921875e+04,4.554111099243e+01,7.543016672134e-01,7.136096246541e-03,1.025826763362e-02,9.817958925851e-06,2.282941192389e-01,4.799913024902e+02,9.081548461914e+02,9.010037841797e+02,8.942896842957e+00,1.421165943611e-04,3.930330422008e-05,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,8.787779510021e-02,0.000000000000e+00
1.147862058133e-03,1.085935673473e-05,1.561037242936e-05,1.415078187961e-08,3.474083787296e-04,9.245424270630e+00,6.995984585956e-04,0.000000000000e+00,3.455875390625e+04,4.552803039551e+01,7.543018460274e-01,7.136077620089e-03,1.025814283639e-02,9.298993063567e-06,2.282946556807e-01,4.774716186523e+02,9.036464233398e+02,9.010031738281e+02,8.966234207153e+00,5.239943857305e-05,3.916921195923e-05,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,8.790593594313e-02,0.000000000000e+00
1.147704431787e-03,1.085778239940e-05,1.560818782309e-05,1.380986969224e-08,3.473611141089e-04,9.244720458984e+00,9.537927689962e-05,0.000000000000e+00,3.455493359375e+04,4.552177429199e+01,7.543018460274e-01,7.136023137718e-03,1.025811582804e-02,9.076212336367e-06,2.282949537039e-01,4.762438354492e+02,9.014465332031e+02,9.010030517578e+02,8.977717399597e+00,8.682619409228e-06,3.910372470273e-05,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,-4.161708056927e-03,8.445370942354e-02,0.000000000000e+00
1.147687784396e-03,1.085754320229e-05,1.560798045830e-05,1.378692893184e-08,3.473561955616e-04,9.244644165039e+00,3.169148112647e-05,0.000000000000e+00,3.455452343750e+04,4.552111053467e+01,7.543018460274e-01,7.135969121009e-03,1.025812793523e-02,9.061266609933e-06,2.282950282097e-01,4.761166381836e+02,9.012187500000e+02,9.010029907227e+02,8.978907585144e+00,4.152755991527e-06,3.909693987225e-05,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,-5.104613490403e-03,8.378607779741e-02,0.000000000000e+00
1.147685805336e-03,1.085736403184e-05,1.560800046718e-05,1.380795389139e-08,3.473557299003e-04,9.244633674622e+00,2.341201616218e-05,0.000000000000e+00,3.455447265625e+04,4.552102279663e+01,7.543017864227e-01,7.135863881558e-03,1.025815866888e-02,9.075100933842e-06,2.282951176167e-01,4.761004638672e+02,9.011896362305e+02,9.010029296875e+02,8.979058265686e+00,3.577038796720e-06,3.909607403330e-05,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,-8.826347999275e-03,8.063164353371e-02,0.000000000000e+00
1.147687318735e-03,1.085719759431e-05,1.560807868373e-05,1.384066194987e-08,3.473563992884e-04,9.244640350342e+00,3.043356264243e-05,0.000000000000e+00,3.455451562500e+04,4.552108001709e+01,7.543017268181e-01,7.135744206607e-03,1.025819499046e-02,9.096585017687e-06,2.282952070236e-01,4.761148681641e+02,9.012155151367e+02,9.010028686523e+02,8.978921890259e+00,4.090080892638e-06,3.909684528480e-05,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,-1.235875021666e-02,7.750903069973e-02,0.000000000000e+00
1.147683477029e-03,1.085698932002e-05,1.560807504575e-05,1.385660919340e-08,3.473553515505e-04,9.244623184204e+00,1.469282324251e-05,0.000000000000e+00,3.455441796875e+04,4.552091598511e+01,7.543017268181e-01,7.135631516576e-03,1.025822758675e-02,9.107096957450e-06,2.282953113317e-01,4.760819702148e+02,9.011562500000e+02,9.010028076172e+02,8.979230880737e+00,2.918541440522e-06,3.909507722710e-05,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,-1.402975153178e-02,7.613058388233e-02,0.000000000000e+00
1.147683127783e-03,1.085726216843e-05,1.560798773426e-05,1.381371816933e-08,3.473550314084e-04,9.244622230530e+00,1.337552293990e-05,0.000000000000e+00,3.455441015625e+04,4.552091979980e+01,7.543017864227e-01,7.135812658817e-03,1.025817357004e-02,9.078909897653e-06,2.282951623201e-01,4.760792236328e+02,9.011514282227e+02,9.010029296875e+02,8.979257583618e+00,2.820628424161e-06,3.909493534593e-05,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,-5.646334961057e-03,8.379125595093e-02,0.000000000000e+00
1.147682894953e-03,1.085702388082e-05,1.560805685585e-05,1.384924619430e-08,3.473551769275e-04,9.244621276855e+00,1.255991719518e-05,0.000000000000e+00,3.455440625000e+04,4.552089691162e+01,7.543017268181e-01,7.135657127947e-03,1.025822013617e-02,9.102261174121e-06,2.282952964306e-01,4.760769958496e+02,9.011472778320e+02,9.010028076172e+02,8.979277610779e+00,2.741595835687e-06,3.909481165465e-05,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,-1.086397655308e-02,7.922850549221e-02,0.000000000000e+00
1.147683127783e-03,1.085727126338e-05,1.560798591527e-05,1.381228642572e-08,3.473550023045e-04,9.244622230530e+00,1.308031369263e-05,0.000000000000e+00,3.455440625000e+04,4.552091598511e+01,7.543017864227e-01,7.135818712413e-03,1.025817170739e-02,9.077969480131e-06,2.282951623201e-01,4.760784912109e+02,9.011500854492e+02,9.010029296875e+02,8.979264259338e+00,2.795213276841e-06,3.909489532816e-05,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,8.875943720341e-02,0.000000000000e+00
1.149027608335e-03,1.087048985937e-05,1.562712168379e-05,1.714321307134e-08,3.477584687062e-04,9.250736236572e+00,5.256114527583e-03,0.000000000000e+00,3.458739453125e+04,4.557460021973e+01,7.543011903763e-01,7.136141415685e-03,1.025872305036e-02,1.125399012381e-05,2.282927036285e-01,4.864147033691e+02,9.196368408203e+02,9.010067138672e+02,8.884018898010e+00,3.708305594046e-04,3.964409188484e-05,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,8.785258233547e-02,0.000000000000e+00
1.147759379819e-03,1.085834628611e-05,1.560894270369e-05,1.392344994855e-08,3.473775868770e-04,9.244966506958e+00,3.064579796046e-04,0.000000000000e+00,3.455626953125e+04,4.552395248413e+01,7.543018460274e-01,7.136052008718e-03,1.025812048465e-02,9.150422556559e-06,2.282948493958e-01,4.766700744629e+02,9.022101440430e+02,9.010031127930e+02,8.973727226257e+00,2.385854349995e-05,3.912645843229e-05,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,-4.104364197701e-03,8.442653715611e-02,0.000000000000e+00
1.148684648797e-03,1.086720203602e-05,1.562217403261e-05,1.624409584622e-08,3.476554702502e-04,9.249317169189e+00,4.032979719341e-03,0.000000000000e+00,3.457979296875e+04,4.556088256836e+01,7.543013691902e-01,7.136114872992e-03,1.025853957981e-02,1.066693403118e-05,2.282932847738e-01,4.837627258301e+02,9.148963012695e+02,9.010055541992e+02,8.908300399780e+00,2.764031523839e-04,3.950351310777e-05,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,-3.684554481879e-03,8.471260219812e-02,0.000000000000e+00
