"PointID","x","y","Density","Momentum_x","Momentum_y","Energy","Pressure","Temperature","Mach","Pressure_Coefficient"
0, 8.515589714050000e+00, -1.809654045105000e+01, 1.000004179108439e+00, 1.774826072839629e+00, -5.216182408268110e-06, 4.075014878180186e+00, 1.000007066334021e+00, 1.000002887213516e+00, 1.499993372826976e+00, 4.486561283054622e-06
1, 9.013297545174492e+00, -1.782292389609372e+01, 9.999994584477420e-01, 1.774823425711048e+00, -1.431221184920105e-06, 4.074998979404618e+00, 9.999996120929856e-01, 1.000000153645327e+00, 1.500000266726604e+00, -2.462901678721360e-07
2, 7.709775676711186e+00, -1.694220029984490e+01, 1.000007634556777e+00, 1.774830995133141e+00, -3.925614015377555e-06, 4.075027559269929e+00, 1.000010821220146e+00, 1.000003186639040e+00, 1.499992125206370e+00, 6.870615965542334e-06
3, 9.547530998510283e+00, -1.752922725741889e+01, 9.999652065883300e-01, 1.774796139375148e+00, 3.427918260184397e-05, 4.074873156078336e+00, 9.999470750026755e-01, 9.999818677834639e-01, 1.500042299472046e+00, -3.360317290441589e-05
4, 6.714591637116055e+00, -1.584163471166354e+01, 1.000002720655848e+00, 1.774827507290040e+00, -3.096590562506352e-07, 4.075010521115192e+00, 1.000003386334803e+00, 1.000000665677144e+00, 1.499998438957269e+00, 2.150053843041724e-06
5, 7.835908983382845e+00, -1.836564459859637e+01, 1.000000502905170e+00, 1.774823872013106e+00, -2.752874679779382e-07, 4.075001504371273e+00, 1.000000963245050e+00, 1.000000460339649e+00, 1.499998847213854e+00, 6.115841588363915e-07
6, 6.925807996035501e+00, -1.717002901937083e+01, 9.999985341848893e-01, 1.774821766150880e+00, 7.088736212861663e-07, 4.074994301013162e+00, 9.999983366219620e-01, 9.999998024367831e-01, 1.500000513942989e+00, -1.056113039984060e-06
7, 5.737607817814169e+00, -1.464908696384009e+01, 9.999977555139115e-01, 1.774822311855732e+00, 1.685388716346703e-06, 4.074992022802368e+00, 9.999965473613703e-01, 9.999987918447472e-01, 1.500002901104727e+00, -2.192151510897811e-06
8, 8.292553111546622e+00, -1.661693630265841e+01, 1.000000186224918e+00, 1.774826829430363e+00, -6.629318005165300e-06, 4.075002423481433e+00, 9.999990318126752e-01, 9.999988455879721e-01, 1.500003032783099e+00, -6.147221109567604e-07
9, 7.330181649462833e+00, -1.577034927267638e+01, 1.000014943488350e+00, 1.774829888228865e+00, -9.583313817723275e-06, 4.075050388109137e+00, 1.000025343115325e+00, 1.000010399471571e+00, 1.499974817052618e+00, 1.609086687328692e-05
10, 8.745689267543497e+00, -1.638589213825126e+01, 9.999223030509915e-01, 1.774752319525871e+00, 5.663637013553268e-05, 4.074718803340681e+00, 9.998894126313173e-01, 9.999671070246419e-01, 1.500080695738361e+00, -7.021420233825167e-05
11, 6.404587868351725e+00, -1.454212116456874e+01, 1.000007185127979e+00, 1.774826512330504e+00, -6.219420637966753e-06, 4.075024171250687e+00, 1.000012365329536e+00, 1.000005180164337e+00, 1.499987515594243e+00, 7.851002879768374e-06
