"Time_Iter","Outer_Iter","Inner_Iter",    "rms[Rho]"    ,    "rms[RhoU]"   ,    "rms[RhoV]"   ,    "rms[RhoE]"   ,       "CD"       ,       "CL"       ,       "CSF"      ,       "CMx"      ,       "CMy"      ,       "CMz"      ,       "CFx"      ,       "CFy"      ,       "CFz"      ,      "CEff"      
          0,           0,           0,      -3.611060699,      -3.695818298,      -3.528161823,      -3.014683555,      0.1865611559,      0.1319402417,                 0,                 0,                 0,     0.02512891376,      0.1836384982,      0.1359786536,                 0,      0.7072224708
          0,           0,           1,      -3.752603518,      -3.724887081,      -3.660311024,      -3.145504274,      0.1237693005,      0.1183154005,                 0,                 0,                 0,     0.01848949981,      0.1211588099,      0.1209872577,                 0,      0.9559349533
          0,           0,           2,      -3.769154777,      -3.797484037,      -3.727882157,      -3.179590175,     0.06995275397,     0.05997695504,                 0,                 0,                 0,    0.001093861733,     0.06862771673,     0.06148869344,                 0,      0.8573923347
          0,           0,           3,      -3.738488708,      -3.755503323,      -3.720692857,      -3.142051758,     0.05418068228,     0.04809720558,                 0,                 0,                 0,   -0.008050939764,     0.05311855373,      0.0492677051,                 0,      0.8877187137
          0,           0,           4,      -3.718203345,      -3.746058259,       -3.71444376,      -3.130045604,      0.0530609765,      0.0531017986,                 0,                 0,                 0,    -0.01450706781,     0.05188993979,     0.05424668092,                 0,       1.000769343
          0,           0,           5,      -3.698082252,      -3.748604929,      -3.713839543,      -3.113347135,     0.04982481011,     0.06276091875,                 0,                 0,                 0,    -0.01483656214,     0.04844383093,     0.06383290585,                 0,        1.25963187
          0,           0,           6,      -3.689738172,      -3.754409321,      -3.722843399,      -3.106572751,     0.04344603568,     0.07297119859,                 0,                 0,                 0,    -0.01157729979,     0.04184383839,      0.0739016037,                 0,        1.67958244
          0,           0,           7,      -3.694867423,       -3.76247728,      -3.737477149,      -3.112771387,     0.03819832171,     0.08389787928,                 0,                 0,                 0,   -0.007835211586,     0.03635900895,     0.08471120585,                 0,       2.196376059
          0,           0,           8,      -3.709236023,      -3.776520872,      -3.749552272,      -3.126031364,     0.03512418473,     0.09693318042,                 0,                 0,                 0,   -0.004244550719,     0.03300123993,       0.097676343,                 0,       2.759727555
          0,           0,           9,      -3.727220733,      -3.797739364,      -3.764327498,      -3.144634882,     0.03277578847,      0.1128770457,                 0,                 0,                 0,  -0.0002625893567,     0.03030558895,       0.113565184,                 0,       3.443915491
          0,           0,          10,      -3.742239611,      -3.823854371,      -3.785803835,      -3.163893256,     0.03015462387,      0.1314785623,                 0,                 0,                 0,    0.004488166873,     0.02727925816,      0.1321050936,                 0,       4.360145988
          0,           0,          11,       -3.75055406,      -3.846610126,      -3.802361537,      -3.176467642,     0.02748877241,      0.1520395397,                 0,                 0,                 0,    0.009873577949,     0.02416550574,      0.1526030228,                 0,       5.530968696
          0,           0,          12,      -3.756296206,      -3.853408967,      -3.809695763,      -3.182573184,     0.02532416053,       0.173891301,                 0,                 0,                 0,     0.01550242434,     0.02152471533,      0.1744023632,                 0,       6.866616597
          0,           0,          13,      -3.767246929,      -3.847967342,      -3.817478203,      -3.189657644,     0.02377271327,      0.1964251241,                 0,                 0,                 0,     0.02104216668,     0.01948206451,      0.1968969792,                 0,       8.262629589
          0,           0,          14,      -3.782720508,      -3.838141654,      -3.832920352,      -3.199093528,     0.02255235789,       0.218943714,                 0,                 0,                 0,     0.02629848288,     0.01777075909,      0.2193835884,                 0,       9.708240488
          0,           0,          15,      -3.797355109,      -3.827068023,      -3.857410991,      -3.208737477,     0.02136528501,      0.2406324662,                 0,                 0,                 0,     0.03115741297,     0.01611083107,      0.2410412835,                 0,        11.2627782
          0,           0,          16,      -3.810540899,       -3.81919261,      -3.888311223,      -3.220198312,     0.02011801946,      0.2607056977,                 0,                 0,                 0,     0.03553484512,     0.01442596709,      0.2610825291,                 0,       12.95881527
          0,           0,          17,      -3.825456123,      -3.819264909,      -3.921061379,      -3.236509265,     0.01887960568,      0.2784581632,                 0,                 0,                 0,     0.03933559919,     0.01280058003,      0.2788037541,                 0,       14.74915143
          0,           0,          18,      -3.843986549,      -3.829678549,      -3.952884026,      -3.258392636,     0.01773628188,      0.2930483998,                 0,                 0,                 0,     0.04238140852,     0.01133924398,      0.2933655771,                 0,       16.52253847
          0,           0,          19,       -3.86502016,      -3.850805319,      -3.984195884,      -3.283856814,     0.01677719702,      0.3043191018,                 0,                 0,                 0,     0.04461147291,     0.01013451828,      0.3046126747,                 0,       18.13885248
          0,           0,          20,      -3.884198215,      -3.879505574,       -4.01636072,      -3.307968851,     0.01611112933,      0.3129852755,                 0,                 0,                 0,     0.04612973888,    0.009279557516,      0.3132622559,                 0,        19.4266503
          0,           0,          21,      -3.900121073,      -3.906745112,      -4.048716264,       -3.32788142,     0.01578943721,      0.3196463197,                 0,                 0,                 0,      0.0469549546,    0.008812632037,      0.3199146973,                 0,       20.24431368
          0,           0,          22,      -3.922939479,      -3.932991617,      -4.081425902,      -3.351911072,     0.01585978047,       0.325152689,                 0,                 0,                 0,     0.04716482807,    0.008762837745,      0.3254212908,                 0,       20.50171436
          0,           0,          23,      -3.950346685,      -3.960767387,      -4.115809073,      -3.378434742,     0.01636852621,      0.3305328501,                 0,                 0,                 0,     0.04694482085,     0.00915409482,      0.3308112698,                 0,       20.19319552
          0,           0,          24,      -3.973744902,      -3.979964029,      -4.148445992,      -3.400325989,     0.01728061141,      0.3360928279,                 0,                 0,                 0,     0.04639411652,    0.009944672689,      0.3363898214,                 0,       19.44912827
          0,           0,          25,      -3.995881546,      -3.991291096,       -4.17678747,      -3.420666975,     0.01842364581,       0.340971163,                 0,                 0,                 0,     0.04529315117,     0.01098101476,      0.3412919308,                 0,       18.50725782
          0,           0,          26,      -4.019709742,      -4.003600167,      -4.202038327,      -3.443708493,     0.01957905863,      0.3438954228,                 0,                 0,                 0,     0.04338301129,     0.01207236023,      0.3442406999,                 0,       17.56445135
          0,           0,          27,      -4.044275268,      -4.017720608,       -4.22670042,      -3.468876818,     0.02062317879,      0.3444847321,                 0,                 0,                 0,     0.04078179819,     0.01310337621,      0.3448526463,                 0,         16.703765
          0,           0,          28,       -4.07295655,      -4.035943503,      -4.253779097,      -3.498813595,     0.02151347876,      0.3430291535,                 0,                 0,                 0,     0.03786197403,     0.01402521759,      0.3434168359,                 0,       15.94484822
