"Density_0","Density_1","Density_2","Density_3","Density_4","Momentum:0","Momentum:1","Momentum:2","Energy","Energy_ve","MassFrac_0","MassFrac_1","MassFrac_2","MassFrac_3","MassFrac_4","Pressure","Temperature_tr","Temperature_ve","Mach","Pressure_Coefficient","Laminar_Viscosity","Skin_Friction_Coefficient:0","Skin_Friction_Coefficient:1","Skin_Friction_Coefficient:2","Thermal_Conductivity_tr","Thermal_Conductivity_ve","Heat_Flux","Y_Plus","Points:0","Points:1","Points:2"
1.147677539848e-03,1.084886753233e-05,1.561056706123e-05,1.513532943420e-08,3.473610559013e-04,9.244609832764e+00,2.394498608282e-07,0.000000000000e+00,3.455439062500e+04,4.552038574219e+01,7.543001174927e-01,7.130314595997e-03,1.025989651680e-02,9.947551006917e-06,2.282997369766e-01,4.760042419434e+02,9.010081787109e+02,9.010001831055e+02,8.979959487915e+00,1.510079528089e-07,3.909067163477e-05,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,6.130426377058e-02,2.939666621387e-03,0.000000000000e+00,0.000000000000e+00,-5.435146391392e-02,3.493629023433e-02,0.000000000000e+00
1.147677539848e-03,1.084890573111e-05,1.561055432830e-05,1.512898428757e-08,3.473610267974e-04,9.244609832764e+00,2.835966483872e-07,0.000000000000e+00,3.455439062500e+04,4.552038955688e+01,7.543001174927e-01,7.130339741707e-03,1.025988813490e-02,9.943380973709e-06,2.282997220755e-01,4.760045776367e+02,9.010087890625e+02,9.010001831055e+02,8.979956626892e+00,1.630898225358e-07,3.909069346264e-05,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,6.130429357290e-02,2.939668251202e-03,0.000000000000e+00,0.000000000000e+00,-5.259059742093e-02,3.969957679510e-02,0.000000000000e+00
1.147677772678e-03,1.084925952455e-05,1.561043973197e-05,1.507061320183e-08,3.473607648630e-04,9.244609832764e+00,4.855083943767e-07,0.000000000000e+00,3.455438671875e+04,4.552040863037e+01,7.543001770973e-01,7.130571641028e-03,1.025981176645e-02,9.905016668199e-06,2.282995283604e-01,4.760076904297e+02,9.010148315430e+02,9.010003051758e+02,8.979927062988e+00,2.742318372384e-07,3.909087172360e-05,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,6.130456551909e-02,2.939683618024e-03,0.000000000000e+00,0.000000000000e+00,-5.059713870287e-02,4.437031224370e-02,0.000000000000e+00
1.147677656263e-03,1.084905488824e-05,1.561050703458e-05,1.510437996899e-08,3.473609103821e-04,9.244610786438e+00,5.092896913084e-07,0.000000000000e+00,3.455439062500e+04,4.552039718628e+01,7.543001174927e-01,7.130437530577e-03,1.025985553861e-02,9.927209248417e-06,2.282996326685e-01,4.760059204102e+02,9.010113525391e+02,9.010002441406e+02,8.979944229126e+00,2.103161449440e-07,3.909076986019e-05,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,6.130440905690e-02,2.939674770460e-03,0.000000000000e+00,0.000000000000e+00,-4.837860912085e-02,4.893845319748e-02,0.000000000000e+00
1.147677889094e-03,1.084945142793e-05,1.561037788633e-05,1.503923918733e-08,3.473606193438e-04,9.244610786438e+00,7.824590966266e-07,0.000000000000e+00,3.455438671875e+04,4.552042007446e+01,7.543002367020e-01,7.130697369576e-03,1.025977078825e-02,9.884394785331e-06,2.282994240522e-01,4.760093994141e+02,9.010180664062e+02,9.010003662109e+02,8.979911804199e+00,3.347581696289e-07,3.909096994903e-05,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,6.130471453071e-02,2.939691999927e-03,0.000000000000e+00,0.000000000000e+00,-4.594434052706e-02,5.339539796114e-02,0.000000000000e+00
1.147677772678e-03,1.084917857952e-05,1.561046701681e-05,1.508411173745e-08,3.473608230706e-04,9.244610786438e+00,7.701806339355e-07,0.000000000000e+00,3.455439062500e+04,4.552040481567e+01,7.543001770973e-01,7.130518555641e-03,1.025982946157e-02,9.913886970025e-06,2.282995730639e-01,4.760070190430e+02,9.010134887695e+02,9.010002441406e+02,8.979933738708e+00,2.496133504337e-07,3.909083170583e-05,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,6.130450591445e-02,2.939680125564e-03,0.000000000000e+00,0.000000000000e+00,-4.330509528518e-02,5.773413926363e-02,0.000000000000e+00
1.147677656263e-03,1.084922678274e-05,1.561045064591e-05,1.507605773554e-08,3.473607939668e-04,9.244609832764e+00,3.314314653835e-07,0.000000000000e+00,3.455438671875e+04,4.552040481567e+01,7.543001770973e-01,7.130550220609e-03,1.025981921703e-02,9.908594620356e-06,2.282995432615e-01,4.760074157715e+02,9.010142822266e+02,9.010002441406e+02,8.979929924011e+00,2.636085696395e-07,3.909085353371e-05,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,6.130453944206e-02,2.939682221040e-03,0.000000000000e+00,0.000000000000e+00,-5.587431415915e-02,3.009165637195e-02,0.000000000000e+00
1.147677539848e-03,1.084882114810e-05,1.561058161315e-05,1.514295000504e-08,3.473610850051e-04,9.244609832764e+00,1.447003370458e-07,0.000000000000e+00,3.455439062500e+04,4.552038192749e+01,7.543001174927e-01,7.130284328014e-03,1.025990583003e-02,9.952559594240e-06,2.282997667789e-01,4.760038452148e+02,9.010073852539e+02,9.010001220703e+02,8.979964256287e+00,1.364037700569e-07,3.909064980689e-05,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,6.130422651768e-02,2.939664525911e-03,0.000000000000e+00,0.000000000000e+00,-5.715603008866e-02,2.517771720886e-02,0.000000000000e+00
1.147677539848e-03,1.084881205315e-05,1.561058525112e-05,1.514450431728e-08,3.473610850051e-04,9.244609832764e+00,1.141196790400e-07,0.000000000000e+00,3.455439062500e+04,4.552038192749e+01,7.543001174927e-01,7.130278274417e-03,1.025990769267e-02,9.953580956790e-06,2.282997667789e-01,4.760037536621e+02,9.010072021484e+02,9.010001220703e+02,8.979964256287e+00,1.334368846528e-07,3.909064616892e-05,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,6.130421906710e-02,2.939664060250e-03,0.000000000000e+00,0.000000000000e+00,-5.819588899612e-02,2.020695805550e-02,0.000000000000e+00
1.147677656263e-03,1.084913583327e-05,1.561047974974e-05,1.509097202756e-08,3.473608521745e-04,9.244609832764e+00,1.521398615978e-07,0.000000000000e+00,3.455438671875e+04,4.552040100098e+01,7.543001770973e-01,7.130490615964e-03,1.025983877480e-02,9.918396244757e-06,2.282995879650e-01,4.760065917969e+02,9.010126953125e+02,9.010002441406e+02,8.979937553406e+00,2.350279828534e-07,3.909080987796e-05,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,6.130446866155e-02,2.939678262919e-03,0.000000000000e+00,0.000000000000e+00,-5.899550020695e-02,1.519192568958e-02,0.000000000000e+00
