"Time_Iter","Outer_Iter","Inner_Iter",    "rms[Rho]"    ,    "rms[RhoU]"   ,    "rms[RhoV]"   ,    "rms[RhoW]"   ,    "rms[RhoE]"   ,       "CD"       ,       "CL"       ,       "CSF"      ,       "CMx"      ,       "CMy"      ,       "CMz"      ,       "CFx"      ,       "CFy"      ,       "CFz"      ,      "CEff"      
          0,           0,           0,      -4.340178762,      -4.376560774,       -4.73928248,      -4.283065749,      -3.733012761,      0.1084867003,      0.2237336545,    -0.05115433348,       0.155634412,     -0.1214126859,    -0.07612106687,     0.09638873736,    -0.05115433348,      0.2292058543,       2.062314127
          0,           0,           1,      -4.732874855,      -4.698324725,      -5.042209497,      -4.607693378,      -4.120200224,      0.1190830626,       0.254941817,     -0.0550875758,      0.1740592211,     -0.1348425118,    -0.08100764735,      0.1053040467,     -0.0550875758,      0.2609351713,        2.14087387
          0,           0,           2,      -4.644791785,      -4.631732243,      -5.014776126,      -4.558501822,       -4.04241162,      0.0848793163,      0.2122262262,    -0.03456116373,       0.139196447,     -0.1093131495,    -0.05463635447,      0.0734292992,    -0.03456116373,      0.2164546314,        2.50032912
          0,           0,           3,      -4.643891256,      -4.619751601,      -4.933067565,      -4.589036722,      -4.051117237,     0.05721764216,      0.1667706972,    -0.01758352918,      0.1036241766,    -0.08060670161,     -0.0342299053,     0.04823355855,    -0.01758352918,      0.1695872868,       2.914672658
          0,           0,           4,      -4.637200273,      -4.598201481,      -4.807390927,      -4.572883798,      -4.048805013,     0.04466781897,      0.1445338709,   -0.009268991248,     0.08610405302,    -0.06198554127,    -0.02472203607,     0.03688866849,   -0.009268991248,      0.1467122354,       3.235749456
          0,           0,           5,       -4.58841522,      -4.547270129,      -4.679781972,      -4.522218723,       -3.99837146,     0.04128329053,      0.1440227658,    -0.00630943301,     0.08530203718,    -0.05505855026,    -0.02127409215,     0.03353624943,    -0.00630943301,      0.1460211872,       3.488645502
          0,           0,           6,      -4.537956607,      -4.493742137,      -4.587867477,      -4.462680077,      -3.946001931,     0.04074832473,      0.1540091926,   -0.005045545798,     0.09301840403,    -0.05615227978,    -0.01937862874,     0.03246895406,   -0.005045545798,      0.1559648178,       3.779522069
          0,           0,           7,      -4.497001068,      -4.448358978,       -4.52449218,      -4.411537502,      -3.903398139,     0.03963161439,      0.1646932388,   -0.003497411552,      0.1019869629,    -0.06065332813,    -0.01688718466,      0.0307835035,   -0.003497411552,      0.1665740186,       4.155602575
          0,           0,           8,      -4.458319525,      -4.404062375,         -4.464644,      -4.369459125,      -3.862958002,     0.03733722042,       0.171641948,    -0.00136400501,      0.1086661941,    -0.06525538722,    -0.01371509435,     0.02812144708,    -0.00136400501,      0.1733903416,        4.59707354
          0,           0,           9,      -4.415394952,      -4.363228958,      -4.405007244,      -4.329219145,      -3.820681532,     0.03470967235,      0.1749530203,   0.0008196728666,      0.1127868646,    -0.06857360885,    -0.01061837928,     0.02532089479,   0.0008196728666,        0.17655643,       5.040468793
          0,           0,          10,      -4.371475235,       -4.34069573,      -4.365477216,      -4.295854663,      -3.782093417,     0.03258245914,      0.1767412612,    0.002551168927,       0.115629374,    -0.07074957562,   -0.008130847127,     0.02310125528,    0.002551168927,      0.1782285669,       5.424429767
          0,           0,          11,       -4.32840732,      -4.339221956,      -4.353893736,      -4.276719142,      -3.746011625,     0.03115400036,      0.1790134559,    0.003725564323,       0.118477798,    -0.07256826322,   -0.006254603678,     0.02155353964,    0.003725564323,      0.1804212684,       5.746082488
          0,           0,          12,      -4.280746741,      -4.334486367,      -4.348152332,      -4.262397565,      -3.700586134,      0.0301319833,      0.1827082359,    0.004541458186,       0.121913269,    -0.07468019727,   -0.004686690958,     0.02033574618,    0.004541458186,      0.1840562232,       6.063598073
          0,           0,          13,      -4.226255809,      -4.298934608,      -4.313897581,       -4.23337542,      -3.642772345,     0.02913811084,      0.1877508122,    0.005253994487,      0.1258631483,    -0.07727641851,   -0.003143530312,     0.01907410957,    0.005253994487,      0.1890385551,       6.443479235
          0,           0,          14,      -4.172979087,      -4.248476105,      -4.256130266,      -4.189393533,      -3.586839165,      0.0279849339,       0.193562146,    0.006006105082,      0.1299694087,    -0.08017078307,   -0.001528750987,     0.01761235803,    0.006006105082,      0.1947800445,       6.916655466
          0,           0,          15,      -4.130845008,      -4.217533455,      -4.208066961,      -4.150536785,      -3.547027114,     0.02671437004,      0.1995351953,     0.00680166344,      0.1339058292,    -0.08304599864,   8.684156318e-05,      0.0160247543,     0.00680166344,      0.2006767524,       7.469208332
          0,           0,          16,      -4.102754667,       -4.21992863,      -4.185937092,       -4.13127257,      -3.525629178,     0.02547871055,      0.2052696489,     0.00757185809,      0.1375083016,    -0.08565430911,    0.001580442918,     0.01448474181,     0.00757185809,      0.2063370682,       8.056516383
          0,           0,          17,      -4.084368296,      -4.245612403,      -4.184900051,      -4.131333481,      -3.514387403,     0.02440537244,      0.2105974993,    0.008252769169,      0.1407564143,    -0.08789357234,    0.002876080716,     0.01312852442,    0.008252769169,      0.2116000254,       8.629145072
          0,           0,          18,      -4.069208957,       -4.26395212,      -4.188523321,      -4.139253712,      -3.502279649,     0.02353329703,      0.2155093674,     0.00882343418,      0.1437019136,    -0.08978316299,    0.003974283708,     0.01199548862,     0.00882343418,      0.2164583372,       9.157635969
          0,           0,          19,       -4.05453647,      -4.250258706,       -4.18290149,       -4.14093324,      -3.485681961,      0.0228249294,      0.2200727858,    0.009301549093,      0.1464108778,    -0.09140086413,    0.004926385623,       0.011044528,    0.009301549093,      0.2209774352,       9.641772906
          0,           0,          20,       -4.04268709,      -4.219831433,      -4.169881186,      -4.132088016,      -3.470416117,     0.02221222614,      0.2243811242,    0.009719844507,       0.148940824,    -0.09282879565,    0.005793429324,     0.01020271197,    0.009719844507,      0.2252469235,       10.10169457
          0,           0,          21,      -4.037161373,      -4.200963788,       -4.16103493,      -4.120635062,      -3.463695187,      0.0216369772,      0.2285315839,     0.01010512084,      0.1513415974,    -0.09412720789,    0.006618436344,    0.009406724676,     0.01010512084,      0.2293607577,       10.56208461
          0,           0,          22,      -4.038736562,      -4.205247155,      -4.163655221,      -4.116135862,      -3.467594026,     0.02106742923,      0.2326116523,     0.01047004209,      0.1536598619,    -0.09533084655,    0.007420011281,    0.008620187829,     0.01047004209,      0.2334046052,       11.04129269
          0,           0,          23,      -4.044870608,      -4.228775685,      -4.176519567,       -4.12240941,      -3.478501596,     0.02049564959,      0.2366890204,     0.01081533765,      0.1559410345,    -0.09645958295,     0.00819934788,    0.007831566654,     0.01081533765,      0.2374456371,       11.54825658
          0,           0,          24,      -4.051789961,      -4.257894867,      -4.192625779,      -4.137417112,      -3.490147953,     0.01992616557,      0.2407986603,     0.01113622065,      0.1582214304,    -0.09752655795,     0.00895104376,    0.007043515087,     0.01113622065,      0.2415190174,       12.08454579
